feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,auto,11,5,nan,nan,NA,NA,0.5941499085923218,270.4055278301239
0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.3510054844606947,275.3778762817383
0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,log2,20,2,nan,nan,NA,NA,0.5914076782449725,281.2122230529785
0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,auto,6,14,nan,nan,NA,NA,0.5521023765996343,288.99644923210144
0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,2,3,nan,nan,NA,NA,0.5045703839122486,296.50070333480835
1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,auto,20,23,nan,nan,NA,NA,0.5978062157221207,304.53158140182495
0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,log2,19,3,nan,nan,NA,NA,0.6005484460694699,311.7854690551758
1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,auto,9,2,nan,nan,NA,NA,0.6444241316270567,318.87332344055176
0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,log2,4,2,nan,nan,NA,NA,0.6051188299817185,326.3958475589752
0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,sqrt,8,20,nan,nan,NA,NA,0.5959780621572212,333.16210556030273
0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.07586837294332724,338.6714611053467
1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,12,30,nan,nan,NA,NA,0.6343692870201096,345.5979676246643
1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,87,sqrt,12,4,nan,nan,NA,NA,0.5648994515539305,352.3689081668854
1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,sqrt,3,18,nan,nan,NA,NA,0.6489945155393053,361.59478211402893
0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,12,39,nan,nan,NA,NA,0.5996343692870201,367.88759756088257
1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,11,13,nan,nan,NA,NA,0.5146252285191956,376.1394724845886
1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,3,6,nan,nan,NA,NA,0.5941499085923218,383.27038311958313
0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,sqrt,13,7,nan,nan,NA,NA,0.6206581352833638,390.38160967826843
0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,auto,6,16,nan,nan,NA,NA,0.6727605118829981,398.264212846756
0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,auto,8,39,nan,nan,NA,NA,0.6106032906764168,405.9016582965851
1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,sqrt,5,39,nan,nan,NA,NA,0.6051188299817185,412.4966719150543
1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,log2,4,5,nan,nan,NA,NA,0.593235831809872,420.06021189689636
0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,auto,7,16,nan,nan,NA,NA,0.5557586837294333,426.6048529148102
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,7,NA,distance,0.49177330895795246,431.63910484313965
1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,auto,4,17,nan,nan,NA,NA,0.6544789762340036,439.3044767379761
1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,auto,5,16,nan,nan,NA,NA,0.6864716636197441,446.0320029258728
0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,92,log2,20,29,nan,nan,NA,NA,0.5639853747714808,453.52030658721924
1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,79,auto,6,3,nan,nan,NA,NA,0.6252285191956124,461.518657207489
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,6,4,nan,nan,NA,NA,0.5996343692870201,468.7188456058502
1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,9,4,nan,nan,NA,NA,0.6535648994515539,475.12497663497925
0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,7,12,nan,nan,NA,NA,0.623400365630713,482.4904770851135
1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,distance,0.44881170018281535,487.4920573234558
1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,auto,9,17,nan,nan,NA,NA,0.5557586837294333,495.4574348926544
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,8,15,nan,nan,NA,NA,0.4853747714808044,500.50569200515747
0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,4,26,nan,nan,NA,NA,0.5356489945155393,505.9800314903259
1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,5,13,nan,nan,NA,NA,0.670018281535649,512.443252325058
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,8,6,nan,nan,NA,NA,0.6645338208409507,518.4433765411377
0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,log2,2,15,nan,nan,NA,NA,0.5018281535648994,524.7654495239258
1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,auto,1,21,nan,nan,NA,NA,0.6471663619744058,531.0979447364807
0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,sqrt,10,33,nan,nan,NA,NA,0.5941499085923218,538.5092339515686
1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,9,32,nan,nan,NA,NA,0.5182815356489945,543.8042440414429
0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,sqrt,3,4,nan,nan,NA,NA,0.6691042047531993,551.5867805480957
0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,sqrt,2,17,nan,nan,NA,NA,0.6672760511882998,558.0554041862488
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,nnClassifier,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.13711151736745886,567.9803001880646
1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,log2,2,15,nan,nan,NA,NA,0.6892138939670932,575.3237369060516
1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,7,18,nan,nan,NA,NA,0.659963436928702,581.9198033809662
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,auto,4,3,nan,nan,NA,NA,0.6453382084095064,588.0644884109497
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,15,16,nan,nan,NA,NA,0.5438756855575868,593.6455316543579
1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,log2,7,15,nan,nan,NA,NA,0.6307129798903108,599.5448696613312
0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,6,25,nan,nan,NA,NA,0.643510054844607,606.5688145160675
1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,log2,18,7,nan,nan,NA,NA,0.6106032906764168,613.4516839981079
0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,auto,8,15,nan,nan,NA,NA,0.6343692870201096,619.9108443260193
1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,auto,4,2,nan,nan,NA,NA,0.6535648994515539,627.9544851779938
1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,log2,4,6,nan,nan,NA,NA,0.6407678244972578,634.8134453296661
1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,log2,3,4,nan,nan,NA,NA,0.6270566727605119,642.3558518886566
1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,2,29,nan,nan,NA,NA,0.6060329067641682,648.2158069610596
1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,log2,2,18,nan,nan,NA,NA,0.6453382084095064,653.8565700054169
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,log2,2,14,nan,nan,NA,NA,0.6115173674588665,659.6137120723724
1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,sqrt,3,34,nan,nan,NA,NA,0.5319926873857403,665.0666377544403
1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,9,10,nan,nan,NA,NA,0.5877513711151737,672.0281927585602
0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,auto,13,19,nan,nan,NA,NA,0.5895795246800731,678.0979096889496
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,3,8,nan,nan,NA,NA,0.6197440585009141,685.3692770004272
1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,98,auto,3,16,nan,nan,NA,NA,0.6471663619744058,690.9913191795349
0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,65,log2,5,11,nan,nan,NA,NA,0.6060329067641682,697.1358909606934
0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,log2,5,12,nan,nan,NA,NA,0.6508226691042047,703.7751686573029
