feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,4,19,nan,nan,NA,NA,0.7636363636363637,363.0769283771515
1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,3,35,nan,nan,NA,NA,0.8036363636363636,369.0977702140808
1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9745454545454545,374.30478072166443
0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,log2,4,9,nan,nan,NA,NA,0.9781818181818182,381.75049448013306
0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9818181818181818,387.157190322876
0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,5,2,nan,nan,NA,NA,0.9563636363636364,394.6729140281677
1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,sqrt,2,37,nan,nan,NA,NA,0.9309090909090909,402.423552274704
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,15,16,nan,nan,NA,NA,0.9218181818181819,409.5185101032257
0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,sqrt,11,37,nan,nan,NA,NA,0.9618181818181818,415.99132084846497
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9836363636363636,421.80574202537537
0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,auto,3,35,nan,nan,NA,NA,0.9254545454545454,429.3334379196167
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9945454545454545,435.21443367004395
1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9818181818181818,440.84308981895447
1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,sqrt,1,39,nan,nan,NA,NA,0.7854545454545454,447.5212068557739
1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,1,7,nan,nan,NA,NA,0.96,454.6431710720062
0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9963636363636363,459.7888059616089
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,auto,2,36,nan,nan,NA,NA,0.9454545454545454,466.0045967102051
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,log2,4,6,nan,nan,NA,NA,0.9781818181818182,473.1241612434387
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,1,23,nan,nan,NA,NA,0.6,479.3517005443573
0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9927272727272727,484.7385265827179
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,log2,9,39,nan,nan,NA,NA,0.9563636363636364,490.6107544898987
0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,2,3,nan,nan,NA,NA,0.9763636363636363,497.9967563152313
0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,2,29,nan,nan,NA,NA,0.9581818181818181,505.27578043937683
1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9872727272727273,510.10808205604553
1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9945454545454545,515.4490201473236
1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9690909090909091,520.3521249294281
0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9690909090909091,525.6222167015076
0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,auto,12,37,nan,nan,NA,NA,0.9072727272727272,532.3487265110016
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,2,27,nan,nan,NA,NA,0.9127272727272727,538.4725589752197
1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,2,3,nan,nan,NA,NA,0.9745454545454545,544.5857858657837
0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,4,14,nan,nan,NA,NA,0.9745454545454545,551.9738721847534
1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,15,16,nan,nan,NA,NA,0.6472727272727272,557.6983942985535
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9836363636363636,563.1455628871918
0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,16,38,nan,nan,NA,NA,0.9490909090909091,569.8425571918488
1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,sqrt,1,10,nan,nan,NA,NA,0.96,575.9036641120911
1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,log2,18,17,nan,nan,NA,NA,0.9472727272727273,582.1616129875183
1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,52,sqrt,14,18,nan,nan,NA,NA,0.9527272727272728,587.9796380996704
1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9872727272727273,592.821035861969
1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,1,28,nan,nan,NA,NA,0.9418181818181818,599.2388696670532
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,17,9,nan,nan,NA,NA,0.9436363636363636,605.0117340087891
1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,auto,14,26,nan,nan,NA,NA,0.9690909090909091,610.7470753192902
0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,log2,15,21,nan,nan,NA,NA,0.9672727272727273,617.0952968597412
1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,3,5,nan,nan,NA,NA,0.9727272727272728,624.4514458179474
0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,4,5,nan,nan,NA,NA,0.7890909090909091,629.9658470153809
