,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,89.0,log2,10.0,4.0,None,None,None,None,0.8090497737556561,ok,32.92506693885662
11,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,3.0,None,uniform,0.7846153846153846,ok,33.17638179799542
12,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,90.0,auto,20.0,26.0,None,None,None,None,0.930316742081448,ok,33.73701248690486
13,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,54.0,sqrt,9.0,17.0,None,None,None,None,0.9031674208144796,ok,34.26461426098831
14,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,26.0,log2,10.0,27.0,None,None,None,None,0.9140271493212669,ok,34.916727693984285
15,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,68.0,sqrt,5.0,7.0,None,None,None,None,0.9149321266968325,ok,35.51425593299791
16,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,97.0,auto,12.0,7.0,None,None,None,None,0.9113122171945701,ok,36.06432321690954
17,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,45.0,log2,5.0,35.0,None,None,None,None,0.9067873303167421,ok,36.60936748399399
18,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,2.0,9.0,None,None,None,None,0.8787330316742081,ok,37.16508199204691
19,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,5.0,None,distance,0.7737556561085973,ok,37.38593728793785
20,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,nnClassifier,tanh,None,9,None,None,invscaling,None,None,None,None,1,None,lbfgs,None,0.5104072398190045,ok,44.78824105905369
21,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,nnClassifier,relu,None,9,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.5004524886877828,ok,49.26470621302724
22,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,7.0,sqrt,18.0,24.0,None,None,None,None,0.9411764705882353,ok,49.82465689186938
23,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,1.0,sqrt,14.0,16.0,None,None,None,None,0.9447963800904977,ok,50.50915920198895
24,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,4.0,sqrt,13.0,17.0,None,None,None,None,0.92579185520362,ok,51.0019443819765
25,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,nnClassifier,logistic,None,31,None,None,adaptive,None,None,None,None,4,None,sgd,None,0.5203619909502263,ok,68.60976576106623
26,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,18.0,sqrt,15.0,15.0,None,None,None,None,0.9384615384615385,ok,69.20365236792713
27,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,10.0,None,distance,0.9556561085972851,ok,69.6063578070607
28,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,10.0,None,distance,0.9583710407239819,ok,69.98956544790417
29,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,distance,0.9520361990950226,ok,70.40539018204436
30,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,10.0,None,distance,0.9583710407239819,ok,70.75764461001381
31,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,8.0,None,distance,0.9547511312217195,ok,71.19063086505048
32,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,8.0,None,distance,0.9529411764705882,ok,71.53082619700581
33,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.9520361990950226,ok,71.85111212101765
34,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,10.0,None,distance,0.9556561085972851,ok,72.19571700203232
35,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,24.0,None,None,None,None,None,None,7.0,None,distance,0.9420814479638009,ok,72.44350559590384
36,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,9.0,None,distance,0.9520361990950226,ok,72.6933844408486
37,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,6.0,None,distance,0.9104072398190045,ok,72.97412680089474
38,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,9.0,None,distance,0.9493212669683257,ok,73.31651341286488
39,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,29.0,None,None,None,None,None,None,9.0,None,uniform,0.9357466063348416,ok,73.72680963994935
40,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,nnClassifier,tanh,None,15,None,None,invscaling,None,None,None,None,4,None,adam,None,0.502262443438914,ok,105.8603085828945
41,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,7.0,None,distance,0.9067873303167421,ok,106.11441453592852
42,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,20.0,None,None,None,None,None,None,1.0,None,distance,0.9357466063348416,ok,106.26042878790759
43,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,7.0,None,None,None,None,None,None,10.0,None,distance,0.951131221719457,ok,106.6315329358913
44,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,nnClassifier,relu,None,31,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.497737556561086,ok,111.65429670503363
45,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,6.0,None,distance,0.934841628959276,ok,111.98555913707241
46,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,9.0,None,uniform,0.9076923076923077,ok,112.32158759096637
47,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,22.0,None,None,None,None,None,None,7.0,None,distance,0.902262443438914,ok,112.70752395689487
48,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,nnClassifier,identity,None,16,None,None,adaptive,None,None,None,None,7,None,sgd,None,0.5185520361990951,ok,127.73876448487863
49,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,kneighborsClassifier,None,auto,None,None,3.0,None,None,None,None,None,None,5.0,None,distance,0.930316742081448,ok,127.9909701528959
50,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,8.0,None,distance,0.8769230769230769,ok,128.25783330993727
51,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,9.0,None,uniform,0.9113122171945701,ok,128.53339882707223
52,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,nnClassifier,tanh,None,26,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5113122171945701,ok,154.61087742098607
53,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,7.0,None,None,None,None,None,None,10.0,None,distance,0.9067873303167421,ok,154.89668338000774
54,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,19.0,None,None,None,None,None,None,4.0,None,distance,0.930316742081448,ok,155.19385253987275
55,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,nnClassifier,identity,None,16,None,None,constant,None,None,None,None,2,None,lbfgs,None,0.5203619909502263,ok,155.9531892009545
56,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,15.0,None,None,None,None,None,None,1.0,None,uniform,0.9429864253393665,ok,156.17855532304384
57,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,5.0,None,None,None,None,None,None,2.0,None,distance,0.8986425339366516,ok,156.34649387095124
58,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,nnClassifier,logistic,None,28,None,None,adaptive,None,None,None,None,10,None,adam,None,0.5140271493212669,ok,179.8230512959417
59,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,7.0,None,uniform,0.9104072398190045,ok,180.19135444192216
60,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,79.0,auto,7.0,35.0,None,None,None,None,0.9393665158371041,ok,180.76792849693447
61,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,3.0,None,uniform,0.9393665158371041,ok,180.96745311794803
62,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,9.0,None,distance,0.9167420814479638,ok,181.286493799882
63,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,53.0,auto,17.0,40.0,None,None,None,None,0.9067873303167421,ok,181.88247764785774
64,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,nnClassifier,relu,None,12,None,None,invscaling,None,None,None,None,6,None,sgd,None,0.5194570135746607,ok,194.24074136302806
65,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,10.0,None,distance,0.9556561085972851,ok,194.64493824890815
66,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,10.0,None,distance,0.9556561085972851,ok,195.04966068500653
67,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,5.0,None,None,None,None,None,None,10.0,None,distance,0.9547511312217195,ok,195.4163184009958
68,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,8.0,None,distance,0.9538461538461539,ok,195.85876387287863
69,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,9.0,None,distance,0.9565610859728507,ok,196.20065283495933
70,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,9.0,None,distance,0.9565610859728507,ok,196.54232446104288
71,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,8.0,None,distance,0.9538461538461539,ok,196.82032762793824
72,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,12.0,None,None,None,None,None,None,10.0,None,distance,0.9556561085972851,ok,197.24813271895982
73,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,22.0,None,None,None,None,None,None,9.0,None,distance,0.9574660633484163,ok,197.5498687189538
74,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,28.0,None,None,None,None,None,None,6.0,None,distance,0.9529411764705882,ok,197.83910853904672
75,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,13.0,auto,7.0,34.0,None,None,None,None,0.9384615384615385,ok,198.4514881160576
76,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.9574660633484163,ok,198.69780492503196
77,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,35.0,None,None,None,None,None,None,8.0,None,distance,0.9520361990950226,ok,198.94888017699122
78,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,kneighborsClassifier,None,auto,None,None,23.0,None,None,None,None,None,None,4.0,None,uniform,0.9076923076923077,ok,199.23756312788464
79,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,5.0,None,distance,0.9466063348416289,ok,199.4996445570141
80,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,29.0,log2,19.0,12.0,None,None,None,None,0.9085972850678733,ok,200.18841655901633
81,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,nnClassifier,identity,None,20,None,None,adaptive,None,None,None,None,3,None,adam,None,0.5212669683257919,ok,206.8243615438696
82,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,10.0,None,distance,0.9131221719457013,ok,207.1251221820712
83,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,18.0,None,None,None,None,None,None,9.0,None,distance,0.9538461538461539,ok,207.48089711903594
84,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,7.0,None,distance,0.9502262443438914,ok,207.74117661104538
85,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,16.0,2.0,None,None,None,None,0.9104072398190045,ok,208.35586669505574
86,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,nnClassifier,logistic,None,20,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.5049773755656108,ok,214.83078199299052
87,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,8.0,None,distance,0.9067873303167421,ok,215.06956996093504
88,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,21.0,None,None,None,None,None,None,10.0,None,uniform,0.9357466063348416,ok,215.5427865870297
89,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,6.0,None,distance,0.9239819004524887,ok,215.81206824397668
90,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,7.0,None,distance,0.9538461538461539,ok,216.07505483692512
91,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,nnClassifier,tanh,None,12,None,None,invscaling,None,None,None,None,5,None,sgd,None,0.5221719457013575,ok,231.8505758459214
92,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,80.0,log2,3.0,23.0,None,None,None,None,0.9493212669683257,ok,232.51480221794918
93,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,9.0,None,distance,0.9203619909502262,ok,232.7781694950536
94,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,10.0,None,distance,0.9457013574660633,ok,233.11481832899153
95,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,9.0,None,uniform,0.9321266968325792,ok,233.4597883298993
96,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,nnClassifier,relu,None,28,None,None,constant,None,None,None,None,10,None,adam,None,0.5067873303167421,ok,252.91501122200862
97,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,36.0,None,None,None,None,None,None,8.0,None,distance,0.9475113122171945,ok,253.169569860911
98,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,33.0,sqrt,12.0,38.0,None,None,None,None,0.9158371040723982,ok,253.76627740100957
99,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,5.0,None,distance,0.9475113122171945,ok,254.0258467369713
