,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
17,1,1,1,0,1,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,47.0,sqrt,4.0,7.0,None,None,None,None,0.9206349206349206,ok,18.08843473298475
18,1,1,1,1,0,0,0,1,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,80.0,log2,18.0,36.0,None,None,None,None,0.884004884004884,ok,19.014388994080946
19,0,0,0,1,0,0,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,6.0,None,distance,0.7191697191697192,ok,19.131827457109466
20,1,1,1,0,1,0,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,2.0,sqrt,14.0,28.0,None,None,None,None,0.8791208791208791,ok,19.623218612046912
21,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,21.0,sqrt,11.0,22.0,None,None,None,None,0.9401709401709402,ok,20.982156525133178
22,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,26.0,sqrt,11.0,30.0,None,None,None,None,0.9377289377289377,ok,22.324991683941334
23,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,64.0,sqrt,11.0,32.0,None,None,None,None,0.9352869352869353,ok,23.663903494132683
24,1,1,1,0,0,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,24.0,log2,17.0,21.0,None,None,None,None,0.9328449328449329,ok,24.716050436953083
25,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,33.0,sqrt,11.0,28.0,None,None,None,None,0.9377289377289377,ok,26.035038942936808
26,1,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,relu,None,30,None,None,constant,None,None,None,None,1,None,sgd,None,0.5616605616605617,ok,38.30272750905715
27,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,sqrt,9.0,25.0,None,None,None,None,0.9377289377289377,ok,39.65319896605797
28,1,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,tanh,None,20,None,None,adaptive,None,None,None,None,9,None,sgd,None,0.5531135531135531,ok,59.04257027013227
29,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,1.0,sqrt,9.0,33.0,None,None,None,None,0.9377289377289377,ok,60.389128274982795
30,1,1,1,0,1,1,1,0,0,1,1,0,nnClassifier,relu,None,20,None,None,constant,None,None,None,None,1,None,adam,None,0.5592185592185592,ok,80.19587909104303
31,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,60.0,sqrt,8.0,25.0,None,None,None,None,0.9365079365079365,ok,81.5888001951389
32,1,1,1,0,1,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,37.0,None,None,None,None,None,None,10.0,None,uniform,0.7521367521367521,ok,81.66719604493119
33,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,13.0,19.0,None,None,None,None,0.938949938949939,ok,82.98467330611311
34,1,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,logistic,None,32,None,None,adaptive,None,None,None,None,6,None,sgd,None,0.5604395604395604,ok,95.22679378511384
35,1,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,41.0,log2,13.0,18.0,None,None,None,None,0.9377289377289377,ok,96.30336453393102
36,1,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,12.0,log2,16.0,16.0,None,None,None,None,0.9377289377289377,ok,97.65778602310456
37,1,1,1,0,1,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,10.0,None,uniform,0.7521367521367521,ok,97.73722825292498
38,0,1,1,0,1,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,34.0,log2,12.0,11.0,None,None,None,None,0.9230769230769231,ok,98.90130956307985
39,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,log2,13.0,8.0,None,None,None,None,0.938949938949939,ok,100.2492905780673
40,1,0,0,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,88.0,log2,6.0,5.0,None,None,None,None,0.9230769230769231,ok,101.1265815559309
41,0,1,1,1,1,1,1,0,1,1,1,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,8.0,None,distance,0.7472527472527473,ok,101.27630409714766
42,1,1,0,0,1,0,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,94.0,auto,15.0,8.0,None,None,None,None,0.9108669108669109,ok,102.21882428904064
43,1,0,1,1,1,1,1,0,0,1,1,0,nnClassifier,tanh,None,25,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5616605616605617,ok,112.7206083110068
44,0,1,1,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,52.0,log2,10.0,23.0,None,None,None,None,0.9230769230769231,ok,114.23709258297458
45,1,1,0,0,1,0,1,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,2.0,None,None,None,None,None,None,1.0,None,distance,0.7252747252747253,ok,114.32247300213203
46,0,0,1,1,0,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,68.0,auto,6.0,15.0,None,None,None,None,0.9291819291819292,ok,115.46332988399081
47,1,1,0,0,1,1,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,98.0,log2,12.0,9.0,None,None,None,None,0.9230769230769231,ok,116.59639146295376
48,1,1,1,1,0,0,0,0,1,1,0,1,nnClassifier,tanh,None,8,None,None,invscaling,None,None,None,None,10,None,lbfgs,None,0.5470085470085471,ok,121.91317334910855
49,0,0,1,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,6.0,log2,15.0,23.0,None,None,None,None,0.9255189255189256,ok,122.8778446209617
50,1,1,0,0,0,1,1,0,0,1,0,1,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,8.0,None,uniform,0.7411477411477412,ok,123.02010022592731
51,1,1,1,1,1,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,18.0,auto,3.0,21.0,None,None,None,None,0.8876678876678876,ok,124.4439874959644
52,0,0,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,12.0,sqrt,13.0,19.0,None,None,None,None,0.9377289377289377,ok,125.59012897801585
53,1,1,0,0,0,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,72.0,log2,10.0,17.0,None,None,None,None,0.8986568986568987,ok,126.26545135304332
54,1,1,1,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,3.0,None,uniform,0.7692307692307693,ok,126.34555994393304
55,1,1,1,1,1,0,1,0,1,1,1,0,nnClassifier,logistic,None,16,None,None,adaptive,None,None,None,None,2,None,adam,None,0.5518925518925519,ok,151.0925357490778
56,0,0,1,0,0,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,53.0,sqrt,20.0,14.0,None,None,None,None,0.9377289377289377,ok,152.220314812148
57,1,1,0,0,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,sqrt,8.0,4.0,None,None,None,None,0.9194139194139194,ok,153.36433373903856
58,1,1,1,1,1,0,1,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,80.0,auto,15.0,36.0,None,None,None,None,0.9255189255189256,ok,154.23271248396486
59,1,1,1,0,0,1,0,0,1,1,1,0,nnClassifier,relu,None,25,None,None,constant,None,None,None,None,5,None,sgd,None,0.5567765567765568,ok,168.7133005990181
60,1,0,1,0,1,1,1,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,31.0,None,None,None,None,None,None,8.0,None,distance,0.7484737484737485,ok,168.7701455031056
61,0,1,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,log2,12.0,13.0,None,None,None,None,0.9242979242979243,ok,170.31958139501512
62,1,1,0,0,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,45.0,sqrt,17.0,40.0,None,None,None,None,0.9145299145299145,ok,171.17738347197883
63,1,1,1,1,0,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,30.0,auto,10.0,23.0,None,None,None,None,0.9133089133089133,ok,172.11883251508698
64,1,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,relu,None,16,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.568986568986569,ok,193.66964444797486
65,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,38.0,log2,13.0,10.0,None,None,None,None,0.938949938949939,ok,195.01003115996718
66,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,42.0,log2,14.0,7.0,None,None,None,None,0.9365079365079365,ok,196.33779181307182
67,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,55.0,log2,14.0,27.0,None,None,None,None,0.9365079365079365,ok,197.66376164299436
68,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,38.0,log2,16.0,11.0,None,None,None,None,0.9352869352869353,ok,198.9677393459715
69,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,21.0,log2,12.0,19.0,None,None,None,None,0.9365079365079365,ok,200.3904140649829
70,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,9.0,log2,13.0,21.0,None,None,None,None,0.9377289377289377,ok,201.68008508509956
71,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,48.0,log2,9.0,9.0,None,None,None,None,0.9377289377289377,ok,203.0667212109547
72,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,35.0,sqrt,8.0,5.0,None,None,None,None,0.9413919413919414,ok,204.48703296296299
73,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,36.0,sqrt,5.0,3.0,None,None,None,None,0.9365079365079365,ok,205.96870215400122
74,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,30.0,sqrt,7.0,31.0,None,None,None,None,0.9401709401709402,ok,207.37594208098017
75,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,20.0,sqrt,7.0,31.0,None,None,None,None,0.9401709401709402,ok,208.78324815793894
76,1,1,1,0,1,1,1,0,1,1,1,0,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,4.0,None,uniform,0.7277167277167277,ok,208.8654621669557
77,1,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,sqrt,2.0,35.0,None,None,None,None,0.9377289377289377,ok,210.01587576814927
78,0,1,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,4.0,sqrt,7.0,38.0,None,None,None,None,0.9157509157509157,ok,210.72860226407647
79,1,1,0,0,1,1,0,1,0,0,1,0,nnClassifier,tanh,None,29,None,None,constant,None,None,None,None,8,None,lbfgs,None,0.5531135531135531,ok,216.24696301994845
80,1,1,1,1,1,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,31.0,sqrt,4.0,33.0,None,None,None,None,0.927960927960928,ok,217.52424993901514
81,1,1,1,0,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,15.0,sqrt,7.0,30.0,None,None,None,None,0.9316239316239316,ok,218.58786155609414
82,0,0,1,0,1,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,23.0,None,None,None,None,None,None,7.0,None,distance,0.7533577533577533,ok,218.72115063294768
83,1,1,1,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,21.0,sqrt,8.0,30.0,None,None,None,None,0.9340659340659341,ok,219.70820494694635
84,1,1,0,0,1,0,0,1,1,0,1,0,nnClassifier,identity,None,9,None,None,invscaling,None,None,None,None,5,None,adam,None,0.5848595848595849,ok,228.07089778105728
85,1,1,1,1,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,8.0,sqrt,5.0,25.0,None,None,None,None,0.9304029304029304,ok,229.3168294019997
86,1,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,44.0,sqrt,6.0,28.0,None,None,None,None,0.938949938949939,ok,230.48533973912708
87,0,1,1,0,1,1,1,0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,9.0,None,distance,0.8217338217338217,ok,230.54587269597687
88,1,1,0,0,1,1,1,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,27.0,sqrt,3.0,38.0,None,None,None,None,0.9230769230769231,ok,231.671076530125
89,1,1,1,1,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,23.0,sqrt,8.0,34.0,None,None,None,None,0.8913308913308914,ok,232.6402021171525
90,1,1,1,0,0,1,1,0,1,1,1,0,nnClassifier,logistic,None,22,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.5604395604395604,ok,236.433820592938
91,0,0,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,34.0,sqrt,10.0,27.0,None,None,None,None,0.9352869352869353,ok,237.57241493812762
92,1,1,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,sqrt,6.0,37.0,None,None,None,None,0.9365079365079365,ok,238.92834399896674
93,1,1,0,0,1,0,0,1,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,1.0,None,uniform,0.7191697191697192,ok,238.99839899502695
94,1,1,1,1,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,sqrt,9.0,24.0,None,None,None,None,0.9291819291819292,ok,240.37423742492683
95,1,0,1,0,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,12.0,sqrt,11.0,16.0,None,None,None,None,0.9413919413919414,ok,241.28067141515203
96,0,0,1,0,1,1,1,0,1,1,0,1,nnClassifier,identity,None,16,None,None,adaptive,None,None,None,None,7,None,adam,None,0.5616605616605617,ok,247.49280609097332
97,1,0,1,0,1,1,1,1,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,13.0,sqrt,5.0,6.0,None,None,None,None,0.9267399267399268,ok,248.45713823102415
98,1,0,0,0,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,2.0,auto,11.0,17.0,None,None,None,None,0.8522588522588522,ok,248.92679970199242
99,1,0,1,1,0,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,6.0,None,distance,0.7472527472527473,ok,248.98525835806504
