,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
21,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,74.0,log2,2.0,39.0,None,None,None,None,0.9010989010989011,ok,62.37926396005787
22,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,42.0,auto,2.0,38.0,None,None,None,None,0.8962148962148963,ok,63.52291644201614
23,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,25.0,auto,6.0,18.0,None,None,None,None,0.9035409035409036,ok,64.47281388798729
24,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,auto,5.0,12.0,None,None,None,None,0.9023199023199023,ok,65.64433399401605
25,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,55.0,log2,6.0,30.0,None,None,None,None,0.9010989010989011,ok,66.77273753611371
26,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,27.0,auto,2.0,13.0,None,None,None,None,0.905982905982906,ok,67.76090070302598
27,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,94.0,auto,9.0,13.0,None,None,None,None,0.8986568986568987,ok,68.70128241018392
28,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,18.0,sqrt,4.0,4.0,None,None,None,None,0.9023199023199023,ok,69.68768496718258
29,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,23.0,sqrt,8.0,11.0,None,None,None,None,0.8962148962148963,ok,70.6343584030401
30,0,0,1,0,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,52.0,log2,12.0,26.0,None,None,None,None,0.8986568986568987,ok,71.50993777415715
31,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,11.0,auto,4.0,17.0,None,None,None,None,0.8974358974358975,ok,72.45176681620069
32,0,0,1,0,1,1,1,1,0,1,0,1,nnClassifier,relu,None,9,None,None,adaptive,None,None,None,None,10,None,sgd,None,0.575091575091575,ok,109.13807114213705
33,0,0,1,0,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,31.0,sqrt,7.0,7.0,None,None,None,None,0.8998778998778999,ok,110.12326530111022
34,0,0,1,0,1,0,1,1,0,1,0,1,nnClassifier,tanh,None,32,None,None,adaptive,None,None,None,None,10,None,lbfgs,None,0.568986568986569,ok,115.5368906960357
35,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,46.0,sqrt,13.0,26.0,None,None,None,None,0.9023199023199023,ok,116.4605812781956
36,0,0,1,0,1,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,61.0,auto,3.0,23.0,None,None,None,None,0.8986568986568987,ok,117.45262669818476
37,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,8.0,sqrt,20.0,15.0,None,None,None,None,0.8962148962148963,ok,118.27633870020509
38,0,0,1,0,1,1,1,0,0,1,0,0,nnClassifier,relu,None,12,None,None,constant,None,None,None,None,3,None,sgd,None,0.57997557997558,ok,137.58127575414255
39,0,1,1,0,1,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,28.0,auto,9.0,18.0,None,None,None,None,0.8925518925518926,ok,138.61263933312148
40,1,0,0,1,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,84.0,auto,4.0,8.0,None,None,None,None,0.9096459096459096,ok,139.62377814715728
41,1,0,0,1,0,1,0,0,1,1,0,0,nnClassifier,relu,None,23,None,None,constant,None,None,None,None,8,None,adam,None,0.5836385836385837,ok,148.0935748941265
42,1,1,0,1,0,0,1,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,5.0,None,None,None,None,None,None,5.0,None,distance,0.7765567765567766,ok,148.1543719600886
43,1,0,0,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,77.0,auto,4.0,9.0,None,None,None,None,0.894993894993895,ok,149.13322705798782
44,1,1,0,1,0,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,89.0,auto,20.0,2.0,None,None,None,None,0.894993894993895,ok,149.9616332591977
45,1,0,0,1,0,0,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,5.0,None,distance,0.7765567765567766,ok,150.10691064503044
46,1,0,0,1,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,85.0,log2,3.0,7.0,None,None,None,None,0.9035409035409036,ok,151.0728235130664
47,1,1,0,1,0,1,0,1,1,1,0,1,nnClassifier,tanh,None,32,None,None,invscaling,None,None,None,None,4,None,sgd,None,0.5702075702075702,ok,164.43944035004824
48,1,0,0,1,0,0,1,1,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,6.0,None,None,None,None,None,None,7.0,None,distance,0.6996336996336996,ok,164.49548106011935
49,1,0,0,1,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,60.0,auto,18.0,9.0,None,None,None,None,0.9023199023199023,ok,165.35974740609527
50,1,1,0,1,0,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,98.0,auto,7.0,14.0,None,None,None,None,0.8925518925518926,ok,166.63759161904454
51,1,0,0,1,0,0,1,1,1,0,0,1,kneighborsClassifier,None,brute,None,None,32.0,None,None,None,None,None,None,1.0,None,distance,0.7423687423687424,ok,166.72295496007428
52,1,0,0,1,0,1,1,1,1,1,0,0,nnClassifier,identity,None,12,None,None,adaptive,None,None,None,None,8,None,lbfgs,None,0.5811965811965812,ok,167.03505641315132
53,1,1,0,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,auto,10.0,3.0,None,None,None,None,0.8962148962148963,ok,168.09940192103386
54,1,0,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,16.0,auto,14.0,6.0,None,None,None,None,0.9035409035409036,ok,169.0727593721822
55,1,0,0,1,0,0,1,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,12.0,None,None,None,None,None,None,10.0,None,uniform,0.778998778998779,ok,169.15041525219567
56,1,0,0,1,0,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,68.0,log2,3.0,10.0,None,None,None,None,0.8974358974358975,ok,170.29918634099886
57,1,1,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,39.0,auto,16.0,16.0,None,None,None,None,0.8864468864468864,ok,171.14621160621755
58,0,0,0,1,1,1,1,1,1,0,0,1,nnClassifier,identity,None,23,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.5787545787545788,ok,171.3660629291553
59,1,0,1,0,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,1.0,auto,5.0,6.0,None,None,None,None,0.8888888888888888,ok,172.35223766113631
60,0,0,1,0,1,1,1,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,39.0,None,None,None,None,None,None,4.0,None,uniform,0.7716727716727717,ok,172.4291067509912
61,1,1,0,1,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,45.0,auto,10.0,21.0,None,None,None,None,0.8962148962148963,ok,173.26009725220501
62,0,0,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,32.0,auto,5.0,32.0,None,None,None,None,0.8901098901098901,ok,174.30620784009807
63,0,0,1,0,1,1,1,1,0,1,0,1,nnClassifier,logistic,None,29,None,None,adaptive,None,None,None,None,1,None,sgd,None,0.5726495726495726,ok,186.94001720799133
64,1,0,0,1,1,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,log2,8.0,20.0,None,None,None,None,0.894993894993895,ok,188.517074494157
65,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,21.0,auto,6.0,18.0,None,None,None,None,0.9035409035409036,ok,189.47826684708707
66,1,0,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,17.0,auto,14.0,5.0,None,None,None,None,0.9023199023199023,ok,190.46516301110387
67,1,0,0,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,5.0,auto,15.0,9.0,None,None,None,None,0.8888888888888888,ok,191.1752783630509
68,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,21.0,auto,2.0,14.0,None,None,None,None,0.9035409035409036,ok,192.18546609720215
69,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,33.0,auto,2.0,13.0,None,None,None,None,0.905982905982906,ok,193.27120993705466
70,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,38.0,auto,3.0,12.0,None,None,None,None,0.9035409035409036,ok,194.28585223015398
71,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,33.0,auto,2.0,11.0,None,None,None,None,0.9010989010989011,ok,195.30137918214314
72,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,auto,4.0,22.0,None,None,None,None,0.9010989010989011,ok,196.46844556904398
73,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,27.0,auto,7.0,8.0,None,None,None,None,0.9010989010989011,ok,197.43625955516472
74,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,51.0,log2,5.0,13.0,None,None,None,None,0.8998778998778999,ok,198.41462788102217
75,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,56.0,auto,2.0,19.0,None,None,None,None,0.905982905982906,ok,199.39592277212068
76,0,0,1,0,1,1,1,1,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,6.0,None,distance,0.7765567765567766,ok,199.45188801409677
77,0,0,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,12.0,sqrt,3.0,16.0,None,None,None,None,0.8998778998778999,ok,200.63108723214827
78,0,1,1,0,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,72.0,auto,6.0,25.0,None,None,None,None,0.8998778998778999,ok,201.5491435159929
79,0,0,1,0,1,1,0,0,0,1,0,1,nnClassifier,relu,None,22,None,None,invscaling,None,None,None,None,4,None,adam,None,0.5775335775335775,ok,220.5474159780424
80,0,0,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,35.0,auto,4.0,3.0,None,None,None,None,0.8925518925518926,ok,221.59642933006398
81,0,0,1,0,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,57.0,sqrt,8.0,29.0,None,None,None,None,0.8974358974358975,ok,222.4856839820277
82,0,0,1,0,1,1,1,1,0,1,0,1,kneighborsClassifier,None,brute,None,None,26.0,None,None,None,None,None,None,10.0,None,uniform,0.7741147741147741,ok,222.64769512903877
83,0,1,1,0,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,41.0,log2,2.0,11.0,None,None,None,None,0.8913308913308914,ok,223.5822660929989
84,0,0,1,0,1,1,1,1,1,1,0,1,nnClassifier,tanh,None,13,None,None,adaptive,None,None,None,None,2,None,adam,None,0.575091575091575,ok,254.7938069209922
85,0,0,1,0,1,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,64.0,auto,11.0,19.0,None,None,None,None,0.8876678876678876,ok,255.99897361011244
86,1,0,0,1,0,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,92.0,auto,5.0,34.0,None,None,None,None,0.894993894993895,ok,256.84239358012564
87,1,1,0,1,0,1,0,0,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,34.0,None,None,None,None,None,None,4.0,None,distance,0.7228327228327228,ok,256.90726552018896
88,0,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,78.0,sqrt,3.0,16.0,None,None,None,None,0.9047619047619048,ok,257.99756913702004
89,1,0,0,1,1,0,1,1,0,1,0,1,nnClassifier,relu,None,26,None,None,invscaling,None,None,None,None,5,None,sgd,None,0.5677655677655677,ok,272.30220569111407
90,0,0,1,0,0,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,48.0,auto,6.0,28.0,None,None,None,None,0.9023199023199023,ok,273.176928921137
91,1,1,0,1,1,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,68.0,auto,19.0,24.0,None,None,None,None,0.9023199023199023,ok,274.37001095712185
92,0,0,1,0,0,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,56.0,log2,12.0,20.0,None,None,None,None,0.894993894993895,ok,275.7003827691078
93,0,0,1,0,1,1,1,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,2.0,None,distance,0.7496947496947497,ok,275.75714459619485
94,1,0,0,1,0,0,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,72.0,auto,4.0,22.0,None,None,None,None,0.8815628815628815,ok,276.70908771804534
95,0,0,0,1,1,1,1,1,1,1,0,0,nnClassifier,tanh,None,16,None,None,constant,None,None,None,None,9,None,lbfgs,None,0.568986568986569,ok,281.81104305619374
96,1,1,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,84.0,sqrt,7.0,17.0,None,None,None,None,0.8962148962148963,ok,282.7319167961832
97,0,0,1,0,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,64.0,auto,10.0,27.0,None,None,None,None,0.905982905982906,ok,283.7847458762117
98,1,0,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,64.0,auto,17.0,32.0,None,None,None,None,0.9010989010989011,ok,284.72787359007634
99,0,0,1,0,0,0,1,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,7.0,None,uniform,0.7692307692307693,ok,284.8022966021672
