,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
34,0,1,1,1,1,1,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,2.0,None,None,None,None,None,None,6.0,None,distance,0.7765567765567766,ok,80.9277350611519
35,0,1,1,1,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,53,sqrt,6,40,None,None,None,None,0.8424908424908425,ok,82.13062133803032
36,0,1,1,1,1,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,73,sqrt,2,36,None,None,None,None,0.9157509157509157,ok,83.51166373607703
37,0,1,1,1,1,1,1,0,1,0,1,1,nnClassifier,logistic,None,25.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.5995115995115995,ok,101.85573637206107
38,0,1,1,1,1,0,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,6.0,None,distance,0.7765567765567766,ok,102.01458234805614
39,0,0,1,1,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,78,sqrt,4,26,None,None,None,None,0.9242979242979243,ok,103.12931108800694
40,0,0,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,90,log2,4,25,None,None,None,None,0.9169719169719169,ok,104.20120988413692
41,0,0,1,1,1,1,0,0,1,1,1,1,nnClassifier,relu,None,9.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.6068376068376068,ok,147.1472822241485
42,0,0,1,1,1,1,1,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,10.0,None,None,None,None,None,None,8.0,None,uniform,0.7619047619047619,ok,147.22528166300617
43,0,0,1,1,1,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,100,auto,9,14,None,None,None,None,0.8937728937728938,ok,148.29780404292978
44,0,0,0,0,1,1,0,1,1,1,1,0,nnClassifier,logistic,None,25.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.6007326007326007,ok,152.3908102880232
45,0,0,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,75,sqrt,7,22,None,None,None,None,0.9169719169719169,ok,153.40056448895484
46,0,0,0,0,1,0,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,4.0,None,distance,0.7582417582417582,ok,153.45353450393304
47,0,0,1,1,1,1,0,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,79,auto,13,7,None,None,None,None,0.8888888888888888,ok,154.47577817505226
48,0,0,0,1,1,1,1,0,0,1,1,1,nnClassifier,relu,None,8.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.5885225885225885,ok,157.39406464411877
49,0,0,1,0,1,0,1,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,56,sqrt,5,29,None,None,None,None,0.8901098901098901,ok,158.51104482915252
50,1,0,1,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,46,log2,10,32,None,None,None,None,0.9096459096459096,ok,159.85622475715354
51,0,0,0,0,0,1,1,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,7.0,None,distance,0.7435897435897436,ok,159.91076928400435
52,0,0,1,1,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,89,auto,6,27,None,None,None,None,0.9120879120879121,ok,160.8784113379661
53,1,0,1,1,0,0,1,0,0,0,1,1,nnClassifier,tanh,None,25.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.590964590964591,ok,179.8422997391317
54,0,0,0,0,1,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,100,sqrt,7,16,None,None,None,None,0.9010989010989011,ok,180.86695030494593
55,1,0,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,70,auto,3,4,None,None,None,None,0.9133089133089133,ok,182.40696393395774
56,0,0,1,1,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,61,log2,12,30,None,None,None,None,0.8803418803418803,ok,183.2748779959511
57,0,1,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,13.0,None,None,None,None,None,None,10.0,None,uniform,0.7667887667887668,ok,183.44621223513968
58,1,0,1,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,96,sqrt,8,19,None,None,None,None,0.905982905982906,ok,184.47820061794482
59,0,1,1,1,1,1,1,1,0,0,1,0,nnClassifier,identity,None,19.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.6043956043956044,ok,186.3094304029364
60,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,61,sqrt,5,37,None,None,None,None,0.9218559218559218,ok,187.29685995797627
61,1,0,0,0,0,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,80,log2,3,33,None,None,None,None,0.9047619047619048,ok,188.2349787200801
62,0,1,1,1,1,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,61,auto,8,24,None,None,None,None,0.9010989010989011,ok,189.9218757939525
63,0,1,1,1,1,1,0,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,5.0,None,distance,0.8327228327228328,ok,189.9806119541172
64,1,0,1,1,1,1,1,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,28,sqrt,15,37,None,None,None,None,0.9133089133089133,ok,190.92217412404716
65,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,66,sqrt,5,37,None,None,None,None,0.9218559218559218,ok,191.9101161591243
66,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,66,sqrt,5,35,None,None,None,None,0.9181929181929182,ok,192.90504417708144
67,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,87,sqrt,10,33,None,None,None,None,0.9206349206349206,ok,193.8731986519415
68,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,77,sqrt,3,26,None,None,None,None,0.9230769230769231,ok,194.88583949697204
69,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,70,sqrt,3,27,None,None,None,None,0.9194139194139194,ok,195.8957193819806
70,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,78,sqrt,4,22,None,None,None,None,0.9230769230769231,ok,197.12794463708997
71,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,78,sqrt,6,22,None,None,None,None,0.9194139194139194,ok,198.38920393399894
72,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,93,sqrt,4,20,None,None,None,None,0.9181929181929182,ok,199.78550351108424
73,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,56,sqrt,19,26,None,None,None,None,0.9120879120879121,ok,200.93775887298398
74,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,86,sqrt,3,23,None,None,None,None,0.9230769230769231,ok,202.23442674498074
75,0,1,1,1,1,1,1,0,1,0,0,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,0.5970695970695971,ok,218.65747374412604
76,0,1,1,1,0,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,85,sqrt,2,17,None,None,None,None,0.9218559218559218,ok,219.99295785697177
77,0,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,96,log2,3,24,None,None,None,None,0.9206349206349206,ok,221.66410043812357
78,0,1,0,1,1,1,1,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,10.0,None,uniform,0.7692307692307693,ok,221.84368524397723
79,0,1,1,0,1,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,72,sqrt,8,13,None,None,None,None,0.8974358974358975,ok,223.21467311214656
80,0,1,1,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,39,auto,4,22,None,None,None,None,0.9169719169719169,ok,225.03065155097283
81,1,0,1,1,1,1,1,0,0,0,0,0,nnClassifier,identity,None,20.0,None,None,constant,None,None,None,None,4.0,None,lbfgs,None,0.6068376068376068,ok,225.2177639750298
82,0,1,1,1,0,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,47,sqrt,17,29,None,None,None,None,0.9169719169719169,ok,226.4181852969341
83,0,0,0,0,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,30,sqrt,2,31,None,None,None,None,0.8815628815628815,ok,227.71627944894135
84,0,1,1,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,6.0,None,None,None,None,None,None,5.0,None,uniform,0.7863247863247863,ok,227.80396757507697
85,0,0,1,1,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,87,sqrt,6,18,None,None,None,None,0.9120879120879121,ok,229.02153279492632
86,1,1,1,1,0,1,1,0,1,0,1,0,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.6862026862026862,ok,231.57534883613698
87,0,0,0,1,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,81,log2,7,11,None,None,None,None,0.8925518925518926,ok,232.85423827613704
88,0,1,1,0,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,75,sqrt,3,25,None,None,None,None,0.9145299145299145,ok,234.13376535614952
89,0,0,1,1,1,1,0,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,1.0,None,distance,0.7496947496947497,ok,234.1978158869315
90,0,1,1,1,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,92,sqrt,9,27,None,None,None,None,0.8815628815628815,ok,235.0983055140823
91,1,0,1,1,0,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,17,auto,2,20,None,None,None,None,0.9206349206349206,ok,236.15604539006017
92,0,1,0,0,1,0,1,0,1,1,0,1,nnClassifier,tanh,None,23.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.5946275946275946,ok,241.27063934900798
93,0,0,1,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,98,sqrt,4,23,None,None,None,None,0.9169719169719169,ok,242.67284596711397
94,0,1,1,1,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,64,sqrt,2,15,None,None,None,None,0.9145299145299145,ok,243.65111956303008
95,1,1,1,1,1,1,1,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,7.0,None,distance,0.7667887667887668,ok,243.71336074592546
96,0,0,0,1,0,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,85,log2,10,21,None,None,None,None,0.9084249084249084,ok,244.81041506002657
97,0,1,1,0,1,0,1,0,1,0,0,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.6007326007326007,ok,268.2593089849688
98,0,0,1,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,52,sqrt,7,18,None,None,None,None,0.9169719169719169,ok,269.64215969806537
99,0,1,1,1,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,1,auto,6,28,None,None,None,None,0.8778998778998779,ok,270.55142195592634
