activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,23,gini,1,1,1,21,invscaling,67,auto,7,19,nnClassifier,4,7,adam,distance,0.9334787350054525,58.22587534994818
relu,brute,19,entropy,0,0,1,8,invscaling,13,log2,10,20,randomForestClassifier,4,8,lbfgs,distance,0.9422028353326063,58.225929480046034
relu,kd_tree,20,gini,1,0,1,8,invscaling,40,sqrt,10,20,randomForestClassifier,4,8,adam,distance,0.9291166848418757,58.22596262884326
relu,ball_tree,25,gini,1,0,1,8,constant,50,sqrt,13,15,randomForestClassifier,3,9,lbfgs,distance,0.9422028353326063,58.22599414899014
relu,ball_tree,14,entropy,0,0,1,8,invscaling,11,auto,17,28,randomForestClassifier,6,6,lbfgs,distance,0.9411123227917121,58.22602519788779
relu,auto,19,entropy,1,1,1,5,invscaling,85,auto,10,27,randomForestClassifier,4,8,adam,distance,0.9247546346782988,58.22605640790425
relu,auto,19,entropy,1,0,1,36,constant,37,auto,7,19,nnClassifier,4,8,adam,distance,0.9323882224645583,58.2260869469028
relu,brute,24,entropy,0,0,1,3,invscaling,44,log2,10,36,randomForestClassifier,5,8,sgd,distance,0.9280261723009815,58.22611732687801
relu,ball_tree,19,entropy,0,1,1,6,invscaling,66,sqrt,10,12,randomForestClassifier,5,5,adam,distance,0.9083969465648855,58.22614845586941
relu,auto,23,entropy,0,0,1,15,invscaling,20,sqrt,9,22,randomForestClassifier,3,8,lbfgs,distance,0,58.226179824909195
relu,kd_tree,19,gini,1,1,1,13,invscaling,14,auto,11,20,randomForestClassifier,5,8,adam,distance,0.9422028353326063,58.226209925021976
relu,ball_tree,27,gini,1,1,1,12,invscaling,91,log2,16,13,randomForestClassifier,4,8,sgd,distance,0.9422028353326063,58.22624145401642
relu,ball_tree,20,gini,1,0,1,35,invscaling,14,sqrt,20,10,randomForestClassifier,4,7,sgd,distance,0.9422028353326063,58.22627515392378
relu,auto,16,entropy,1,1,1,27,invscaling,6,sqrt,9,12,nnClassifier,4,8,lbfgs,distance,0.9422028353326063,58.22630831296556
