activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,27,gini,1,1,1,12,invscaling,55,auto,12,7,nnClassifier,7,7,adam,distance,0.925845147219193,28.734789952170104
relu,auto,26,entropy,1,1,1,6,invscaling,68,auto,8,6,nnClassifier,7,6,adam,distance,0.9498364231188658,28.73484694119543
relu,auto,17,gini,1,1,0,36,invscaling,22,auto,16,13,nnClassifier,7,5,adam,distance,0,28.734880041098222
relu,auto,22,entropy,1,1,1,24,constant,49,auto,6,32,nnClassifier,6,8,adam,distance,0.9269356597600873,28.734911220148206
relu,auto,27,entropy,1,1,0,36,invscaling,45,auto,12,14,nnClassifier,7,6,adam,distance,0.9563794983642312,28.734943030169234
relu,auto,26,entropy,1,1,1,29,invscaling,16,auto,16,32,nnClassifier,6,7,adam,distance,0.9236641221374046,28.734974830178544
relu,auto,22,entropy,1,1,0,9,invscaling,54,auto,12,13,nnClassifier,6,5,adam,distance,0,28.735005799215287
relu,auto,27,entropy,1,1,0,17,constant,37,auto,13,14,nnClassifier,5,7,adam,distance,0.9563794983642312,28.73503601900302
relu,auto,27,entropy,1,1,0,26,constant,26,auto,9,6,nnClassifier,9,5,adam,distance,0.9563794983642312,28.73506724811159
relu,auto,27,gini,1,1,1,20,constant,41,auto,13,9,nnClassifier,7,5,adam,distance,0.9345692475463467,28.735097848111764
relu,auto,21,gini,1,1,0,33,constant,14,auto,10,12,nnClassifier,7,3,adam,distance,0.9345692475463467,28.735128668136895
relu,auto,14,gini,1,1,1,25,constant,24,auto,13,21,nnClassifier,6,6,adam,distance,0.9345692475463467,28.73515962716192
relu,auto,18,gini,1,1,0,6,invscaling,45,auto,12,14,nnClassifier,8,4,adam,distance,0.9345692475463467,28.735190257197246
relu,auto,25,gini,1,1,1,36,constant,21,auto,12,16,nnClassifier,7,6,adam,distance,0.9345692475463467,28.735220956150442
relu,auto,25,gini,1,1,0,13,invscaling,36,auto,16,33,nnClassifier,7,7,adam,distance,0.9345692475463467,28.735251466045156
relu,auto,20,entropy,1,1,0,21,invscaling,58,auto,9,32,nnClassifier,8,6,adam,distance,0,28.735281895147637
relu,auto,14,gini,1,1,1,37,constant,29,auto,12,12,nnClassifier,6,6,adam,distance,0.9225736095965104,28.735312035074458
relu,auto,28,entropy,1,1,1,29,constant,35,auto,7,30,nnClassifier,6,6,adam,distance,0.9345692475463467,28.73534250515513
relu,auto,24,gini,1,1,0,35,invscaling,45,auto,15,18,nnClassifier,7,5,adam,distance,0.8833151581243184,28.73537302413024
relu,auto,28,entropy,1,1,0,19,invscaling,48,auto,13,20,nnClassifier,7,7,adam,distance,0.9345692475463467,28.73540338408202
relu,auto,27,gini,1,1,1,16,constant,51,auto,11,10,nnClassifier,7,6,adam,distance,0.955288985823337,439.51064060721546
relu,auto,24,gini,1,1,1,10,constant,64,auto,8,10,nnClassifier,8,5,adam,distance,0.9498364231188658,439.5106902162079
relu,auto,21,gini,1,1,1,38,constant,26,auto,12,15,nnClassifier,7,6,adam,distance,0.9563794983642312,439.51072343601845
relu,auto,26,gini,1,1,1,28,constant,45,auto,9,28,nnClassifier,5,6,adam,distance,0.9465648854961832,439.5107554651331
relu,auto,27,gini,1,1,1,36,constant,45,auto,12,14,nnClassifier,7,6,adam,distance,0.9563794983642312,439.5107869650237
relu,auto,25,gini,1,1,1,33,constant,20,auto,13,28,nnClassifier,8,5,adam,distance,0.9476553980370774,439.5108292240184
relu,auto,26,gini,1,1,1,13,constant,50,auto,13,15,nnClassifier,8,6,adam,distance,0.9563794983642312,439.5108606540598
relu,auto,26,gini,1,1,1,21,constant,41,auto,12,11,nnClassifier,3,3,adam,distance,0.9563794983642312,439.5108919132035
relu,auto,27,gini,1,1,1,30,constant,30,auto,13,5,nnClassifier,5,6,adam,distance,0.9563794983642312,439.5109229730442
relu,auto,28,gini,1,1,1,24,constant,45,auto,13,13,nnClassifier,7,7,adam,distance,0.955288985823337,439.51095399213955
relu,auto,25,gini,1,1,1,37,constant,18,auto,14,12,nnClassifier,7,5,adam,distance,0.9563794983642312,439.51098492206074
relu,auto,18,gini,1,1,1,29,constant,28,auto,13,18,nnClassifier,7,7,adam,distance,0.9563794983642312,439.5110159411561
relu,auto,22,gini,1,1,1,10,constant,46,auto,12,15,nnClassifier,7,7,adam,distance,0.9563794983642312,439.5110467611812
relu,auto,24,gini,1,1,1,36,constant,25,auto,13,14,nnClassifier,7,7,adam,distance,0.9498364231188658,439.5110773711931
relu,auto,28,gini,1,1,1,17,constant,40,auto,12,29,nnClassifier,7,6,adam,distance,0.9563794983642312,439.5111079001799
relu,auto,24,gini,1,1,1,25,constant,54,auto,13,28,nnClassifier,8,4,adam,distance,0.9563794983642312,439.51113878004253
relu,auto,18,gini,1,1,1,39,constant,33,auto,14,16,nnClassifier,9,6,adam,distance,0.9563794983642312,439.5111696391832
relu,auto,28,gini,1,1,1,33,constant,37,auto,11,26,nnClassifier,5,4,adam,distance,0.9476553980370774,439.51120029902086
relu,auto,26,gini,1,1,1,34,constant,46,auto,11,14,nnClassifier,7,9,adam,distance,0.9563794983642312,439.51123117818497
relu,auto,29,gini,1,1,1,23,constant,45,auto,15,16,nnClassifier,9,6,adam,distance,0.9563794983642312,439.5112617982086
relu,auto,27,gini,1,1,1,20,constant,47,auto,14,9,nnClassifier,7,6,adam,distance,0.955288985823337,871.3109314341564
relu,auto,24,gini,1,1,1,14,constant,60,auto,11,13,nnClassifier,7,9,adam,distance,0.9498364231188658,871.3110001131427
relu,auto,25,gini,1,1,1,36,constant,30,auto,15,13,nnClassifier,7,6,adam,distance,0.9487459105779716,871.3110357031692
relu,auto,30,gini,1,1,1,32,constant,43,auto,12,24,nnClassifier,7,5,adam,distance,0.9563794983642312,871.3110693320632
relu,auto,27,gini,1,1,1,36,constant,45,auto,12,14,nnClassifier,7,6,adam,distance,0.955288985823337,871.311101552099
relu,auto,29,gini,1,1,1,33,constant,21,auto,13,27,nnClassifier,6,6,adam,distance,0.9476553980370774,871.3111351211555
relu,auto,22,gini,1,1,1,17,constant,47,auto,12,15,nnClassifier,4,5,adam,distance,0.9465648854961832,871.3111684410833
relu,auto,27,gini,1,1,1,21,constant,41,auto,10,10,nnClassifier,7,7,adam,distance,0.9541984732824428,871.3112011901103
relu,auto,27,gini,1,1,1,34,constant,34,auto,9,8,nnClassifier,4,2,adam,distance,0.9563794983642312,871.3112331801094
relu,auto,26,gini,1,1,1,28,constant,41,auto,12,11,nnClassifier,7,3,adam,distance,0.9487459105779716,871.3112646900117
relu,auto,24,gini,1,1,1,38,constant,22,auto,13,13,nnClassifier,7,4,adam,distance,0.9498364231188658,871.3112954790704
relu,auto,22,gini,1,1,1,32,constant,32,auto,13,17,nnClassifier,7,7,adam,distance,0.9476553980370774,871.3113265191205
relu,auto,26,gini,1,1,1,8,constant,44,auto,12,14,nnClassifier,7,7,adam,distance,0.9498364231188658,871.3113577282056
relu,auto,27,gini,1,1,1,36,constant,29,auto,13,13,nnClassifier,7,7,adam,distance,0.955288985823337,871.3113890080713
relu,auto,24,gini,1,1,1,21,constant,39,auto,16,28,nnClassifier,7,7,adam,distance,0.9487459105779716,871.3114204572048
relu,auto,22,gini,1,1,1,28,constant,50,auto,9,24,nnClassifier,7,5,adam,distance,0.9498364231188658,871.3114519470837
relu,auto,22,gini,1,1,1,35,constant,33,auto,10,12,nnClassifier,8,6,adam,distance,0.9520174482006543,871.311482676072
relu,auto,28,gini,1,1,1,37,constant,41,auto,14,22,nnClassifier,6,5,adam,distance,0.9563794983642312,871.3115130460355
relu,auto,25,gini,1,1,1,38,constant,44,auto,15,13,nnClassifier,7,5,adam,distance,0.9498364231188658,871.3115451650228
relu,auto,26,gini,1,1,1,27,constant,46,auto,14,20,nnClassifier,6,7,adam,distance,0.9520174482006543,871.3115759950597
relu,auto,27,gini,1,1,1,16,constant,47,auto,10,13,nnClassifier,7,7,adam,distance,0.955288985823337,1394.810488978168
relu,auto,28,gini,1,1,1,18,constant,56,auto,14,15,nnClassifier,7,7,adam,distance,0.955288985823337,1394.8105428470299
relu,auto,28,gini,1,1,1,35,constant,34,auto,13,12,nnClassifier,7,5,adam,distance,0.9498364231188658,1394.8105751872063
relu,auto,26,gini,1,1,1,36,constant,43,auto,13,20,nnClassifier,8,5,adam,distance,0.955288985823337,1394.8106069560163
relu,auto,27,gini,1,1,1,36,constant,45,auto,12,14,nnClassifier,7,6,adam,distance,0.955288985823337,1394.81063807616
relu,auto,25,gini,1,1,1,31,constant,25,auto,16,26,nnClassifier,5,6,adam,distance,0.9476553980370774,1394.8106687550899
relu,auto,25,gini,1,1,1,21,constant,46,auto,11,11,nnClassifier,6,6,adam,distance,0.95092693565976,1394.8106999150477
relu,auto,25,gini,1,1,1,19,constant,42,auto,13,11,nnClassifier,6,6,adam,distance,0.955288985823337,1394.8107306251768
relu,auto,27,gini,1,1,1,30,constant,30,auto,6,12,nnClassifier,8,1,adam,distance,0.9498364231188658,1394.8107786241453
relu,auto,27,gini,1,1,1,26,constant,39,auto,13,8,nnClassifier,7,6,adam,distance,0.9498364231188658,1394.8108235630207
relu,auto,20,gini,1,1,1,35,constant,26,auto,9,13,nnClassifier,7,4,adam,distance,0.955288985823337,1394.8108544331044
relu,auto,26,gini,1,1,1,28,constant,32,auto,11,16,nnClassifier,6,5,adam,distance,0.9498364231188658,1394.8108848021366
relu,auto,22,gini,1,1,1,12,constant,45,auto,12,14,nnClassifier,8,3,adam,distance,0.9498364231188658,1394.8109156221617
relu,auto,26,gini,1,1,1,36,constant,33,auto,12,13,nnClassifier,7,7,adam,distance,0.955288985823337,1394.8109466622118
relu,auto,28,gini,1,1,1,25,constant,36,auto,15,24,nnClassifier,7,7,adam,distance,0.955288985823337,1394.810977361165
relu,auto,25,gini,1,1,1,26,constant,54,auto,8,20,nnClassifier,8,9,adam,distance,0.9498364231188658,1394.8110079411417
relu,auto,26,gini,1,1,1,38,constant,37,auto,14,11,nnClassifier,5,6,adam,distance,0.9498364231188658,1394.8110386200715
relu,auto,28,gini,1,1,1,38,constant,45,auto,10,18,nnClassifier,6,6,adam,distance,0.9476553980370774,1394.8110695600044
relu,auto,24,gini,1,1,1,34,constant,44,auto,16,16,nnClassifier,7,5,adam,distance,0.9498364231188658,1394.8111001891084
relu,auto,28,gini,1,1,1,31,constant,48,auto,10,16,nnClassifier,6,7,adam,distance,0.9476553980370774,1394.8111308391672
relu,auto,27,gini,1,1,1,20,constant,51,auto,13,9,nnClassifier,7,6,adam,distance,0.955288985823337,1769.6970787760802
relu,auto,25,gini,1,1,1,22,constant,55,auto,15,14,nnClassifier,7,8,adam,distance,0.9487459105779716,1769.6971293061506
relu,auto,29,gini,1,1,1,36,constant,38,auto,13,15,nnClassifier,7,5,adam,distance,0.9487459105779716,1769.6971617650706
relu,auto,25,gini,1,1,1,32,constant,46,auto,9,20,nnClassifier,4,6,adam,distance,0.9465648854961832,1769.6971928051207
relu,auto,27,gini,1,1,1,36,constant,45,auto,12,14,nnClassifier,7,6,adam,distance,0.955288985823337,1769.697223433992
relu,auto,23,gini,1,1,1,35,constant,29,auto,12,22,nnClassifier,6,6,adam,distance,0.9563794983642312,1769.6972546440084
relu,auto,22,gini,1,1,1,25,constant,50,auto,12,15,nnClassifier,8,6,adam,distance,0.9476553980370774,1769.6972853541374
relu,auto,28,gini,1,1,1,23,constant,44,auto,12,15,nnClassifier,2,2,adam,distance,0.9476553980370774,1769.697315853089
relu,auto,27,gini,1,1,1,33,constant,34,auto,10,8,nnClassifier,9,5,adam,distance,0.9487459105779716,1769.6973460831214
relu,auto,28,gini,1,1,1,22,constant,43,auto,12,11,nnClassifier,7,7,adam,distance,0.955288985823337,1769.6973766621668
relu,auto,24,gini,1,1,1,32,constant,23,auto,11,14,nnClassifier,7,5,adam,distance,0.9487459105779716,1769.697406932013
relu,auto,28,gini,1,1,1,32,constant,36,auto,15,17,nnClassifier,7,5,adam,distance,0.9476553980370774,1769.697437201161
relu,auto,26,gini,1,1,1,16,constant,46,auto,12,14,nnClassifier,7,4,adam,distance,0.9498364231188658,1769.697467331076
relu,auto,23,gini,1,1,1,36,constant,37,auto,13,16,nnClassifier,7,6,adam,distance,0.9498364231188658,1769.697498041205
relu,auto,26,gini,1,1,1,29,constant,40,auto,11,22,nnClassifier,7,5,adam,distance,0.9487459105779716,1769.6975284100045
relu,auto,21,gini,1,1,1,30,constant,50,auto,10,24,nnClassifier,8,5,adam,distance,0.9476553980370774,1769.6975589101203
relu,auto,22,gini,1,1,1,36,constant,33,auto,10,11,nnClassifier,8,6,adam,distance,0.9563794983642312,1769.6975891191978
relu,auto,26,gini,1,1,1,34,constant,41,auto,9,22,nnClassifier,6,4,adam,distance,0.9476553980370774,1769.6976194791496
relu,auto,25,gini,1,1,1,36,constant,45,auto,14,18,nnClassifier,7,7,adam,distance,0.955288985823337,1769.6976498081349
relu,auto,27,gini,1,1,1,27,constant,45,auto,14,16,nnClassifier,8,6,adam,distance,0.9476553980370774,1769.697680087993
