activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,26,entropy,1,1,1,36,constant,9,sqrt,10,31,nnClassifier,5,9,adam,distance,0.9389312977099237,90.36353433690965
logistic,auto,32,entropy,1,0,1,19,constant,40,sqrt,14,5,randomForestClassifier,4,2,lbfgs,distance,0.9432933478735005,90.36358521692455
logistic,auto,32,entropy,1,1,1,22,constant,45,sqrt,13,30,randomForestClassifier,4,1,sgd,distance,0.9334787350054525,90.36361876595765
relu,auto,14,gini,1,0,1,20,constant,41,sqrt,20,24,randomForestClassifier,5,3,lbfgs,distance,0,90.36365141603164
tanh,auto,24,entropy,1,1,1,35,constant,40,auto,14,6,nnClassifier,5,5,lbfgs,distance,0.9389312977099237,90.36368239601143
logistic,auto,14,gini,1,0,1,28,constant,89,sqrt,9,29,nnClassifier,3,3,lbfgs,distance,0,90.36371366586536
tanh,auto,24,gini,1,1,1,28,constant,36,auto,15,4,nnClassifier,8,1,adam,distance,0.9345692475463467,90.36374430498108
logistic,auto,30,entropy,1,0,1,26,constant,84,sqrt,15,28,randomForestClassifier,7,3,sgd,distance,0.9269356597600873,90.36377544491552
identity,auto,12,entropy,1,0,1,16,constant,10,sqrt,13,28,randomForestClassifier,3,2,lbfgs,distance,0,90.36380718485452
logistic,auto,13,gini,1,1,1,19,constant,24,auto,11,4,randomForestClassifier,4,3,sgd,distance,0.9432933478735005,90.36383725493215
logistic,auto,19,entropy,1,1,1,19,constant,40,sqrt,12,25,randomForestClassifier,6,3,sgd,distance,0.9225736095965104,90.36386825493537
logistic,auto,28,entropy,1,1,1,6,constant,65,auto,11,15,nnClassifier,3,2,sgd,distance,0.9389312977099237,90.36389904399402
logistic,auto,19,entropy,1,0,1,30,constant,94,sqrt,14,37,randomForestClassifier,4,6,adam,distance,0.9432933478735005,90.36392998392694
logistic,auto,20,entropy,1,0,1,10,constant,14,auto,14,7,randomForestClassifier,9,5,lbfgs,distance,0.9334787350054525,90.36396074388176
logistic,auto,15,entropy,1,1,1,20,constant,42,sqrt,10,21,nnClassifier,5,2,sgd,distance,0.9389312977099237,90.36399177392013
relu,auto,30,entropy,1,0,1,20,constant,63,sqrt,15,25,randomForestClassifier,4,2,adam,distance,0,90.3640381928999
relu,auto,25,entropy,1,1,1,15,constant,40,auto,16,10,nnClassifier,4,6,sgd,distance,0.9389312977099237,90.3640684329439
identity,auto,28,gini,1,1,1,22,constant,56,sqrt,8,26,randomForestClassifier,4,2,lbfgs,distance,0.9389312977099237,90.36409908300266
relu,auto,15,gini,1,0,1,33,constant,39,auto,14,16,nnClassifier,4,3,lbfgs,distance,0.9389312977099237,90.36412978288718
logistic,auto,21,entropy,1,1,1,16,constant,84,sqrt,15,35,randomForestClassifier,2,5,lbfgs,distance,0.9432933478735005,90.36416051187553
relu,auto,27,gini,1,1,1,32,constant,13,auto,11,27,nnClassifier,4,8,adam,distance,0.9389312977099237,202.72230072994716
