activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,24,gini,1,1,0,18,constant,19,sqrt,12,25,randomForestClassifier,7,2,sgd,distance,0.9443838604143948,102.60895322985016
tanh,auto,13,gini,1,1,1,10,constant,26,log2,10,14,randomForestClassifier,8,1,sgd,distance,0.8974918211559433,102.60898383893073
tanh,auto,17,gini,1,1,0,10,constant,79,auto,14,8,nnClassifier,10,9,sgd,uniform,0.9432933478735005,102.60901467897929
tanh,auto,12,gini,1,1,1,6,constant,84,sqrt,16,23,nnClassifier,9,2,sgd,uniform,0.9432933478735005,102.60904482798651
tanh,auto,25,gini,1,1,0,34,constant,33,log2,17,13,randomForestClassifier,5,5,sgd,uniform,0.9443838604143948,102.60907577793114
tanh,auto,22,gini,1,1,0,27,constant,52,auto,13,33,nnClassifier,6,1,sgd,distance,0.9432933478735005,102.60910674696788
relu,auto,11,gini,1,1,1,29,constant,34,auto,12,14,nnClassifier,8,4,adam,distance,0.9432933478735005,198.98891265690327
relu,auto,23,gini,1,1,1,25,constant,46,auto,8,31,nnClassifier,8,3,adam,distance,0.9443838604143948,198.98896191595122
relu,auto,12,gini,1,1,1,27,constant,33,auto,12,23,nnClassifier,7,3,adam,distance,0.9443838604143948,198.98899479582906
relu,auto,23,gini,1,1,1,28,constant,85,auto,11,29,nnClassifier,7,3,adam,distance,0.9443838604143948,198.9890264449641
relu,auto,13,gini,1,1,1,27,constant,78,auto,10,19,nnClassifier,10,3,adam,distance,0.9443838604143948,198.98905772482976
relu,auto,13,gini,1,1,1,15,constant,85,auto,13,26,nnClassifier,6,5,adam,distance,0.9443838604143948,198.98908907501027
relu,auto,12,gini,1,1,1,30,constant,61,auto,12,22,nnClassifier,6,5,adam,distance,0.9432933478735005,198.98912039399147
relu,auto,24,gini,1,1,1,26,constant,33,auto,12,24,nnClassifier,9,3,adam,distance,0.9443838604143948,198.9891616529785
relu,auto,23,gini,1,1,1,27,constant,71,auto,11,21,nnClassifier,7,4,adam,distance,0.9432933478735005,198.98919313284568
relu,auto,13,gini,1,1,1,30,constant,40,auto,12,18,nnClassifier,8,5,adam,distance,0.9443838604143948,198.9892238629982
relu,auto,12,gini,1,1,1,30,constant,79,auto,10,22,nnClassifier,7,6,adam,distance,0.9443838604143948,198.98925477196462
relu,auto,12,gini,1,1,1,31,constant,28,auto,11,23,nnClassifier,6,3,adam,distance,0.9443838604143948,198.9892857519444
relu,auto,23,gini,1,1,1,22,constant,35,auto,11,18,nnClassifier,8,2,adam,distance,0.9443838604143948,198.9893164408859
relu,auto,12,gini,1,1,1,35,constant,36,auto,10,22,nnClassifier,8,3,adam,distance,0.9432933478735005,198.9893471710384
relu,auto,20,gini,1,1,1,22,constant,23,auto,8,23,nnClassifier,3,3,adam,distance,0.9443838604143948,198.98937780992128
relu,auto,13,gini,1,1,1,13,constant,30,auto,11,17,nnClassifier,7,3,adam,distance,0.9443838604143948,198.98940863995813
relu,auto,15,gini,1,1,1,14,constant,75,auto,10,12,nnClassifier,8,8,adam,distance,0.9432933478735005,198.9894395088777
relu,auto,12,gini,1,1,1,10,constant,80,auto,12,22,nnClassifier,6,4,adam,distance,0.9422028353326063,198.98947019898333
relu,auto,21,gini,1,1,1,36,constant,32,auto,16,17,nnClassifier,2,4,adam,distance,0.9443838604143948,198.98950108792633
relu,auto,18,gini,1,1,1,27,constant,48,auto,9,29,nnClassifier,8,2,adam,distance,0.9432933478735005,198.9895317379851
relu,auto,10,gini,1,1,1,25,constant,33,auto,11,18,nnClassifier,6,3,adam,distance,0.9411123227917121,933.210514666047
relu,auto,19,gini,1,1,1,22,constant,42,auto,11,30,nnClassifier,6,3,adam,distance,0.9411123227917121,933.2105618058704
relu,auto,12,gini,1,1,1,27,constant,33,auto,12,23,nnClassifier,7,3,adam,distance,0.9400218102508179,933.2105943949427
relu,auto,19,gini,1,1,1,27,constant,81,auto,15,29,nnClassifier,6,7,adam,distance,0.9411123227917121,933.2106258049607
relu,auto,13,gini,1,1,1,27,constant,74,auto,12,15,nnClassifier,10,7,adam,distance,0.9422028353326063,933.2106566040311
relu,auto,12,gini,1,1,1,19,constant,81,auto,10,25,nnClassifier,7,6,adam,distance,0.9411123227917121,933.2106878638733
relu,auto,12,gini,1,1,1,27,constant,64,auto,16,18,nnClassifier,2,4,adam,distance,0.9400218102508179,933.2107188329101
relu,auto,20,gini,1,1,1,27,constant,31,auto,12,22,nnClassifier,7,2,adam,distance,0.9400218102508179,933.2107496128883
relu,auto,27,gini,1,1,1,23,constant,67,auto,12,21,nnClassifier,5,4,adam,distance,0.9411123227917121,933.2107803619001
relu,auto,11,gini,1,1,1,34,constant,36,auto,11,21,nnClassifier,8,3,adam,distance,0.9389312977099237,933.2108108520042
relu,auto,12,gini,1,1,1,30,constant,75,auto,13,23,nnClassifier,7,4,adam,distance,0.9400218102508179,933.2108414419927
relu,auto,13,gini,1,1,1,35,constant,32,auto,12,23,nnClassifier,5,5,adam,distance,0.9400218102508179,933.2108721109107
relu,auto,19,gini,1,1,1,26,constant,37,auto,10,14,nnClassifier,6,3,adam,distance,0.9411123227917121,933.2109028010163
relu,auto,16,gini,1,1,1,34,constant,35,auto,13,25,nnClassifier,6,3,adam,distance,0.9411123227917121,933.2109335099813
relu,auto,16,gini,1,1,1,22,constant,19,auto,12,27,nnClassifier,7,5,adam,distance,0.9411123227917121,933.2109642298892
relu,auto,12,gini,1,1,1,17,constant,29,auto,11,21,nnClassifier,6,3,adam,distance,0.9400218102508179,933.2109948990401
relu,auto,19,gini,1,1,1,15,constant,71,auto,12,9,nnClassifier,6,4,adam,distance,0.9411123227917121,933.2110257188324
relu,auto,13,gini,1,1,1,8,constant,76,auto,16,19,nnClassifier,9,1,adam,distance,0.9400218102508179,933.2110566089395
relu,auto,17,gini,1,1,1,32,constant,35,auto,13,21,nnClassifier,3,8,adam,distance,0.9411123227917121,933.2110878280364
relu,auto,14,gini,1,1,1,29,constant,47,auto,9,33,nnClassifier,5,2,adam,distance,0.9400218102508179,933.2111185379326
relu,auto,13,gini,1,1,1,27,constant,32,auto,10,14,nnClassifier,5,2,adam,distance,0.9422028353326063,1570.3899250118993
relu,auto,15,gini,1,1,1,20,constant,38,auto,7,26,nnClassifier,6,3,adam,distance,0.9411123227917121,1570.3899727510288
relu,auto,12,gini,1,1,1,27,constant,33,auto,12,23,nnClassifier,7,3,adam,distance,0.9400218102508179,1570.390005000867
relu,auto,17,gini,1,1,1,26,constant,77,auto,15,26,nnClassifier,6,3,adam,distance,0.9411123227917121,1570.3900363098364
relu,auto,13,gini,1,1,1,27,constant,70,auto,8,19,nnClassifier,7,10,adam,distance,0.9422028353326063,1570.3900671398733
relu,auto,12,gini,1,1,1,23,constant,85,auto,14,23,nnClassifier,9,7,adam,distance,0.9400218102508179,1570.390097680036
relu,auto,12,gini,1,1,1,28,constant,60,auto,16,20,nnClassifier,6,4,adam,distance,0.9432933478735005,1570.3901280290447
relu,auto,17,gini,1,1,1,26,constant,29,auto,8,21,nnClassifier,5,3,adam,distance,0.9389312977099237,1570.3901791479439
relu,auto,23,gini,1,1,1,27,constant,65,auto,11,23,nnClassifier,6,4,adam,distance,0.9345692475463467,1570.3902103980072
relu,auto,13,gini,1,1,1,30,constant,39,auto,10,25,nnClassifier,4,3,adam,distance,0.9411123227917121,1570.3902411779854
relu,auto,12,gini,1,1,1,34,constant,71,auto,11,24,nnClassifier,7,4,adam,distance,0.9400218102508179,1570.3902715470176
relu,auto,12,gini,1,1,1,31,constant,34,auto,8,25,nnClassifier,5,5,adam,distance,0.9291166848418757,1570.3903017868288
relu,auto,18,gini,1,1,1,22,constant,36,auto,9,18,nnClassifier,7,2,adam,distance,0.9411123227917121,1570.3903324559797
relu,auto,12,gini,1,1,1,31,constant,39,auto,9,24,nnClassifier,7,3,adam,distance,0.9411123227917121,1570.3903629160486
relu,auto,18,gini,1,1,1,22,constant,22,auto,14,24,nnClassifier,7,2,adam,distance,0.9378407851690295,1570.3903931449167
relu,auto,13,gini,1,1,1,13,constant,25,auto,12,17,nnClassifier,10,1,adam,distance,0.9400218102508179,1570.3904235749505
relu,auto,15,gini,1,1,1,11,constant,67,auto,16,13,nnClassifier,10,6,adam,distance,0.9411123227917121,1570.3904542149976
relu,auto,13,gini,1,1,1,11,constant,72,auto,17,22,nnClassifier,8,1,adam,distance,0.9422028353326063,1570.3904845539946
relu,auto,21,gini,1,1,1,31,constant,33,auto,15,17,nnClassifier,2,8,adam,distance,0.9411123227917121,1570.3905148438644
relu,auto,18,gini,1,1,1,28,constant,45,auto,9,29,nnClassifier,2,4,adam,distance,0.9432933478735005,1570.3905449430458
relu,auto,16,gini,1,1,1,31,constant,33,auto,10,15,nnClassifier,5,4,adam,distance,0.9291166848418757,2171.3722157038283
relu,auto,19,gini,1,1,1,24,constant,42,auto,9,30,nnClassifier,8,3,adam,distance,0.9400218102508179,2171.372265083948
relu,auto,12,gini,1,1,1,27,constant,33,auto,12,23,nnClassifier,7,3,adam,distance,0.9400218102508179,2171.372296992922
relu,auto,21,gini,1,1,1,26,constant,73,auto,11,26,nnClassifier,7,7,adam,distance,0.9411123227917121,2171.372328112833
relu,auto,16,gini,1,1,1,27,constant,66,auto,12,21,nnClassifier,6,9,adam,distance,0.9400218102508179,2171.3723594718613
relu,auto,12,gini,1,1,1,21,constant,81,auto,10,22,nnClassifier,6,7,adam,distance,0.9389312977099237,2171.3723905419465
relu,auto,12,gini,1,1,1,28,constant,56,auto,12,24,nnClassifier,2,4,adam,distance,0.9400218102508179,2171.3724214120302
relu,auto,20,gini,1,1,1,26,constant,31,auto,11,21,nnClassifier,6,2,adam,distance,0.9345692475463467,2171.3724522909615
relu,auto,19,gini,1,1,1,24,constant,61,auto,11,22,nnClassifier,8,6,adam,distance,0.9411123227917121,2171.3724831510335
relu,auto,11,gini,1,1,1,28,constant,39,auto,8,21,nnClassifier,8,7,adam,distance,0.9411123227917121,2171.3725139298476
relu,auto,12,gini,1,1,1,30,constant,67,auto,11,21,nnClassifier,7,2,adam,distance,0.9400218102508179,2171.3725446800236
relu,auto,12,gini,1,1,1,31,constant,31,auto,6,24,nnClassifier,7,5,adam,distance,0.9312977099236641,2171.372575328918
relu,auto,22,gini,1,1,1,24,constant,33,auto,10,18,nnClassifier,8,2,adam,distance,0.9378407851690295,2171.372605898883
relu,auto,16,gini,1,1,1,35,constant,40,auto,5,26,nnClassifier,8,3,adam,distance,0.9400218102508179,2171.3726366278715
relu,auto,22,gini,1,1,1,18,constant,26,auto,10,21,nnClassifier,3,5,adam,distance,0.9378407851690295,2171.3726670478936
relu,auto,13,gini,1,1,1,17,constant,29,auto,12,14,nnClassifier,8,1,adam,distance,0.9422028353326063,2171.372697558021
relu,auto,15,gini,1,1,1,15,constant,63,auto,18,9,nnClassifier,10,7,adam,distance,0.9422028353326063,2171.3727280369494
relu,auto,12,gini,1,1,1,15,constant,68,auto,16,21,nnClassifier,8,4,adam,distance,0.9389312977099237,2171.372758586891
relu,auto,20,gini,1,1,1,35,constant,33,auto,19,13,nnClassifier,4,4,adam,distance,0.9411123227917121,2171.372789026005
relu,auto,22,gini,1,1,1,29,constant,49,auto,13,30,nnClassifier,6,3,adam,distance,0.9411123227917121,2171.3728195459116
