activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,auto,18,gini,1,1,1,31,invscaling,32,auto,9,8,nnClassifier,7,8,sgd,uniform,0.9432933478735005,48.13416855712421
tanh,ball_tree,17,gini,1,1,0,26,constant,33,auto,7,7,nnClassifier,6,7,adam,uniform,0.9432933478735005,48.13421939709224
tanh,ball_tree,14,gini,1,1,0,11,invscaling,19,log2,6,23,nnClassifier,8,9,sgd,distance,0.9432933478735005,48.13425301597454
tanh,auto,16,gini,1,1,0,32,invscaling,59,log2,15,7,nnClassifier,5,8,lbfgs,uniform,0.9432933478735005,48.13428553612903
tanh,ball_tree,13,gini,1,1,1,14,invscaling,67,log2,14,18,nnClassifier,5,5,sgd,distance,0.9476553980370774,48.13431818597019
tanh,ball_tree,14,gini,1,0,1,25,constant,23,auto,13,20,nnClassifier,6,7,sgd,uniform,0.9432933478735005,48.13436265499331
tanh,ball_tree,13,gini,1,0,0,26,invscaling,50,log2,8,10,nnClassifier,6,9,lbfgs,uniform,0.9520174482006543,48.13439483498223
tanh,ball_tree,23,gini,1,0,1,19,constant,69,log2,8,3,nnClassifier,7,8,adam,uniform,0.9520174482006543,48.13442642404698
tanh,auto,13,gini,1,0,1,21,invscaling,21,auto,9,15,nnClassifier,6,5,lbfgs,distance,0.9432933478735005,48.134458064101636
relu,auto,14,gini,1,0,1,28,invscaling,49,log2,11,29,nnClassifier,6,9,lbfgs,uniform,0.9432933478735005,48.13449047412723
tanh,auto,17,gini,1,1,0,7,invscaling,84,sqrt,10,10,nnClassifier,5,8,lbfgs,uniform,0.9432933478735005,48.134522252948955
tanh,ball_tree,27,gini,1,1,1,25,invscaling,78,log2,9,13,nnClassifier,6,9,adam,distance,0.9334787350054525,48.13455336308107
tanh,auto,22,gini,1,1,1,34,invscaling,50,auto,12,12,nnClassifier,7,3,adam,uniform,0.9432933478735005,48.13458451302722
tanh,ball_tree,14,gini,1,1,1,33,invscaling,24,sqrt,10,26,nnClassifier,1,9,lbfgs,uniform,0.9432933478735005,48.13461562199518
relu,auto,25,gini,1,0,0,26,invscaling,89,auto,14,10,nnClassifier,2,9,adam,distance,0,48.1346467519179
relu,auto,24,gini,1,1,1,21,invscaling,84,sqrt,11,9,nnClassifier,6,7,lbfgs,distance,0.920392584514722,48.134677211986855
relu,ball_tree,23,gini,1,1,0,27,invscaling,57,auto,13,16,nnClassifier,5,9,lbfgs,uniform,0.9432933478735005,48.13470842107199
tanh,ball_tree,25,gini,1,0,0,6,constant,69,sqrt,6,15,nnClassifier,6,8,adam,uniform,0,48.13473934098147
tanh,ball_tree,12,gini,1,1,0,27,invscaling,94,sqrt,12,8,nnClassifier,4,9,adam,uniform,0.9520174482006543,48.134769211057574
tanh,ball_tree,12,gini,1,0,0,34,invscaling,49,auto,6,36,nnClassifier,5,9,adam,distance,0,48.13480050000362
relu,auto,14,gini,1,1,1,28,constant,36,auto,10,8,nnClassifier,7,10,adam,distance,0.9498364231188658,358.68227628897876
relu,auto,13,gini,1,1,1,27,constant,37,auto,9,11,nnClassifier,5,10,adam,distance,0.9520174482006543,358.6823238490615
relu,auto,12,gini,1,1,1,14,constant,23,auto,9,19,nnClassifier,7,10,adam,distance,0.9520174482006543,358.6823670680169
relu,auto,12,gini,1,1,1,30,constant,55,auto,11,11,nnClassifier,7,10,adam,distance,0.9520174482006543,358.6823985481169
