activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,13,gini,1,1,1,18,constant,63,auto,10,14,nnClassifier,5,9,adam,distance,0.9520174482006543,358.682430468034
relu,auto,11,gini,1,1,1,27,constant,27,auto,9,17,nnClassifier,4,8,adam,distance,0.9476553980370774,358.68246237700805
relu,auto,13,gini,1,1,1,26,constant,50,auto,8,10,nnClassifier,6,9,adam,distance,0.9520174482006543,358.68249427713454
relu,auto,19,gini,1,1,1,23,constant,65,auto,8,4,nnClassifier,3,9,adam,distance,0.9498364231188658,358.6825257660821
relu,auto,13,gini,1,1,1,25,constant,25,auto,7,11,nnClassifier,7,9,adam,distance,0.9476553980370774,358.68255696608685
relu,auto,12,gini,1,1,1,26,constant,52,auto,7,25,nnClassifier,5,10,adam,distance,0.9487459105779716,358.6825880659744
relu,auto,13,gini,1,1,1,11,constant,80,auto,7,8,nnClassifier,3,9,adam,distance,0.9520174482006543,358.6826192450244
relu,auto,23,gini,1,1,1,26,constant,75,auto,5,9,nnClassifier,6,9,adam,distance,0.9498364231188658,358.68265021499246
relu,auto,18,gini,1,1,1,30,constant,48,auto,8,11,nnClassifier,8,7,adam,distance,0.95092693565976,358.68268139497377
relu,auto,12,gini,1,1,1,29,constant,28,auto,10,22,nnClassifier,5,10,adam,distance,0.9476553980370774,358.68271250394173
relu,auto,21,gini,1,1,1,26,constant,85,auto,10,12,nnClassifier,2,10,adam,distance,0.9520174482006543,358.6827435339801
relu,auto,20,gini,1,1,1,25,constant,80,auto,10,11,nnClassifier,6,10,adam,distance,0.9422028353326063,358.6827752541285
relu,auto,20,gini,1,1,1,28,constant,54,auto,9,12,nnClassifier,5,9,adam,distance,0.9520174482006543,358.68280629301444
relu,auto,21,gini,1,1,1,10,constant,65,auto,9,12,nnClassifier,4,10,adam,distance,0.9520174482006543,358.68283716309816
relu,auto,12,gini,1,1,1,26,constant,90,auto,11,5,nnClassifier,5,5,adam,distance,0.9520174482006543,358.6828680320177
relu,auto,16,gini,1,1,1,30,constant,52,auto,9,32,nnClassifier,7,10,adam,distance,0.9520174482006543,358.6828989419155
relu,auto,18,gini,1,1,1,26,constant,40,auto,6,8,nnClassifier,7,7,adam,distance,0.9432933478735005,1205.0697705950588
relu,auto,17,gini,1,1,1,25,constant,41,auto,7,7,nnClassifier,6,6,adam,distance,0.9520174482006543,1205.0698200950865
relu,auto,15,gini,1,1,1,18,constant,27,auto,7,15,nnClassifier,7,10,adam,distance,0.9476553980370774,1205.069852054119
relu,auto,14,gini,1,1,1,30,constant,58,auto,7,7,nnClassifier,7,7,adam,distance,0.9476553980370774,1205.0698834040668
relu,auto,13,gini,1,1,1,22,constant,59,auto,14,10,nnClassifier,6,5,adam,distance,0.9520174482006543,1205.0699142031372
relu,auto,15,gini,1,1,1,26,constant,31,auto,12,13,nnClassifier,8,8,adam,distance,0.9476553980370774,1205.0699451030232
relu,auto,13,gini,1,1,1,26,constant,50,auto,8,10,nnClassifier,6,9,adam,distance,0.9487459105779716,1205.0699761430733
relu,auto,16,gini,1,1,1,26,constant,61,auto,9,8,nnClassifier,7,8,adam,distance,0.9476553980370774,1205.0700070019811
relu,auto,13,gini,1,1,1,25,constant,29,auto,9,14,nnClassifier,5,10,adam,distance,0.9476553980370774,1205.0700378720649
relu,auto,12,gini,1,1,1,25,constant,51,auto,6,21,nnClassifier,5,10,adam,distance,0.9520174482006543,1205.0700684119947
relu,auto,14,gini,1,1,1,15,constant,76,auto,10,12,nnClassifier,7,8,adam,distance,0.9476553980370774,1205.0700991009362
relu,auto,19,gini,1,1,1,25,constant,71,auto,8,9,nnClassifier,6,9,adam,distance,0.9487459105779716,1205.0701297309715
relu,auto,19,gini,1,1,1,30,constant,49,auto,12,10,nnClassifier,4,7,adam,distance,0.9465648854961832,1205.0701606310904
relu,auto,13,gini,1,1,1,25,constant,31,auto,8,18,nnClassifier,8,10,adam,distance,0.9520174482006543,1205.070191390114
relu,auto,17,gini,1,1,1,26,constant,81,auto,13,8,nnClassifier,6,10,adam,distance,0.9520174482006543,1205.070222210139
relu,auto,16,gini,1,1,1,29,constant,76,auto,8,10,nnClassifier,6,10,adam,distance,0.9520174482006543,1205.0702529600821
relu,auto,16,gini,1,1,1,28,constant,53,auto,10,10,nnClassifier,7,9,adam,distance,0.9520174482006543,1205.0702832890674
relu,auto,20,gini,1,1,1,14,constant,61,auto,9,14,nnClassifier,7,9,adam,distance,0.9498364231188658,1205.0703140089754
relu,auto,13,gini,1,1,1,22,constant,86,auto,11,9,nnClassifier,4,7,adam,distance,0.9520174482006543,1205.0703550989274
relu,auto,12,gini,1,1,1,32,constant,50,auto,8,28,nnClassifier,5,9,adam,distance,0.9487459105779716,1205.0703857180197
relu,auto,14,gini,1,1,1,28,constant,44,auto,10,9,nnClassifier,5,7,adam,distance,0.9476553980370774,2094.7922876020893
relu,auto,17,gini,1,1,1,27,constant,37,auto,6,8,nnClassifier,7,7,adam,distance,0.9476553980370774,2094.7923316520173
relu,auto,13,gini,1,1,1,19,constant,31,auto,7,11,nnClassifier,7,8,adam,distance,0.9465648854961832,2094.792372221127
relu,auto,16,gini,1,1,1,27,constant,54,auto,11,10,nnClassifier,4,6,adam,distance,0.9432933478735005,2094.792403821135
relu,auto,13,gini,1,1,1,21,constant,58,auto,10,11,nnClassifier,5,7,adam,distance,0.9487459105779716,2094.7924352800474
relu,auto,13,gini,1,1,1,24,constant,28,auto,8,17,nnClassifier,8,8,adam,distance,0.9476553980370774,2094.7924666199833
relu,auto,13,gini,1,1,1,26,constant,50,auto,8,10,nnClassifier,6,9,adam,distance,0.9487459105779716,2094.7924978099763
relu,auto,15,gini,1,1,1,22,constant,59,auto,9,11,nnClassifier,4,8,adam,distance,0.9487459105779716,2094.7925291289575
relu,auto,13,gini,1,1,1,25,constant,33,auto,9,12,nnClassifier,5,10,adam,distance,0.9520174482006543,2094.792570019141
relu,auto,13,gini,1,1,1,26,constant,51,auto,9,17,nnClassifier,6,10,adam,distance,0.9520174482006543,2094.7926012589596
relu,auto,15,gini,1,1,1,19,constant,72,auto,8,11,nnClassifier,7,9,adam,distance,0.9432933478735005,2094.792632417986
relu,auto,23,gini,1,1,1,25,constant,67,auto,10,13,nnClassifier,6,9,adam,distance,0.9476553980370774,2094.792663577944
relu,auto,15,gini,1,1,1,29,constant,53,auto,10,11,nnClassifier,6,10,adam,distance,0.9476553980370774,2094.792694548145
relu,auto,12,gini,1,1,1,25,constant,32,auto,10,14,nnClassifier,5,9,adam,distance,0.9476553980370774,2094.7927256370895
relu,auto,17,gini,1,1,1,26,constant,77,auto,10,12,nnClassifier,3,7,adam,distance,0.9476553980370774,2094.7927566070575
relu,auto,14,gini,1,1,1,27,constant,72,auto,9,10,nnClassifier,6,8,adam,distance,0.95092693565976,2094.7927873269655
relu,auto,20,gini,1,1,1,24,constant,57,auto,13,14,nnClassifier,6,9,adam,distance,0.9487459105779716,2094.792818406131
relu,auto,16,gini,1,1,1,18,constant,57,auto,5,10,nnClassifier,7,8,adam,distance,0.945474372955289,2094.7928502159193
relu,auto,14,gini,1,1,1,21,constant,82,auto,13,7,nnClassifier,3,9,adam,distance,0.9487459105779716,2094.7928814650513
relu,auto,11,gini,1,1,1,28,constant,47,auto,4,24,nnClassifier,5,8,adam,distance,0.9520174482006543,2094.792912414996
relu,auto,15,gini,1,1,1,32,constant,40,auto,9,8,nnClassifier,7,10,adam,distance,0.9476553980370774,2889.1472339960746
relu,auto,13,gini,1,1,1,28,constant,38,auto,10,10,nnClassifier,4,10,adam,distance,0.945474372955289,2889.1472779349424
relu,auto,14,gini,1,1,1,18,constant,35,auto,6,15,nnClassifier,6,8,adam,distance,0.9476553980370774,2889.1473103349563
relu,auto,12,gini,1,1,1,31,constant,50,auto,13,12,nnClassifier,4,9,adam,distance,0.9476553980370774,2889.1473520051222
relu,auto,13,gini,1,1,1,17,constant,59,auto,12,11,nnClassifier,6,7,adam,distance,0.9520174482006543,2889.1473833639175
relu,auto,13,gini,1,1,1,26,constant,32,auto,10,20,nnClassifier,4,6,adam,distance,0.9476553980370774,2889.1474146640394
relu,auto,13,gini,1,1,1,26,constant,50,auto,8,10,nnClassifier,6,9,adam,distance,0.9487459105779716,2889.147445633076
relu,auto,19,gini,1,1,1,21,constant,55,auto,8,8,nnClassifier,4,10,adam,distance,0.9476553980370774,2889.147476793034
relu,auto,13,gini,1,1,1,27,constant,37,auto,9,12,nnClassifier,6,9,adam,distance,0.9520174482006543,2889.147507722955
relu,auto,12,gini,1,1,1,26,constant,51,auto,8,14,nnClassifier,6,8,adam,distance,0.9487459105779716,2889.1475385520607
relu,auto,16,gini,1,1,1,20,constant,68,auto,7,7,nnClassifier,6,7,adam,distance,0.9465648854961832,2889.1475696121342
relu,auto,27,gini,1,1,1,26,constant,63,auto,10,14,nnClassifier,6,9,adam,distance,0.9487459105779716,2889.1476003120188
relu,auto,19,gini,1,1,1,33,constant,49,auto,6,12,nnClassifier,9,9,adam,distance,0.9487459105779716,2889.1476311809383
relu,auto,13,gini,1,1,1,29,constant,36,auto,8,18,nnClassifier,4,10,adam,distance,0.9520174482006543,2889.147661901079
relu,auto,20,gini,1,1,1,26,constant,73,auto,7,12,nnClassifier,1,10,adam,distance,0.9476553980370774,2889.1476927110925
relu,auto,18,gini,1,1,1,25,constant,72,auto,9,12,nnClassifier,6,9,adam,distance,0.9487459105779716,2889.147723329952
relu,auto,20,gini,1,1,1,28,constant,53,auto,11,15,nnClassifier,5,9,adam,distance,0.9520174482006543,2889.147753830068
relu,auto,13,gini,1,1,1,14,constant,56,auto,5,14,nnClassifier,7,8,adam,distance,0.9487459105779716,2889.1477845499758
relu,auto,15,gini,1,1,1,25,constant,78,auto,9,3,nnClassifier,6,6,adam,distance,0.9476553980370774,2889.147815058939
relu,auto,14,gini,1,1,1,29,constant,51,auto,8,27,nnClassifier,5,10,adam,distance,0.95092693565976,2889.1478456191253
