activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,1,1,1,18,constant,54,auto,2,28,nnClassifier,5,10,adam,distance,0.9299568965517241,480.2358518941328
relu,auto,19,gini,1,1,1,11,constant,53,auto,12,30,nnClassifier,4,8,adam,distance,0.9396551724137931,480.2358844440896
relu,auto,19,gini,1,1,1,10,constant,56,auto,2,30,nnClassifier,6,9,adam,distance,0.9439655172413793,480.2359177931212
relu,auto,23,gini,1,1,1,22,constant,19,auto,2,30,nnClassifier,6,10,adam,distance,0.9439655172413793,480.2359500620514
relu,auto,19,gini,1,1,1,9,constant,68,auto,14,22,nnClassifier,6,6,adam,distance,0.9407327586206896,480.2359820420388
relu,auto,16,gini,1,1,1,10,constant,25,auto,2,32,nnClassifier,8,10,adam,distance,0.9439655172413793,480.2360143212136
relu,auto,20,gini,1,1,1,10,constant,12,auto,11,22,nnClassifier,5,7,adam,distance,0.9439655172413793,480.23604704020545
relu,auto,13,gini,1,1,1,7,constant,91,auto,12,31,nnClassifier,6,9,adam,distance,0.9439655172413793,480.2360796201974
relu,auto,20,gini,1,1,1,29,constant,48,auto,11,32,nnClassifier,6,9,adam,distance,0.9428879310344828,480.2361123689916
relu,auto,16,gini,1,1,1,29,constant,48,auto,2,21,nnClassifier,5,9,adam,distance,0.9439655172413793,480.23614439810626
relu,auto,17,gini,1,1,1,29,constant,62,auto,12,16,nnClassifier,5,7,adam,distance,0.9439655172413793,480.23617580812424
relu,auto,21,gini,1,1,1,8,constant,39,auto,5,16,nnClassifier,4,10,adam,distance,0.9439655172413793,480.236207397189
relu,auto,18,gini,1,1,1,7,constant,74,auto,6,27,nnClassifier,6,8,adam,distance,0.9321120689655172,480.2362387571484
relu,auto,20,gini,1,1,1,11,constant,75,auto,2,26,nnClassifier,6,10,adam,distance,0.9439655172413793,480.2362694661133
relu,auto,23,gini,1,1,1,10,constant,32,auto,2,18,nnClassifier,3,6,adam,distance,0.9310344827586207,480.2363000451587
relu,auto,20,gini,1,1,1,11,constant,51,auto,12,35,nnClassifier,6,3,adam,distance,0.9439655172413793,480.2363307150081
relu,auto,19,gini,1,1,1,24,constant,56,auto,2,29,nnClassifier,6,8,adam,distance,0.9353448275862069,1155.1837651461829
relu,auto,19,gini,1,1,1,11,constant,21,auto,2,27,nnClassifier,5,6,adam,distance,0.9396551724137931,1155.1838256050833
relu,auto,19,gini,1,1,1,27,constant,25,auto,2,29,nnClassifier,6,9,adam,distance,0.9385775862068966,1155.183857344091
relu,auto,19,gini,1,1,1,8,constant,77,auto,2,29,nnClassifier,7,9,adam,distance,0.9385775862068966,1155.1838883231394
relu,auto,18,gini,1,1,1,14,constant,57,auto,2,30,nnClassifier,5,10,adam,distance,0.9439655172413793,1155.1839196130168
relu,auto,19,gini,1,1,1,12,constant,57,auto,8,28,nnClassifier,7,10,adam,distance,0.9428879310344828,1155.1839504921809
relu,auto,19,gini,1,1,1,10,constant,56,auto,2,30,nnClassifier,6,9,adam,distance,0.9385775862068966,1155.1839817210566
relu,auto,21,gini,1,1,1,18,constant,23,auto,2,30,nnClassifier,6,9,adam,distance,0.9407327586206896,1155.184012601152
relu,auto,15,gini,1,1,1,5,constant,70,auto,10,26,nnClassifier,6,7,adam,distance,0.9385775862068966,1155.1840433902107
relu,auto,15,gini,1,1,1,9,constant,29,auto,4,36,nnClassifier,6,6,adam,distance,0.9396551724137931,1155.184074210003
relu,auto,22,gini,1,1,1,14,constant,16,auto,9,26,nnClassifier,5,8,adam,distance,0.9385775862068966,1155.18410498905
relu,auto,17,gini,1,1,1,8,constant,87,auto,8,31,nnClassifier,8,9,adam,distance,0.9375,1155.184135548072
relu,auto,19,gini,1,1,1,25,constant,52,auto,10,31,nnClassifier,7,9,adam,distance,0.9407327586206896,1155.1841658281628
relu,auto,20,gini,1,1,1,25,constant,52,auto,2,25,nnClassifier,5,9,adam,distance,0.9418103448275862,1155.1841966270003
relu,auto,13,gini,1,1,1,27,constant,66,auto,8,20,nnClassifier,6,3,adam,distance,0.9439655172413793,1155.1842269271147
relu,auto,17,gini,1,1,1,7,constant,43,auto,3,20,nnClassifier,5,9,adam,distance,0.9418103448275862,1155.1842573559843
relu,auto,14,gini,1,1,1,3,constant,70,auto,10,26,nnClassifier,2,9,adam,distance,0.9407327586206896,1155.184287665179
relu,auto,20,gini,1,1,1,10,constant,71,auto,5,24,nnClassifier,6,10,adam,distance,0.9407327586206896,1155.184317835141
relu,auto,19,gini,1,1,1,11,constant,36,auto,2,22,nnClassifier,1,10,adam,distance,0.9428879310344828,1155.1843483040575
relu,auto,16,gini,1,1,1,9,constant,48,auto,16,31,nnClassifier,8,7,adam,distance,0.9407327586206896,1155.1843788439874
relu,auto,19,gini,1,1,1,20,constant,53,auto,2,29,nnClassifier,5,10,adam,distance,0.9385775862068966,1900.8721431880258
relu,auto,19,gini,1,1,1,12,constant,25,auto,6,25,nnClassifier,6,5,adam,distance,0.9418103448275862,1900.872198816156
relu,auto,23,gini,1,1,1,23,constant,29,auto,5,31,nnClassifier,6,7,adam,distance,0.9385775862068966,1900.8722305060364
relu,auto,19,gini,1,1,1,12,constant,73,auto,2,27,nnClassifier,6,9,adam,distance,0.9353448275862069,1900.8722614049911
relu,auto,18,gini,1,1,1,10,constant,53,auto,2,28,nnClassifier,7,9,adam,distance,0.9439655172413793,1900.872292415006
relu,auto,19,gini,1,1,1,10,constant,54,auto,10,30,nnClassifier,6,9,adam,distance,0.9353448275862069,1900.872322864132
relu,auto,19,gini,1,1,1,10,constant,56,auto,2,30,nnClassifier,6,9,adam,distance,0.9385775862068966,1900.8723537831102
relu,auto,22,gini,1,1,1,14,constant,27,auto,2,30,nnClassifier,6,9,adam,distance,0.9407327586206896,1900.8723847330548
relu,auto,19,gini,1,1,1,3,constant,71,auto,6,30,nnClassifier,6,10,adam,distance,0.9418103448275862,1900.8724478220101
relu,auto,12,gini,1,1,1,10,constant,33,auto,2,33,nnClassifier,7,10,adam,distance,0.9418103448275862,1900.8724786811508
relu,auto,18,gini,1,1,1,10,constant,20,auto,5,22,nnClassifier,6,4,adam,distance,0.9439655172413793,1900.8725093500689
relu,auto,16,gini,1,1,1,11,constant,83,auto,12,34,nnClassifier,6,9,adam,distance,0.9385775862068966,1900.8725399600808
relu,auto,18,gini,1,1,1,27,constant,50,auto,9,32,nnClassifier,8,9,adam,distance,0.9353448275862069,1900.8725702690426
relu,auto,16,gini,1,1,1,21,constant,52,auto,4,21,nnClassifier,7,9,adam,distance,0.9385775862068966,1900.8726013880223
relu,auto,12,gini,1,1,1,23,constant,62,auto,12,24,nnClassifier,3,1,adam,distance,0.9375,1900.872632438084
relu,auto,21,gini,1,1,1,11,constant,47,auto,7,24,nnClassifier,8,8,adam,distance,0.9439655172413793,1900.8726628771983
relu,auto,15,gini,1,1,1,7,constant,70,auto,6,30,nnClassifier,2,7,adam,distance,0.9418103448275862,1900.8726935470477
relu,auto,19,gini,1,1,1,10,constant,67,auto,2,25,nnClassifier,6,10,adam,distance,0.9407327586206896,1900.8727252460085
relu,auto,17,gini,1,1,1,10,constant,40,auto,2,26,nnClassifier,1,10,adam,distance,0.9439655172413793,1900.8727562050335
relu,auto,18,gini,1,1,1,13,constant,52,auto,16,35,nnClassifier,4,3,adam,distance,0.9396551724137931,1900.8728003141005
relu,auto,19,gini,1,1,1,16,constant,54,auto,2,29,nnClassifier,7,10,adam,distance,0.9418103448275862,2555.1571815251373
relu,auto,21,gini,1,1,1,11,constant,29,auto,9,28,nnClassifier,7,9,adam,distance,0.9385775862068966,2555.157228924101
relu,auto,24,gini,1,1,1,27,constant,33,auto,8,30,nnClassifier,6,9,adam,distance,0.9407327586206896,2555.157260773005
relu,auto,19,gini,1,1,1,12,constant,69,auto,2,26,nnClassifier,5,10,adam,distance,0.9385775862068966,2555.1572916430887
relu,auto,22,gini,1,1,1,10,constant,53,auto,2,29,nnClassifier,5,9,adam,distance,0.9396551724137931,2555.1573222721927
relu,auto,19,gini,1,1,1,11,constant,55,auto,6,31,nnClassifier,2,6,adam,distance,0.9385775862068966,2555.157353301067
relu,auto,19,gini,1,1,1,10,constant,56,auto,2,30,nnClassifier,6,9,adam,distance,0.9385775862068966,2555.157383611193
relu,auto,26,gini,1,1,1,16,constant,31,auto,2,30,nnClassifier,7,9,adam,distance,0.9396551724137931,2555.157413840061
relu,auto,15,gini,1,1,1,4,constant,67,auto,2,26,nnClassifier,6,10,adam,distance,0.9385775862068966,2555.1574442500714
relu,auto,16,gini,1,1,1,14,constant,32,auto,4,34,nnClassifier,7,8,adam,distance,0.9396551724137931,2555.157475189073
relu,auto,22,gini,1,1,1,14,constant,16,auto,8,18,nnClassifier,6,8,adam,distance,0.9407327586206896,2555.1575055380818
relu,auto,18,gini,1,1,1,7,constant,79,auto,16,30,nnClassifier,10,9,adam,distance,0.9418103448275862,2555.1575359681156
relu,auto,20,gini,1,1,1,23,constant,49,auto,11,32,nnClassifier,6,9,adam,distance,0.9407327586206896,2555.157566587208
relu,auto,17,gini,1,1,1,17,constant,49,auto,2,25,nnClassifier,7,9,adam,distance,0.9364224137931034,2555.157597297104
relu,auto,16,gini,1,1,1,27,constant,65,auto,16,28,nnClassifier,1,1,adam,distance,0.9385775862068966,2555.157627676148
relu,auto,18,gini,1,1,1,14,constant,46,auto,7,20,nnClassifier,6,8,adam,distance,0.9396551724137931,2555.157657945063
relu,auto,13,gini,1,1,1,11,constant,67,auto,7,28,nnClassifier,6,10,adam,distance,0.9418103448275862,2555.157688065199
relu,auto,19,gini,1,1,1,10,constant,63,auto,2,29,nnClassifier,4,9,adam,distance,0.9385775862068966,2555.1577185040805
relu,auto,19,gini,1,1,1,11,constant,44,auto,2,28,nnClassifier,5,9,adam,distance,0.9439655172413793,2555.1577487741597
relu,auto,14,gini,1,1,1,14,constant,54,auto,12,32,nnClassifier,8,1,adam,distance,0.9428879310344828,2555.1577788731083
