activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,19,gini,1,1,0,32,constant,54,sqrt,2,28,nnClassifier,6,10,adam,distance,0.9375,189.30522356904112
logistic,auto,20,gini,1,1,1,13,constant,16,auto,8,27,nnClassifier,6,6,adam,uniform,0.9385775862068966,189.30528559815139
logistic,auto,23,entropy,1,1,1,35,constant,17,sqrt,7,30,nnClassifier,6,7,adam,uniform,0.9375,189.30532029713504
identity,auto,19,entropy,1,1,1,16,constant,85,sqrt,2,21,nnClassifier,3,9,adam,uniform,0.9375,189.30535447620787
identity,auto,20,gini,1,1,1,22,constant,50,auto,4,31,nnClassifier,6,8,sgd,distance,0.9310344827586207,189.305387416156
identity,auto,19,gini,1,1,1,8,constant,49,sqrt,16,34,nnClassifier,1,4,sgd,distance,0.9310344827586207,189.305420715129
logistic,auto,19,entropy,1,1,0,10,constant,56,sqrt,2,30,nnClassifier,6,9,sgd,uniform,0.9439655172413793,189.30545389419422
identity,auto,26,entropy,1,1,0,26,constant,15,auto,2,30,nnClassifier,7,9,sgd,distance,0.9375,189.30548635404557
relu,auto,17,gini,1,1,1,6,constant,72,auto,18,18,nnClassifier,6,10,adam,uniform,0.9418103448275862,189.3055194329936
identity,auto,12,gini,1,1,0,12,constant,21,auto,4,36,nnClassifier,7,6,sgd,distance,0,189.3055519121699
identity,auto,21,entropy,1,1,0,12,constant,8,sqrt,15,20,nnClassifier,6,3,sgd,uniform,0.9439655172413793,189.30558379204012
tanh,auto,14,gini,1,1,0,10,constant,95,auto,16,33,nnClassifier,6,9,adam,uniform,0.9439655172413793,189.30561653105542
logistic,auto,18,gini,1,1,1,33,constant,44,sqrt,15,32,nnClassifier,7,9,sgd,distance,0.9375,189.30564968008548
identity,auto,12,gini,1,1,0,33,constant,44,sqrt,3,17,nnClassifier,7,9,sgd,distance,0.9375,189.3056828000117
tanh,auto,13,gini,1,1,0,33,constant,66,auto,12,12,nnClassifier,3,5,adam,uniform,0.9439655172413793,189.30571548920125
logistic,auto,20,entropy,1,1,1,12,constant,35,sqrt,9,12,nnClassifier,6,8,adam,uniform,0.9375,189.30574779817834
relu,auto,17,gini,1,1,1,6,constant,78,sqrt,10,30,nnClassifier,5,8,sgd,distance,0.9439655172413793,189.30577947804704
logistic,auto,21,entropy,1,1,0,10,constant,79,sqrt,5,22,nnClassifier,5,10,sgd,uniform,0,189.30582143715583
identity,auto,27,entropy,1,1,1,7,constant,28,sqrt,2,14,nnClassifier,7,5,sgd,uniform,0.9310344827586207,189.30585226602852
logistic,auto,19,gini,1,1,1,13,constant,50,auto,16,39,nnClassifier,6,6,sgd,uniform,0.9439655172413793,189.3058835961856
relu,auto,19,gini,1,1,1,28,constant,57,auto,2,30,nnClassifier,7,10,adam,distance,0.9439655172413793,480.2356853480451
relu,auto,19,gini,1,1,1,9,constant,20,auto,4,31,nnClassifier,8,10,adam,distance,0.9439655172413793,480.23574132611975
relu,auto,19,gini,1,1,1,31,constant,21,auto,3,31,nnClassifier,6,8,adam,distance,0.9439655172413793,480.23577534616925
relu,auto,19,gini,1,1,1,12,constant,81,auto,2,25,nnClassifier,6,10,adam,distance,0.9310344827586207,480.2358183050528
