activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,13,gini,1,1,1,19,constant,88,auto,11,12,nnClassifier,8,10,adam,distance,0.9396551724137931,468.57289948198013
relu,auto,13,gini,1,1,1,25,constant,15,auto,20,11,nnClassifier,8,10,adam,distance,0.927801724137931,1246.5567896298598
relu,auto,13,gini,1,1,1,22,constant,33,auto,20,10,nnClassifier,6,10,adam,distance,0.9353448275862069,1246.5568401089404
relu,auto,16,gini,1,1,1,21,constant,67,auto,18,32,nnClassifier,9,5,adam,distance,0.9288793103448276,1246.5568817388266
relu,auto,15,gini,1,1,1,23,constant,17,auto,20,26,nnClassifier,8,10,adam,distance,0.9353448275862069,1246.5569128380157
relu,auto,24,gini,1,1,1,23,constant,47,auto,14,22,nnClassifier,5,7,adam,distance,0.9299568965517241,1246.5569435178768
relu,auto,13,gini,1,1,1,26,constant,15,auto,17,19,nnClassifier,3,6,adam,distance,0.9342672413793104,1246.5569740168285
relu,auto,17,gini,1,1,1,31,constant,55,auto,15,19,nnClassifier,7,7,adam,distance,0.9364224137931034,1246.557004706934
relu,auto,13,gini,1,1,1,33,constant,36,auto,17,34,nnClassifier,5,1,adam,distance,0.9364224137931034,1246.557035246864
relu,auto,16,gini,1,1,1,25,constant,69,auto,20,12,nnClassifier,9,5,adam,distance,0.9353448275862069,1246.5570657758508
relu,auto,17,gini,1,1,1,24,constant,15,auto,20,11,nnClassifier,7,10,adam,distance,0.9353448275862069,1246.5570961958729
relu,auto,22,gini,1,1,1,33,constant,26,auto,20,13,nnClassifier,7,10,adam,distance,0.9385775862068966,1246.557126414962
relu,auto,13,gini,1,1,1,22,constant,68,auto,16,7,nnClassifier,7,8,adam,distance,0.9375,1246.5571567148436
relu,auto,14,gini,1,1,1,23,constant,74,auto,15,20,nnClassifier,8,10,adam,distance,0.9353448275862069,1246.5571869539563
relu,auto,13,gini,1,1,1,23,constant,79,auto,20,24,nnClassifier,7,10,adam,distance,0.927801724137931,1246.557217313908
relu,auto,15,gini,1,1,1,26,constant,12,auto,20,10,nnClassifier,8,10,adam,distance,0.9331896551724138,1246.5572478438262
relu,auto,12,gini,1,1,1,26,constant,56,auto,7,14,nnClassifier,9,5,adam,distance,0.9342672413793104,1246.5572784028482
relu,auto,13,gini,1,1,1,24,constant,25,auto,20,14,nnClassifier,7,7,adam,distance,0.9353448275862069,1246.5573088929523
relu,auto,17,gini,1,1,1,16,constant,16,auto,19,20,nnClassifier,7,10,adam,distance,0.9385775862068966,1246.5573394820094
relu,auto,17,gini,1,1,1,25,constant,58,auto,20,6,nnClassifier,8,7,adam,distance,0.9375,1246.5573702319525
relu,auto,13,gini,1,1,1,19,constant,84,auto,15,11,nnClassifier,8,10,adam,distance,0.927801724137931,1246.557400480844
relu,auto,13,gini,1,1,1,25,constant,15,auto,20,11,nnClassifier,8,10,adam,distance,0.927801724137931,1937.8226000668947
relu,auto,14,gini,1,1,1,24,constant,29,auto,16,14,nnClassifier,7,6,adam,distance,0.9364224137931034,1937.8226476958953
relu,auto,19,gini,1,1,1,17,constant,63,auto,19,36,nnClassifier,6,9,adam,distance,0.9364224137931034,1937.8226805459708
relu,auto,15,gini,1,1,1,27,constant,20,auto,20,22,nnClassifier,8,10,adam,distance,0.9385775862068966,1937.8227118349168
relu,auto,20,gini,1,1,1,24,constant,43,auto,18,18,nnClassifier,9,9,adam,distance,0.9385775862068966,1937.8227431748528
relu,auto,13,gini,1,1,1,25,constant,16,auto,20,15,nnClassifier,3,10,adam,distance,0.9364224137931034,1937.822774123866
relu,auto,16,gini,1,1,1,27,constant,51,auto,13,23,nnClassifier,7,6,adam,distance,0.9353448275862069,1937.8228049038444
relu,auto,13,gini,1,1,1,29,constant,32,auto,20,38,nnClassifier,9,5,adam,distance,0.9364224137931034,1937.822858702857
relu,auto,16,gini,1,1,1,24,constant,65,auto,16,10,nnClassifier,7,7,adam,distance,0.9364224137931034,1937.8228900530376
relu,auto,14,gini,1,1,1,28,constant,15,auto,18,15,nnClassifier,8,10,adam,distance,0.9353448275862069,1937.822920782026
relu,auto,19,gini,1,1,1,29,constant,30,auto,20,17,nnClassifier,7,10,adam,distance,0.9256465517241379,1937.8229515119456
relu,auto,13,gini,1,1,1,26,constant,64,auto,12,9,nnClassifier,10,9,adam,distance,0.9342672413793104,1937.8229822909925
relu,auto,12,gini,1,1,1,26,constant,70,auto,19,16,nnClassifier,6,8,adam,distance,0.9331896551724138,1937.8230138609651
relu,auto,17,gini,1,1,1,25,constant,75,auto,19,20,nnClassifier,10,10,adam,distance,0.9342672413793104,1937.8230451210402
relu,auto,13,gini,1,1,1,26,constant,16,auto,20,11,nnClassifier,8,10,adam,distance,0.9385775862068966,1937.8230761198793
relu,auto,10,gini,1,1,1,26,constant,52,auto,11,18,nnClassifier,5,4,adam,distance,0.9375,1937.823106949916
relu,auto,14,gini,1,1,1,25,constant,22,auto,20,12,nnClassifier,7,8,adam,distance,0.9342672413793104,1937.8231379289646
relu,auto,15,gini,1,1,1,20,constant,20,auto,15,19,nnClassifier,3,10,adam,distance,0.9353448275862069,1937.8231688688975
relu,auto,13,gini,1,1,1,28,constant,55,auto,20,8,nnClassifier,8,4,adam,distance,0.9364224137931034,1937.8231996879913
relu,auto,13,gini,1,1,1,23,constant,80,auto,14,9,nnClassifier,8,10,adam,distance,0.927801724137931,1937.8232305878773
relu,auto,13,gini,1,1,1,25,constant,15,auto,20,11,nnClassifier,8,10,adam,distance,0.927801724137931,2704.7570322169922
relu,auto,14,gini,1,1,1,26,constant,32,auto,15,13,nnClassifier,6,10,adam,distance,0.9342672413793104,2704.7570815358777
relu,auto,21,gini,1,1,1,20,constant,59,auto,20,32,nnClassifier,5,10,adam,distance,0.9321120689655172,2704.757114056032
relu,auto,16,gini,1,1,1,28,constant,19,auto,20,18,nnClassifier,8,10,adam,distance,0.9385775862068966,2704.7571453650016
relu,auto,21,gini,1,1,1,24,constant,39,auto,14,20,nnClassifier,5,10,adam,distance,0.9331896551724138,2704.7571766348556
relu,auto,13,gini,1,1,1,25,constant,15,auto,20,13,nnClassifier,7,10,adam,distance,0.9364224137931034,2704.7572074439377
relu,auto,12,gini,1,1,1,27,constant,55,auto,11,25,nnClassifier,7,10,adam,distance,0.9342672413793104,2704.7572382038925
relu,auto,13,gini,1,1,1,33,constant,28,auto,18,34,nnClassifier,9,9,adam,distance,0.9353448275862069,2704.7572690229863
relu,auto,16,gini,1,1,1,25,constant,61,auto,13,14,nnClassifier,8,7,adam,distance,0.9342672413793104,2704.7573000229895
relu,auto,18,gini,1,1,1,24,constant,15,auto,15,15,nnClassifier,9,10,adam,distance,0.9331896551724138,2704.757330643013
relu,auto,23,gini,1,1,1,33,constant,26,auto,18,13,nnClassifier,8,10,adam,distance,0.9353448275862069,2704.7573611920234
relu,auto,12,gini,1,1,1,22,constant,66,auto,11,7,nnClassifier,10,6,adam,distance,0.9353448275862069,2704.7573919319548
relu,auto,12,gini,1,1,1,24,constant,66,auto,15,20,nnClassifier,6,9,adam,distance,0.9310344827586207,2704.757422480965
relu,auto,14,gini,1,1,1,26,constant,71,auto,19,23,nnClassifier,9,9,adam,distance,0.9385775862068966,2704.757453450933
relu,auto,15,gini,1,1,1,26,constant,13,auto,20,10,nnClassifier,8,10,adam,distance,0.927801724137931,2704.757483899826
relu,auto,8,gini,1,1,1,25,constant,48,auto,13,16,nnClassifier,6,8,adam,distance,0.9375,2704.757514290046
relu,auto,14,gini,1,1,1,24,constant,26,auto,20,15,nnClassifier,8,7,adam,distance,0.9342672413793104,2704.7575448800344
relu,auto,16,gini,1,1,1,16,constant,16,auto,19,15,nnClassifier,7,10,adam,distance,0.9353448275862069,2704.7575754488353
relu,auto,17,gini,1,1,1,25,constant,51,auto,19,6,nnClassifier,8,6,adam,distance,0.927801724137931,2704.757605908904
relu,auto,13,gini,1,1,1,21,constant,76,auto,17,12,nnClassifier,8,10,adam,distance,0.927801724137931,2704.757636507973
