activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,30,entropy,1,1,1,38,constant,7,auto,4,34,kneighborsClassifier,4,4,sgd,distance,0.9407327586206896,137.1526485250797
tanh,auto,30,entropy,1,1,1,7,constant,22,auto,16,15,nnClassifier,5,7,adam,uniform,0.9224137931034483,137.1527034540195
tanh,auto,21,gini,1,1,1,38,constant,83,auto,8,25,kneighborsClassifier,6,3,lbfgs,uniform,0.9375,137.15273644402623
tanh,ball_tree,31,entropy,1,1,1,40,constant,10,auto,4,35,randomForestClassifier,5,4,lbfgs,uniform,0.9439655172413793,137.15276861400343
tanh,ball_tree,17,entropy,1,1,1,31,constant,33,auto,4,19,kneighborsClassifier,4,4,sgd,distance,0.9245689655172413,137.15281404322013
tanh,ball_tree,21,gini,1,1,1,26,constant,73,auto,4,28,kneighborsClassifier,5,4,lbfgs,distance,0.9191810344827587,137.1528461431153
tanh,ball_tree,17,gini,1,1,1,6,constant,10,auto,3,15,nnClassifier,5,4,adam,distance,0.9396551724137931,137.15287717198953
tanh,auto,28,entropy,1,1,1,22,constant,44,auto,13,34,randomForestClassifier,6,4,sgd,distance,0.9439655172413793,137.15290853218175
tanh,ball_tree,19,entropy,1,1,1,25,constant,11,auto,3,20,nnClassifier,6,4,lbfgs,uniform,0,137.15293978201225
tanh,ball_tree,20,entropy,1,1,1,12,constant,26,auto,13,23,nnClassifier,5,4,sgd,uniform,0.9385775862068966,137.15296999108978
tanh,ball_tree,19,gini,1,1,1,40,constant,48,auto,19,12,randomForestClassifier,4,5,lbfgs,distance,0.9439655172413793,137.15300096105784
tanh,ball_tree,31,entropy,1,1,1,13,constant,80,auto,10,14,nnClassifier,4,6,sgd,uniform,0.9396551724137931,137.15303177107126
tanh,ball_tree,25,gini,1,1,1,17,constant,80,auto,6,18,randomForestClassifier,4,7,lbfgs,uniform,0.9439655172413793,137.15306238015182
tanh,auto,31,gini,1,1,1,17,constant,40,auto,14,32,nnClassifier,4,4,sgd,distance,0.9396551724137931,137.15309309004806
relu,ball_tree,29,gini,1,1,1,18,constant,90,auto,3,22,kneighborsClassifier,5,5,lbfgs,uniform,0.9439655172413793,137.15312375011854
relu,ball_tree,12,entropy,1,1,1,39,constant,49,auto,15,25,randomForestClassifier,5,4,adam,uniform,0,137.1531541692093
tanh,ball_tree,16,entropy,1,1,1,29,constant,42,auto,5,18,nnClassifier,2,6,adam,uniform,0.9396551724137931,137.1531841591932
relu,auto,30,entropy,1,1,1,9,constant,27,auto,14,35,nnClassifier,5,4,lbfgs,uniform,0.9353448275862069,137.15321529912762
tanh,ball_tree,29,gini,1,1,1,29,constant,63,auto,16,35,randomForestClassifier,6,4,lbfgs,uniform,0,137.15324602811597
tanh,ball_tree,27,entropy,1,1,1,30,constant,56,auto,10,7,kneighborsClassifier,5,8,sgd,distance,0.9191810344827587,137.1532759880647
relu,auto,31,gini,1,1,1,36,constant,7,auto,3,35,nnClassifier,5,5,adam,distance,0.9364224137931034,273.031390841119
relu,auto,32,gini,1,1,1,11,constant,18,auto,12,19,nnClassifier,5,3,adam,distance,0.9396551724137931,273.03143839002587
relu,auto,25,gini,1,1,1,40,constant,79,auto,5,29,nnClassifier,6,4,adam,distance,0.9439655172413793,273.03147071017884
relu,auto,31,gini,1,1,1,40,constant,10,auto,4,35,nnClassifier,5,4,adam,distance,0.9439655172413793,273.03150202007964
relu,auto,21,gini,1,1,1,35,constant,29,auto,3,23,nnClassifier,6,2,adam,distance,0.9364224137931034,273.03153277910315
relu,auto,25,gini,1,1,1,30,constant,69,auto,5,32,nnClassifier,3,5,adam,distance,0.9364224137931034,273.03156352904625
relu,auto,21,gini,1,1,1,10,constant,12,auto,5,19,nnClassifier,5,4,adam,distance,0.9396551724137931,273.03159389900975
relu,auto,31,gini,1,1,1,25,constant,40,auto,9,38,nnClassifier,8,4,adam,distance,0.9439655172413793,273.0316243080888
relu,auto,23,gini,1,1,1,29,constant,9,auto,3,24,nnClassifier,5,2,adam,distance,0.9375,273.03165446803905
relu,auto,24,gini,1,1,1,16,constant,22,auto,9,23,nnClassifier,5,4,adam,distance,0.9385775862068966,273.03168457816355
relu,auto,23,gini,1,1,1,40,constant,44,auto,19,16,nnClassifier,2,9,adam,distance,0.9439655172413793,273.03171496721916
