activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,27,entropy,1,1,1,6,constant,72,log2,14,15,nnClassifier,6,9,adam,distance,0.9310344827586207,154.52302192803472
identity,kd_tree,19,entropy,1,1,1,36,constant,51,log2,12,9,nnClassifier,2,10,adam,distance,0.9310344827586207,154.5230707069859
tanh,auto,23,entropy,1,1,1,25,constant,8,sqrt,15,28,nnClassifier,5,5,adam,distance,0.9407327586206896,154.52310239616781
relu,ball_tree,27,entropy,1,1,1,10,constant,13,sqrt,13,17,nnClassifier,4,7,adam,distance,0.9342672413793104,154.52313380595297
identity,ball_tree,24,entropy,1,1,1,17,constant,53,log2,8,25,nnClassifier,6,9,adam,distance,0.9375,154.52316534612328
logistic,kd_tree,25,entropy,1,1,1,25,constant,19,sqrt,14,31,nnClassifier,6,8,adam,distance,0.9310344827586207,154.52319580502808
logistic,kd_tree,32,entropy,1,1,0,7,constant,51,log2,13,2,nnClassifier,5,10,adam,distance,0.947198275862069,154.52322604507208
tanh,ball_tree,32,entropy,1,1,1,9,constant,71,sqrt,13,2,nnClassifier,4,9,adam,distance,0.947198275862069,154.5232565740589
identity,kd_tree,31,entropy,1,1,1,6,constant,32,sqrt,12,2,nnClassifier,5,10,adam,distance,0.9256465517241379,154.52328685414977
identity,auto,27,gini,1,1,0,9,constant,48,log2,14,4,nnClassifier,4,8,adam,distance,0,154.52331694308668
tanh,kd_tree,12,entropy,1,1,0,4,constant,45,log2,17,28,nnClassifier,4,8,adam,distance,0.9170258620689655,154.5233459530864
identity,ball_tree,22,entropy,1,1,1,8,constant,95,log2,14,24,nnClassifier,5,5,adam,distance,0.9418103448275862,154.52337575308047
logistic,ball_tree,26,entropy,1,1,1,22,constant,21,log2,11,17,nnClassifier,5,10,adam,distance,0.9450431034482759,154.52340629207902
logistic,kd_tree,22,entropy,1,1,1,26,constant,54,auto,15,29,nnClassifier,6,10,adam,distance,0.9310344827586207,154.52343661198393
tanh,kd_tree,15,entropy,1,1,0,10,constant,92,auto,13,23,nnClassifier,6,9,adam,distance,0,154.52346663107164
identity,ball_tree,31,gini,1,1,0,32,constant,35,log2,10,13,nnClassifier,5,9,adam,distance,0.9310344827586207,154.52349565108307
tanh,auto,32,entropy,1,1,0,36,constant,33,sqrt,8,34,nnClassifier,5,9,adam,distance,0.947198275862069,154.52352590113878
tanh,ball_tree,13,entropy,1,1,1,7,constant,95,sqrt,6,9,nnClassifier,5,9,adam,distance,0.927801724137931,154.52355578006245
tanh,kd_tree,15,entropy,1,1,1,20,constant,55,sqrt,11,31,nnClassifier,4,9,adam,distance,0.9310344827586207,154.52358566015027
relu,ball_tree,28,gini,1,1,1,29,constant,21,sqrt,15,2,nnClassifier,5,7,adam,distance,0.9288793103448276,154.52361576911062
relu,auto,31,gini,1,1,1,8,constant,68,auto,15,12,nnClassifier,4,10,adam,distance,0.9407327586206896,371.27824313915335
relu,auto,23,gini,1,1,1,32,constant,51,auto,12,5,nnClassifier,3,10,adam,distance,0.9375,371.2782919090241
relu,auto,27,gini,1,1,1,21,constant,12,auto,11,24,nnClassifier,4,9,adam,distance,0.947198275862069,371.27832417795435
relu,auto,29,gini,1,1,1,7,constant,17,auto,15,13,nnClassifier,4,10,adam,distance,0.9418103448275862,371.2783560480457
relu,auto,28,gini,1,1,1,13,constant,49,auto,10,21,nnClassifier,6,10,adam,distance,0.9407327586206896,371.2783876780886
relu,auto,29,gini,1,1,1,21,constant,23,auto,10,27,nnClassifier,4,10,adam,distance,0.947198275862069,371.27841925714165
relu,auto,32,gini,1,1,1,7,constant,51,auto,13,2,nnClassifier,5,10,adam,distance,0.947198275862069,371.2784506471362
relu,auto,32,gini,1,1,1,11,constant,67,auto,13,3,nnClassifier,4,8,adam,distance,0.9342672413793104,371.2784819060471
relu,auto,32,gini,1,1,1,10,constant,36,auto,13,2,nnClassifier,5,10,adam,distance,0.9353448275862069,371.2785131460987
relu,auto,31,gini,1,1,1,5,constant,52,auto,11,2,nnClassifier,6,10,adam,distance,0.947198275862069,371.27854448510334
relu,auto,16,gini,1,1,1,7,constant,49,auto,14,24,nnClassifier,4,10,adam,distance,0.947198275862069,371.2785753351636
relu,auto,26,gini,1,1,1,7,constant,91,auto,14,20,nnClassifier,1,9,adam,distance,0.9385775862068966,371.27860646508634
relu,auto,30,gini,1,1,1,18,constant,25,auto,15,13,nnClassifier,4,10,adam,distance,0.947198275862069,371.27863761410117
relu,auto,26,gini,1,1,1,22,constant,51,auto,11,25,nnClassifier,4,10,adam,distance,0.947198275862069,371.2786683640443
relu,auto,19,gini,1,1,1,6,constant,88,auto,13,19,nnClassifier,4,10,adam,distance,0.947198275862069,371.27869892306626
relu,auto,32,gini,1,1,1,28,constant,39,auto,13,9,nnClassifier,5,10,adam,distance,0.947198275862069,371.27872979315
relu,auto,32,gini,1,1,1,32,constant,37,auto,9,30,nnClassifier,5,10,adam,distance,0.947198275862069,371.27876043203287
relu,auto,17,gini,1,1,1,8,constant,91,auto,9,5,nnClassifier,5,10,adam,distance,0.947198275862069,371.2787911221385
relu,auto,19,gini,1,1,1,16,constant,52,auto,9,27,nnClassifier,6,10,adam,distance,0.9450431034482759,371.27882197196595
relu,auto,32,gini,1,1,1,25,constant,25,auto,11,2,nnClassifier,6,10,adam,distance,0.9461206896551724,371.2788527009543
relu,auto,32,gini,1,1,1,9,constant,64,auto,15,8,nnClassifier,4,10,adam,distance,0.9428879310344828,808.5884781260975
relu,auto,27,gini,1,1,1,28,constant,51,auto,13,2,nnClassifier,7,10,adam,distance,0.9418103448275862,808.5885288261343
relu,auto,29,gini,1,1,1,17,constant,16,auto,14,23,nnClassifier,5,5,adam,distance,0.9418103448275862,808.5885613050777
relu,auto,32,gini,1,1,1,11,constant,20,auto,12,13,nnClassifier,6,10,adam,distance,0.9407327586206896,808.588592925109
relu,auto,31,gini,1,1,1,9,constant,49,auto,12,17,nnClassifier,5,10,adam,distance,0.9439655172413793,808.5886240841355
relu,auto,32,gini,1,1,1,25,constant,27,auto,13,23,nnClassifier,8,9,adam,distance,0.9407327586206896,808.588655333966
relu,auto,32,gini,1,1,1,7,constant,51,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,808.5886867730878
relu,auto,32,gini,1,1,1,8,constant,63,auto,9,2,nnClassifier,8,9,adam,distance,0.9407327586206896,808.5887179130223
relu,auto,32,gini,1,1,1,10,constant,40,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,808.5887489919551
relu,auto,30,gini,1,1,1,7,constant,48,auto,15,2,nnClassifier,5,9,adam,distance,0.9439655172413793,808.58878000197
relu,auto,20,gini,1,1,1,8,constant,46,auto,18,20,nnClassifier,6,10,adam,distance,0.9407327586206896,808.5888109710068
relu,auto,22,gini,1,1,1,7,constant,87,auto,17,16,nnClassifier,3,8,adam,distance,0.9385775862068966,808.5888416911475
relu,auto,27,gini,1,1,1,15,constant,29,auto,12,9,nnClassifier,6,10,adam,distance,0.9396551724137931,808.5888724611141
relu,auto,29,gini,1,1,1,20,constant,50,auto,11,21,nnClassifier,8,10,adam,distance,0.9439655172413793,808.5889033400454
relu,auto,19,gini,1,1,1,10,constant,84,auto,13,15,nnClassifier,5,10,adam,distance,0.9342672413793104,808.5889454500284
relu,auto,32,gini,1,1,1,24,constant,43,auto,9,5,nnClassifier,5,10,adam,distance,0.9461206896551724,808.5889761890285
relu,auto,32,gini,1,1,1,28,constant,41,auto,5,26,nnClassifier,4,7,adam,distance,0.9461206896551724,808.5890069389716
relu,auto,20,gini,1,1,1,7,constant,87,auto,11,9,nnClassifier,5,10,adam,distance,0.9450431034482759,808.5890375380404
relu,auto,23,gini,1,1,1,12,constant,54,auto,10,23,nnClassifier,2,10,adam,distance,0.9439655172413793,808.5890687881038
relu,auto,32,gini,1,1,1,21,constant,29,auto,12,2,nnClassifier,3,10,adam,distance,0.9439655172413793,808.5890993969515
relu,auto,32,gini,1,1,1,5,constant,60,auto,13,5,nnClassifier,4,10,adam,distance,0.9407327586206896,1234.2879576149862
relu,auto,30,gini,1,1,1,24,constant,51,auto,13,2,nnClassifier,3,10,adam,distance,0.9385775862068966,1234.2880102051422
relu,auto,31,gini,1,1,1,13,constant,20,auto,16,19,nnClassifier,5,9,adam,distance,0.9461206896551724,1234.288042674074
relu,auto,32,gini,1,1,1,10,constant,24,auto,12,9,nnClassifier,7,10,adam,distance,0.9439655172413793,1234.288074484095
relu,auto,32,gini,1,1,1,5,constant,52,auto,15,13,nnClassifier,5,10,adam,distance,0.9461206896551724,1234.288106213091
relu,auto,31,gini,1,1,1,21,constant,25,auto,16,19,nnClassifier,6,8,adam,distance,0.9396551724137931,1234.2881375430152
relu,auto,32,gini,1,1,1,7,constant,51,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,1234.288169143023
relu,auto,32,gini,1,1,1,7,constant,59,auto,7,2,nnClassifier,5,10,adam,distance,0.9396551724137931,1234.2882129519712
relu,auto,32,gini,1,1,1,9,constant,38,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,1234.2882444621064
relu,auto,29,gini,1,1,1,11,constant,48,auto,13,2,nnClassifier,3,8,adam,distance,0.9461206896551724,1234.2882761009969
relu,auto,16,gini,1,1,1,7,constant,45,auto,14,24,nnClassifier,2,8,adam,distance,0.9439655172413793,1234.2883073010016
relu,auto,26,gini,1,1,1,9,constant,83,auto,16,12,nnClassifier,3,4,adam,distance,0.9418103448275862,1234.2883385601453
relu,auto,26,gini,1,1,1,11,constant,33,auto,11,9,nnClassifier,6,10,adam,distance,0.9439655172413793,1234.288369660033
relu,auto,25,gini,1,1,1,16,constant,54,auto,14,23,nnClassifier,5,10,adam,distance,0.9396551724137931,1234.2884008700494
relu,auto,23,gini,1,1,1,6,constant,80,auto,13,11,nnClassifier,7,9,adam,distance,0.9461206896551724,1234.2884322390892
relu,auto,31,gini,1,1,1,28,constant,47,auto,8,2,nnClassifier,5,9,adam,distance,0.9461206896551724,1234.2884634791408
relu,auto,32,gini,1,1,1,31,constant,45,auto,9,22,nnClassifier,4,6,adam,distance,0.9407327586206896,1234.2884948779829
relu,auto,24,gini,1,1,1,6,constant,83,auto,10,7,nnClassifier,5,8,adam,distance,0.9450431034482759,1234.2885260579642
relu,auto,27,gini,1,1,1,11,constant,56,auto,14,26,nnClassifier,5,9,adam,distance,0.9439655172413793,1234.2885572479572
relu,auto,31,gini,1,1,1,20,constant,33,auto,15,2,nnClassifier,5,10,adam,distance,0.9407327586206896,1234.288588396972
relu,auto,32,gini,1,1,1,9,constant,56,auto,14,2,nnClassifier,5,10,adam,distance,0.9407327586206896,1653.0145375521388
relu,auto,32,gini,1,1,1,20,constant,51,auto,13,2,nnClassifier,3,10,adam,distance,0.9439655172413793,1653.0145853711292
relu,auto,27,gini,1,1,1,17,constant,24,auto,12,23,nnClassifier,5,10,adam,distance,0.9461206896551724,1653.014617620036
relu,auto,32,gini,1,1,1,8,constant,28,auto,13,5,nnClassifier,3,10,adam,distance,0.9385775862068966,1653.0146487401798
relu,auto,32,gini,1,1,1,9,constant,49,auto,12,11,nnClassifier,5,10,adam,distance,0.9461206896551724,1653.0146795900073
relu,auto,27,gini,1,1,1,17,constant,21,auto,12,15,nnClassifier,4,7,adam,distance,0.9439655172413793,1653.014710339019
relu,auto,32,gini,1,1,1,7,constant,51,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,1653.014740949031
relu,auto,32,gini,1,1,1,11,constant,59,auto,11,3,nnClassifier,5,9,adam,distance,0.9461206896551724,1653.0147717180662
relu,auto,32,gini,1,1,1,8,constant,42,auto,13,2,nnClassifier,5,10,adam,distance,0.9461206896551724,1653.0148021981586
relu,auto,30,gini,1,1,1,7,constant,52,auto,13,3,nnClassifier,5,10,adam,distance,0.9407327586206896,1653.0148325371556
relu,auto,20,gini,1,1,1,5,constant,49,auto,16,20,nnClassifier,6,10,adam,distance,0.9439655172413793,1653.014862907119
