activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,26,gini,1,1,1,24,invscaling,6,log2,10,28,nnClassifier,9,1,adam,distance,0.9288793103448276,45.77598572499119
identity,auto,32,gini,1,1,0,34,invscaling,6,log2,12,18,nnClassifier,9,1,adam,distance,0.9536637931034483,45.776045124046504
tanh,auto,19,gini,1,1,1,20,invscaling,77,sqrt,11,6,nnClassifier,6,1,adam,distance,0.9385775862068966,45.77607829403132
identity,auto,10,gini,1,1,0,22,constant,60,log2,9,17,nnClassifier,5,6,adam,distance,0.9385775862068966,45.776109982980415
identity,auto,32,gini,1,1,1,35,invscaling,6,auto,16,17,nnClassifier,9,3,adam,distance,0.9148706896551724,45.776155492058024
tanh,auto,30,gini,1,1,0,33,invscaling,74,sqrt,10,11,nnClassifier,6,5,adam,distance,0.9385775862068966,45.77618704200722
tanh,auto,27,gini,1,1,0,26,constant,89,log2,13,15,nnClassifier,8,4,adam,distance,0.9385775862068966,45.77621824108064
relu,auto,16,gini,1,1,0,28,constant,40,sqrt,12,18,nnClassifier,10,1,adam,distance,0,45.77624894096516
identity,auto,18,gini,1,1,1,35,invscaling,71,sqrt,12,18,nnClassifier,9,1,adam,distance,0.9525862068965517,45.77627932000905
identity,auto,12,gini,1,1,0,25,invscaling,17,auto,16,13,nnClassifier,9,3,adam,distance,0,45.77631009998731
identity,auto,19,gini,1,1,1,29,constant,6,log2,15,27,nnClassifier,9,2,adam,distance,0.9019396551724138,45.776339759118855
relu,auto,21,gini,1,1,0,31,constant,15,log2,6,15,nnClassifier,10,4,adam,distance,0.9364224137931034,45.77637048903853
relu,auto,30,gini,1,1,0,35,invscaling,49,log2,13,12,nnClassifier,5,2,adam,distance,0,45.776401348179206
identity,auto,25,gini,1,1,1,13,invscaling,24,auto,4,28,nnClassifier,8,1,adam,distance,0.9536637931034483,45.77643113816157
identity,auto,14,gini,1,1,0,19,invscaling,15,sqrt,10,31,nnClassifier,6,8,adam,distance,0,45.77646157704294
relu,auto,24,gini,1,1,0,33,invscaling,95,log2,9,31,nnClassifier,7,6,adam,distance,0.9536637931034483,45.77649085712619
identity,auto,12,gini,1,1,0,14,constant,81,auto,6,14,nnClassifier,9,3,adam,distance,0,45.77652149600908
identity,auto,30,gini,1,1,1,35,constant,6,auto,15,32,nnClassifier,7,6,adam,distance,0.9385775862068966,45.77655054605566
identity,auto,30,gini,1,1,1,14,constant,73,auto,14,10,nnClassifier,7,4,adam,distance,0.9385775862068966,45.77658097515814
tanh,auto,20,gini,1,1,1,14,invscaling,66,log2,11,20,nnClassifier,7,1,adam,distance,0.9213362068965517,45.7766114550177
relu,auto,29,gini,1,1,1,28,constant,6,auto,14,24,nnClassifier,9,1,adam,distance,0.9428879310344828,212.535651933169
relu,auto,32,gini,1,1,1,34,constant,6,auto,12,18,nnClassifier,9,1,adam,distance,0.9536637931034483,212.53570480202325
relu,auto,23,gini,1,1,1,24,constant,73,auto,11,10,nnClassifier,10,1,adam,distance,0.9536637931034483,212.5357379221823
relu,auto,14,gini,1,1,1,26,constant,56,auto,13,19,nnClassifier,9,2,adam,distance,0.9536637931034483,212.53576964116655
relu,auto,32,gini,1,1,1,36,constant,6,auto,12,19,nnClassifier,10,1,adam,distance,0.9428879310344828,212.53580142115243
relu,auto,32,gini,1,1,1,33,constant,70,auto,14,15,nnClassifier,6,1,adam,distance,0.9536637931034483,212.53583305003121
relu,auto,31,gini,1,1,1,30,constant,85,auto,11,19,nnClassifier,10,1,adam,distance,0.9536637931034483,212.53586462000385
relu,auto,20,gini,1,1,1,32,constant,36,auto,14,18,nnClassifier,10,1,adam,distance,0.9536637931034483,212.5358958391007
relu,auto,16,gini,1,1,1,35,constant,67,auto,9,18,nnClassifier,6,1,adam,distance,0.9493534482758621,212.5359271389898
relu,auto,16,gini,1,1,1,29,constant,13,auto,12,17,nnClassifier,9,1,adam,distance,0.9536637931034483,212.53595869801939
relu,auto,23,gini,1,1,1,33,constant,6,auto,13,23,nnClassifier,10,1,adam,distance,0.9493534482758621,212.53598970803432
relu,auto,25,gini,1,1,1,34,constant,11,auto,10,18,nnClassifier,10,2,adam,distance,0.9536637931034483,212.53602102701552
relu,auto,32,gini,1,1,1,36,constant,48,auto,11,16,nnClassifier,9,1,adam,distance,0.9536637931034483,212.53605223703198
relu,auto,29,gini,1,1,1,17,constant,20,auto,8,24,nnClassifier,7,1,adam,distance,0.9461206896551724,212.53608308616094
relu,auto,18,gini,1,1,1,23,constant,11,auto,14,27,nnClassifier,9,4,adam,distance,0.9536637931034483,212.53611413598992
relu,auto,22,gini,1,1,1,37,constant,91,auto,11,27,nnClassifier,7,2,adam,distance,0.9536637931034483,212.5361579649616
relu,auto,16,gini,1,1,1,18,constant,79,auto,10,18,nnClassifier,8,1,adam,distance,0.9536637931034483,212.5361888841726
relu,auto,32,gini,1,1,1,36,constant,6,auto,11,28,nnClassifier,9,2,adam,distance,0.9461206896551724,212.5362196441274
relu,auto,32,gini,1,1,1,18,constant,69,auto,12,14,nnClassifier,9,1,adam,distance,0.9461206896551724,212.53625041316263
relu,auto,24,gini,1,1,1,18,constant,62,auto,14,17,nnClassifier,10,1,adam,distance,0.9493534482758621,212.5362812031526
relu,auto,32,gini,1,1,1,32,constant,6,auto,13,20,nnClassifier,9,1,adam,distance,0.9461206896551724,735.1812828730326
relu,auto,32,gini,1,1,1,34,constant,6,auto,12,18,nnClassifier,9,1,adam,distance,0.9461206896551724,735.1813340131193
relu,auto,27,gini,1,1,1,28,constant,69,auto,12,14,nnClassifier,8,1,adam,distance,0.9515086206896551,735.1813666219823
relu,auto,18,gini,1,1,1,27,constant,52,auto,10,19,nnClassifier,10,1,adam,distance,0.9504310344827587,735.1813986310735
relu,auto,32,gini,1,1,1,33,constant,6,auto,10,19,nnClassifier,10,1,adam,distance,0.9461206896551724,735.1814302911516
relu,auto,31,gini,1,1,1,34,constant,66,auto,10,19,nnClassifier,8,1,adam,distance,0.9536637931034483,735.1814615901094
relu,auto,28,gini,1,1,1,34,constant,81,auto,13,19,nnClassifier,9,4,adam,distance,0.9515086206896551,735.181493160082
relu,auto,22,gini,1,1,1,30,constant,32,auto,13,18,nnClassifier,9,1,adam,distance,0.9504310344827587,735.1815245090984
