activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,20,gini,1,1,1,31,constant,63,auto,9,18,nnClassifier,9,3,adam,distance,0.9525862068965517,735.1815555391368
relu,auto,17,gini,1,1,1,25,constant,9,auto,12,14,nnClassifier,9,2,adam,distance,0.9525862068965517,735.1815872781444
relu,auto,27,gini,1,1,1,36,constant,6,auto,12,19,nnClassifier,9,1,adam,distance,0.9515086206896551,735.1816186481155
relu,auto,29,gini,1,1,1,35,constant,7,auto,12,17,nnClassifier,10,1,adam,distance,0.9504310344827587,735.1816498271655
relu,auto,30,gini,1,1,1,35,constant,44,auto,12,13,nnClassifier,6,1,adam,distance,0.9461206896551724,735.1816810171586
relu,auto,28,gini,1,1,1,21,constant,16,auto,4,20,nnClassifier,8,1,adam,distance,0.9504310344827587,735.1817124560475
relu,auto,22,gini,1,1,1,20,constant,12,auto,11,30,nnClassifier,10,2,adam,distance,0.9525862068965517,735.1817436360288
relu,auto,20,gini,1,1,1,33,constant,87,auto,13,29,nnClassifier,4,1,adam,distance,0.9536637931034483,735.1817751349881
relu,auto,20,gini,1,1,1,22,constant,75,auto,13,17,nnClassifier,9,3,adam,distance,0.9525862068965517,735.1818064150866
relu,auto,32,gini,1,1,1,32,constant,6,auto,15,29,nnClassifier,9,2,adam,distance,0.9461206896551724,735.1818374439608
relu,auto,32,gini,1,1,1,22,constant,65,auto,12,18,nnClassifier,9,3,adam,distance,0.9461206896551724,735.1818687941413
relu,auto,28,gini,1,1,1,22,constant,58,auto,15,17,nnClassifier,10,1,adam,distance,0.9504310344827587,735.1818998630624
relu,auto,32,gini,1,1,1,34,constant,6,auto,14,21,nnClassifier,9,1,adam,distance,0.9461206896551724,1230.025554971071
relu,auto,32,gini,1,1,1,34,constant,6,auto,12,18,nnClassifier,9,1,adam,distance,0.9461206896551724,1230.0256132700015
relu,auto,31,gini,1,1,1,32,constant,69,auto,10,15,nnClassifier,5,1,adam,distance,0.9525862068965517,1230.0256461589597
relu,auto,22,gini,1,1,1,26,constant,48,auto,9,15,nnClassifier,6,3,adam,distance,0.9525862068965517,1230.0256779689807
relu,auto,32,gini,1,1,1,35,constant,6,auto,12,18,nnClassifier,8,1,adam,distance,0.9461206896551724,1230.025709317997
relu,auto,30,gini,1,1,1,33,constant,68,auto,12,15,nnClassifier,9,5,adam,distance,0.9525862068965517,1230.0257403880823
relu,auto,30,gini,1,1,1,30,constant,77,auto,13,16,nnClassifier,8,2,adam,distance,0.9504310344827587,1230.0257714870386
relu,auto,25,gini,1,1,1,34,constant,28,auto,10,18,nnClassifier,10,1,adam,distance,0.9482758620689655,1230.025802767137
relu,auto,24,gini,1,1,1,32,constant,59,auto,10,18,nnClassifier,5,3,adam,distance,0.9493534482758621,1230.0258483160287
relu,auto,21,gini,1,1,1,28,constant,5,auto,16,18,nnClassifier,9,3,adam,distance,0.9504310344827587,1230.02587988507
relu,auto,31,gini,1,1,1,35,constant,6,auto,13,22,nnClassifier,10,1,adam,distance,0.947198275862069,1230.025911045028
relu,auto,25,gini,1,1,1,31,constant,9,auto,8,14,nnClassifier,10,5,adam,distance,0.9515086206896551,1230.0259420941584
relu,auto,32,gini,1,1,1,33,constant,40,auto,13,17,nnClassifier,5,3,adam,distance,0.9525862068965517,1230.0259731840342
relu,auto,24,gini,1,1,1,21,constant,17,auto,7,19,nnClassifier,6,1,adam,distance,0.9525862068965517,1230.0260047130287
relu,auto,26,gini,1,1,1,24,constant,11,auto,10,26,nnClassifier,7,1,adam,distance,0.9493534482758621,1230.026036033174
relu,auto,19,gini,1,1,1,32,constant,83,auto,12,33,nnClassifier,4,4,adam,distance,0.9525862068965517,1230.0260671321303
relu,auto,16,gini,1,1,1,26,constant,71,auto,12,13,nnClassifier,9,1,adam,distance,0.9493534482758621,1230.0260982920881
relu,auto,32,gini,1,1,1,36,constant,6,auto,15,25,nnClassifier,6,6,adam,distance,0.9461206896551724,1230.0261423410848
relu,auto,28,gini,1,1,1,26,constant,61,auto,16,14,nnClassifier,9,5,adam,distance,0.9461206896551724,1230.0261734409723
relu,auto,31,gini,1,1,1,26,constant,54,auto,11,18,nnClassifier,9,1,adam,distance,0.9525862068965517,1230.0262042800896
relu,auto,31,gini,1,1,1,31,constant,6,auto,11,25,nnClassifier,9,1,adam,distance,0.9461206896551724,1675.0603177591693
relu,auto,32,gini,1,1,1,34,constant,6,auto,12,18,nnClassifier,9,1,adam,distance,0.9461206896551724,1675.0603694980964
relu,auto,27,gini,1,1,1,28,constant,72,auto,12,11,nnClassifier,9,1,adam,distance,0.9536637931034483,1675.060401618015
relu,auto,18,gini,1,1,1,30,constant,44,auto,13,17,nnClassifier,7,5,adam,distance,0.9536637931034483,1675.06043301709
relu,auto,32,gini,1,1,1,36,constant,6,auto,13,17,nnClassifier,8,1,adam,distance,0.9504310344827587,1675.0604643069673
relu,auto,32,gini,1,1,1,33,constant,64,auto,10,15,nnClassifier,5,2,adam,distance,0.9461206896551724,1675.0604952860158
relu,auto,26,gini,1,1,1,28,constant,73,auto,12,13,nnClassifier,8,2,adam,distance,0.9515086206896551,1675.0605258559808
relu,auto,29,gini,1,1,1,34,constant,32,auto,13,18,nnClassifier,10,1,adam,distance,0.9504310344827587,1675.0605564350262
relu,auto,28,gini,1,1,1,34,constant,55,auto,13,18,nnClassifier,9,2,adam,distance,0.9536637931034483,1675.0605870450381
relu,auto,17,gini,1,1,1,28,constant,9,auto,15,19,nnClassifier,9,2,adam,distance,0.9525862068965517,1675.0606173640117
relu,auto,30,gini,1,1,1,33,constant,6,auto,12,21,nnClassifier,9,1,adam,distance,0.9515086206896551,1675.0606479740236
relu,auto,21,gini,1,1,1,30,constant,11,auto,9,18,nnClassifier,9,1,adam,distance,0.9504310344827587,1675.0606785330456
relu,auto,30,gini,1,1,1,35,constant,36,auto,12,16,nnClassifier,9,1,adam,distance,0.9536637931034483,1675.0607089831028
relu,auto,22,gini,1,1,1,17,constant,21,auto,9,23,nnClassifier,9,1,adam,distance,0.9493534482758621,1675.0607395120896
relu,auto,30,gini,1,1,1,22,constant,8,auto,12,22,nnClassifier,5,5,adam,distance,0.9450431034482759,1675.0607699120883
relu,auto,23,gini,1,1,1,36,constant,87,auto,8,29,nnClassifier,6,2,adam,distance,0.9418103448275862,1675.0608001409564
relu,auto,14,gini,1,1,1,28,constant,67,auto,8,17,nnClassifier,9,1,adam,distance,0.9525862068965517,1675.0608303409535
relu,auto,32,gini,1,1,1,36,constant,6,auto,12,21,nnClassifier,10,2,adam,distance,0.9536637931034483,1675.0608604801819
relu,auto,31,gini,1,1,1,30,constant,57,auto,15,13,nnClassifier,9,1,adam,distance,0.9504310344827587,1675.0608908401337
relu,auto,28,gini,1,1,1,30,constant,50,auto,11,17,nnClassifier,10,1,adam,distance,0.9461206896551724,1675.060921199154
