activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,24,auto,14,14,nnClassifier,4,2,adam,distance,0.04,428.92363922693767
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,36,auto,18,32,nnClassifier,6,4,adam,distance,0.98,428.92371255601756
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,52,auto,17,25,nnClassifier,6,6,adam,distance,0.10727272727272727,428.9237856550608
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,46,auto,12,19,nnClassifier,6,4,adam,distance,0.9781818181818182,428.9238591538742
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,15,auto,13,20,nnClassifier,6,5,adam,distance,0.10727272727272727,873.5602252678946
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,80,auto,18,17,nnClassifier,8,3,adam,distance,0.10727272727272727,873.5603212169372
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,18,auto,17,11,nnClassifier,4,6,adam,distance,0.10727272727272727,873.5603965660557
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,73,auto,17,23,nnClassifier,4,4,adam,distance,0.10363636363636364,873.5604707649909
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,74,auto,14,27,nnClassifier,7,2,adam,distance,0.10727272727272727,873.5605443939567
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,41,auto,16,20,nnClassifier,4,2,adam,distance,0.10727272727272727,873.560618222924
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,52,auto,15,11,nnClassifier,4,7,adam,distance,0.10545454545454545,873.5606922120787
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,10,auto,13,27,nnClassifier,4,5,adam,distance,0.10545454545454545,873.5607657108922
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,86,auto,13,12,nnClassifier,5,4,adam,distance,0.10727272727272727,873.5608392499853
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,65,auto,15,28,nnClassifier,6,6,adam,distance,0.10727272727272727,873.560925648082
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,28,auto,14,12,nnClassifier,4,6,adam,distance,0.10727272727272727,873.5610002670437
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,17,auto,10,22,nnClassifier,5,3,adam,distance,0.10727272727272727,873.5610741560813
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,15,auto,17,13,nnClassifier,5,5,adam,distance,0.10727272727272727,873.5611474448815
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,8,auto,16,13,nnClassifier,7,4,adam,distance,0.10727272727272727,873.5612205539364
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,14,auto,15,16,nnClassifier,2,3,adam,distance,0.10727272727272727,873.5612937030382
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,52,auto,15,30,nnClassifier,6,3,adam,distance,0.10727272727272727,873.5613668318838
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,20,auto,17,11,nnClassifier,8,1,adam,distance,0.10727272727272727,873.5614406610839
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,32,auto,14,28,nnClassifier,6,7,adam,distance,0.10727272727272727,873.5615138199646
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,48,auto,17,21,nnClassifier,8,8,adam,distance,0.10727272727272727,873.5615871190093
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,42,auto,16,15,nnClassifier,6,3,adam,distance,0.10727272727272727,873.5616605780087
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,17,auto,14,19,nnClassifier,8,7,adam,distance,0.10727272727272727,1365.2581897729542
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,76,auto,14,16,nnClassifier,7,5,adam,distance,0.10727272727272727,1365.258285021875
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,14,auto,13,7,nnClassifier,8,5,adam,distance,0.10545454545454545,1365.2583613998722
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,69,auto,13,19,nnClassifier,4,6,adam,distance,0.10545454545454545,1365.2584364588838
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,70,auto,14,23,nnClassifier,6,2,adam,distance,0.10727272727272727,1365.2585116480477
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,37,auto,15,24,nnClassifier,7,4,adam,distance,0.10545454545454545,1365.2585863368586
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,48,auto,11,15,nnClassifier,8,3,adam,distance,0.10727272727272727,1365.2586612659506
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,10,auto,15,31,nnClassifier,8,9,adam,distance,0.10545454545454545,1365.258735124953
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,82,auto,12,10,nnClassifier,4,5,adam,distance,0.10727272727272727,1365.2588096039835
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,61,auto,16,24,nnClassifier,6,3,adam,distance,0.10727272727272727,1365.2588924730662
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,24,auto,16,16,nnClassifier,4,4,adam,distance,0.10545454545454545,1365.2589674720075
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,13,auto,6,21,nnClassifier,3,3,adam,distance,0.10727272727272727,1365.2590420208871
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,12,auto,16,9,nnClassifier,6,6,adam,distance,0.10727272727272727,1365.2591165800113
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,11,auto,17,10,nnClassifier,5,4,adam,distance,0.10727272727272727,1365.259191198973
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,13,auto,15,12,nnClassifier,6,3,adam,distance,0.07454545454545454,1365.2592652379535
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,48,auto,17,26,nnClassifier,7,4,adam,distance,0.10727272727272727,1365.2593391370028
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,16,auto,14,13,nnClassifier,4,1,adam,distance,0.10727272727272727,1365.2594133659732
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,28,auto,15,25,nnClassifier,6,8,adam,distance,0.10727272727272727,1365.2594876049552
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,44,auto,16,17,nnClassifier,5,5,adam,distance,0.10727272727272727,1365.259562293999
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,40,auto,12,19,nnClassifier,6,6,adam,distance,0.10727272727272727,1365.2596366829239
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,21,auto,12,23,nnClassifier,5,8,adam,distance,0.10727272727272727,1840.3612198228948
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,79,auto,14,20,nnClassifier,5,6,adam,distance,0.10727272727272727,1840.361311512068
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,18,auto,17,11,nnClassifier,6,5,adam,distance,0.10727272727272727,1840.36138772103
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,65,auto,9,19,nnClassifier,8,7,adam,distance,0.10545454545454545,1840.3614698189776
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,66,auto,12,23,nnClassifier,6,5,adam,distance,0.10727272727272727,1840.3615452379454
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,33,auto,16,24,nnClassifier,6,5,adam,distance,0.10727272727272727,1840.3616199370008
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,44,auto,7,15,nnClassifier,6,5,adam,distance,0.10727272727272727,1840.3616951159202
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,11,auto,14,29,nnClassifier,4,6,adam,distance,0.10727272727272727,1840.3617693348788
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,78,auto,16,11,nnClassifier,7,5,adam,distance,0.10545454545454545,1840.3618435838725
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,57,auto,15,20,nnClassifier,6,4,adam,distance,0.10727272727272727,1840.3619276129175
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,20,auto,15,12,nnClassifier,8,4,adam,distance,0.10545454545454545,1840.3620014518965
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,17,auto,2,19,nnClassifier,6,4,adam,distance,0.10363636363636364,1840.3620758210309
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,16,auto,13,11,nnClassifier,7,6,adam,distance,0.10727272727272727,1840.3621497899294
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,9,auto,16,14,nnClassifier,5,4,adam,distance,0.10727272727272727,1840.3622233190108
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,17,auto,15,16,nnClassifier,4,7,adam,distance,0.10545454545454545,1840.3622972778976
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,44,auto,15,25,nnClassifier,9,5,adam,distance,0.10727272727272727,1840.3623710370157
