activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,kd_tree,19,mae,0,0,0,0,0,1,1,0,14,adaptive,89,sqrt,11,35,nnRegressor,8,9,lbfgs,uniform,0.03318412993257025
relu,kd_tree,22,mae,0,1,0,0,0,0,0,1,25,constant,60,log2,19,16,randomForestRegressor,5,5,sgd,distance,0.004223041300804087
logistic,auto,8,mae,0,0,0,1,0,0,0,0,29,constant,59,auto,18,35,nnRegressor,1,5,sgd,uniform,-0.005419363307106462
identity,ball_tree,25,poisson,1,1,0,1,0,1,0,0,19,invscaling,49,log2,2,38,nnRegressor,5,8,sgd,uniform,0.04412718379761027
relu,brute,32,poisson,1,0,1,1,0,0,1,0,3,invscaling,35,sqrt,3,40,kneighborsRegressor,8,6,lbfgs,uniform,0.27891001338437726
logistic,brute,32,mae,0,1,1,0,1,1,0,0,16,constant,52,sqrt,4,15,nnRegressor,3,2,adam,uniform,0.37146189267071184
logistic,auto,30,mse,0,0,0,0,0,0,0,1,3,adaptive,84,sqrt,19,22,kneighborsRegressor,1,3,adam,uniform,-0.4150570921639738
relu,ball_tree,22,poisson,0,0,0,1,0,0,1,1,33,adaptive,33,log2,7,14,randomForestRegressor,3,3,lbfgs,uniform,0.07809477614346916
relu,brute,12,poisson,0,0,0,1,1,1,0,1,32,invscaling,4,log2,13,40,kneighborsRegressor,5,10,adam,uniform,0.0878295483630922
logistic,auto,23,mae,1,0,0,1,0,0,0,1,2,invscaling,14,sqrt,13,3,randomForestRegressor,4,3,lbfgs,distance,0.027684473749521654
identity,kd_tree,27,mae,1,1,0,1,0,0,1,0,14,adaptive,97,sqrt,10,8,randomForestRegressor,8,9,adam,uniform,0.11335562561991219
logistic,ball_tree,23,poisson,0,0,1,0,1,1,0,0,7,invscaling,67,auto,13,32,nnRegressor,1,8,sgd,uniform,0.005247400822498305
relu,ball_tree,17,poisson,0,0,0,0,0,1,0,0,39,constant,25,sqrt,17,18,nnRegressor,4,1,lbfgs,uniform,0.0039473225275648005
tanh,kd_tree,9,mae,0,1,1,1,0,1,1,0,25,constant,59,sqrt,14,11,kneighborsRegressor,1,9,lbfgs,uniform,0.44923385167946106
tanh,auto,15,mse,1,0,0,1,0,1,0,1,8,adaptive,66,auto,19,30,randomForestRegressor,2,6,lbfgs,distance,0.07090206232362517
logistic,ball_tree,10,poisson,1,0,0,1,1,1,1,0,32,invscaling,95,sqrt,4,17,nnRegressor,4,10,lbfgs,uniform,0.2898691199715222
identity,ball_tree,10,mae,0,0,1,1,0,0,0,1,38,invscaling,84,auto,15,32,randomForestRegressor,7,5,adam,distance,0.26772770241286314
identity,brute,13,mae,1,1,0,0,0,0,1,1,39,invscaling,98,auto,18,29,kneighborsRegressor,8,4,adam,uniform,-0.19780352929754064
relu,brute,16,mae,1,1,0,1,1,0,0,0,7,constant,95,auto,14,31,randomForestRegressor,6,7,lbfgs,distance,0.10121422816163161
tanh,kd_tree,20,poisson,0,0,0,0,0,1,0,1,36,adaptive,83,sqrt,5,6,randomForestRegressor,5,10,sgd,uniform,-0.031057374776161106
relu,kd_tree,31,mae,0,1,0,0,1,1,0,1,28,invscaling,37,log2,3,3,kneighborsRegressor,8,2,sgd,uniform,-0.24765762116491175
identity,kd_tree,30,poisson,0,0,0,1,1,0,1,1,38,constant,34,sqrt,13,23,nnRegressor,2,10,adam,uniform,0.028961958989039194
relu,kd_tree,32,mse,1,0,1,1,0,0,1,1,35,invscaling,94,log2,4,15,randomForestRegressor,2,9,sgd,distance,0.36712201803978606
tanh,auto,27,mse,1,0,1,1,0,1,1,0,33,adaptive,46,sqrt,9,14,kneighborsRegressor,9,3,sgd,uniform,0.31379547941297903
tanh,ball_tree,22,mse,1,0,0,0,0,0,0,0,25,adaptive,82,auto,5,16,nnRegressor,4,8,sgd,uniform,0.022249659731144233
logistic,kd_tree,17,mse,1,1,0,0,0,0,1,0,11,constant,54,auto,14,38,randomForestRegressor,1,7,lbfgs,distance,0.05126399767628831
tanh,ball_tree,14,poisson,1,1,0,1,1,1,1,1,16,adaptive,43,sqrt,5,35,randomForestRegressor,9,6,adam,uniform,0.13585070654136988
tanh,brute,28,poisson,1,1,0,0,0,0,1,0,11,constant,66,auto,10,5,kneighborsRegressor,3,7,sgd,distance,-0.09590065059570585
logistic,brute,9,mse,1,1,1,1,0,0,1,0,10,invscaling,55,auto,9,14,kneighborsRegressor,2,4,adam,distance,0.250082519221867
logistic,auto,12,mse,1,0,1,1,1,0,1,1,20,invscaling,42,log2,7,22,nnRegressor,9,1,adam,uniform,0.4921939876722954
tanh,auto,23,mse,0,0,1,1,1,0,0,0,5,adaptive,51,sqrt,3,38,nnRegressor,2,2,lbfgs,distance,0.35235212409351535
relu,auto,17,poisson,1,1,1,0,1,1,0,1,9,constant,79,auto,4,30,kneighborsRegressor,8,6,adam,distance,0.3702354073230212
relu,brute,9,mae,0,1,1,1,1,1,0,1,15,constant,67,sqrt,16,10,randomForestRegressor,1,4,sgd,uniform,0.45546023492501686
logistic,kd_tree,12,mae,0,0,0,1,0,0,1,0,20,adaptive,71,sqrt,12,4,randomForestRegressor,6,5,lbfgs,uniform,0.04836550649858207
identity,kd_tree,14,mae,0,1,0,1,1,1,1,1,25,invscaling,52,log2,6,32,randomForestRegressor,9,3,adam,distance,0.3336058628646772
logistic,auto,29,mse,1,1,1,0,0,1,1,0,26,invscaling,57,sqrt,14,34,nnRegressor,9,5,sgd,uniform,-0.0011391315699624815
logistic,brute,19,mse,0,1,0,0,0,1,0,1,8,constant,69,log2,7,34,nnRegressor,3,2,sgd,uniform,5.137532899224251e-05
logistic,kd_tree,32,mse,1,1,1,0,0,0,0,1,17,invscaling,34,auto,13,17,randomForestRegressor,9,4,lbfgs,distance,0.2979117792454614
tanh,auto,20,mse,0,1,1,1,0,1,0,0,21,invscaling,70,auto,14,12,kneighborsRegressor,8,6,adam,uniform,0.2760775572489622
identity,brute,23,mse,0,0,0,1,1,1,1,0,31,adaptive,2,sqrt,5,34,randomForestRegressor,5,8,lbfgs,distance,0.0854160197354501
identity,brute,23,mse,1,0,0,1,0,1,1,1,39,adaptive,47,log2,15,27,nnRegressor,7,2,adam,uniform,0.05064085293812215
identity,ball_tree,12,poisson,0,1,1,1,1,1,0,1,17,invscaling,43,sqrt,15,11,kneighborsRegressor,6,3,lbfgs,uniform,0.3144648566734024
logistic,kd_tree,27,mse,0,0,0,0,0,0,0,1,13,constant,64,log2,10,22,nnRegressor,6,3,adam,distance,0.0034321496514394534
relu,brute,20,mae,1,0,1,1,0,1,0,0,6,constant,32,log2,4,5,randomForestRegressor,10,1,sgd,distance,0.3327221018784716
relu,auto,13,mae,0,0,1,0,1,1,1,1,23,adaptive,99,auto,2,6,randomForestRegressor,3,1,adam,distance,0.5482858630997852
relu,auto,31,mse,1,0,1,1,1,0,0,1,4,adaptive,66,log2,17,26,randomForestRegressor,2,3,sgd,distance,0.40310696306684735
identity,brute,13,mae,1,0,0,1,0,0,1,0,9,constant,97,log2,20,9,randomForestRegressor,5,3,lbfgs,distance,0.08935606875899627
relu,brute,11,mae,0,1,1,0,1,0,1,1,18,invscaling,5,sqrt,8,22,kneighborsRegressor,5,6,sgd,distance,0.3251110660256511
logistic,kd_tree,29,poisson,1,0,0,1,0,1,0,0,14,constant,86,log2,3,39,nnRegressor,1,7,lbfgs,distance,0.04054429086199707
logistic,brute,26,mae,0,0,0,1,0,0,1,0,20,constant,58,sqrt,2,27,nnRegressor,4,10,sgd,uniform,0.006695681857454838
identity,kd_tree,15,mse,0,0,1,1,1,0,1,1,20,constant,69,log2,3,15,randomForestRegressor,9,6,adam,uniform,0.4620147277975225
logistic,ball_tree,30,mae,1,1,0,0,0,1,0,0,11,constant,17,sqrt,8,31,randomForestRegressor,4,10,adam,uniform,0.01817071483505861
relu,brute,32,mse,0,0,0,0,1,1,1,1,12,constant,22,log2,14,8,kneighborsRegressor,7,7,sgd,uniform,0.15932558370298278
tanh,ball_tree,31,mae,1,0,0,1,0,0,0,0,10,invscaling,99,log2,15,29,randomForestRegressor,10,5,adam,uniform,-0.021173069123035848
identity,ball_tree,22,mae,0,0,0,1,1,1,1,0,9,invscaling,8,sqrt,7,10,kneighborsRegressor,1,3,sgd,uniform,0.0815815393828555
tanh,brute,26,poisson,1,1,1,1,1,1,1,1,10,constant,90,sqrt,20,4,randomForestRegressor,5,1,adam,uniform,0.3417958360004465
logistic,ball_tree,11,poisson,1,1,0,1,1,1,0,1,18,invscaling,18,sqrt,18,21,nnRegressor,6,7,lbfgs,distance,0.19762667804071077
identity,kd_tree,30,poisson,1,1,1,1,1,1,0,0,21,invscaling,48,sqrt,11,8,randomForestRegressor,7,5,sgd,uniform,0.3437213718732084
logistic,brute,15,poisson,0,0,1,1,1,1,0,0,22,invscaling,84,sqrt,9,10,kneighborsRegressor,10,4,adam,distance,0.2741306644176805
relu,brute,21,poisson,0,1,1,0,0,0,0,1,34,adaptive,4,sqrt,4,16,randomForestRegressor,6,7,lbfgs,distance,0.013126644780857677
relu,ball_tree,12,mse,0,1,1,1,0,1,0,1,37,constant,45,log2,6,30,nnRegressor,3,3,lbfgs,uniform,0.3490620846713055
relu,brute,20,mse,0,0,1,1,0,1,0,1,37,adaptive,48,sqrt,17,6,kneighborsRegressor,7,7,sgd,distance,0.308188131283759
relu,kd_tree,24,mse,0,0,1,1,0,1,0,0,14,constant,58,sqrt,4,9,randomForestRegressor,7,1,sgd,uniform,0.31275563666510964
identity,ball_tree,10,mae,1,0,1,1,0,0,1,0,19,invscaling,48,log2,11,6,nnRegressor,3,2,adam,distance,0.23332613839081828
tanh,kd_tree,20,poisson,1,1,0,1,1,1,1,1,40,adaptive,59,log2,3,3,randomForestRegressor,6,4,lbfgs,distance,0.15805685789525747
identity,ball_tree,16,poisson,0,0,0,0,1,0,0,0,32,invscaling,83,sqrt,2,8,randomForestRegressor,9,4,lbfgs,uniform,-0.08428237835065899
