activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,10,mae,1,0,0,0,0,1,1,1,32,constant,47,log2,4,19,kneighborsRegressor,2,1,lbfgs,distance,-0.7678637132016495
identity,brute,17,mae,0,1,0,1,1,0,0,1,29,constant,36,log2,2,4,randomForestRegressor,7,7,lbfgs,distance,0.07167168664688661
identity,brute,24,mae,1,0,1,0,0,1,0,1,24,adaptive,87,auto,13,34,nnRegressor,4,1,sgd,distance,0.3198939993424157
logistic,auto,16,mae,1,0,1,1,0,0,1,0,31,adaptive,78,log2,16,13,randomForestRegressor,8,8,adam,distance,0.3659203212084575
relu,ball_tree,15,mae,0,1,1,1,0,0,0,1,4,adaptive,71,auto,18,32,kneighborsRegressor,6,7,lbfgs,uniform,0.23911650776951165
logistic,kd_tree,20,mae,1,0,1,0,0,0,0,0,23,constant,99,sqrt,5,40,kneighborsRegressor,7,10,sgd,uniform,0.23060542626882818
tanh,brute,11,mse,1,0,1,1,1,1,1,1,16,adaptive,50,log2,4,31,randomForestRegressor,4,10,sgd,uniform,0.626541274929123
relu,kd_tree,28,poisson,1,0,0,1,1,1,1,1,34,adaptive,90,sqrt,17,39,randomForestRegressor,4,3,sgd,uniform,0.1696614531863585
relu,auto,13,mae,1,0,0,0,1,0,0,1,4,adaptive,9,sqrt,3,15,kneighborsRegressor,8,1,sgd,distance,-0.6957166212906332
logistic,kd_tree,16,mae,0,0,1,0,1,1,1,1,2,adaptive,29,auto,3,28,nnRegressor,7,9,adam,distance,0.6247935516301129
logistic,kd_tree,19,mae,1,1,0,0,0,0,1,0,5,invscaling,38,log2,12,31,randomForestRegressor,1,1,sgd,distance,0.04872783467307229
identity,ball_tree,9,mae,1,1,0,0,0,1,0,1,14,invscaling,39,sqrt,20,27,randomForestRegressor,8,5,sgd,distance,0.02429080046830867
identity,ball_tree,17,poisson,1,0,0,1,1,0,1,0,26,adaptive,67,sqrt,6,11,kneighborsRegressor,5,1,sgd,uniform,-0.6367609963120269
identity,kd_tree,11,mse,0,1,1,1,1,0,0,1,38,invscaling,42,log2,15,4,kneighborsRegressor,5,7,sgd,uniform,0.3026196916852699
logistic,ball_tree,9,mae,0,0,1,1,1,0,1,1,11,constant,55,log2,6,4,kneighborsRegressor,5,5,sgd,uniform,0.3887232693968552
relu,brute,18,mae,0,0,0,0,1,0,1,1,27,adaptive,56,log2,12,4,randomForestRegressor,9,6,lbfgs,distance,0.10010523922638115
logistic,kd_tree,21,poisson,0,1,1,0,0,0,1,1,11,invscaling,63,log2,14,16,randomForestRegressor,5,6,adam,uniform,0.293768193456865
tanh,auto,12,mae,1,1,0,1,0,0,1,0,22,invscaling,29,auto,11,7,kneighborsRegressor,9,5,lbfgs,uniform,-0.0498885695784288
logistic,auto,20,mse,0,0,0,1,1,0,0,1,19,invscaling,21,auto,18,12,randomForestRegressor,2,2,sgd,uniform,0.0632219445041654
relu,brute,15,poisson,0,1,1,0,0,1,1,0,35,invscaling,12,sqrt,3,37,kneighborsRegressor,6,10,sgd,uniform,0.34811762326451756
relu,ball_tree,17,mse,0,0,0,0,0,0,1,1,30,adaptive,9,auto,16,2,nnRegressor,5,7,lbfgs,uniform,0.013228936936126146
logistic,auto,32,mae,0,0,0,0,1,1,1,0,13,adaptive,8,log2,14,9,kneighborsRegressor,1,1,adam,uniform,-0.6051354328370857
relu,brute,28,poisson,0,1,1,0,0,1,1,0,33,invscaling,28,sqrt,4,25,kneighborsRegressor,4,8,lbfgs,uniform,0.32795904732759995
relu,kd_tree,29,poisson,1,1,0,1,0,0,1,1,13,constant,56,sqrt,17,36,kneighborsRegressor,1,3,sgd,uniform,-0.13960289670827697
tanh,ball_tree,20,mae,1,1,1,0,1,1,0,1,19,constant,77,log2,5,21,randomForestRegressor,2,4,adam,distance,0.4537742977407142
identity,brute,30,mse,1,0,0,1,1,1,0,1,19,adaptive,48,auto,9,34,randomForestRegressor,10,3,sgd,uniform,0.17995283823724662
logistic,auto,11,mae,0,0,0,1,1,1,1,0,6,invscaling,83,auto,11,40,randomForestRegressor,3,9,adam,distance,0.3325735785333347
tanh,ball_tree,30,poisson,0,1,1,0,0,0,0,0,40,invscaling,70,auto,15,28,nnRegressor,2,2,sgd,uniform,0.26455696765666414
tanh,brute,11,mae,0,1,1,1,1,0,0,0,30,adaptive,5,log2,19,23,kneighborsRegressor,8,6,sgd,distance,0.24525502036459457
relu,kd_tree,32,mse,1,1,0,0,0,1,0,0,38,adaptive,4,log2,16,32,randomForestRegressor,2,8,lbfgs,distance,0.03395200412868682
tanh,auto,14,mae,0,1,1,1,1,0,0,0,19,adaptive,51,sqrt,4,27,nnRegressor,6,2,lbfgs,uniform,0.39148832624445995
identity,ball_tree,25,poisson,0,1,1,0,0,1,0,1,27,invscaling,66,auto,17,38,nnRegressor,1,5,sgd,distance,0.013248371048825702
tanh,kd_tree,25,poisson,0,1,1,0,0,0,0,0,19,invscaling,59,auto,3,27,kneighborsRegressor,9,7,lbfgs,distance,0.1879252832243996
logistic,brute,10,poisson,1,0,1,0,0,0,1,1,34,adaptive,42,auto,18,11,nnRegressor,10,6,sgd,uniform,0.3124118037885306
tanh,kd_tree,25,mae,0,1,1,0,0,0,0,0,35,constant,3,auto,12,8,nnRegressor,1,3,adam,uniform,0.28767553772551824
relu,ball_tree,21,mae,0,0,0,1,0,0,1,0,15,adaptive,12,log2,17,12,randomForestRegressor,2,3,adam,uniform,0.0690872947306852
logistic,brute,13,mse,1,1,0,0,0,0,1,1,6,invscaling,40,sqrt,6,11,randomForestRegressor,7,9,adam,distance,0.049123436173696855
relu,auto,32,poisson,1,0,0,1,0,1,1,1,24,invscaling,79,auto,15,30,kneighborsRegressor,1,6,sgd,distance,0.11097688537117667
tanh,auto,27,mae,0,1,0,1,1,0,1,1,31,adaptive,12,auto,3,8,nnRegressor,10,8,adam,distance,0.21823101498584152
identity,brute,31,poisson,1,0,0,1,1,1,1,1,24,invscaling,14,log2,3,17,nnRegressor,5,10,lbfgs,distance,0.12105206985405004
tanh,brute,30,poisson,0,0,1,1,1,1,1,1,27,adaptive,96,auto,10,35,randomForestRegressor,10,5,adam,distance,0.37968964713117137
logistic,auto,18,poisson,0,0,0,0,0,0,1,0,10,invscaling,47,log2,7,24,kneighborsRegressor,5,10,adam,uniform,-0.055395526473881906
tanh,ball_tree,9,mse,0,0,1,1,0,0,0,0,11,constant,53,log2,17,16,nnRegressor,8,5,adam,uniform,0.293473628958438
relu,auto,24,poisson,0,0,0,0,0,1,1,0,19,invscaling,85,log2,13,21,kneighborsRegressor,3,10,adam,distance,-0.07635831754764966
logistic,ball_tree,17,poisson,1,1,1,0,0,1,0,1,7,adaptive,99,log2,19,30,kneighborsRegressor,8,3,adam,distance,0.17076297847943078
identity,ball_tree,19,mse,1,1,1,1,0,1,0,0,26,invscaling,71,auto,5,21,randomForestRegressor,5,6,sgd,distance,0.3845079894504101
tanh,ball_tree,26,poisson,1,1,1,0,0,0,0,1,17,invscaling,18,auto,14,15,randomForestRegressor,2,7,sgd,distance,0.2698931351542928
logistic,brute,10,mse,1,0,0,1,1,1,0,0,33,invscaling,42,sqrt,6,21,nnRegressor,4,4,sgd,uniform,8.243666642759884e-05
identity,auto,25,mse,0,1,1,1,0,1,1,0,20,constant,51,auto,16,24,nnRegressor,7,3,sgd,distance,0.3268761621306282
identity,ball_tree,22,mae,0,0,0,1,1,1,0,1,8,invscaling,35,sqrt,3,10,nnRegressor,5,9,sgd,distance,0.08271376610945858
relu,kd_tree,8,mse,1,0,0,0,1,0,1,1,38,invscaling,95,sqrt,7,13,nnRegressor,6,6,sgd,uniform,-0.05489050714654309
relu,brute,21,mae,1,1,1,0,0,0,1,1,33,constant,14,auto,6,2,nnRegressor,2,7,lbfgs,uniform,0.3444150759955582
tanh,auto,21,mae,1,1,0,0,1,0,1,1,33,adaptive,48,auto,19,11,nnRegressor,10,4,lbfgs,distance,0.16944662774368746
logistic,kd_tree,19,mse,1,1,0,0,1,0,1,1,34,constant,15,log2,12,25,kneighborsRegressor,3,10,adam,uniform,0.10129493466296458
identity,brute,14,mse,1,1,1,1,0,0,0,1,31,invscaling,44,log2,3,24,kneighborsRegressor,5,1,lbfgs,distance,-0.19293200680009837
logistic,ball_tree,27,mae,1,1,1,1,0,0,0,0,25,adaptive,87,log2,11,11,kneighborsRegressor,5,8,lbfgs,distance,0.28272625517702943
tanh,auto,9,poisson,1,0,0,0,0,1,0,1,33,invscaling,100,auto,18,2,kneighborsRegressor,1,2,sgd,uniform,-0.39328363399140454
relu,brute,8,poisson,0,0,0,0,1,1,1,0,13,invscaling,73,auto,13,22,nnRegressor,2,2,sgd,uniform,0.04095559928287884
identity,kd_tree,18,poisson,1,0,1,0,1,1,0,0,23,invscaling,45,log2,16,40,nnRegressor,6,4,adam,distance,0.33034403174103055
tanh,kd_tree,8,poisson,1,1,0,1,0,1,0,0,4,invscaling,23,sqrt,13,8,kneighborsRegressor,9,5,lbfgs,distance,-0.12572714152308984
identity,brute,21,poisson,0,1,0,0,0,1,0,0,3,adaptive,29,log2,17,26,randomForestRegressor,10,7,sgd,uniform,-0.0006002503249784574
tanh,kd_tree,19,mae,1,0,1,0,1,1,0,1,24,invscaling,10,sqrt,16,10,randomForestRegressor,4,4,lbfgs,uniform,0.43597651610358823
logistic,ball_tree,27,mse,1,1,1,0,1,1,0,1,39,adaptive,18,sqrt,7,37,nnRegressor,10,3,adam,distance,0.3808732113758596
tanh,brute,13,mse,0,0,1,0,0,1,1,0,23,invscaling,22,sqrt,3,31,randomForestRegressor,1,10,adam,uniform,0.3441018009982615
logistic,ball_tree,27,poisson,0,1,1,0,1,1,1,0,31,constant,54,log2,7,3,nnRegressor,6,5,lbfgs,uniform,0.5826680060595063
relu,brute,14,mse,1,0,1,0,0,0,0,0,12,invscaling,19,log2,15,14,randomForestRegressor,10,6,lbfgs,distance,0.2753005190622019
identity,kd_tree,24,mae,0,0,0,1,0,1,1,1,21,constant,21,log2,14,25,randomForestRegressor,9,7,sgd,distance,0.20563162411744051
