activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,brute,28,mae,0,0,0,1,0,1,0,1,6,invscaling,83,log2,16,14,nnRegressor,1,10,lbfgs,distance,0.11197433009823565
identity,ball_tree,20,poisson,1,1,0,1,0,0,0,0,39,invscaling,54,auto,6,4,nnRegressor,6,7,lbfgs,uniform,0.04002746368344812
identity,auto,13,poisson,0,1,0,0,1,1,0,1,39,invscaling,52,log2,6,28,kneighborsRegressor,4,3,adam,distance,-0.11799667385792545
identity,brute,18,mse,0,1,0,0,0,0,1,1,40,invscaling,38,sqrt,4,8,randomForestRegressor,4,7,sgd,distance,0.017854415442472238
logistic,auto,15,poisson,0,1,0,0,1,1,1,0,4,invscaling,11,sqrt,10,39,randomForestRegressor,1,2,lbfgs,uniform,0.048392742758574525
relu,brute,28,mae,1,1,0,1,0,1,1,0,21,constant,21,sqrt,20,32,nnRegressor,5,1,sgd,uniform,0.2047782815368464
identity,ball_tree,21,mae,1,1,1,0,0,0,1,0,19,invscaling,56,sqrt,18,10,kneighborsRegressor,7,1,sgd,distance,-0.35085888659498377
logistic,ball_tree,31,mae,1,0,0,1,0,1,1,0,34,adaptive,32,log2,12,24,kneighborsRegressor,10,6,adam,uniform,0.06771576649822364
logistic,brute,30,mae,1,0,1,0,0,1,0,0,35,adaptive,16,auto,16,23,kneighborsRegressor,8,2,lbfgs,uniform,-0.0663795789842272
tanh,brute,8,mse,1,0,0,1,0,0,0,0,22,constant,67,log2,9,3,kneighborsRegressor,2,6,sgd,uniform,-0.07754396157902987
relu,kd_tree,25,mae,0,0,1,0,0,1,1,0,34,invscaling,42,sqrt,6,17,randomForestRegressor,4,2,sgd,distance,0.30752332674531657
identity,kd_tree,21,mse,0,1,1,0,1,0,0,0,17,invscaling,7,sqrt,18,20,kneighborsRegressor,8,9,adam,distance,0.30619156003383863
identity,brute,21,mse,1,1,1,1,1,0,0,0,12,invscaling,30,sqrt,2,23,kneighborsRegressor,9,5,lbfgs,uniform,0.34712623944131216
tanh,kd_tree,28,mae,1,1,0,0,1,1,0,0,22,invscaling,91,log2,17,26,randomForestRegressor,1,10,adam,uniform,0.11361248451707429
