activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,22,mse,1,0,1,1,1,0,1,0,9,constant,23,auto,20,38,randomForestRegressor,8,1,adam,distance,0.4572538503128988
tanh,auto,18,mse,0,1,0,1,1,0,0,0,20,invscaling,57,sqrt,5,2,kneighborsRegressor,8,10,adam,distance,0.015546537282479012
tanh,auto,25,poisson,1,0,1,1,1,1,1,0,5,invscaling,43,sqrt,17,6,randomForestRegressor,7,4,lbfgs,distance,0.3385656005965275
relu,ball_tree,16,mse,0,1,0,1,1,1,1,0,35,adaptive,95,log2,17,19,nnRegressor,1,10,adam,uniform,-0.00022920856134334144
logistic,auto,30,mae,1,0,1,0,0,0,0,0,26,adaptive,91,auto,5,25,nnRegressor,6,9,sgd,uniform,0.037624780859406015
identity,brute,9,mse,1,1,1,1,0,0,0,0,26,adaptive,99,auto,2,37,kneighborsRegressor,7,1,sgd,uniform,-0.23498476582034544
relu,brute,22,mae,0,0,0,0,1,0,0,1,33,constant,11,auto,15,6,nnRegressor,3,1,sgd,uniform,0.07360102456733597
identity,kd_tree,21,mse,0,1,1,0,1,1,0,1,13,adaptive,65,log2,19,23,randomForestRegressor,6,8,sgd,distance,0.4372020196564993
identity,ball_tree,29,poisson,1,0,1,1,1,1,1,1,9,adaptive,100,sqrt,18,4,randomForestRegressor,6,2,adam,distance,0.33461408207651655
identity,auto,22,mae,1,0,0,0,0,0,1,0,40,constant,58,auto,16,40,kneighborsRegressor,2,9,lbfgs,distance,-0.10124009443605675
logistic,auto,11,mae,1,1,0,1,0,1,1,0,21,adaptive,14,auto,12,22,randomForestRegressor,1,1,sgd,uniform,0.17518177198732332
identity,ball_tree,25,mse,1,0,0,1,0,1,0,0,38,constant,19,auto,4,2,kneighborsRegressor,10,1,adam,distance,-0.9241852800685302
logistic,brute,15,mae,1,0,0,0,0,1,0,0,22,adaptive,11,log2,6,28,randomForestRegressor,6,7,adam,uniform,0.014208805778675004
identity,kd_tree,13,mse,0,1,1,1,1,0,1,0,31,invscaling,66,sqrt,18,32,randomForestRegressor,6,6,lbfgs,distance,0.4639068993172062
logistic,ball_tree,16,poisson,0,0,1,1,1,1,0,1,27,invscaling,66,sqrt,4,15,randomForestRegressor,9,5,sgd,distance,0.3397582425197725
identity,brute,8,poisson,1,0,1,0,0,0,0,0,23,constant,18,sqrt,8,23,kneighborsRegressor,10,9,sgd,uniform,0.22501008021584756
tanh,ball_tree,10,poisson,0,0,0,0,0,0,0,0,36,constant,30,auto,8,6,kneighborsRegressor,4,3,sgd,uniform,0
identity,ball_tree,14,mse,0,0,1,0,1,1,1,0,26,invscaling,64,log2,4,3,randomForestRegressor,10,4,adam,distance,0.5152847859841568
logistic,auto,13,poisson,1,0,0,0,1,0,1,1,7,constant,51,sqrt,8,15,randomForestRegressor,10,7,adam,uniform,0.0819413656174004
tanh,auto,32,poisson,1,1,1,1,1,1,0,0,2,constant,99,auto,5,8,kneighborsRegressor,6,10,adam,uniform,0.43514444769205474
relu,ball_tree,24,mse,1,1,1,0,1,0,0,0,32,adaptive,65,log2,14,10,randomForestRegressor,9,1,adam,uniform,0.3741101051910811
tanh,ball_tree,32,poisson,0,1,0,1,1,0,1,0,38,invscaling,89,log2,8,10,randomForestRegressor,1,2,sgd,distance,0.11870665354570675
tanh,kd_tree,21,mse,0,0,1,0,1,1,0,1,30,adaptive,82,auto,17,18,randomForestRegressor,2,6,adam,distance,0.4130992396196854
logistic,kd_tree,18,poisson,0,1,1,0,0,0,1,0,8,adaptive,74,sqrt,3,25,nnRegressor,4,1,sgd,uniform,0.2965025122722289
relu,kd_tree,31,poisson,0,1,1,1,0,0,1,0,16,adaptive,62,sqrt,6,25,kneighborsRegressor,9,3,adam,uniform,0.1935368546077162
identity,auto,11,poisson,0,0,0,1,1,1,1,0,16,adaptive,98,auto,14,12,randomForestRegressor,6,4,lbfgs,distance,0.19633256987761194
tanh,auto,23,mse,0,1,0,0,1,1,1,0,35,invscaling,71,sqrt,5,40,nnRegressor,3,4,sgd,distance,0.09851462710222836
logistic,ball_tree,23,poisson,1,0,1,0,1,1,1,1,32,constant,16,auto,8,15,nnRegressor,1,4,lbfgs,distance,0.41263631411924806
tanh,brute,18,mse,1,0,0,0,1,1,1,1,2,constant,42,log2,9,30,nnRegressor,4,9,sgd,distance,0.29538334024825175
tanh,kd_tree,21,mae,0,0,0,0,1,0,1,1,40,constant,58,auto,16,3,kneighborsRegressor,6,6,adam,distance,-0.06348398814122214
tanh,auto,14,poisson,1,0,0,1,0,0,1,1,29,adaptive,5,sqrt,13,31,kneighborsRegressor,5,1,lbfgs,distance,-0.7677631250079049
identity,kd_tree,26,poisson,1,1,1,0,1,0,0,1,36,adaptive,49,log2,9,16,kneighborsRegressor,3,9,adam,distance,0.33447903655040523
logistic,auto,31,mse,1,0,1,0,0,0,1,0,20,invscaling,3,log2,14,11,kneighborsRegressor,1,1,lbfgs,distance,-0.33101409863751163
identity,ball_tree,25,poisson,1,0,1,1,1,0,0,1,2,constant,89,log2,7,4,kneighborsRegressor,9,4,adam,uniform,0.2639482075969104
relu,auto,23,mae,1,0,1,0,0,1,0,1,20,adaptive,12,auto,2,33,nnRegressor,4,1,sgd,distance,0.3052379738793881
identity,brute,10,mse,1,0,0,0,0,0,1,1,21,constant,31,auto,16,11,randomForestRegressor,10,7,adam,uniform,0.03754724906333551
logistic,brute,28,mse,0,1,0,0,1,1,1,1,26,invscaling,34,log2,16,13,randomForestRegressor,9,6,sgd,distance,0.2567140638849843
tanh,auto,25,mae,0,0,0,0,1,1,0,0,16,adaptive,17,auto,16,6,nnRegressor,2,8,sgd,distance,0.09707986125473833
logistic,auto,21,mae,0,0,1,1,0,0,1,1,31,constant,24,auto,13,7,randomForestRegressor,10,6,sgd,uniform,0.38376033650731123
logistic,brute,21,mae,0,0,0,0,0,1,0,0,8,adaptive,12,log2,16,33,kneighborsRegressor,4,5,lbfgs,uniform,-0.1303343272794093
relu,auto,24,mse,1,1,0,1,0,0,0,1,18,adaptive,67,auto,16,19,randomForestRegressor,9,8,lbfgs,uniform,0.04794428926327754
logistic,brute,30,mse,0,0,0,0,1,0,0,0,11,invscaling,51,auto,15,18,randomForestRegressor,4,10,lbfgs,uniform,0.024274795601014865
identity,ball_tree,19,mae,0,1,0,0,0,1,0,0,14,invscaling,62,sqrt,3,3,randomForestRegressor,5,4,adam,distance,-0.039876837149138256
logistic,brute,16,mae,0,1,1,0,1,0,1,1,5,adaptive,91,auto,17,26,kneighborsRegressor,7,9,sgd,distance,0.3894225963751703
identity,kd_tree,18,mae,1,1,1,1,0,1,1,1,37,adaptive,56,log2,10,13,nnRegressor,3,3,lbfgs,uniform,0.3446119487839454
relu,brute,21,mae,1,1,1,1,0,0,1,0,19,invscaling,76,log2,2,40,nnRegressor,3,6,lbfgs,distance,0.3831217763013678
relu,ball_tree,16,mae,0,0,0,1,0,1,1,1,20,constant,56,sqrt,4,28,nnRegressor,7,6,adam,distance,0.19317516001138024
tanh,kd_tree,28,mse,0,0,1,0,1,1,0,1,24,invscaling,79,auto,10,7,nnRegressor,2,8,lbfgs,distance,0.43390411607049284
logistic,auto,29,mae,1,1,0,0,0,1,1,1,26,invscaling,6,sqrt,8,13,randomForestRegressor,8,5,adam,distance,0.09563623980000313
tanh,brute,18,mse,0,0,1,0,0,0,0,1,19,adaptive,84,auto,5,15,kneighborsRegressor,1,5,lbfgs,uniform,0.1551985441370346
logistic,ball_tree,24,mse,0,0,0,1,1,1,0,0,10,adaptive,77,log2,16,16,nnRegressor,9,8,sgd,distance,0.026255782616070644
identity,auto,17,mse,0,1,0,0,1,1,1,1,30,constant,29,auto,10,15,randomForestRegressor,10,5,adam,distance,0.2739213149355494
relu,brute,28,mse,1,1,1,1,0,1,1,0,29,invscaling,17,log2,20,19,nnRegressor,2,3,sgd,distance,-0.08769533056333945
relu,kd_tree,29,mse,1,1,0,0,1,0,0,1,38,adaptive,80,log2,16,20,nnRegressor,9,6,lbfgs,uniform,0.05759015962605263
relu,ball_tree,17,mae,1,1,1,1,1,0,1,1,36,adaptive,98,auto,9,33,kneighborsRegressor,1,4,lbfgs,distance,0.46393602438019277
tanh,kd_tree,18,mse,1,1,0,0,1,0,1,0,30,constant,19,sqrt,10,19,randomForestRegressor,10,4,adam,uniform,0.09512097807742825
logistic,brute,20,poisson,0,1,1,0,1,1,1,0,3,adaptive,26,log2,19,17,nnRegressor,5,1,sgd,uniform,0.4001346990231859
identity,ball_tree,12,mse,1,0,0,0,0,0,0,1,23,adaptive,81,sqrt,10,9,randomForestRegressor,8,2,adam,distance,-0.013989829092115436
logistic,brute,27,mse,1,1,0,0,1,0,0,1,14,invscaling,67,sqrt,20,15,randomForestRegressor,9,7,lbfgs,distance,0.09183876263899504
tanh,brute,29,mae,0,1,0,1,1,1,1,0,28,constant,73,log2,18,13,nnRegressor,4,2,lbfgs,uniform,0.33574253109237173
tanh,ball_tree,30,mse,1,1,0,0,1,1,1,0,38,adaptive,28,log2,15,19,kneighborsRegressor,8,1,lbfgs,distance,-0.5027041111993484
identity,ball_tree,27,mae,1,1,0,1,0,1,0,1,32,invscaling,89,log2,19,27,nnRegressor,4,1,lbfgs,uniform,0.048031843146749464
logistic,kd_tree,27,poisson,0,0,0,1,1,0,1,0,4,invscaling,1,sqrt,14,14,nnRegressor,6,5,sgd,distance,-0.006232639412584673
relu,ball_tree,15,poisson,0,0,0,1,0,0,0,0,25,invscaling,37,sqrt,7,34,kneighborsRegressor,5,1,sgd,distance,-1.1139493743169346
logistic,ball_tree,27,mse,1,1,1,0,1,1,1,1,31,adaptive,59,auto,16,38,nnRegressor,5,10,lbfgs,uniform,0.41967407499769793
logistic,ball_tree,29,mae,1,0,0,0,0,1,1,0,21,adaptive,85,log2,16,15,kneighborsRegressor,3,8,sgd,distance,0.0135280767541881
logistic,kd_tree,8,poisson,1,0,1,1,1,0,1,0,22,invscaling,41,log2,3,13,nnRegressor,8,8,lbfgs,distance,0.38226443222695417
tanh,kd_tree,16,mae,1,1,1,1,1,0,0,1,39,constant,15,auto,15,23,nnRegressor,10,5,lbfgs,uniform,0.44152200334150493
identity,kd_tree,24,mae,1,0,0,1,0,1,0,0,25,adaptive,67,log2,15,24,kneighborsRegressor,6,2,sgd,uniform,-0.4249776038932338
logistic,kd_tree,26,mae,1,0,1,1,1,0,1,0,36,adaptive,53,auto,17,15,randomForestRegressor,7,6,sgd,distance,0.46582686545269025
logistic,ball_tree,23,poisson,0,0,1,1,1,0,0,0,36,invscaling,86,log2,8,2,randomForestRegressor,3,9,sgd,distance,0.2905097509441562
logistic,kd_tree,17,mae,0,1,1,1,0,0,0,1,21,adaptive,52,log2,13,28,randomForestRegressor,3,9,adam,uniform,0.30457118517059656
relu,ball_tree,32,poisson,0,0,0,0,1,0,0,0,35,adaptive,35,log2,14,3,nnRegressor,1,1,adam,distance,0.06341701828980517
tanh,auto,32,mae,0,1,1,0,0,0,1,1,21,invscaling,61,auto,5,17,kneighborsRegressor,2,4,lbfgs,distance,0.15403478571697016
relu,auto,8,mse,0,0,0,1,0,0,1,0,5,constant,23,log2,18,28,kneighborsRegressor,7,10,sgd,distance,-0.06913322382778597
tanh,kd_tree,15,mse,1,0,0,1,1,0,1,1,14,adaptive,70,auto,7,32,nnRegressor,10,8,sgd,uniform,0.21383533228577556
identity,kd_tree,10,poisson,0,0,0,0,1,1,1,1,19,constant,95,auto,19,18,randomForestRegressor,4,7,adam,uniform,0.16091424199001325
identity,brute,16,mse,0,1,1,0,1,0,0,1,36,adaptive,38,sqrt,2,24,randomForestRegressor,3,9,sgd,uniform,0.3622978485111322
relu,auto,21,mae,0,0,0,0,1,0,1,0,18,adaptive,70,sqrt,20,35,kneighborsRegressor,10,1,lbfgs,uniform,-0.8556813505575751
identity,brute,10,mae,1,1,1,0,0,1,1,1,21,adaptive,29,sqrt,6,20,kneighborsRegressor,7,1,lbfgs,uniform,-0.22219594729479875
tanh,auto,12,poisson,0,1,0,1,0,0,1,0,24,adaptive,80,log2,14,3,kneighborsRegressor,1,4,lbfgs,distance,-0.15364779635419867
logistic,brute,13,poisson,1,1,0,0,0,1,0,0,19,invscaling,26,log2,15,10,kneighborsRegressor,8,2,sgd,uniform,-0.491537943979937
tanh,auto,13,mae,1,1,1,0,1,0,1,1,2,invscaling,25,log2,3,24,randomForestRegressor,8,8,sgd,distance,0.4482407527255865
tanh,kd_tree,29,mae,0,0,0,0,1,1,1,1,24,adaptive,95,auto,19,38,randomForestRegressor,8,3,adam,uniform,0.25492222148281096
tanh,brute,21,mae,0,0,1,0,0,0,1,1,21,adaptive,10,auto,3,17,randomForestRegressor,3,8,adam,distance,0.2958384726086032
relu,auto,27,mae,0,0,0,0,0,0,0,1,30,adaptive,58,auto,5,34,randomForestRegressor,3,10,adam,uniform,-0.053661000443390394
logistic,ball_tree,15,poisson,1,0,0,0,1,0,1,0,21,adaptive,18,log2,16,23,randomForestRegressor,8,2,lbfgs,uniform,0.07152169618517334
tanh,ball_tree,8,poisson,0,0,1,1,1,1,0,1,34,constant,82,auto,4,37,randomForestRegressor,9,9,lbfgs,uniform,0.3074350872271956
identity,ball_tree,25,mae,1,1,0,1,0,1,0,0,10,constant,47,sqrt,10,11,randomForestRegressor,3,6,adam,distance,0.06594987605544067
logistic,kd_tree,21,mse,1,1,0,1,0,1,0,1,40,invscaling,61,sqrt,12,38,kneighborsRegressor,3,9,sgd,uniform,0.008319802498718332
tanh,brute,31,poisson,1,0,1,0,0,1,1,1,33,invscaling,66,auto,8,13,kneighborsRegressor,1,4,lbfgs,uniform,0.27367609593507647
tanh,kd_tree,23,mae,0,1,0,1,0,0,0,0,31,invscaling,78,sqrt,16,34,randomForestRegressor,10,7,lbfgs,uniform,0.005492525324208963
tanh,kd_tree,10,poisson,0,0,1,0,0,0,1,1,16,invscaling,46,sqrt,12,24,kneighborsRegressor,7,2,adam,uniform,-0.062148675105204054
relu,brute,28,mae,0,1,0,1,1,1,1,1,15,invscaling,69,log2,19,17,nnRegressor,5,1,sgd,distance,0.07441823062655717
logistic,auto,29,mae,1,0,0,0,1,0,0,1,2,adaptive,31,sqrt,7,16,randomForestRegressor,10,4,lbfgs,uniform,0.05092966282293809
logistic,kd_tree,30,mse,1,0,1,1,1,1,0,1,40,adaptive,68,auto,12,34,nnRegressor,2,9,lbfgs,uniform,0.38395721796610904
relu,brute,30,mae,1,1,0,0,1,0,0,1,16,adaptive,61,auto,7,25,nnRegressor,5,6,lbfgs,uniform,0.0765179764222178
tanh,auto,12,mae,0,0,1,1,0,0,1,1,14,invscaling,52,auto,10,27,kneighborsRegressor,5,2,lbfgs,distance,0.07676489473884807
identity,kd_tree,15,mse,0,1,1,1,0,0,0,1,5,adaptive,38,sqrt,9,34,randomForestRegressor,1,9,adam,distance,0.3155961220144259
relu,auto,14,mse,1,0,1,0,0,0,0,0,34,adaptive,9,auto,14,29,randomForestRegressor,6,6,adam,uniform,0.2662732040569519
