activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,10,gini,0,1,1,19,constant,16,sqrt,3,5,randomForestClassifier,6,3,adam,uniform,0.955288985823337
relu,ball_tree,18,entropy,1,1,1,20,adaptive,59,log2,10,17,randomForestClassifier,2,6,lbfgs,uniform,0.9596510359869138
relu,auto,23,entropy,0,0,0,4,adaptive,82,sqrt,18,20,randomForestClassifier,5,5,sgd,distance,0
relu,kd_tree,10,gini,0,0,0,26,constant,49,sqrt,3,29,kneighborsClassifier,10,7,sgd,distance,0
tanh,brute,19,entropy,0,1,1,38,adaptive,70,auto,3,38,kneighborsClassifier,4,10,lbfgs,distance,0.9487459105779716
identity,kd_tree,31,entropy,0,0,0,24,invscaling,12,log2,12,32,randomForestClassifier,3,8,sgd,uniform,0
logistic,kd_tree,21,entropy,1,1,0,11,constant,74,sqrt,17,28,kneighborsClassifier,3,3,adam,uniform,0.9498364231188658
relu,auto,32,gini,1,1,0,39,adaptive,97,log2,18,10,nnClassifier,3,6,lbfgs,distance,0.9411123227917121
relu,kd_tree,27,entropy,1,1,1,15,invscaling,81,log2,13,6,nnClassifier,7,10,adam,distance,0.9312977099236641
identity,ball_tree,14,gini,1,1,0,11,adaptive,16,log2,15,26,nnClassifier,10,1,lbfgs,uniform,0.9411123227917121
identity,auto,10,entropy,1,0,0,29,invscaling,31,log2,12,2,randomForestClassifier,10,6,adam,uniform,0.9596510359869138
tanh,auto,32,gini,1,1,1,5,constant,50,sqrt,20,6,randomForestClassifier,6,2,lbfgs,uniform,0.9596510359869138
tanh,kd_tree,24,entropy,0,0,1,21,adaptive,81,auto,16,8,randomForestClassifier,8,3,adam,distance,0.9596510359869138
identity,kd_tree,12,gini,0,1,0,7,invscaling,14,log2,2,35,nnClassifier,10,7,adam,uniform,0.9411123227917121
relu,kd_tree,16,gini,0,1,0,38,adaptive,51,auto,15,8,kneighborsClassifier,7,4,adam,uniform,0.9596510359869138
logistic,ball_tree,19,gini,1,0,1,17,constant,15,auto,3,3,kneighborsClassifier,3,5,sgd,distance,0.9443838604143948
logistic,ball_tree,8,gini,1,1,0,36,invscaling,52,auto,3,17,randomForestClassifier,6,7,lbfgs,distance,0.9596510359869138
tanh,kd_tree,10,gini,1,0,0,37,constant,84,sqrt,18,7,randomForestClassifier,5,7,lbfgs,uniform,0.9596510359869138
logistic,auto,26,entropy,0,0,0,5,invscaling,47,log2,13,8,kneighborsClassifier,8,10,adam,distance,0
logistic,brute,19,gini,0,0,1,19,adaptive,23,auto,12,25,randomForestClassifier,9,2,lbfgs,uniform,0.9596510359869138
relu,kd_tree,15,entropy,0,0,1,36,adaptive,17,sqrt,17,2,nnClassifier,6,7,adam,uniform,0.9389312977099237
identity,brute,12,entropy,1,0,0,16,invscaling,2,sqrt,4,39,randomForestClassifier,1,10,sgd,uniform,0.9596510359869138
logistic,kd_tree,27,gini,0,0,1,6,constant,56,log2,17,5,kneighborsClassifier,3,3,sgd,distance,0.9367502726281353
tanh,brute,20,gini,0,1,1,36,adaptive,47,log2,12,7,randomForestClassifier,5,6,adam,uniform,0.9596510359869138
identity,brute,26,entropy,0,0,1,36,adaptive,19,log2,20,7,kneighborsClassifier,7,2,adam,uniform,0.9585605234460196
relu,ball_tree,20,gini,0,1,1,35,adaptive,55,log2,19,16,randomForestClassifier,2,10,adam,distance,0.9596510359869138
relu,ball_tree,30,gini,1,1,0,6,invscaling,32,log2,9,37,kneighborsClassifier,9,4,lbfgs,uniform,0.9574700109051254
tanh,kd_tree,16,entropy,0,1,0,40,invscaling,97,auto,20,40,kneighborsClassifier,9,9,adam,uniform,0.9596510359869138
identity,ball_tree,24,entropy,1,1,1,27,adaptive,20,log2,9,9,nnClassifier,6,3,sgd,uniform,0.9334787350054525
tanh,ball_tree,21,gini,0,0,1,22,invscaling,4,auto,18,18,randomForestClassifier,9,2,adam,uniform,0.9596510359869138
identity,kd_tree,17,gini,0,0,1,18,adaptive,94,sqrt,16,19,nnClassifier,6,4,adam,uniform,0.9334787350054525
identity,kd_tree,32,gini,1,0,1,3,adaptive,74,sqrt,17,20,kneighborsClassifier,5,10,adam,distance,0.9465648854961832
identity,kd_tree,23,gini,0,0,0,10,invscaling,24,auto,14,27,kneighborsClassifier,4,1,adam,distance,0
relu,auto,25,gini,1,1,1,3,adaptive,14,sqrt,20,16,nnClassifier,5,10,lbfgs,distance,0.9334787350054525
identity,auto,17,gini,1,0,1,27,invscaling,44,log2,18,26,randomForestClassifier,1,4,lbfgs,distance,0.9596510359869138
relu,kd_tree,8,gini,0,0,0,14,invscaling,82,auto,18,7,randomForestClassifier,5,1,lbfgs,uniform,0
tanh,auto,31,gini,0,1,0,15,invscaling,60,auto,5,22,randomForestClassifier,1,2,sgd,distance,0.9596510359869138
identity,brute,23,gini,1,1,1,13,invscaling,94,log2,5,18,nnClassifier,6,4,adam,uniform,0.9367502726281353
identity,auto,22,gini,0,1,0,21,invscaling,71,sqrt,4,5,nnClassifier,10,6,sgd,uniform,0.9411123227917121
identity,kd_tree,12,gini,0,0,1,37,constant,70,sqrt,4,4,nnClassifier,2,2,lbfgs,distance,0.9334787350054525
identity,kd_tree,30,gini,1,1,0,19,adaptive,67,sqrt,12,9,kneighborsClassifier,7,5,adam,uniform,0.9596510359869138
relu,brute,19,gini,1,1,1,38,adaptive,48,log2,5,36,kneighborsClassifier,6,9,lbfgs,distance,0.9563794983642312
logistic,ball_tree,32,entropy,1,0,0,9,invscaling,96,sqrt,13,40,nnClassifier,8,8,adam,uniform,0.9411123227917121
tanh,brute,24,entropy,0,1,0,12,adaptive,42,auto,17,15,randomForestClassifier,7,9,adam,uniform,0.9596510359869138
logistic,ball_tree,8,entropy,1,0,1,33,invscaling,63,sqrt,12,6,randomForestClassifier,10,5,lbfgs,distance,0.9596510359869138
logistic,kd_tree,27,gini,1,0,1,16,adaptive,55,auto,6,16,nnClassifier,7,2,lbfgs,uniform,0.9367502726281353
logistic,ball_tree,26,entropy,1,0,1,22,constant,35,log2,10,13,randomForestClassifier,6,3,lbfgs,uniform,0.9596510359869138
relu,brute,28,gini,1,0,1,15,constant,64,sqrt,8,24,kneighborsClassifier,9,10,sgd,uniform,0.9596510359869138
tanh,auto,16,gini,1,0,1,7,adaptive,23,sqrt,17,11,kneighborsClassifier,7,2,lbfgs,uniform,0.9563794983642312
tanh,ball_tree,11,gini,0,0,0,21,constant,32,sqrt,19,16,kneighborsClassifier,8,2,lbfgs,uniform,0
identity,kd_tree,9,entropy,0,1,0,32,constant,39,sqrt,11,30,nnClassifier,9,9,adam,distance,0.9411123227917121
tanh,kd_tree,12,entropy,1,0,1,5,adaptive,25,auto,4,23,kneighborsClassifier,7,9,lbfgs,uniform,0.9596510359869138
identity,brute,15,entropy,0,0,0,28,adaptive,58,sqrt,5,12,kneighborsClassifier,6,9,adam,distance,0
logistic,kd_tree,9,entropy,1,1,1,32,invscaling,11,sqrt,19,15,nnClassifier,2,7,sgd,distance,0.9411123227917121
tanh,ball_tree,9,entropy,1,0,0,4,invscaling,92,log2,15,17,nnClassifier,5,3,lbfgs,distance,0.9411123227917121
tanh,auto,15,entropy,1,0,0,8,adaptive,77,auto,14,38,kneighborsClassifier,9,6,adam,distance,0.9596510359869138
tanh,kd_tree,12,entropy,0,1,0,39,adaptive,39,log2,15,28,nnClassifier,10,10,adam,distance,0.9411123227917121
relu,auto,19,gini,0,0,1,4,invscaling,55,sqrt,9,36,kneighborsClassifier,9,5,sgd,uniform,0.9563794983642312
identity,kd_tree,26,gini,1,1,0,9,constant,57,auto,12,27,nnClassifier,3,4,lbfgs,uniform,0.9411123227917121
relu,ball_tree,13,gini,1,1,1,4,invscaling,98,sqrt,17,3,kneighborsClassifier,3,8,lbfgs,uniform,0.9596510359869138
relu,brute,12,entropy,0,1,1,36,adaptive,27,sqrt,11,12,kneighborsClassifier,8,5,lbfgs,distance,0.945474372955289
logistic,kd_tree,24,gini,0,1,0,4,constant,96,sqrt,11,9,kneighborsClassifier,1,4,adam,uniform,0.9596510359869138
logistic,auto,31,entropy,1,0,1,34,invscaling,23,sqrt,16,24,randomForestClassifier,2,2,adam,uniform,0.9596510359869138
relu,kd_tree,12,gini,1,0,0,15,invscaling,80,log2,8,6,kneighborsClassifier,1,2,adam,uniform,0.9574700109051254
relu,ball_tree,9,entropy,0,0,1,14,constant,21,sqrt,10,23,nnClassifier,1,2,adam,uniform,0.9411123227917121
tanh,kd_tree,22,gini,0,0,0,11,invscaling,61,sqrt,2,20,nnClassifier,1,10,sgd,distance,0
