activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,32,entropy,0,0,1,22,adaptive,55,auto,10,21,nnClassifier,4,9,adam,distance,0.9520174482006543
logistic,kd_tree,15,entropy,1,0,1,27,adaptive,99,sqrt,5,20,nnClassifier,10,5,sgd,uniform,0.95092693565976
relu,auto,32,gini,0,0,1,27,adaptive,42,sqrt,14,2,kneighborsClassifier,6,10,adam,uniform,0.9574700109051254
tanh,brute,32,gini,0,1,1,24,adaptive,98,sqrt,9,23,kneighborsClassifier,7,7,lbfgs,distance,0.9443838604143948
identity,kd_tree,23,gini,0,0,1,11,invscaling,58,log2,4,31,kneighborsClassifier,5,9,sgd,uniform,0.9563794983642312
identity,auto,11,gini,1,0,0,2,adaptive,53,log2,9,25,kneighborsClassifier,3,6,lbfgs,uniform,0.9585605234460196
relu,ball_tree,25,gini,1,1,0,39,invscaling,100,auto,6,19,kneighborsClassifier,10,8,lbfgs,uniform,0.9585605234460196
tanh,kd_tree,30,gini,0,1,0,2,invscaling,49,sqrt,4,6,nnClassifier,9,1,lbfgs,uniform,0.9520174482006543
identity,ball_tree,11,entropy,0,0,0,5,invscaling,8,auto,2,8,nnClassifier,3,3,lbfgs,distance,0
identity,ball_tree,31,entropy,0,0,0,36,invscaling,22,auto,11,13,nnClassifier,6,4,adam,uniform,0
identity,brute,10,entropy,1,0,0,25,constant,85,sqrt,7,9,nnClassifier,8,7,lbfgs,distance,0.9520174482006543
identity,ball_tree,31,entropy,1,1,1,24,invscaling,23,log2,12,21,nnClassifier,6,7,adam,distance,0.9465648854961832
relu,auto,20,gini,0,0,0,10,adaptive,38,auto,16,38,randomForestClassifier,10,3,sgd,distance,0
identity,auto,23,entropy,1,0,1,17,invscaling,61,auto,17,34,nnClassifier,4,9,sgd,uniform,0.9520174482006543
identity,ball_tree,28,entropy,1,0,0,5,constant,4,sqrt,17,40,randomForestClassifier,8,2,lbfgs,distance,0.9585605234460196
tanh,ball_tree,11,entropy,0,1,0,15,constant,27,sqrt,8,2,nnClassifier,10,6,sgd,uniform,0.9520174482006543
relu,kd_tree,14,gini,1,1,1,26,adaptive,4,sqrt,16,14,randomForestClassifier,6,3,lbfgs,distance,0.9585605234460196
relu,brute,32,gini,1,0,0,18,invscaling,95,sqrt,12,7,kneighborsClassifier,1,10,lbfgs,uniform,0.9585605234460196
logistic,ball_tree,29,entropy,1,0,0,37,adaptive,97,sqrt,13,5,randomForestClassifier,2,9,adam,distance,0.9585605234460196
identity,ball_tree,20,gini,1,0,1,37,constant,97,sqrt,17,13,kneighborsClassifier,9,5,lbfgs,distance,0.9498364231188658
identity,auto,26,gini,0,1,1,9,invscaling,26,log2,2,39,kneighborsClassifier,10,6,lbfgs,uniform,0.9585605234460196
logistic,auto,14,entropy,0,1,0,23,constant,50,log2,6,32,nnClassifier,5,9,adam,uniform,0.9520174482006543
relu,brute,19,entropy,0,0,1,16,constant,74,log2,10,11,randomForestClassifier,5,10,lbfgs,distance,0.9574700109051254
identity,auto,14,gini,1,0,0,3,constant,78,sqrt,12,21,randomForestClassifier,7,8,lbfgs,distance,0.9585605234460196
relu,brute,18,entropy,1,0,1,28,invscaling,85,sqrt,19,17,randomForestClassifier,10,9,adam,uniform,0.9585605234460196
tanh,auto,26,entropy,0,0,0,26,adaptive,42,log2,16,39,kneighborsClassifier,8,8,adam,uniform,0
relu,ball_tree,19,gini,1,1,0,33,invscaling,46,sqrt,13,36,randomForestClassifier,4,2,adam,distance,0.9585605234460196
identity,auto,21,entropy,1,1,1,2,adaptive,54,log2,11,29,randomForestClassifier,7,1,sgd,distance,0.9585605234460196
relu,kd_tree,21,entropy,1,0,0,3,constant,14,log2,16,26,randomForestClassifier,7,6,adam,uniform,0.9585605234460196
logistic,ball_tree,15,gini,0,0,1,8,invscaling,71,log2,5,14,randomForestClassifier,6,10,lbfgs,distance,0.9585605234460196
logistic,kd_tree,13,gini,1,0,0,29,invscaling,69,auto,6,15,nnClassifier,9,3,adam,uniform,0.9520174482006543
tanh,brute,12,entropy,1,1,0,14,constant,69,log2,12,12,nnClassifier,9,9,lbfgs,distance,0.9520174482006543
tanh,ball_tree,12,entropy,0,0,0,19,constant,82,log2,2,18,kneighborsClassifier,2,4,sgd,distance,0
identity,kd_tree,12,gini,1,0,0,2,adaptive,58,log2,7,23,kneighborsClassifier,7,1,lbfgs,distance,0.9040348964013086
tanh,auto,11,gini,1,1,0,37,constant,3,sqrt,7,32,nnClassifier,2,5,sgd,uniform,0.9520174482006543
identity,auto,21,gini,0,1,0,3,adaptive,19,log2,19,13,randomForestClassifier,6,10,lbfgs,uniform,0.9585605234460196
identity,kd_tree,11,entropy,0,0,1,7,adaptive,55,auto,14,4,randomForestClassifier,5,7,lbfgs,distance,0.9585605234460196
tanh,ball_tree,19,entropy,0,0,1,32,invscaling,54,auto,20,34,kneighborsClassifier,4,10,adam,distance,0.9465648854961832
logistic,auto,20,gini,1,0,0,20,adaptive,38,sqrt,11,28,kneighborsClassifier,3,2,sgd,distance,0.9563794983642312
identity,ball_tree,28,gini,0,1,0,9,invscaling,3,auto,15,23,randomForestClassifier,4,10,lbfgs,distance,0.9585605234460196
identity,brute,27,gini,0,1,1,6,constant,90,auto,12,2,randomForestClassifier,7,9,adam,uniform,0.9585605234460196
identity,ball_tree,21,gini,1,1,0,25,constant,71,log2,8,21,nnClassifier,1,3,adam,distance,0.9520174482006543
logistic,kd_tree,15,entropy,1,1,1,36,invscaling,23,log2,14,3,randomForestClassifier,8,9,lbfgs,distance,0.9585605234460196
logistic,brute,32,entropy,1,1,1,19,invscaling,55,auto,6,20,randomForestClassifier,4,9,lbfgs,uniform,0.9585605234460196
relu,brute,11,entropy,1,1,1,19,invscaling,45,auto,4,3,randomForestClassifier,7,2,lbfgs,uniform,0.9585605234460196
tanh,ball_tree,20,entropy,0,1,0,3,adaptive,51,log2,9,28,randomForestClassifier,5,7,lbfgs,distance,0.9585605234460196
tanh,ball_tree,20,gini,1,0,0,3,invscaling,58,sqrt,13,35,nnClassifier,5,9,sgd,distance,0.9520174482006543
tanh,ball_tree,32,gini,1,0,0,18,adaptive,34,log2,7,37,nnClassifier,8,5,adam,uniform,0.9520174482006543
relu,brute,19,gini,0,1,1,6,constant,24,sqrt,8,36,kneighborsClassifier,6,10,sgd,uniform,0.9585605234460196
logistic,ball_tree,14,entropy,0,0,1,36,constant,97,log2,7,18,randomForestClassifier,6,7,adam,distance,0.9585605234460196
logistic,ball_tree,32,gini,0,0,1,4,adaptive,87,sqrt,16,33,nnClassifier,10,4,lbfgs,uniform,0.9498364231188658
relu,kd_tree,24,entropy,1,0,0,2,invscaling,65,auto,13,6,kneighborsClassifier,4,10,sgd,distance,0.9585605234460196
relu,auto,14,entropy,1,1,1,8,invscaling,17,sqrt,18,16,nnClassifier,3,9,sgd,distance,0.9520174482006543
logistic,auto,10,gini,1,0,1,3,constant,84,sqrt,12,15,randomForestClassifier,7,3,lbfgs,uniform,0.9585605234460196
tanh,brute,26,gini,0,1,1,27,invscaling,81,auto,12,4,randomForestClassifier,5,8,adam,distance,0.9585605234460196
identity,auto,19,entropy,1,1,1,12,adaptive,35,auto,6,31,kneighborsClassifier,2,8,adam,uniform,0.9585605234460196
tanh,kd_tree,26,entropy,1,1,0,40,constant,97,log2,7,13,randomForestClassifier,7,9,adam,uniform,0.9585605234460196
tanh,ball_tree,22,gini,0,0,1,37,invscaling,53,log2,2,10,nnClassifier,9,7,adam,distance,0.9520174482006543
logistic,kd_tree,11,gini,1,1,1,27,invscaling,91,log2,19,19,randomForestClassifier,1,1,sgd,uniform,0.9585605234460196
relu,ball_tree,25,gini,1,0,0,8,adaptive,24,auto,8,27,nnClassifier,7,6,lbfgs,uniform,0.9520174482006543
tanh,ball_tree,15,gini,0,0,1,2,invscaling,32,auto,15,40,randomForestClassifier,7,3,lbfgs,distance,0.9585605234460196
tanh,auto,10,gini,1,0,1,6,invscaling,47,log2,17,3,randomForestClassifier,6,8,adam,distance,0.9585605234460196
identity,brute,13,gini,1,0,0,27,adaptive,63,log2,12,34,randomForestClassifier,3,5,lbfgs,uniform,0.9585605234460196
identity,auto,30,entropy,1,0,1,24,adaptive,20,log2,5,24,kneighborsClassifier,6,5,sgd,uniform,0.9585605234460196
relu,auto,12,gini,0,0,1,38,constant,63,log2,5,17,kneighborsClassifier,6,5,adam,uniform,0.9574700109051254
logistic,auto,30,gini,0,1,0,4,adaptive,42,log2,5,14,kneighborsClassifier,4,4,adam,uniform,0.9563794983642312
