activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,24,gini,0,1,1,9,constant,40,log2,3,2,randomForestClassifier,1,2,lbfgs,uniform,0.9291166848418757
relu,brute,16,entropy,0,0,1,37,adaptive,78,sqrt,18,30,nnClassifier,3,1,adam,distance,0.9422028353326063
relu,auto,17,gini,0,1,1,39,adaptive,45,sqrt,8,39,kneighborsClassifier,1,10,adam,distance,0.916030534351145
tanh,kd_tree,32,gini,1,1,1,3,adaptive,76,log2,7,17,nnClassifier,6,6,sgd,uniform,0.9312977099236641
identity,kd_tree,20,entropy,0,1,1,14,adaptive,32,auto,13,2,nnClassifier,6,5,adam,distance,0.9193020719738277
relu,auto,22,gini,0,1,1,22,adaptive,8,sqrt,16,3,nnClassifier,3,3,sgd,distance,0.9422028353326063
logistic,auto,17,entropy,0,0,0,27,adaptive,76,sqrt,2,6,kneighborsClassifier,4,2,adam,distance,0
relu,kd_tree,32,gini,1,0,0,18,invscaling,92,log2,20,11,kneighborsClassifier,8,10,lbfgs,uniform,0.9312977099236641
relu,brute,9,entropy,0,0,0,33,adaptive,6,sqrt,5,9,kneighborsClassifier,6,7,adam,distance,0
tanh,brute,16,gini,0,1,1,6,adaptive,66,sqrt,15,8,randomForestClassifier,8,7,lbfgs,uniform,0.9312977099236641
identity,brute,18,entropy,0,0,1,22,adaptive,60,sqrt,20,9,nnClassifier,5,7,adam,distance,0.9269356597600873
identity,kd_tree,18,entropy,0,1,0,16,constant,30,auto,19,18,randomForestClassifier,4,8,lbfgs,uniform,0.9312977099236641
logistic,ball_tree,8,gini,1,0,0,22,invscaling,56,sqrt,16,31,nnClassifier,7,5,lbfgs,uniform,0.9422028353326063
identity,brute,20,entropy,0,1,0,13,invscaling,5,auto,14,15,randomForestClassifier,5,1,lbfgs,uniform,0.9312977099236641
identity,auto,15,gini,0,0,0,23,adaptive,5,sqrt,19,40,kneighborsClassifier,3,6,adam,uniform,0
logistic,kd_tree,14,entropy,1,1,0,16,invscaling,4,sqrt,3,11,randomForestClassifier,1,2,lbfgs,uniform,0.9312977099236641
logistic,brute,24,gini,0,0,0,29,adaptive,61,sqrt,14,26,randomForestClassifier,10,7,lbfgs,distance,0
tanh,ball_tree,22,entropy,0,1,0,7,invscaling,83,sqrt,12,9,kneighborsClassifier,9,1,adam,uniform,0.8887677208287895
tanh,ball_tree,19,gini,1,0,0,2,invscaling,14,auto,4,16,randomForestClassifier,6,9,sgd,uniform,0.9312977099236641
tanh,ball_tree,10,entropy,1,0,0,22,adaptive,85,log2,15,36,nnClassifier,1,6,adam,uniform,0.9422028353326063
tanh,auto,30,entropy,1,0,1,11,invscaling,14,log2,20,22,randomForestClassifier,9,8,lbfgs,distance,0.9312977099236641
tanh,brute,25,gini,1,1,0,24,adaptive,97,sqrt,17,11,nnClassifier,10,5,adam,distance,0.9422028353326063
tanh,ball_tree,32,entropy,1,1,1,32,constant,89,sqrt,19,36,randomForestClassifier,2,6,sgd,uniform,0.9312977099236641
logistic,brute,19,gini,1,0,0,18,invscaling,36,sqrt,14,3,kneighborsClassifier,6,6,adam,distance,0.9312977099236641
tanh,brute,25,entropy,1,0,0,26,invscaling,38,sqrt,7,20,nnClassifier,3,2,lbfgs,distance,0.9422028353326063
identity,kd_tree,13,gini,0,0,0,6,invscaling,20,sqrt,14,38,kneighborsClassifier,6,4,lbfgs,distance,0
identity,kd_tree,19,entropy,0,1,1,27,invscaling,21,sqrt,9,12,nnClassifier,3,3,sgd,distance,0.9411123227917121
logistic,auto,18,gini,0,0,0,9,invscaling,42,sqrt,12,29,nnClassifier,1,6,sgd,uniform,0
tanh,auto,12,gini,0,1,0,30,invscaling,20,log2,11,4,kneighborsClassifier,4,1,adam,uniform,0.88113413304253
logistic,kd_tree,21,gini,1,1,0,18,adaptive,88,log2,20,7,nnClassifier,8,1,adam,uniform,0.9422028353326063
logistic,ball_tree,8,entropy,0,0,0,16,constant,48,auto,16,33,kneighborsClassifier,4,10,lbfgs,uniform,0
relu,brute,18,gini,1,1,0,28,adaptive,4,log2,2,8,nnClassifier,7,6,adam,distance,0.9422028353326063
identity,kd_tree,11,entropy,1,1,0,14,adaptive,59,auto,12,7,nnClassifier,2,7,adam,uniform,0.9422028353326063
relu,ball_tree,32,gini,0,1,1,18,constant,89,auto,9,2,kneighborsClassifier,8,9,adam,distance,0.916030534351145
relu,auto,18,entropy,1,0,0,7,constant,39,sqrt,12,19,nnClassifier,9,2,lbfgs,distance,0.9422028353326063
tanh,ball_tree,14,gini,0,0,1,27,invscaling,19,auto,8,13,nnClassifier,2,8,adam,distance,0.9422028353326063
logistic,kd_tree,16,entropy,0,1,1,30,adaptive,27,auto,2,15,nnClassifier,7,1,adam,distance,0.9334787350054525
relu,ball_tree,20,gini,0,1,1,38,invscaling,99,sqrt,2,14,kneighborsClassifier,4,7,lbfgs,distance,0.916030534351145
tanh,kd_tree,30,gini,0,1,0,40,constant,70,sqrt,4,24,kneighborsClassifier,10,4,sgd,uniform,0.9312977099236641
tanh,auto,19,entropy,0,1,0,22,adaptive,41,log2,11,15,kneighborsClassifier,9,3,lbfgs,uniform,0.9312977099236641
identity,brute,28,entropy,1,1,0,33,adaptive,93,log2,13,20,kneighborsClassifier,4,9,lbfgs,uniform,0.9312977099236641
logistic,brute,8,entropy,1,1,1,35,adaptive,33,log2,3,28,nnClassifier,3,4,adam,distance,0.9422028353326063
relu,ball_tree,31,entropy,1,1,0,35,adaptive,43,sqrt,19,33,nnClassifier,8,3,lbfgs,uniform,0.9422028353326063
tanh,ball_tree,24,gini,1,0,0,6,constant,68,auto,14,14,kneighborsClassifier,4,10,lbfgs,uniform,0.9312977099236641
identity,auto,28,gini,1,0,1,34,constant,23,sqrt,18,30,kneighborsClassifier,2,9,adam,distance,0.920392584514722
relu,brute,9,gini,0,0,0,34,invscaling,80,log2,7,25,kneighborsClassifier,1,7,sgd,distance,0
tanh,auto,31,entropy,1,1,0,18,constant,72,sqrt,10,9,kneighborsClassifier,7,7,lbfgs,distance,0.9269356597600873
logistic,kd_tree,11,entropy,0,0,1,13,constant,31,log2,10,4,nnClassifier,3,1,lbfgs,uniform,0.9291166848418757
logistic,auto,11,gini,1,1,0,22,constant,95,sqrt,20,20,randomForestClassifier,8,10,lbfgs,uniform,0.9312977099236641
identity,ball_tree,15,gini,1,1,0,18,constant,13,log2,2,4,nnClassifier,5,9,sgd,uniform,0.9422028353326063
relu,kd_tree,27,entropy,0,1,0,29,constant,36,sqrt,20,16,nnClassifier,9,3,lbfgs,uniform,0.9422028353326063
relu,kd_tree,20,entropy,1,0,0,17,constant,5,auto,16,22,randomForestClassifier,10,8,adam,distance,0.9312977099236641
identity,ball_tree,21,entropy,1,0,1,12,constant,56,sqrt,9,16,randomForestClassifier,9,8,lbfgs,uniform,0.9312977099236641
tanh,ball_tree,20,entropy,0,1,1,39,constant,29,log2,13,4,randomForestClassifier,4,2,sgd,distance,0.9312977099236641
identity,brute,11,entropy,0,1,1,27,invscaling,13,log2,10,11,kneighborsClassifier,3,6,lbfgs,distance,0.916030534351145
logistic,auto,27,gini,1,0,0,30,adaptive,35,sqrt,2,34,randomForestClassifier,7,3,sgd,uniform,0.9312977099236641
tanh,auto,21,entropy,1,1,1,15,adaptive,66,auto,15,27,kneighborsClassifier,1,10,lbfgs,distance,0.9302071973827699
relu,kd_tree,28,entropy,1,0,1,24,invscaling,59,log2,11,3,kneighborsClassifier,4,9,sgd,uniform,0.9312977099236641
logistic,ball_tree,14,gini,1,1,0,30,invscaling,73,log2,13,12,randomForestClassifier,7,5,adam,uniform,0.9312977099236641
tanh,brute,16,entropy,0,1,1,20,adaptive,25,auto,18,9,randomForestClassifier,4,5,sgd,uniform,0.9312977099236641
tanh,kd_tree,28,gini,1,1,1,23,constant,95,sqrt,17,25,kneighborsClassifier,8,8,sgd,uniform,0.9312977099236641
logistic,kd_tree,25,entropy,1,0,1,20,constant,57,sqrt,8,17,nnClassifier,8,6,adam,distance,0.9422028353326063
tanh,ball_tree,29,gini,0,1,0,25,invscaling,96,sqrt,12,15,randomForestClassifier,6,9,sgd,distance,0.9312977099236641
