activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,8,gini,0,0,0,3,adaptive,70,sqrt,2,19,nnClassifier,4,2,sgd,distance,0
relu,auto,10,gini,0,1,0,16,adaptive,43,sqrt,9,24,kneighborsClassifier,1,7,sgd,distance,0.9345692475463467
tanh,kd_tree,31,gini,1,0,0,23,invscaling,66,sqrt,19,31,randomForestClassifier,1,6,sgd,distance,0.9345692475463467
tanh,kd_tree,28,gini,1,0,1,28,invscaling,87,log2,14,27,kneighborsClassifier,6,4,adam,uniform,0.9345692475463467
logistic,auto,13,entropy,0,1,1,39,constant,56,sqrt,9,26,kneighborsClassifier,2,8,sgd,distance,0.9236641221374046
identity,brute,22,gini,1,0,0,10,adaptive,61,log2,20,19,nnClassifier,10,6,lbfgs,distance,0.9531079607415486
logistic,kd_tree,28,entropy,0,0,1,19,constant,40,auto,4,35,nnClassifier,9,9,sgd,uniform,0.9531079607415486
logistic,kd_tree,24,gini,1,0,1,34,adaptive,64,log2,2,2,randomForestClassifier,3,9,lbfgs,uniform,0.9367502726281353
logistic,kd_tree,14,entropy,0,1,0,31,adaptive,78,auto,3,26,kneighborsClassifier,5,5,lbfgs,distance,0.9345692475463467
logistic,kd_tree,13,gini,0,0,1,23,adaptive,44,sqrt,4,10,randomForestClassifier,4,8,adam,uniform,0.935659760087241
logistic,auto,31,entropy,1,1,1,5,invscaling,34,auto,14,16,randomForestClassifier,5,10,adam,uniform,0.9345692475463467
identity,auto,25,gini,0,1,0,32,adaptive,34,auto,7,25,kneighborsClassifier,3,6,sgd,distance,0.9345692475463467
relu,ball_tree,22,gini,0,0,0,5,adaptive,48,log2,11,24,nnClassifier,5,1,adam,distance,0
logistic,ball_tree,29,entropy,1,0,0,15,invscaling,95,auto,11,24,kneighborsClassifier,6,10,sgd,uniform,0.9345692475463467
identity,auto,22,entropy,0,0,0,6,adaptive,15,log2,14,21,randomForestClassifier,1,6,adam,distance,0
identity,ball_tree,8,entropy,0,1,1,3,constant,39,sqrt,6,5,nnClassifier,1,6,lbfgs,distance,0.9476553980370774
tanh,brute,29,entropy,0,1,0,30,adaptive,80,sqrt,2,18,nnClassifier,9,7,lbfgs,uniform,0.9531079607415486
identity,ball_tree,28,entropy,0,0,1,2,adaptive,97,auto,15,31,randomForestClassifier,2,8,adam,uniform,0.9345692475463467
relu,kd_tree,8,entropy,1,1,0,5,adaptive,40,log2,16,37,nnClassifier,8,10,sgd,distance,0.9531079607415486
relu,ball_tree,16,gini,1,1,0,11,constant,7,auto,2,32,nnClassifier,10,10,lbfgs,distance,0.9531079607415486
identity,kd_tree,31,entropy,0,1,0,24,constant,39,sqrt,2,19,kneighborsClassifier,9,2,lbfgs,uniform,0.9334787350054525
relu,kd_tree,17,gini,1,1,1,10,adaptive,29,auto,10,11,nnClassifier,2,10,adam,distance,0.9443838604143948
logistic,ball_tree,26,entropy,0,0,0,38,adaptive,61,auto,16,10,nnClassifier,2,6,sgd,distance,0
relu,kd_tree,20,gini,1,1,0,22,invscaling,95,sqrt,8,23,nnClassifier,6,10,lbfgs,distance,0.9531079607415486
