activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,24,entropy,0,1,1,0,1,1,1,0,37,invscaling,63,sqrt,8,2,kneighborsClassifier,8,1,adam,distance,0.9255189255189256
tanh,brute,28,gini,1,1,0,1,0,0,1,1,24,constant,31,log2,6,11,nnClassifier,4,5,lbfgs,uniform,0.557997557997558
identity,auto,21,gini,1,0,0,0,1,1,1,1,9,adaptive,28,sqrt,13,31,nnClassifier,7,6,adam,distance,0.5409035409035409
identity,kd_tree,12,gini,0,1,1,1,0,0,1,1,11,adaptive,22,sqrt,5,18,kneighborsClassifier,9,5,adam,uniform,0.5262515262515263
relu,ball_tree,10,gini,1,0,0,0,0,1,0,1,3,invscaling,45,log2,12,12,nnClassifier,4,4,sgd,distance,0.5274725274725275
identity,auto,24,entropy,1,0,0,0,0,1,0,0,40,constant,24,auto,12,27,nnClassifier,2,2,lbfgs,distance,0.5299145299145299
tanh,kd_tree,12,entropy,0,1,0,0,0,0,0,0,17,adaptive,79,auto,4,17,randomForestClassifier,7,8,sgd,distance,0.5457875457875457
tanh,brute,19,entropy,0,0,0,1,1,0,1,1,40,constant,47,log2,20,25,nnClassifier,9,3,adam,uniform,0.536019536019536
identity,brute,32,gini,0,1,1,0,0,1,0,1,7,constant,48,sqrt,18,7,kneighborsClassifier,1,1,lbfgs,distance,0.7008547008547008
tanh,ball_tree,21,entropy,1,1,0,1,0,0,1,1,26,invscaling,67,sqrt,14,27,nnClassifier,5,10,sgd,distance,0.5628815628815629
relu,kd_tree,22,gini,1,1,1,0,1,0,1,0,38,constant,95,sqrt,9,36,nnClassifier,6,3,lbfgs,distance,0.5347985347985348
tanh,kd_tree,26,entropy,1,1,1,0,1,0,0,1,39,adaptive,40,sqrt,10,31,nnClassifier,3,8,adam,uniform,0.5433455433455433
tanh,kd_tree,27,gini,1,1,0,0,1,1,1,0,12,invscaling,66,sqrt,4,13,kneighborsClassifier,6,7,lbfgs,uniform,0.927960927960928
logistic,ball_tree,23,gini,0,1,0,1,1,1,1,1,40,invscaling,85,auto,13,16,randomForestClassifier,2,6,adam,distance,0.9328449328449329
tanh,auto,26,entropy,0,1,1,0,0,0,0,0,11,adaptive,96,log2,5,13,randomForestClassifier,3,8,lbfgs,uniform,0.5299145299145299
identity,ball_tree,9,gini,1,1,1,1,1,1,0,0,28,invscaling,62,auto,17,40,kneighborsClassifier,10,4,sgd,distance,0.9328449328449329
logistic,brute,26,entropy,1,1,1,1,1,1,1,1,25,invscaling,29,sqrt,19,20,randomForestClassifier,6,6,sgd,uniform,0.9267399267399268
identity,ball_tree,18,gini,0,1,0,0,0,0,1,1,4,invscaling,31,log2,11,36,kneighborsClassifier,9,9,lbfgs,distance,0.5225885225885226
