activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,13,gini,1,0,0,1,1,0,0,0,37,constant,75,auto,2,20,nnClassifier,3,4,lbfgs,distance,0.5421245421245421
logistic,kd_tree,22,gini,1,0,1,0,1,1,1,1,29,constant,2,sqrt,14,12,kneighborsClassifier,6,5,adam,uniform,0.9462759462759462
tanh,brute,27,gini,1,0,0,0,1,0,0,1,6,constant,65,log2,12,37,randomForestClassifier,9,9,adam,uniform,0.7509157509157509
tanh,brute,9,entropy,0,1,1,1,0,0,0,0,20,adaptive,48,auto,18,16,kneighborsClassifier,2,5,adam,distance,0.49694749694749696
logistic,ball_tree,23,gini,1,0,0,1,0,0,0,0,30,invscaling,25,log2,16,18,kneighborsClassifier,8,1,lbfgs,distance,0.557997557997558
identity,brute,31,gini,0,0,1,0,0,0,0,1,38,invscaling,39,auto,17,24,kneighborsClassifier,7,3,adam,uniform,0.503052503052503
identity,kd_tree,20,gini,1,0,0,0,1,0,1,1,40,adaptive,4,log2,16,32,randomForestClassifier,2,7,lbfgs,uniform,0.7411477411477412
logistic,kd_tree,30,gini,0,0,0,0,1,1,1,0,14,adaptive,95,sqrt,3,28,randomForestClassifier,3,1,adam,uniform,0.927960927960928
relu,kd_tree,10,gini,1,0,1,1,1,1,0,0,30,adaptive,80,auto,6,5,kneighborsClassifier,9,6,lbfgs,distance,0.9340659340659341
logistic,kd_tree,23,gini,0,0,0,1,0,0,0,0,20,invscaling,94,log2,7,2,kneighborsClassifier,4,1,sgd,uniform,0.5347985347985348
relu,brute,27,gini,0,0,0,1,1,0,1,0,25,invscaling,89,sqrt,3,12,nnClassifier,2,1,adam,distance,0.5433455433455433
logistic,brute,24,gini,0,1,1,1,1,0,1,0,26,invscaling,9,sqrt,12,9,kneighborsClassifier,1,8,lbfgs,distance,0.6984126984126984
relu,brute,29,entropy,0,0,0,1,1,1,1,0,19,adaptive,73,auto,5,9,randomForestClassifier,4,1,lbfgs,distance,0.9365079365079365
relu,brute,26,entropy,1,0,1,1,1,1,0,0,20,constant,6,auto,6,38,randomForestClassifier,2,8,lbfgs,distance,0.938949938949939
tanh,brute,28,gini,1,1,1,1,0,1,1,0,34,constant,83,auto,8,4,kneighborsClassifier,3,1,lbfgs,uniform,0.724053724053724
tanh,brute,28,entropy,0,0,0,0,0,1,0,1,14,invscaling,78,auto,2,8,nnClassifier,1,1,adam,uniform,0.557997557997558
tanh,kd_tree,29,entropy,1,1,0,1,1,0,1,1,38,adaptive,33,auto,6,20,nnClassifier,8,9,adam,distance,0.536019536019536
relu,auto,29,gini,1,1,0,0,0,1,0,1,26,constant,91,log2,17,7,nnClassifier,6,8,lbfgs,uniform,0.5457875457875457
logistic,brute,14,entropy,1,1,0,0,1,1,1,1,7,invscaling,15,log2,14,15,randomForestClassifier,9,3,sgd,distance,0.9328449328449329
identity,auto,21,entropy,0,0,0,0,1,0,1,1,12,adaptive,68,auto,9,36,nnClassifier,2,1,lbfgs,uniform,0.5396825396825397
tanh,brute,15,entropy,0,1,1,0,1,0,0,0,15,constant,12,log2,7,2,randomForestClassifier,9,4,lbfgs,distance,0.7448107448107448
tanh,ball_tree,27,gini,1,0,0,0,0,0,1,1,31,constant,89,auto,2,9,kneighborsClassifier,7,6,lbfgs,uniform,0.5201465201465202
logistic,brute,24,entropy,0,0,1,1,1,1,0,1,10,adaptive,74,auto,16,37,randomForestClassifier,5,2,lbfgs,distance,0.9438339438339438
relu,ball_tree,16,entropy,0,1,0,1,0,0,1,0,8,constant,65,log2,8,12,nnClassifier,8,5,lbfgs,uniform,0.5494505494505495
relu,auto,18,gini,0,0,1,0,0,0,0,0,37,constant,81,sqrt,11,37,randomForestClassifier,3,9,lbfgs,distance,0.5555555555555556
logistic,ball_tree,8,entropy,0,0,0,0,0,1,1,0,32,invscaling,100,log2,20,10,nnClassifier,6,6,adam,uniform,0.5555555555555556
relu,kd_tree,27,entropy,1,1,0,0,0,1,0,0,34,constant,96,sqrt,19,30,nnClassifier,6,8,adam,uniform,0.5531135531135531
tanh,kd_tree,29,entropy,1,1,1,1,1,0,0,1,5,invscaling,48,auto,10,14,randomForestClassifier,5,4,lbfgs,uniform,0.7350427350427351
logistic,brute,27,entropy,0,1,1,1,0,1,0,0,18,constant,62,sqrt,17,19,nnClassifier,9,8,lbfgs,uniform,0.5506715506715507
tanh,ball_tree,22,gini,0,0,1,1,0,1,0,1,8,adaptive,92,log2,8,30,randomForestClassifier,5,4,adam,uniform,0.8046398046398047
tanh,ball_tree,32,gini,1,0,0,1,1,0,0,0,3,invscaling,60,auto,5,2,kneighborsClassifier,2,4,lbfgs,distance,0.6898656898656899
tanh,auto,10,entropy,1,1,0,0,0,1,0,0,3,adaptive,78,auto,20,34,randomForestClassifier,2,1,adam,uniform,0.8058608058608059
logistic,kd_tree,16,gini,1,0,0,0,1,0,0,0,16,invscaling,100,sqrt,5,22,kneighborsClassifier,1,10,lbfgs,distance,0.7118437118437119
logistic,ball_tree,13,gini,1,1,0,1,1,1,1,0,18,adaptive,4,sqrt,16,6,nnClassifier,6,3,adam,distance,0.5164835164835165
logistic,brute,22,entropy,0,1,0,1,1,0,1,0,39,constant,92,auto,4,28,nnClassifier,7,5,sgd,uniform,0.5445665445665445
relu,auto,12,entropy,0,1,1,0,1,0,0,0,22,adaptive,7,sqrt,10,38,randomForestClassifier,6,7,adam,distance,0.746031746031746
logistic,ball_tree,15,entropy,0,0,0,1,0,1,0,1,15,adaptive,16,log2,19,19,kneighborsClassifier,9,8,lbfgs,uniform,0.7948717948717948
tanh,auto,19,entropy,0,0,0,0,1,1,1,1,2,adaptive,22,log2,2,22,nnClassifier,10,7,sgd,distance,0.5164835164835165
relu,auto,32,gini,1,1,1,1,0,0,0,1,23,invscaling,43,auto,13,31,randomForestClassifier,8,4,sgd,uniform,0.5824175824175825
identity,kd_tree,21,gini,0,1,0,0,1,1,1,1,35,constant,19,log2,19,15,nnClassifier,2,2,sgd,uniform,0.518925518925519
relu,auto,8,gini,0,0,1,0,0,0,1,1,6,invscaling,60,auto,2,30,kneighborsClassifier,3,1,sgd,distance,0.5457875457875457
tanh,brute,12,gini,0,0,0,1,0,1,0,0,25,constant,33,auto,14,19,kneighborsClassifier,8,10,sgd,distance,0.8021978021978022
tanh,brute,12,entropy,0,1,0,0,0,1,0,0,20,constant,29,log2,13,17,nnClassifier,10,5,lbfgs,distance,0.5506715506715507
relu,ball_tree,18,entropy,0,0,1,1,1,0,0,0,29,constant,82,log2,17,26,nnClassifier,9,7,adam,uniform,0.5470085470085471
relu,brute,19,gini,1,1,1,1,0,0,1,0,8,invscaling,92,log2,7,19,kneighborsClassifier,6,3,adam,uniform,0.5787545787545788
tanh,brute,32,gini,0,1,1,0,0,0,1,0,32,adaptive,52,auto,14,26,randomForestClassifier,7,9,adam,distance,0.5836385836385837
tanh,ball_tree,27,entropy,1,1,0,0,1,0,1,0,9,invscaling,44,sqrt,2,20,randomForestClassifier,5,9,sgd,uniform,0.7289377289377289
identity,brute,12,gini,0,0,1,1,1,0,1,1,23,constant,13,sqrt,5,16,nnClassifier,5,1,adam,uniform,0.5311355311355311
relu,ball_tree,28,entropy,0,1,1,1,0,0,1,0,29,constant,62,log2,18,28,randomForestClassifier,2,6,adam,uniform,0.5946275946275946
relu,brute,12,gini,0,0,1,0,1,1,0,0,9,invscaling,42,auto,12,9,kneighborsClassifier,1,9,lbfgs,distance,0.9352869352869353
logistic,auto,11,entropy,1,0,0,1,1,0,1,1,40,adaptive,64,sqrt,4,14,randomForestClassifier,7,4,lbfgs,uniform,0.7411477411477412
identity,auto,29,entropy,1,0,1,1,0,0,0,0,26,adaptive,61,log2,4,16,nnClassifier,6,2,sgd,uniform,0.6043956043956044
tanh,kd_tree,18,gini,1,0,0,1,1,0,0,1,26,invscaling,15,sqrt,8,7,kneighborsClassifier,4,10,sgd,uniform,0.7032967032967034
tanh,brute,27,gini,1,0,0,0,1,1,1,0,38,adaptive,85,auto,15,17,kneighborsClassifier,9,4,adam,uniform,0.9194139194139194
tanh,auto,10,gini,1,0,1,0,0,0,0,1,5,adaptive,45,log2,2,13,randomForestClassifier,10,4,lbfgs,distance,0.536019536019536
relu,kd_tree,15,gini,1,1,1,1,1,1,0,0,20,adaptive,63,sqrt,20,7,randomForestClassifier,10,1,adam,uniform,0.9413919413919414
relu,brute,16,entropy,1,0,0,0,0,0,1,1,38,constant,87,log2,20,22,kneighborsClassifier,10,10,lbfgs,uniform,0.5494505494505495
identity,ball_tree,10,gini,1,0,1,0,1,1,0,0,39,invscaling,58,auto,8,20,nnClassifier,1,10,adam,uniform,0.5201465201465202
tanh,kd_tree,16,entropy,1,0,1,0,1,1,0,1,26,adaptive,64,sqrt,10,10,kneighborsClassifier,3,4,lbfgs,distance,0.9328449328449329
tanh,kd_tree,22,gini,0,0,1,0,1,1,0,0,10,adaptive,38,sqrt,19,30,kneighborsClassifier,9,5,adam,distance,0.9377289377289377
tanh,kd_tree,15,gini,1,1,0,0,0,0,1,1,18,constant,3,log2,5,11,nnClassifier,5,8,sgd,distance,0.5885225885225885
relu,ball_tree,16,gini,0,1,0,1,1,1,1,1,17,invscaling,82,auto,4,26,randomForestClassifier,3,8,sgd,uniform,0.9267399267399268
logistic,auto,15,entropy,0,0,1,0,1,0,1,0,25,adaptive,34,auto,19,3,kneighborsClassifier,4,4,lbfgs,distance,0.6764346764346765
tanh,kd_tree,8,gini,1,1,0,0,1,0,0,1,2,adaptive,85,log2,16,27,nnClassifier,6,2,lbfgs,uniform,0.5457875457875457
identity,brute,14,gini,1,1,0,1,0,0,1,0,23,adaptive,86,log2,15,3,nnClassifier,10,5,adam,uniform,0.6031746031746031
tanh,ball_tree,19,entropy,1,0,1,0,1,0,1,1,36,invscaling,65,sqrt,14,2,kneighborsClassifier,10,6,sgd,uniform,0.6898656898656899
tanh,kd_tree,14,gini,1,1,0,0,0,1,1,0,40,constant,74,auto,15,31,randomForestClassifier,1,2,sgd,uniform,0.8107448107448108
tanh,brute,27,gini,1,1,0,0,0,1,0,0,33,invscaling,1,sqrt,10,11,kneighborsClassifier,8,5,sgd,uniform,0.7667887667887668
identity,auto,10,gini,0,1,0,1,0,1,1,1,15,constant,92,sqrt,14,25,nnClassifier,3,3,adam,uniform,0.5482295482295483
tanh,brute,30,gini,1,1,1,1,1,1,1,1,27,invscaling,21,sqrt,17,4,nnClassifier,5,9,adam,uniform,0.514041514041514
logistic,kd_tree,16,gini,0,0,0,1,0,0,1,0,40,invscaling,42,log2,18,31,randomForestClassifier,4,2,adam,distance,0.5860805860805861
logistic,ball_tree,14,entropy,1,0,0,0,0,0,1,0,8,adaptive,39,sqrt,6,9,randomForestClassifier,2,4,adam,uniform,0.575091575091575
relu,auto,32,gini,1,1,1,1,1,0,1,1,2,constant,12,auto,12,27,kneighborsClassifier,4,2,lbfgs,distance,0.652014652014652
logistic,ball_tree,27,gini,1,0,1,0,0,0,1,0,32,invscaling,62,sqrt,16,39,kneighborsClassifier,3,6,adam,uniform,0.5128205128205128
logistic,brute,22,gini,1,1,0,0,1,1,1,0,19,constant,12,log2,10,11,kneighborsClassifier,4,2,sgd,uniform,0.9108669108669109
tanh,brute,27,entropy,0,0,0,0,1,1,1,1,15,constant,84,sqrt,8,23,kneighborsClassifier,3,2,adam,distance,0.9108669108669109
tanh,kd_tree,8,entropy,1,1,0,0,1,1,1,1,12,constant,24,sqrt,19,35,nnClassifier,10,1,sgd,distance,0.5225885225885226
identity,brute,32,entropy,0,1,1,0,0,1,1,1,4,constant,62,log2,7,39,nnClassifier,5,1,sgd,distance,0.5482295482295483
logistic,brute,10,entropy,1,0,0,0,0,0,1,0,14,adaptive,85,sqrt,13,33,nnClassifier,5,3,adam,uniform,0.5702075702075702
logistic,ball_tree,26,entropy,0,1,0,0,1,0,0,1,23,invscaling,78,sqrt,8,4,randomForestClassifier,1,6,adam,uniform,0.7277167277167277
logistic,kd_tree,30,entropy,1,1,1,0,0,1,1,0,30,adaptive,56,auto,4,21,randomForestClassifier,6,9,sgd,uniform,0.8083028083028083
tanh,brute,18,entropy,1,1,0,1,0,0,0,1,15,invscaling,2,sqrt,3,10,kneighborsClassifier,3,2,adam,distance,0.4932844932844933
tanh,brute,26,gini,0,0,0,0,1,0,0,0,13,constant,87,sqrt,15,19,kneighborsClassifier,9,9,lbfgs,distance,0.6935286935286935
logistic,brute,8,gini,0,0,0,0,0,1,1,0,4,adaptive,64,log2,8,40,kneighborsClassifier,7,4,adam,uniform,0.7448107448107448
tanh,ball_tree,13,gini,1,0,1,1,1,0,0,0,5,constant,95,auto,14,26,kneighborsClassifier,6,8,lbfgs,distance,0.7191697191697192
relu,kd_tree,31,entropy,1,1,0,1,1,1,1,1,25,adaptive,8,sqrt,9,12,randomForestClassifier,2,8,sgd,distance,0.9291819291819292
tanh,auto,24,gini,0,1,0,1,0,0,0,1,7,constant,35,sqrt,20,16,randomForestClassifier,1,7,sgd,uniform,0.575091575091575
logistic,ball_tree,23,entropy,1,1,1,0,1,0,0,1,38,adaptive,39,sqrt,3,7,nnClassifier,5,7,lbfgs,distance,0.5421245421245421
