activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,28,entropy,1,1,1,0,1,1,1,1,6,constant,54,auto,12,33,kneighborsClassifier,10,10,lbfgs,uniform,0.9401709401709402
tanh,kd_tree,12,entropy,0,1,0,1,1,1,1,0,12,adaptive,89,auto,12,15,kneighborsClassifier,8,1,adam,uniform,0.905982905982906
tanh,ball_tree,27,gini,1,0,0,0,0,0,0,1,35,constant,64,sqrt,5,13,kneighborsClassifier,10,7,sgd,uniform,0.525030525030525
identity,brute,16,entropy,0,0,0,1,1,0,1,1,12,constant,16,sqrt,4,25,randomForestClassifier,2,10,sgd,distance,0.7423687423687424
identity,kd_tree,13,entropy,1,0,1,1,1,0,1,1,32,invscaling,20,auto,8,19,kneighborsClassifier,2,3,sgd,uniform,0.6678876678876678
tanh,kd_tree,10,entropy,0,0,0,0,0,0,0,1,8,invscaling,33,log2,19,11,kneighborsClassifier,5,3,sgd,uniform,0.5470085470085471
identity,auto,9,gini,0,0,1,0,1,0,1,1,9,adaptive,80,sqrt,2,29,nnClassifier,2,7,lbfgs,distance,0.5457875457875457
logistic,kd_tree,20,entropy,0,1,1,1,1,0,1,1,23,invscaling,29,log2,7,11,kneighborsClassifier,9,1,lbfgs,distance,0.6666666666666666
relu,brute,22,gini,0,0,1,0,0,0,0,1,39,constant,45,sqrt,14,15,randomForestClassifier,10,6,lbfgs,distance,0.5421245421245421
identity,auto,28,entropy,0,1,0,1,1,0,0,1,40,adaptive,91,sqrt,18,30,randomForestClassifier,6,7,sgd,distance,0.7411477411477412
logistic,ball_tree,19,gini,0,1,0,0,0,0,1,0,33,adaptive,26,auto,11,31,nnClassifier,2,5,sgd,distance,0.6214896214896215
relu,ball_tree,20,gini,1,1,0,0,0,1,1,0,27,invscaling,81,sqrt,18,14,kneighborsClassifier,10,9,sgd,uniform,0.796092796092796
relu,kd_tree,30,gini,0,1,1,0,1,0,0,0,10,adaptive,96,log2,13,12,kneighborsClassifier,2,4,lbfgs,uniform,0.6593406593406593
tanh,auto,30,gini,1,0,0,1,1,1,0,0,27,invscaling,15,sqrt,15,38,nnClassifier,5,8,adam,uniform,0.5372405372405372
logistic,kd_tree,20,gini,0,1,1,1,0,1,1,0,28,constant,14,sqrt,5,15,randomForestClassifier,5,1,adam,distance,0.8083028083028083
relu,ball_tree,24,gini,1,1,1,0,0,1,1,0,36,constant,38,auto,3,20,randomForestClassifier,8,9,lbfgs,distance,0.8046398046398047
logistic,auto,29,gini,1,0,0,0,1,1,0,1,5,adaptive,85,log2,19,11,kneighborsClassifier,1,9,adam,distance,0.9352869352869353
identity,kd_tree,11,entropy,1,1,1,0,0,1,1,1,33,constant,11,sqrt,5,5,randomForestClassifier,7,1,sgd,uniform,0.8070818070818071
relu,kd_tree,26,entropy,1,0,0,0,0,1,0,0,16,adaptive,37,auto,11,10,nnClassifier,9,9,adam,uniform,0.5372405372405372
relu,ball_tree,31,gini,1,0,0,0,0,0,1,0,5,adaptive,73,sqrt,18,15,kneighborsClassifier,6,9,lbfgs,distance,0.5433455433455433
logistic,kd_tree,28,gini,0,0,0,1,1,0,1,0,3,invscaling,26,log2,5,39,randomForestClassifier,7,9,sgd,distance,0.7387057387057387
tanh,kd_tree,16,entropy,1,0,0,1,0,0,0,0,39,adaptive,57,log2,16,28,kneighborsClassifier,1,5,sgd,distance,0.49694749694749696
relu,brute,23,gini,0,0,0,1,1,1,0,1,28,constant,41,auto,15,21,kneighborsClassifier,9,1,sgd,distance,0.9084249084249084
identity,ball_tree,16,entropy,1,1,0,0,0,0,1,0,21,invscaling,94,sqrt,7,31,nnClassifier,3,9,sgd,distance,0.6214896214896215
