activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,19,entropy,1,0,0,0,0,1,0,0,27,invscaling,73,auto,18,40,nnClassifier,2,2,lbfgs,uniform,0.518925518925519
identity,auto,23,gini,1,1,1,0,0,1,1,0,3,adaptive,9,sqrt,19,4,kneighborsClassifier,8,9,lbfgs,distance,0.7814407814407814
tanh,kd_tree,21,gini,1,1,0,0,1,0,0,0,4,invscaling,42,sqrt,7,20,randomForestClassifier,7,5,adam,uniform,0.7411477411477412
tanh,auto,24,gini,1,1,0,0,1,1,1,1,3,constant,66,auto,11,28,kneighborsClassifier,10,4,adam,uniform,0.9230769230769231
relu,kd_tree,12,entropy,0,0,0,1,0,1,1,1,40,adaptive,23,log2,6,30,kneighborsClassifier,5,4,sgd,distance,0.7582417582417582
tanh,auto,16,entropy,0,1,1,0,1,1,0,0,10,invscaling,71,log2,20,27,randomForestClassifier,2,9,sgd,uniform,0.9206349206349206
logistic,ball_tree,27,gini,1,0,0,0,1,1,1,1,30,invscaling,61,auto,2,6,randomForestClassifier,5,10,adam,distance,0.9230769230769231
relu,auto,30,gini,0,0,1,1,1,0,1,0,23,adaptive,62,sqrt,14,31,kneighborsClassifier,4,2,lbfgs,distance,0.663003663003663
relu,kd_tree,12,entropy,1,1,1,0,0,0,1,1,40,adaptive,5,sqrt,10,31,kneighborsClassifier,9,9,sgd,distance,0.5531135531135531
identity,brute,15,entropy,0,1,0,0,0,1,0,0,39,adaptive,8,log2,8,26,nnClassifier,2,6,lbfgs,distance,0.5213675213675214
tanh,auto,29,entropy,0,1,0,0,1,1,0,1,24,invscaling,98,auto,20,11,randomForestClassifier,3,5,lbfgs,uniform,0.9218559218559218
tanh,auto,22,gini,0,1,1,0,1,0,1,1,36,invscaling,98,log2,14,13,randomForestClassifier,9,8,lbfgs,distance,0.7423687423687424
identity,ball_tree,20,entropy,0,1,1,1,0,0,1,1,4,invscaling,75,auto,11,24,kneighborsClassifier,6,2,lbfgs,uniform,0.47741147741147744
identity,kd_tree,28,gini,1,0,0,0,0,0,0,0,33,constant,94,auto,8,25,kneighborsClassifier,5,9,sgd,distance,0.5238095238095238
identity,kd_tree,29,entropy,1,1,1,0,1,0,1,1,6,adaptive,36,auto,19,13,kneighborsClassifier,5,1,lbfgs,uniform,0.6446886446886447
identity,ball_tree,23,entropy,0,0,0,0,0,0,1,0,9,invscaling,33,log2,5,7,nnClassifier,1,9,sgd,distance,0.40293040293040294
identity,ball_tree,29,entropy,0,1,1,1,1,0,0,0,25,invscaling,54,sqrt,17,26,kneighborsClassifier,7,9,lbfgs,distance,0.7106227106227107
identity,kd_tree,19,entropy,1,1,0,0,0,0,1,1,23,constant,70,sqrt,11,32,kneighborsClassifier,1,4,adam,distance,0.5347985347985348
logistic,ball_tree,30,entropy,1,0,1,1,1,1,0,1,9,adaptive,43,log2,20,24,nnClassifier,10,8,adam,uniform,0.4932844932844933
logistic,auto,18,gini,1,0,1,1,1,1,0,1,3,constant,58,log2,4,4,randomForestClassifier,8,2,lbfgs,uniform,0.9206349206349206
relu,kd_tree,16,gini,1,1,0,0,1,0,0,0,23,constant,20,log2,7,31,nnClassifier,2,9,adam,distance,0.5470085470085471
identity,auto,15,entropy,0,0,0,1,0,1,1,1,25,adaptive,59,auto,3,23,kneighborsClassifier,10,2,sgd,uniform,0.6837606837606838
logistic,ball_tree,22,entropy,1,1,1,1,1,1,1,1,6,adaptive,80,log2,19,11,nnClassifier,7,3,lbfgs,distance,0.4810744810744811
identity,ball_tree,12,gini,1,0,1,0,1,1,1,0,34,adaptive,5,auto,13,16,randomForestClassifier,7,4,adam,distance,0.9230769230769231
relu,kd_tree,11,gini,1,0,1,1,0,0,0,0,22,adaptive,15,auto,8,38,randomForestClassifier,9,5,sgd,uniform,0.5921855921855922
relu,auto,14,gini,1,1,1,1,0,0,0,0,8,invscaling,90,auto,19,36,nnClassifier,1,9,sgd,uniform,0.6105006105006106
identity,auto,19,entropy,1,0,0,1,0,0,0,0,22,constant,51,log2,7,21,randomForestClassifier,3,9,adam,distance,0.5531135531135531
relu,kd_tree,24,entropy,1,1,1,1,1,0,1,1,18,adaptive,66,log2,14,31,nnClassifier,9,1,adam,distance,0.5311355311355311
tanh,ball_tree,11,gini,1,1,1,0,0,1,0,1,19,invscaling,55,auto,9,40,kneighborsClassifier,2,5,lbfgs,distance,0.7594627594627594
relu,auto,28,gini,1,0,1,1,1,1,1,0,16,adaptive,92,log2,4,7,randomForestClassifier,10,4,lbfgs,distance,0.9291819291819292
identity,ball_tree,31,entropy,0,0,1,1,1,1,0,0,19,constant,64,auto,11,7,kneighborsClassifier,10,4,sgd,distance,0.9230769230769231
relu,auto,17,gini,0,0,0,0,1,1,0,1,37,constant,21,sqrt,5,39,randomForestClassifier,3,10,sgd,uniform,0.9206349206349206
relu,brute,9,gini,0,0,1,1,1,1,1,1,38,adaptive,21,log2,14,10,kneighborsClassifier,2,6,adam,distance,0.9365079365079365
logistic,brute,27,entropy,0,0,0,1,0,0,0,0,13,constant,66,log2,15,11,kneighborsClassifier,8,7,lbfgs,distance,0.5177045177045178
relu,ball_tree,12,entropy,0,0,0,0,0,0,0,0,37,constant,16,sqrt,19,18,randomForestClassifier,8,10,sgd,uniform,0
relu,brute,8,entropy,1,1,0,1,0,0,1,1,38,invscaling,9,sqrt,15,39,nnClassifier,8,10,adam,distance,0.5177045177045178
identity,auto,20,gini,1,1,0,0,1,1,0,1,21,adaptive,46,sqrt,15,9,randomForestClassifier,2,4,sgd,uniform,0.9181929181929182
identity,auto,9,gini,0,0,1,0,0,1,0,1,35,adaptive,37,sqrt,7,32,randomForestClassifier,4,9,sgd,distance,0.8058608058608059
logistic,brute,20,gini,1,0,1,1,1,1,1,1,21,adaptive,74,log2,8,2,kneighborsClassifier,5,7,sgd,distance,0.9316239316239316
relu,auto,15,entropy,1,1,0,0,0,1,1,1,5,adaptive,31,sqrt,5,31,randomForestClassifier,10,8,lbfgs,uniform,0.7985347985347986
identity,ball_tree,11,gini,0,1,1,1,0,1,1,1,5,constant,73,log2,12,14,nnClassifier,4,2,lbfgs,uniform,0.5152625152625152
tanh,ball_tree,20,gini,1,1,1,0,0,1,0,0,23,invscaling,83,log2,16,27,randomForestClassifier,3,9,sgd,uniform,0.8021978021978022
logistic,kd_tree,30,entropy,0,1,1,1,1,1,1,0,39,invscaling,90,auto,13,35,nnClassifier,9,8,lbfgs,distance,0.48595848595848595
logistic,auto,14,entropy,1,1,1,1,1,0,1,0,14,constant,62,log2,4,21,kneighborsClassifier,8,2,adam,uniform,0.6031746031746031
identity,kd_tree,30,gini,0,1,0,0,1,0,0,1,39,adaptive,70,sqrt,5,6,nnClassifier,2,5,sgd,uniform,0.5347985347985348
relu,ball_tree,8,entropy,1,0,1,0,0,0,0,1,17,constant,9,auto,9,5,nnClassifier,1,10,lbfgs,distance,0.5506715506715507
identity,ball_tree,30,gini,0,1,0,0,1,1,1,0,8,adaptive,5,log2,20,30,nnClassifier,4,5,adam,uniform,0.49206349206349204
logistic,kd_tree,28,gini,0,1,1,0,0,0,0,1,39,invscaling,22,log2,10,40,nnClassifier,4,9,lbfgs,distance,0.5982905982905983
logistic,auto,23,entropy,1,1,1,1,1,1,0,0,23,adaptive,63,log2,10,32,kneighborsClassifier,10,9,lbfgs,distance,0.9255189255189256
identity,brute,16,entropy,0,1,0,1,0,1,1,0,22,invscaling,36,auto,8,6,kneighborsClassifier,7,4,lbfgs,uniform,0.7374847374847375
relu,kd_tree,19,gini,0,0,0,0,1,0,1,0,31,adaptive,4,log2,15,31,kneighborsClassifier,3,2,lbfgs,distance,0.6556776556776557
logistic,auto,16,gini,0,1,1,1,1,0,0,1,14,invscaling,100,auto,20,22,kneighborsClassifier,4,8,adam,uniform,0.7008547008547008
tanh,brute,26,entropy,1,0,1,1,1,1,0,1,16,invscaling,87,log2,5,10,randomForestClassifier,5,8,lbfgs,uniform,0.9255189255189256
logistic,ball_tree,15,entropy,1,1,0,0,0,1,0,0,14,adaptive,47,log2,10,27,kneighborsClassifier,1,9,lbfgs,distance,0.7924297924297924
identity,auto,10,gini,0,1,1,0,1,1,1,0,34,invscaling,83,log2,4,11,kneighborsClassifier,7,1,adam,distance,0.9194139194139194
logistic,kd_tree,28,gini,1,1,1,0,1,1,0,1,13,adaptive,96,sqrt,6,27,kneighborsClassifier,3,2,sgd,uniform,0.8864468864468864
logistic,brute,26,gini,0,0,1,0,0,1,0,0,7,invscaling,21,log2,5,32,kneighborsClassifier,3,7,lbfgs,uniform,0.7802197802197802
relu,brute,29,gini,0,1,1,0,1,1,0,1,18,invscaling,18,log2,20,5,nnClassifier,10,1,lbfgs,uniform,0.4932844932844933
logistic,brute,13,gini,0,1,1,1,0,0,1,0,32,invscaling,94,log2,17,13,nnClassifier,1,1,lbfgs,distance,0.6105006105006106
relu,kd_tree,19,gini,1,0,0,1,0,0,1,1,35,adaptive,3,sqrt,18,29,kneighborsClassifier,10,4,adam,distance,0.5323565323565324
logistic,auto,18,entropy,1,1,0,1,1,0,0,0,22,adaptive,70,log2,2,13,kneighborsClassifier,10,3,adam,distance,0.6788766788766789
relu,ball_tree,24,entropy,1,1,0,0,0,1,1,0,21,adaptive,26,auto,12,38,randomForestClassifier,7,1,sgd,distance,0.7936507936507936
tanh,auto,9,gini,1,1,0,1,1,0,1,1,27,constant,56,auto,2,38,randomForestClassifier,1,6,adam,uniform,0.746031746031746
logistic,kd_tree,21,entropy,1,0,1,1,1,0,1,0,15,constant,83,sqrt,11,27,kneighborsClassifier,10,10,sgd,uniform,0.7216117216117216
logistic,kd_tree,16,gini,0,0,1,1,0,0,1,1,40,adaptive,7,sqrt,14,11,kneighborsClassifier,3,8,adam,distance,0.5470085470085471
logistic,kd_tree,17,gini,1,0,1,1,0,0,0,0,18,constant,100,log2,4,21,nnClassifier,6,7,lbfgs,distance,0.608058608058608
tanh,ball_tree,27,entropy,1,0,1,0,0,0,0,1,38,constant,5,auto,16,19,randomForestClassifier,6,2,sgd,uniform,0.5824175824175825
logistic,brute,9,gini,1,1,1,0,0,1,1,0,28,constant,73,sqrt,17,35,kneighborsClassifier,7,1,adam,uniform,0.7118437118437119
