activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,29,entropy,1,0,0,1,0,1,1,0,25,adaptive,38,sqrt,16,33,nnClassifier,4,1,adam,distance,0.5152625152625152
identity,brute,22,entropy,1,0,1,0,0,1,1,1,6,invscaling,31,auto,16,35,randomForestClassifier,8,2,adam,uniform,0.8034188034188035
logistic,auto,31,entropy,0,1,1,1,1,0,1,1,23,constant,74,sqrt,18,4,nnClassifier,4,4,sgd,uniform,0.5421245421245421
relu,auto,24,entropy,0,1,0,0,0,1,0,1,23,adaptive,98,auto,3,4,kneighborsClassifier,9,9,lbfgs,distance,0.7765567765567766
tanh,brute,12,entropy,1,0,0,1,0,1,0,1,19,constant,49,sqrt,7,26,nnClassifier,9,6,adam,uniform,0.5103785103785103
relu,kd_tree,27,entropy,0,1,1,0,1,1,0,1,10,constant,35,log2,2,30,randomForestClassifier,2,3,lbfgs,uniform,0.9230769230769231
tanh,auto,18,gini,1,0,1,0,1,1,1,0,39,invscaling,30,sqrt,16,29,nnClassifier,3,10,lbfgs,uniform,0.4908424908424908
relu,auto,10,gini,0,0,0,0,0,1,1,1,13,invscaling,82,sqrt,11,13,randomForestClassifier,7,2,sgd,distance,0.8095238095238095
tanh,kd_tree,8,gini,0,0,0,0,0,1,1,1,33,constant,86,sqrt,5,31,nnClassifier,6,6,sgd,uniform,0.518925518925519
tanh,ball_tree,16,entropy,1,1,1,0,1,0,1,1,7,constant,37,auto,9,27,randomForestClassifier,1,6,sgd,uniform,0.746031746031746
logistic,ball_tree,16,entropy,0,0,1,1,0,1,1,0,30,invscaling,36,log2,19,13,kneighborsClassifier,8,9,sgd,uniform,0.7912087912087912
tanh,brute,14,gini,0,0,1,0,0,1,1,0,5,constant,76,auto,20,21,randomForestClassifier,1,7,adam,distance,0.8070818070818071
tanh,brute,29,entropy,0,0,1,0,1,0,1,0,3,invscaling,68,auto,8,25,nnClassifier,4,4,lbfgs,uniform,0.5409035409035409
relu,kd_tree,25,entropy,1,0,1,0,0,1,0,0,12,invscaling,87,auto,15,5,kneighborsClassifier,3,1,adam,uniform,0.7032967032967034
relu,kd_tree,12,gini,1,0,1,0,0,0,0,1,40,invscaling,41,auto,9,33,nnClassifier,7,9,sgd,distance,0.6105006105006106
relu,ball_tree,18,gini,1,0,1,0,0,1,1,0,27,invscaling,44,log2,2,27,kneighborsClassifier,1,7,adam,uniform,0.796092796092796
identity,ball_tree,32,gini,1,1,0,1,0,1,0,1,12,invscaling,13,log2,20,37,kneighborsClassifier,8,7,adam,uniform,0.7826617826617827
identity,brute,19,entropy,0,0,1,1,1,1,0,0,4,invscaling,43,sqrt,4,14,kneighborsClassifier,10,5,sgd,uniform,0.9267399267399268
identity,kd_tree,31,gini,1,1,0,0,1,0,0,0,39,invscaling,53,log2,15,11,nnClassifier,10,7,adam,uniform,0.5323565323565324
identity,kd_tree,18,entropy,0,1,1,1,1,0,0,1,36,invscaling,26,auto,10,26,randomForestClassifier,1,10,adam,distance,0.7387057387057387
tanh,brute,26,entropy,0,0,0,1,0,0,0,1,38,constant,17,log2,20,4,nnClassifier,3,8,lbfgs,uniform,0.5995115995115995
tanh,auto,13,entropy,1,0,1,1,0,0,1,1,6,adaptive,40,sqrt,4,33,nnClassifier,5,3,adam,distance,0.5531135531135531
relu,ball_tree,23,gini,0,1,1,0,0,0,0,1,10,adaptive,58,log2,15,39,randomForestClassifier,9,4,adam,uniform,0.557997557997558
logistic,brute,24,entropy,0,0,1,1,1,0,0,1,20,adaptive,60,auto,12,13,kneighborsClassifier,10,2,sgd,distance,0.6581196581196581
logistic,kd_tree,8,gini,1,1,1,0,0,0,0,1,16,adaptive,64,sqrt,5,16,nnClassifier,1,1,sgd,uniform,0.6105006105006106
logistic,ball_tree,8,entropy,0,1,1,0,0,0,1,0,38,constant,98,auto,8,7,nnClassifier,5,6,lbfgs,uniform,0.5934065934065934
tanh,ball_tree,10,gini,0,0,0,1,1,0,0,0,26,adaptive,18,log2,6,11,randomForestClassifier,9,8,sgd,uniform,0.7338217338217338
logistic,brute,12,entropy,1,1,1,0,1,1,0,0,2,adaptive,5,sqrt,2,32,nnClassifier,7,9,sgd,uniform,0.4945054945054945
tanh,ball_tree,14,gini,1,0,0,0,0,0,1,1,3,invscaling,24,log2,4,22,kneighborsClassifier,10,9,sgd,uniform,0.5628815628815629
relu,auto,10,gini,1,0,0,0,0,1,0,1,11,constant,88,sqrt,2,34,randomForestClassifier,5,4,lbfgs,uniform,0.8046398046398047
identity,ball_tree,28,gini,0,1,0,1,1,1,0,0,23,constant,36,sqrt,10,7,kneighborsClassifier,9,10,sgd,distance,0.9157509157509157
relu,ball_tree,26,entropy,1,1,1,1,1,1,1,0,11,invscaling,24,auto,8,12,randomForestClassifier,2,8,adam,uniform,0.9267399267399268
