activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,17,gini,1,0,0,11,constant,37,auto,11,13,kneighborsClassifier,4,10,adam,distance,0.9634748272458046
logistic,kd_tree,18,entropy,1,0,1,26,constant,31,log2,8,29,randomForestClassifier,7,5,lbfgs,distance,0.9703849950641659
relu,kd_tree,10,gini,0,0,1,12,invscaling,57,log2,15,38,nnClassifier,9,6,adam,uniform,0.945705824284304
relu,auto,17,gini,0,1,0,2,constant,5,auto,18,23,nnClassifier,4,8,adam,distance,0.9644619940769991
logistic,auto,12,entropy,1,0,0,37,invscaling,73,log2,8,6,nnClassifier,5,9,adam,uniform,0.9644619940769991
identity,kd_tree,15,gini,0,1,0,2,adaptive,66,log2,10,3,kneighborsClassifier,10,4,sgd,uniform,0.9634748272458046
tanh,ball_tree,23,gini,0,1,0,40,constant,56,auto,15,5,kneighborsClassifier,2,3,adam,distance,0.9634748272458046
identity,kd_tree,23,entropy,0,1,0,17,adaptive,83,auto,17,21,kneighborsClassifier,3,4,lbfgs,distance,0.9634748272458046
relu,ball_tree,13,entropy,0,1,1,12,adaptive,8,sqrt,9,4,kneighborsClassifier,3,8,lbfgs,uniform,0.9634748272458046
identity,auto,21,entropy,1,1,1,4,adaptive,31,log2,16,36,nnClassifier,4,5,sgd,uniform,0.9437314906219151
logistic,ball_tree,16,entropy,0,1,0,22,invscaling,61,sqrt,13,23,nnClassifier,5,5,adam,uniform,0.9644619940769991
tanh,kd_tree,16,entropy,0,1,0,38,invscaling,30,sqrt,19,25,nnClassifier,7,6,lbfgs,uniform,0.9644619940769991
relu,ball_tree,32,entropy,1,1,1,32,adaptive,27,log2,20,39,nnClassifier,9,4,lbfgs,distance,0.9387956564659428
logistic,kd_tree,19,gini,1,1,0,15,invscaling,33,log2,15,35,randomForestClassifier,3,2,adam,uniform,0.9634748272458046
logistic,brute,11,gini,1,0,1,14,constant,52,auto,9,40,kneighborsClassifier,9,4,lbfgs,distance,0.9585389930898321
identity,auto,24,entropy,0,0,0,33,invscaling,40,sqrt,19,5,randomForestClassifier,6,5,sgd,distance,0.0
identity,brute,18,gini,0,1,0,21,adaptive,15,auto,3,9,nnClassifier,8,5,adam,distance,0.9644619940769991
logistic,brute,22,gini,0,0,0,33,constant,68,log2,10,12,kneighborsClassifier,2,6,adam,distance,0.0
