activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,8,gini,0,1,0,16,invscaling,84,auto,20,29,randomForestClassifier,5,8,lbfgs,uniform,0.9565646594274433
logistic,auto,12,gini,0,0,0,11,invscaling,36,log2,3,27,nnClassifier,10,1,lbfgs,uniform,0.0
logistic,ball_tree,23,gini,1,0,0,3,constant,12,sqrt,4,34,randomForestClassifier,5,5,sgd,uniform,0.9565646594274433
relu,auto,20,gini,0,0,1,37,invscaling,100,sqrt,13,28,nnClassifier,4,8,lbfgs,distance,0.9397828232971372
logistic,kd_tree,18,gini,0,1,1,17,invscaling,69,auto,10,18,randomForestClassifier,7,3,adam,distance,0.9644619940769991
identity,auto,23,entropy,0,0,0,33,invscaling,60,sqrt,5,24,nnClassifier,5,5,sgd,uniform,0.0
relu,brute,20,entropy,1,1,0,16,constant,45,auto,5,30,randomForestClassifier,4,2,adam,uniform,0.9565646594274433
logistic,kd_tree,30,entropy,0,1,0,20,invscaling,92,log2,7,40,randomForestClassifier,10,10,sgd,distance,0.9565646594274433
identity,brute,20,entropy,0,1,1,23,constant,32,auto,5,21,kneighborsClassifier,8,6,adam,distance,0.9516288252714709
logistic,auto,19,gini,0,0,1,24,constant,47,log2,7,13,randomForestClassifier,6,10,adam,uniform,0.9624876604146101
relu,brute,29,entropy,0,1,0,11,constant,23,sqrt,12,8,randomForestClassifier,1,9,lbfgs,distance,0.9565646594274433
relu,kd_tree,25,gini,1,0,0,17,adaptive,26,sqrt,11,30,nnClassifier,6,7,sgd,distance,0.9575518262586377
logistic,brute,15,gini,0,0,1,10,adaptive,45,auto,12,26,nnClassifier,5,6,adam,distance,0.9358341559723593
logistic,auto,10,entropy,0,0,0,18,adaptive,93,auto,6,13,nnClassifier,8,1,sgd,uniform,0.0
identity,brute,17,entropy,1,0,1,4,adaptive,52,log2,11,14,kneighborsClassifier,1,5,sgd,distance,0.9506416584402764
tanh,ball_tree,13,entropy,1,0,1,23,invscaling,83,auto,15,37,nnClassifier,3,4,lbfgs,distance,0.9368213228035538
identity,auto,8,entropy,0,1,0,6,adaptive,35,log2,11,38,kneighborsClassifier,5,10,lbfgs,uniform,0.9565646594274433
identity,auto,29,entropy,1,1,1,3,invscaling,69,sqrt,13,28,kneighborsClassifier,10,7,sgd,distance,0.9526159921026653
relu,kd_tree,30,entropy,1,0,0,32,adaptive,54,log2,12,23,nnClassifier,6,9,adam,uniform,0.9575518262586377
identity,auto,32,gini,1,1,1,38,adaptive,61,sqrt,17,31,randomForestClassifier,8,4,adam,distance,0.9664363277393879
identity,auto,32,gini,1,1,1,38,adaptive,61,sqrt,17,31,randomForestClassifier,8,4,adam,distance,0.9664363277393879
logistic,kd_tree,18,gini,0,1,1,17,invscaling,69,auto,10,18,randomForestClassifier,7,3,adam,distance,0.9644619940769991
logistic,auto,19,gini,0,0,1,24,constant,47,log2,7,13,randomForestClassifier,6,10,adam,uniform,0.9624876604146101
relu,kd_tree,25,gini,1,0,0,17,adaptive,26,sqrt,11,30,nnClassifier,6,7,sgd,distance,0.9575518262586377
relu,kd_tree,30,entropy,1,0,0,32,adaptive,54,log2,12,23,nnClassifier,6,9,adam,uniform,0.9575518262586377
relu,kd_tree,8,gini,0,1,0,16,invscaling,84,auto,20,29,randomForestClassifier,5,8,lbfgs,uniform,0.9565646594274433
logistic,ball_tree,23,gini,1,0,0,3,constant,12,sqrt,4,34,randomForestClassifier,5,5,sgd,uniform,0.9565646594274433
relu,brute,20,entropy,1,1,0,16,constant,45,auto,5,30,randomForestClassifier,4,2,adam,uniform,0.9565646594274433
logistic,kd_tree,30,entropy,0,1,0,20,invscaling,92,log2,7,40,randomForestClassifier,10,10,sgd,distance,0.9565646594274433
relu,brute,29,entropy,0,1,0,11,constant,23,sqrt,12,8,randomForestClassifier,1,9,lbfgs,distance,0.9565646594274433
identity,auto,32,gini,1,1,1,38,invscaling,69,auto,10,18,randomForestClassifier,7,3,adam,distance,0.9654491609081934
logistic,kd_tree,18,gini,0,1,1,17,constant,47,log2,7,13,randomForestClassifier,6,10,adam,uniform,0.9644619940769991
logistic,auto,19,gini,0,0,1,24,adaptive,26,sqrt,11,30,nnClassifier,6,7,sgd,distance,0.9358341559723593
relu,kd_tree,25,gini,1,0,0,17,adaptive,54,auto,12,23,nnClassifier,6,9,adam,uniform,0.9575518262586377
