activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,14,entropy,1,0,0,17,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
tanh,auto,29,gini,0,0,0,17,adaptive,65,log2,11,28,kneighborsClassifier,5,6,adam,uniform,0.0
tanh,kd_tree,8,entropy,0,1,1,11,constant,95,log2,5,36,kneighborsClassifier,6,7,sgd,distance,0.9605133267522211
identity,ball_tree,25,entropy,1,1,1,4,constant,24,log2,20,10,kneighborsClassifier,8,10,adam,uniform,0.9595261599210266
tanh,kd_tree,22,gini,1,1,1,28,adaptive,33,log2,11,19,kneighborsClassifier,9,3,lbfgs,uniform,0.9555774925962488
relu,kd_tree,18,entropy,0,1,1,23,constant,25,auto,8,19,randomForestClassifier,9,5,adam,distance,0.9634748272458046
logistic,kd_tree,32,gini,0,1,1,20,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,auto,12,gini,1,0,0,29,invscaling,84,log2,16,39,randomForestClassifier,2,3,adam,distance,0.9595261599210266
tanh,brute,14,gini,1,0,0,5,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,kd_tree,26,gini,1,0,0,37,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9693978282329714
identity,auto,28,gini,0,1,1,39,adaptive,60,sqrt,5,7,nnClassifier,3,5,lbfgs,uniform,0.9555774925962488
relu,auto,24,gini,0,1,0,5,constant,95,log2,18,25,kneighborsClassifier,6,7,sgd,uniform,0.9595261599210266
identity,brute,22,gini,0,0,0,24,constant,36,auto,17,16,randomForestClassifier,1,10,sgd,distance,0.0
tanh,ball_tree,23,entropy,0,1,1,2,constant,19,log2,9,39,randomForestClassifier,8,10,sgd,uniform,0.9634748272458046
relu,kd_tree,14,gini,1,0,1,7,invscaling,25,sqrt,3,35,randomForestClassifier,5,8,adam,distance,0.9624876604146101
logistic,brute,20,gini,0,1,1,23,constant,87,log2,15,14,randomForestClassifier,4,8,adam,uniform,0.9634748272458046
identity,auto,14,entropy,0,1,0,33,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
tanh,ball_tree,29,gini,0,1,1,27,constant,49,sqrt,17,16,kneighborsClassifier,1,7,adam,distance,0.9605133267522211
relu,ball_tree,14,entropy,1,0,0,17,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
logistic,kd_tree,32,gini,0,1,1,20,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
tanh,brute,14,gini,1,0,0,5,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,kd_tree,26,gini,1,0,0,37,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,kd_tree,18,entropy,0,1,1,23,constant,25,auto,8,19,randomForestClassifier,9,5,adam,distance,0.9634748272458046
tanh,ball_tree,23,entropy,0,1,1,2,constant,19,log2,9,39,randomForestClassifier,8,10,sgd,uniform,0.9634748272458046
logistic,brute,20,gini,0,1,1,23,constant,87,log2,15,14,randomForestClassifier,4,8,adam,uniform,0.9634748272458046
relu,brute,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,kd_tree,32,gini,0,0,1,20,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9545903257650543
tanh,brute,14,gini,0,0,0,5,constant,99,auto,12,19,nnClassifier,2,3,adam,uniform,0.0
logistic,ball_tree,19,entropy,0,0,1,36,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9536031589338598
logistic,brute,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,constant,25,auto,8,19,randomForestClassifier,9,5,adam,distance,0.9595261599210266
logistic,kd_tree,18,entropy,0,1,1,23,constant,19,log2,9,39,randomForestClassifier,8,10,sgd,uniform,0.9634748272458046
tanh,ball_tree,23,entropy,0,1,1,2,constant,87,log2,15,14,randomForestClassifier,4,8,adam,uniform,0.9634748272458046
logistic,brute,20,gini,0,1,1,24,constant,41,log2,12,21,nnClassifier,4,10,lbfgs,distance,0.9536031589338598
relu,ball_tree,14,entropy,1,0,0,17,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
logistic,kd_tree,32,gini,0,1,1,20,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
tanh,brute,14,gini,1,0,0,5,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,kd_tree,26,gini,1,0,0,37,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,brute,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,ball_tree,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,18,gini,0,1,1,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9555774925962488
logistic,kd_tree,32,gini,0,1,1,20,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9536031589338598
tanh,brute,14,gini,1,0,0,5,constant,99,auto,3,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9536031589338598
logistic,kd_tree,26,gini,1,0,0,37,invscaling,65,auto,20,40,kneighborsClassifier,7,9,lbfgs,distance,0.9585389930898321
identity,brute,14,gini,0,1,0,33,constant,83,auto,5,26,randomForestClassifier,9,3,adam,uniform,0.9595261599210266
relu,brute,14,entropy,1,0,0,17,constant,24,log2,14,33,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
