activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,14,entropy,1,0,0,17,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
logistic,kd_tree,32,gini,0,1,1,20,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
tanh,brute,14,gini,1,0,0,5,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,kd_tree,26,gini,1,0,0,37,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,brute,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,ball_tree,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,sqrt,14,19,nnClassifier,2,1,lbfgs,distance,0.9693978282329714
logistic,kd_tree,32,gini,0,1,1,20,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9536031589338598
tanh,brute,14,gini,1,0,0,5,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9536031589338598
logistic,kd_tree,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
identity,auto,14,entropy,1,1,0,33,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
relu,brute,14,entropy,1,0,0,17,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,constant,41,log2,11,21,nnClassifier,5,10,lbfgs,distance,0.9693978282329714
relu,ball_tree,14,entropy,1,0,0,17,constant,41,log2,11,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
logistic,kd_tree,32,gini,0,1,1,20,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
tanh,brute,14,gini,1,0,0,5,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,kd_tree,26,gini,1,0,0,37,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,brute,14,entropy,1,0,0,17,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
relu,ball_tree,14,entropy,1,0,0,17,constant,83,log2,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
identity,kd_tree,11,gini,0,1,0,29,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9693978282329714
logistic,kd_tree,32,gini,0,1,0,20,constant,82,log2,18,2,nnClassifier,4,6,lbfgs,distance,0.9693978282329714
tanh,brute,14,gini,1,0,0,5,constant,99,auto,12,19,nnClassifier,2,3,sgd,uniform,0.9693978282329714
logistic,ball_tree,19,entropy,0,0,1,36,invscaling,95,log2,6,27,nnClassifier,3,3,lbfgs,uniform,0.9536031589338598
logistic,kd_tree,26,gini,1,0,0,37,invscaling,65,auto,20,40,nnClassifier,7,9,lbfgs,distance,0.9693978282329714
identity,auto,14,entropy,0,1,0,33,constant,83,auto,5,26,nnClassifier,9,3,adam,uniform,0.9693978282329714
relu,brute,14,entropy,1,0,1,17,constant,6,log2,14,19,nnClassifier,2,10,lbfgs,distance,0.9536031589338598
identity,kd_tree,11,gini,0,1,0,29,invscaling,19,auto,20,40,nnClassifier,3,9,lbfgs,distance,0.9693978282329714
logistic,brute,26,gini,1,0,0,37,constant,41,log2,2,21,nnClassifier,4,10,lbfgs,distance,0.9693978282329714
