,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
85,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,56.0,log2,15.0,9.0,None,None,None,None,0.8974358974358975,ok,367.0892260479741
86,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,56.0,log2,16.0,3.0,None,None,None,None,0.8925518925518926,ok,369.67544938693754
87,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,1.0,None,uniform,0.5885225885225885,ok,369.7905030848924
88,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,68.0,log2,15.0,9.0,None,None,None,None,0.8864468864468864,ok,372.8768586809747
89,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,nnClassifier,logistic,None,32,None,None,constant,None,None,None,None,1,None,lbfgs,None,0.4908424908424908,ok,376.73098089988343
90,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,42.0,sqrt,12.0,15.0,None,None,None,None,0.8962148962148963,ok,379.30310791986994
91,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,49.0,auto,12.0,20.0,None,None,None,None,0.6715506715506715,ok,382.00822695787065
92,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,kneighborsClassifier,None,brute,None,None,27.0,None,None,None,None,None,None,4.0,None,distance,0.6007326007326007,ok,382.17638033488765
93,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,76.0,log2,20.0,8.0,None,None,None,None,0.8974358974358975,ok,384.6421072210651
94,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,nnClassifier,identity,None,29,None,None,adaptive,None,None,None,None,4,None,sgd,None,0.47985347985347987,ok,391.0638452109415
95,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,79.0,log2,19.0,7.0,None,None,None,None,0.8888888888888888,ok,393.4492501579225
96,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,86.0,log2,19.0,34.0,None,None,None,None,0.6666666666666666,ok,397.4414540720172
