,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
42,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,1,None,uniform,0.6141636141636142,ok,147.58599311904982
43,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,92.0,log2,2.0,4.0,None,None,None,None,0.8656898656898657,ok,152.53014088585041
44,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,nnClassifier,tanh,None,31.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.5018315018315018,ok,168.83255750499666
45,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,94.0,log2,3.0,6.0,None,None,None,None,0.8632478632478633,ok,171.18428987101652
46,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,87.0,log2,2.0,9.0,None,None,None,None,0.48717948717948717,ok,174.95929941395298
47,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,17,None,None,None,None,None,None,3,None,distance,0.6862026862026862,ok,175.04296801495366
48,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,nnClassifier,relu,None,8.0,None,None,adaptive,None,None,None,None,4.0,None,lbfgs,None,0.49206349206349204,ok,178.1617319630459
49,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,auto,4.0,13.0,None,None,None,None,0.8669108669108669,ok,182.0191758980509
50,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,42.0,auto,4.0,6.0,None,None,None,None,0.5213675213675214,ok,187.39902310306206
51,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,nnClassifier,identity,None,26.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.4822954822954823,ok,192.43627607193775
52,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,52.0,log2,10.0,16.0,None,None,None,None,0.8656898656898657,ok,194.58861307497136
53,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,kneighborsClassifier,None,auto,None,None,8,None,None,None,None,None,None,7,None,uniform,0.514041514041514,ok,194.70713220792823
54,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,auto,9.0,13.0,None,None,None,None,0.8656898656898657,ok,198.92445036699064
55,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,59.0,auto,4.0,2.0,None,None,None,None,0.8656898656898657,ok,202.57794312993065
56,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.514041514041514,ok,208.23648033407517
57,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,auto,7.0,11.0,None,None,None,None,0.8705738705738706,ok,211.67308394890279
58,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,4,None,distance,0.5860805860805861,ok,211.95044682105072
59,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,78.0,auto,7.0,6.0,None,None,None,None,0.5152625152625152,ok,216.59017914393917
60,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,85.0,auto,9.0,11.0,None,None,None,None,0.8656898656898657,ok,219.85213688388467
61,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,76.0,auto,11.0,4.0,None,None,None,None,0.8632478632478633,ok,223.01365613704547
62,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,nnClassifier,identity,None,11.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.47863247863247865,ok,235.44393166108057
63,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,67.0,auto,6.0,10.0,None,None,None,None,0.47741147741147744,ok,240.00319848605432
64,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,1,None,uniform,0.6153846153846154,ok,240.20398596394807
65,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,log2,3.0,18.0,None,None,None,None,0.8669108669108669,ok,243.88755518198013
66,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,85.0,log2,3.0,15.0,None,None,None,None,0.8717948717948718,ok,247.6433663398493
67,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,82.0,log2,5.0,15.0,None,None,None,None,0.8583638583638583,ok,251.24406508286484
68,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,74.0,log2,6.0,7.0,None,None,None,None,0.8608058608058609,ok,254.81576424185187
69,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,63.0,log2,3.0,25.0,None,None,None,None,0.8693528693528694,ok,258.4477299200371
70,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,62.0,log2,3.0,24.0,None,None,None,None,0.8693528693528694,ok,262.0334596638568
71,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,auto,8.0,23.0,None,None,None,None,0.8681318681318682,ok,265.51995453890413
72,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,log2,5.0,32.0,None,None,None,None,0.8632478632478633,ok,269.0153819778934
73,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,57.0,log2,7.0,22.0,None,None,None,None,0.8669108669108669,ok,272.4600111430045
74,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,62.0,auto,10.0,26.0,None,None,None,None,0.873015873015873,ok,275.61543919192627
75,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,48.0,auto,11.0,36.0,None,None,None,None,0.8705738705738706,ok,278.7976365040522
76,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,43.0,auto,11.0,38.0,None,None,None,None,0.8656898656898657,ok,282.0203578390647
77,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,82.0,auto,10.0,29.0,None,None,None,None,0.8717948717948718,ok,285.1238154838793
78,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,6,None,None,None,None,None,None,6,None,distance,0.6263736263736264,ok,285.39197940705344
79,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,nnClassifier,tanh,None,27.0,None,None,adaptive,None,None,None,None,1.0,None,lbfgs,None,0.4945054945054945,ok,290.3263124320656
80,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,81.0,auto,14.0,30.0,None,None,None,None,0.8717948717948718,ok,293.26304452400655
81,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,70.0,auto,15.0,27.0,None,None,None,None,0.5054945054945055,ok,295.81468540406786
82,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,90.0,auto,10.0,33.0,None,None,None,None,0.8669108669108669,ok,298.780592457857
83,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,65.0,auto,13.0,30.0,None,None,None,None,0.8681318681318682,ok,301.8592873760499
84,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,nnClassifier,relu,None,17.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.5067155067155067,ok,305.2066193490755
85,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,74.0,auto,15.0,27.0,None,None,None,None,0.8693528693528694,ok,308.2318974479567
86,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,32,None,None,None,None,None,None,10,None,uniform,0.5042735042735043,ok,308.3301158850081
87,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,55.0,auto,18.0,21.0,None,None,None,None,0.8681318681318682,ok,311.1788184440229
88,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,60.0,auto,16.0,32.0,None,None,None,None,0.8656898656898657,ok,314.135082596913
89,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,nnClassifier,tanh,None,29.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.4542124542124542,ok,316.3029435100034
90,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,auto,12.0,29.0,None,None,None,None,0.5079365079365079,ok,318.9024428939447
91,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,9,None,distance,0.6105006105006106,ok,318.99034169106744
92,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,81.0,auto,14.0,37.0,None,None,None,None,0.8656898656898657,ok,322.1411843409296
93,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,33.0,sqrt,12.0,40.0,None,None,None,None,0.8717948717948718,ok,325.11665080906823
94,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,20.0,sqrt,12.0,40.0,None,None,None,None,0.8717948717948718,ok,328.09359345096163
95,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,nnClassifier,identity,None,10.0,None,None,adaptive,None,None,None,None,6.0,None,adam,None,0.4590964590964591,ok,334.7121448540129
96,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,kneighborsClassifier,None,auto,None,None,22,None,None,None,None,None,None,6,None,distance,0.6141636141636142,ok,334.80008875997737
97,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,89.0,auto,19.0,26.0,None,None,None,None,0.8620268620268621,ok,337.7853057279717
98,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,17.0,sqrt,12.0,39.0,None,None,None,None,0.873015873015873,ok,340.77052883594297
99,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,17.0,sqrt,8.0,40.0,None,None,None,None,0.5091575091575091,ok,344.55361973890103
