,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
16,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,13,None,None,None,None,None,None,3,None,uniform,0.5824175824175825,ok,71.85369474277832
17,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.4908424908424908,ok,75.34136652294546
18,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,27,None,None,None,None,None,None,7,None,uniform,0.48595848595848595,ok,75.41471192985773
19,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,kneighborsClassifier,None,brute,None,None,39,None,None,None,None,None,None,7,None,distance,0.6202686202686203,ok,75.54642892093398
20,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,16.0,3.0,None,None,None,None,0.8962148962148963,ok,79.27365476288833
21,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,2.0,sqrt,19.0,3.0,None,None,None,None,0.6703296703296703,ok,80.32919825380668
22,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,4,None,None,None,None,None,None,10,None,distance,0.7142857142857143,ok,80.55302671180107
23,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,95.0,sqrt,14.0,3.0,None,None,None,None,0.894993894993895,ok,84.41255391784944
24,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,14.0,2.0,None,None,None,None,0.894993894993895,ok,88.26454312889837
25,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,13.0,2.0,None,None,None,None,0.8876678876678876,ok,92.21638128883205
26,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,83.0,sqrt,19.0,9.0,None,None,None,None,0.8901098901098901,ok,95.89300555596128
27,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,16.0,29.0,None,None,None,None,0.8962148962148963,ok,99.65715161594562
28,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,11.0,sqrt,17.0,31.0,None,None,None,None,0.8925518925518926,ok,103.17149764392525
29,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,67.0,sqrt,11.0,29.0,None,None,None,None,0.8974358974358975,ok,107.2637695078738
30,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,62.0,log2,10.0,29.0,None,None,None,None,0.8913308913308914,ok,111.51445014681667
31,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,8.0,24.0,None,None,None,None,0.8986568986568987,ok,115.85735809593461
32,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,22.0,auto,7.0,23.0,None,None,None,None,0.8876678876678876,ok,120.26833562692627
33,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,46.0,auto,8.0,25.0,None,None,None,None,0.49694749694749696,ok,125.37985728983767
34,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,nnClassifier,logistic,None,9.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.05616605616605617,ok,128.52248374093324
35,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,12.0,17.0,None,None,None,None,0.8888888888888888,ok,132.69001999194734
36,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,57.0,auto,11.0,34.0,None,None,None,None,0.48473748473748474,ok,137.45861956779845
37,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,nnClassifier,identity,None,8.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.47985347985347987,ok,145.6782762859948
38,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,72.0,auto,2.0,26.0,None,None,None,None,0.8876678876678876,ok,148.6440275979694
39,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,37.0,log2,10.0,40.0,None,None,None,None,0.5396825396825397,ok,153.65012054378167
40,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,18.0,auto,4.0,33.0,None,None,None,None,0.8986568986568987,ok,158.11718510999344
41,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,nnClassifier,identity,None,12.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.4444444444444444,ok,162.38130706595257
42,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,15.0,auto,4.0,34.0,None,None,None,None,0.5225885225885226,ok,165.26585376798175
43,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,2.0,auto,3.0,17.0,None,None,None,None,0.6776556776556777,ok,166.331847084919
44,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,nnClassifier,logistic,None,31.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.47374847374847373,ok,181.9165045300033
45,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,1,None,uniform,0.518925518925519,ok,182.02123703388497
46,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,12.0,auto,7.0,37.0,None,None,None,None,0.6678876678876678,ok,185.06140544079244
47,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,auto,5.0,32.0,None,None,None,None,0.9023199023199023,ok,188.45430279592983
48,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,8,None,None,None,None,None,None,5,None,uniform,0.6105006105006106,ok,188.62994428398088
49,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.5103785103785103,ok,188.84524391079322
50,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,42.0,auto,6.0,25.0,None,None,None,None,0.6605616605616605,ok,191.7664431189187
51,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,9,None,uniform,0.6422466422466423,ok,191.86824922799133
52,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,18.0,auto,4.0,32.0,None,None,None,None,0.5067155067155067,ok,196.02734732395038
53,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,29.0,auto,8.0,12.0,None,None,None,None,0.6642246642246642,ok,198.37857107096352
54,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.5018315018315018,ok,218.54172537196428
55,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,6,None,uniform,0.6336996336996337,ok,218.63860557880253
56,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,7.0,log2,2.0,7.0,None,None,None,None,0.8034188034188035,ok,221.4602785448078
57,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,21.0,auto,5.0,37.0,None,None,None,None,0.47496947496947495,ok,223.9181491448544
58,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,36.0,log2,9.0,18.0,None,None,None,None,0.8888888888888888,ok,228.13054520799778
59,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,7,None,None,None,None,None,None,1,None,distance,0.5616605616605617,ok,228.2460426557809
60,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,nnClassifier,logistic,None,28.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.48717948717948717,ok,238.09080422692932
61,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,24.0,auto,6.0,27.0,None,None,None,None,0.8974358974358975,ok,240.82308658398688
62,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,7.0,auto,3.0,39.0,None,None,None,None,0.4884004884004884,ok,243.59669317281805
63,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,log2,8.0,22.0,None,None,None,None,0.8974358974358975,ok,246.99750139191747
64,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,10,None,uniform,0.6532356532356532,ok,247.10322221391834
65,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,auto,5.0,34.0,None,None,None,None,0.8986568986568987,ok,251.5739388349466
66,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,35.0,auto,5.0,33.0,None,None,None,None,0.8962148962148963,ok,256.05897123296745
67,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,1.0,auto,3.0,35.0,None,None,None,None,0.8925518925518926,ok,260.7222296418622
68,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,55.0,auto,6.0,31.0,None,None,None,None,0.8901098901098901,ok,265.18810152378865
69,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,42.0,auto,5.0,39.0,None,None,None,None,0.8937728937728938,ok,269.63605420989916
70,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,27.0,auto,7.0,19.0,None,None,None,None,0.8998778998778999,ok,274.1243477559183
71,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,25.0,auto,9.0,13.0,None,None,None,None,0.8901098901098901,ok,278.4404764219653
72,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,8.0,auto,7.0,15.0,None,None,None,None,0.833943833943834,ok,281.4334324488882
73,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,32.0,auto,5.0,20.0,None,None,None,None,0.8901098901098901,ok,285.8970727829728
74,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,18.0,auto,3.0,9.0,None,None,None,None,0.8913308913308914,ok,290.50772641878575
75,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,38.0,auto,10.0,28.0,None,None,None,None,0.8913308913308914,ok,294.7021502298303
76,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,nnClassifier,identity,None,22.0,None,None,invscaling,None,None,None,None,3.0,None,lbfgs,None,0.4810744810744811,ok,294.86689475085586
77,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,46.0,log2,7.0,15.0,None,None,None,None,0.8937728937728938,ok,299.1872986559756
78,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,14.0,sqrt,4.0,20.0,None,None,None,None,0.4884004884004884,ok,301.90000371588394
79,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,30.0,auto,13.0,23.0,None,None,None,None,0.8888888888888888,ok,306.0005417908542
80,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,kneighborsClassifier,None,auto,None,None,11,None,None,None,None,None,None,8,None,distance,0.6190476190476191,ok,306.0903477249667
81,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,nnClassifier,relu,None,12.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.48717948717948717,ok,333.56908678496256
82,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,sqrt,2.0,30.0,None,None,None,None,0.49572649572649574,ok,337.6090715418104
83,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,25.0,auto,9.0,24.0,None,None,None,None,0.8937728937728938,ok,341.8584964519832
84,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,auto,6.0,36.0,None,None,None,None,0.8888888888888888,ok,346.2952909457963
85,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,12.0,19.0,None,None,None,None,0.8937728937728938,ok,349.4644771728199
86,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,5,None,uniform,0.6312576312576312,ok,349.6470625179354
87,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,nnClassifier,logistic,None,30.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.48473748473748474,ok,365.11939169093966
88,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,11.0,sqrt,8.0,22.0,None,None,None,None,0.8815628815628815,ok,367.4125085249543
89,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,31.0,auto,12.0,27.0,None,None,None,None,0.8876678876678876,ok,370.6428818497807
90,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,auto,10.0,16.0,None,None,None,None,0.8901098901098901,ok,374.89032555697486
91,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,46.0,auto,7.0,5.0,None,None,None,None,0.8962148962148963,ok,379.2202221627813
92,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,17,None,None,None,None,None,None,2,None,distance,0.5091575091575091,ok,379.3707937328145
93,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,nnClassifier,identity,None,23.0,None,None,invscaling,None,None,None,None,5.0,None,sgd,None,0.49694749694749696,ok,382.3118087789044
94,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,76.0,auto,20.0,40.0,None,None,None,None,0.8986568986568987,ok,385.9806750488933
95,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,66.0,sqrt,5.0,11.0,None,None,None,None,0.8888888888888888,ok,388.7404348789714
96,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,5.0,log2,4.0,32.0,None,None,None,None,0.5079365079365079,ok,390.4088828607928
97,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,22,None,None,None,None,None,None,4,None,uniform,0.6068376068376068,ok,390.51808267482556
98,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,nnClassifier,tanh,None,11.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,0.4822954822954823,ok,396.29115282185376
99,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,20.0,auto,4.0,26.0,None,None,None,None,0.8852258852258852,ok,400.9030463139061
