activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,28,mse,1,1,1,1,0,1,1,1,1,1,1,0,1,0,21,constant,73,log2,9,22,nnRegressor,5,5,adam,distance,0.7147578386417721,131.7995695709251
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,0,0,1,1,32,constant,38,auto,9,20,nnRegressor,6,1,sgd,distance,0.5450775636303169,131.79964246996678
relu,auto,25,mse,1,0,1,0,0,1,1,0,0,1,0,1,1,1,23,constant,31,log2,20,20,nnRegressor,3,4,sgd,distance,0.6691882593519611,131.79968856903724
relu,auto,28,mse,1,0,1,1,0,1,1,0,1,1,1,0,1,1,12,constant,24,log2,4,23,nnRegressor,3,1,sgd,distance,0.6962268727206482,131.79973320802674
relu,auto,12,mse,1,0,1,0,0,1,1,0,0,1,0,0,1,0,30,constant,77,log2,20,10,nnRegressor,5,1,sgd,distance,0.7313052322318452,131.7997789569199
relu,auto,27,mse,1,1,1,1,0,1,1,1,0,1,1,1,1,0,36,constant,55,log2,16,21,nnRegressor,5,1,sgd,distance,0.7175336746058898,131.7998233770486
relu,auto,27,mse,1,0,1,1,0,1,1,0,1,1,0,1,1,0,29,constant,92,sqrt,16,15,nnRegressor,4,2,sgd,distance,0.4779148942031579,131.79986711591482
relu,auto,14,mse,1,0,1,0,0,1,1,1,1,1,0,1,1,0,27,constant,37,auto,16,24,nnRegressor,5,9,sgd,distance,0.5899875580028725,131.79991184500977
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,0,1,1,30,constant,48,log2,9,28,nnRegressor,4,8,adam,distance,0.6554193503478853,131.79995571495965
relu,auto,11,mse,1,0,1,1,1,1,1,1,1,1,0,1,1,0,21,constant,33,auto,10,16,nnRegressor,4,2,sgd,distance,0.7304445571847158,131.79999906406738
relu,auto,27,mse,1,0,1,0,1,1,1,1,0,1,1,1,1,1,14,constant,82,log2,18,33,nnRegressor,4,6,sgd,distance,0.6249852425234775,131.80004297289997
relu,auto,17,mse,1,1,1,0,0,1,1,0,0,1,1,0,1,1,28,constant,7,auto,10,10,nnRegressor,5,3,sgd,distance,0.703856936622923,131.80008629197255
relu,auto,12,mse,1,0,1,0,1,1,1,0,1,1,0,1,1,0,31,constant,92,auto,9,7,nnRegressor,5,6,sgd,distance,-0.004685768908450294,131.80012911208905
relu,auto,26,mse,1,1,1,1,0,1,1,0,1,1,1,1,1,1,33,constant,22,sqrt,17,6,nnRegressor,4,1,sgd,distance,0.6478026639092933,131.80018009105697
relu,auto,27,mse,1,1,1,0,1,1,1,0,0,1,1,0,1,1,29,constant,19,log2,7,10,nnRegressor,5,1,sgd,distance,0.4719023802545764,131.80022358009592
relu,auto,13,mse,1,0,1,1,0,1,1,1,0,1,0,1,1,1,22,constant,46,auto,13,23,nnRegressor,6,2,adam,distance,0.6677908691553223,131.80026663909666
relu,auto,23,mse,1,1,1,1,1,1,1,0,0,1,1,0,1,1,13,constant,52,sqrt,20,17,nnRegressor,8,7,sgd,distance,0.7233708887399977,131.80030988901854
relu,auto,10,mse,1,1,1,0,0,1,1,0,1,1,0,0,1,1,14,constant,78,log2,20,35,nnRegressor,5,1,sgd,distance,0.6817374853227205,131.80035294801928
