activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,kd_tree,23,mse,0,1,1,0,0,1,0,1,0,1,0,1,0,1,21,invscaling,71,auto,19,39,nnRegressor,7,8,lbfgs,uniform,0.7331947246770179,135.37137977103703
tanh,kd_tree,21,mse,0,1,1,0,1,1,1,1,1,1,1,1,0,1,15,constant,70,auto,10,27,nnRegressor,4,1,sgd,uniform,0.5245323853162035,135.3714228400495
relu,auto,22,mse,1,1,1,0,0,1,1,1,1,1,1,1,0,1,8,invscaling,10,auto,19,12,nnRegressor,5,5,lbfgs,uniform,0.6732591490057114,135.37146566994488
tanh,auto,22,mse,0,1,1,1,1,1,1,1,0,1,0,1,1,1,31,constant,85,auto,17,35,nnRegressor,7,8,lbfgs,distance,0.7054081114207809,135.37150827911682
relu,ball_tree,12,mse,0,1,1,0,1,1,0,1,1,1,0,1,0,1,15,constant,27,auto,10,16,nnRegressor,7,5,sgd,distance,0.5579119915058319,135.37155118910596
tanh,auto,10,mse,1,1,1,0,0,1,1,1,1,1,0,1,1,1,11,invscaling,39,auto,19,37,nnRegressor,6,7,lbfgs,uniform,0.7227628374937758,135.37159361806698
tanh,auto,15,mse,0,1,1,1,1,1,1,1,1,1,1,1,1,1,36,invscaling,82,auto,19,37,nnRegressor,5,8,sgd,distance,0.710671339014095,135.37163699697703
tanh,auto,14,mse,1,1,1,0,1,1,1,1,0,1,0,1,1,1,25,constant,52,auto,16,21,nnRegressor,5,7,lbfgs,distance,0.59402457827141,135.37167980708182
tanh,ball_tree,19,mse,0,1,1,0,0,1,0,1,1,1,1,1,1,1,16,invscaling,9,auto,16,22,nnRegressor,8,5,adam,distance,0.6370699912479836,135.3717226460576
tanh,ball_tree,13,mse,0,1,1,1,1,1,1,1,0,1,0,1,0,1,9,constant,65,auto,16,5,nnRegressor,7,8,lbfgs,distance,0.6686022773042888,135.37176532601006
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,44,auto,19,23,nnRegressor,4,9,adam,distance,0.7915765182676585,466.1675595389679
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,20,39,nnRegressor,8,9,adam,distance,0.7761518783561256,466.1676222279202
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,67,auto,16,31,nnRegressor,6,9,adam,distance,0.7184950266779673,466.16766700707376
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,26,auto,17,34,nnRegressor,7,7,adam,distance,0.7470520405702668,466.1677105061244
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,75,auto,13,22,nnRegressor,8,8,adam,distance,0.7470141509399496,466.16775398608297
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,65,auto,20,39,nnRegressor,5,5,adam,distance,0.7317731746823433,466.16779690491967
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,65,auto,13,37,nnRegressor,4,6,adam,distance,0.7467126252060866,466.1678391639143
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,13,auto,10,40,nnRegressor,5,8,adam,distance,0.7577660186373605,466.16788121312857
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,81,auto,13,14,nnRegressor,6,8,adam,distance,0.7810367149982365,466.16792405210435
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,51,auto,17,23,nnRegressor,8,7,adam,distance,0.7698999538746069,466.1679673320614
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,67,auto,19,38,nnRegressor,5,7,adam,distance,0.7331947246770179,466.16801015101373
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,66,auto,14,30,nnRegressor,7,5,adam,distance,0.723635618594787,466.16805252991617
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,14,auto,19,14,nnRegressor,8,8,adam,distance,0.7597259748373004,466.1680947190616
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,81,auto,20,39,nnRegressor,6,8,adam,distance,0.7771550278688495,466.1681368779391
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,31,auto,14,20,nnRegressor,9,9,adam,distance,0.6975197568369786,466.16817896813154
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,41,auto,20,39,nnRegressor,7,9,adam,distance,0.7962951669747319,466.1682211870793
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,79,auto,19,38,nnRegressor,5,7,adam,distance,0.7005197531275296,466.16826323606074
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,48,auto,20,25,nnRegressor,8,6,adam,distance,0.7835620754009913,466.1683209349867
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,13,auto,20,26,nnRegressor,6,6,adam,distance,0.7650765440221847,466.16836333391257
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,61,auto,18,9,nnRegressor,6,7,adam,distance,0.7399514472971827,466.1684054629877
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,48,auto,20,27,nnRegressor,3,7,adam,distance,0.8010731512158134,1307.2638609020505
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,51,auto,20,38,nnRegressor,7,8,adam,distance,0.7919163851006896,1307.2639259309508
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,71,auto,20,35,nnRegressor,3,8,adam,distance,0.7908627864316281,1307.263970440952
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,30,auto,19,38,nnRegressor,6,6,adam,distance,0.7886717451459507,1307.2640146000776
relu,auto,9,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,76,auto,16,26,nnRegressor,6,6,adam,distance,0.7963508405938657,1307.26405816013
relu,auto,8,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,69,auto,20,37,nnRegressor,4,7,adam,distance,0.7956100754366974,1307.264101609122
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,69,auto,16,38,nnRegressor,4,6,adam,distance,0.793516564692721,1307.2641450180672
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,17,auto,14,37,nnRegressor,3,7,adam,distance,0.7903097620603621,1307.264187867986
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,82,auto,17,18,nnRegressor,4,4,adam,distance,0.7802908865031687,1307.2642303269822
relu,auto,9,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,55,auto,20,27,nnRegressor,5,6,adam,distance,0.7963508405938657,1307.2642728369683
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,71,auto,19,38,nnRegressor,4,7,adam,distance,0.7676983163007136,1307.2643276860472
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,70,auto,18,34,nnRegressor,7,9,adam,distance,0.79852260811921,1307.2643700649496
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,18,auto,19,18,nnRegressor,4,7,adam,distance,0.759172639624792,1307.2644122850616
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,77,auto,20,40,nnRegressor,5,6,adam,distance,0.7881237564507089,1307.2644543540664
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,35,auto,17,24,nnRegressor,5,8,adam,distance,0.7719833014147786,1307.2644963830244
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,45,auto,20,38,nnRegressor,5,8,adam,distance,0.7877610830224203,1307.2645385330543
relu,auto,9,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,77,auto,19,39,nnRegressor,5,6,adam,distance,0.8071643714229422,1307.264580572024
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,51,auto,20,29,nnRegressor,8,7,adam,distance,0.8017625816697928,1307.2646324110683
relu,auto,11,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,17,auto,20,30,nnRegressor,4,9,adam,distance,0.776885791999012,1307.2646758209448
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,65,auto,20,13,nnRegressor,5,7,adam,distance,0.7862200021734203,1307.2647188401315
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,44,auto,19,23,nnRegressor,5,9,adam,distance,0.7964850527156766,2296.1076520329807
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,47,auto,20,34,nnRegressor,3,7,adam,distance,0.792046455481946,2296.107713802019
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,67,auto,20,31,nnRegressor,2,6,adam,distance,0.8009642896856088,2296.107759631006
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,26,auto,19,34,nnRegressor,5,8,adam,distance,0.776885791999012,2296.107803611085
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,72,auto,18,22,nnRegressor,7,10,adam,distance,0.7859627291087741,2296.107846810017
relu,auto,12,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,65,auto,20,33,nnRegressor,3,8,adam,distance,0.7989447407403261,2296.107889760053
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,65,auto,20,34,nnRegressor,4,7,adam,distance,0.7918717742634431,2296.107933209045
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,21,auto,18,33,nnRegressor,3,6,adam,distance,0.7975161780006806,2296.1079770780634
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,78,auto,20,20,nnRegressor,3,7,adam,distance,0.7877848282297315,2296.108020958025
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,51,auto,19,23,nnRegressor,3,7,adam,distance,0.7928467647030282,2296.1080635569524
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,71,auto,19,34,nnRegressor,4,7,adam,distance,0.7964199686337625,2296.1081062469166
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,66,auto,18,30,nnRegressor,6,9,adam,distance,0.792046455481946,2296.1081487059128
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,20,auto,19,20,nnRegressor,2,7,adam,distance,0.8083351385476538,2296.1081913961098
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,73,auto,19,36,nnRegressor,2,5,adam,distance,0.8010260467855126,2296.1082339549903
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,31,auto,20,20,nnRegressor,1,7,adam,distance,0.8071643714229422,2296.1082767341286
relu,auto,15,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,41,auto,20,34,nnRegressor,3,6,adam,distance,0.8071643714229422,2296.1083311939146
relu,auto,13,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,73,auto,19,35,nnRegressor,3,9,adam,distance,0.7928467647030282,2296.108373682946
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,47,auto,19,25,nnRegressor,6,6,adam,distance,0.7963508405938657,2296.1084161431063
relu,auto,10,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,19,auto,20,26,nnRegressor,3,8,adam,distance,0.7979259313949133,2296.1084586419165
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,61,auto,20,17,nnRegressor,3,7,adam,distance,0.7903097620603621,2296.108501300914
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,40,auto,19,19,nnRegressor,3,9,adam,distance,0.7495028992017105,3071.374412823003
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,43,auto,18,30,nnRegressor,2,7,adam,distance,0.8019053228520457,3071.3744739319663
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,63,auto,18,27,nnRegressor,5,7,adam,distance,0.80067820019309,3071.3745183721185
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,22,auto,15,30,nnRegressor,6,7,adam,distance,0.768419933545206,3071.374561981065
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,68,auto,17,19,nnRegressor,5,9,adam,distance,0.7896151228576878,3071.3746049399488
relu,auto,16,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,61,auto,18,29,nnRegressor,4,7,adam,distance,0.8009642896856088,3071.3746476101223
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,61,auto,16,30,nnRegressor,4,7,adam,distance,0.793516564692721,3071.374690318946
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,23,auto,20,29,nnRegressor,4,7,adam,distance,0.8010530024253898,3071.374732789118
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,74,auto,20,19,nnRegressor,3,9,adam,distance,0.8010530024253898,3071.374776018085
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,47,auto,19,19,nnRegressor,3,8,adam,distance,0.7975329865555555,3071.3748183171265
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,67,auto,19,30,nnRegressor,4,7,adam,distance,0.7999381537030031,3071.374860926997
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,62,auto,16,26,nnRegressor,6,5,adam,distance,0.7916758787819373,3071.3749031859916
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,16,auto,19,18,nnRegressor,6,7,adam,distance,0.7973365655326778,3071.374946196098
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,69,auto,20,32,nnRegressor,4,8,adam,distance,0.80067820019309,3071.3749883449636
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,31,auto,18,16,nnRegressor,5,7,adam,distance,0.8025894123488515,3071.375030763913
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,37,auto,18,30,nnRegressor,4,10,adam,distance,0.8060671759681921,3071.3750732140616
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,69,auto,19,31,nnRegressor,3,6,adam,distance,0.7975329865555555,3071.375116023002
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,46,auto,20,21,nnRegressor,5,6,adam,distance,0.7805147978335638,3071.3751583129633
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,16,auto,19,27,nnRegressor,4,9,adam,distance,0.7975161780006806,3071.375200971961
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,57,auto,18,21,nnRegressor,3,7,adam,distance,0.8010530024253898,3071.375243372051
