activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,26,mse,1,0,0,1,1,1,1,1,1,1,1,1,1,1,12,constant,71,sqrt,8,37,nnRegressor,8,1,sgd,distance,0.7054710270935685,198.67541873804294
relu,kd_tree,13,mse,1,0,1,1,1,1,1,0,1,1,1,1,1,1,9,constant,43,sqrt,7,16,randomForestRegressor,3,1,sgd,distance,0.6517950346385168,198.67549512605183
relu,kd_tree,16,mse,1,0,0,1,1,1,1,1,1,1,1,1,1,1,30,constant,19,sqrt,10,33,randomForestRegressor,6,2,adam,distance,0.6917738645651579,198.67554088518955
relu,kd_tree,16,mae,1,0,0,1,1,1,1,0,1,1,1,1,1,1,33,constant,67,log2,7,32,randomForestRegressor,8,1,sgd,distance,0.7273370796655528,198.67558489413932
relu,ball_tree,18,mae,1,1,0,1,1,1,1,1,1,1,1,1,1,1,20,constant,23,log2,8,11,randomForestRegressor,8,4,adam,distance,0.6538884303392514,198.67562908306718
relu,auto,13,mse,1,0,1,1,1,1,1,0,1,1,1,1,1,1,22,constant,11,log2,11,21,randomForestRegressor,9,5,sgd,distance,0.6649975236762591,198.67567326198332
relu,kd_tree,28,mae,1,1,0,1,1,1,1,0,1,1,1,1,1,1,32,constant,91,auto,12,28,randomForestRegressor,8,4,sgd,distance,0.615364255022686,198.675717062084
relu,auto,22,mae,1,0,1,1,1,1,1,0,1,1,1,1,1,1,9,constant,38,log2,6,13,randomForestRegressor,8,1,sgd,distance,0.42701758861146577,198.67576057114638
relu,auto,25,mae,1,1,0,1,1,1,1,1,1,1,1,1,1,1,11,constant,17,log2,15,35,randomForestRegressor,7,3,adam,distance,0.7251097326890183,198.6758049800992
relu,kd_tree,17,mae,1,1,1,1,1,1,1,0,1,1,1,1,1,1,34,constant,5,log2,6,33,randomForestRegressor,7,1,sgd,distance,0.5879552446675345,198.67584861908108
relu,kd_tree,16,mae,1,1,0,1,1,1,1,1,1,1,1,1,1,1,13,constant,56,log2,11,15,randomForestRegressor,5,2,adam,distance,0.5746701370270545,198.67589245806448
relu,auto,16,mae,1,1,1,1,1,1,1,0,1,1,1,1,1,1,11,constant,23,sqrt,10,29,nnRegressor,8,8,sgd,distance,0.6881273462819946,198.67593585699797
relu,ball_tree,15,mse,1,1,0,1,1,1,1,0,1,1,1,1,1,1,17,constant,13,log2,13,27,randomForestRegressor,6,1,sgd,distance,0.5885595123142333,198.67597868619487
relu,ball_tree,15,mae,1,1,1,1,1,1,1,0,1,1,1,1,1,1,29,constant,31,auto,7,28,randomForestRegressor,9,5,adam,distance,0.6811476482187773,198.6760214951355
relu,kd_tree,27,mse,1,0,1,1,1,1,1,0,1,1,1,1,1,1,27,constant,19,log2,7,17,nnRegressor,8,4,adam,distance,0.5862391192919385,198.676064344123
relu,ball_tree,15,mae,1,1,0,1,1,1,1,0,1,1,1,1,1,1,36,constant,34,auto,11,13,randomForestRegressor,4,7,sgd,distance,0.6907809613569109,198.67610719404183
