activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,29,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,19,auto,8,27,nnRegressor,10,5,adam,distance,0.7966628425322717,1570.438185205916
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,11,auto,11,23,nnRegressor,9,3,adam,distance,0.7809426773706829,1570.4382285459433
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,67,auto,12,25,nnRegressor,10,5,adam,distance,0.8002079412715037,1570.4382722158916
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,76,auto,7,25,nnRegressor,9,5,adam,distance,0.7840871707494377,1570.4383153049275
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,80,auto,11,21,nnRegressor,10,6,adam,distance,0.7926532802368124,1570.438359074993
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,24,auto,11,22,nnRegressor,10,5,adam,distance,0.7947981363382328,1570.4384022050072
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,73,auto,9,26,nnRegressor,10,6,adam,distance,0.8023696742519855,1570.438445993932
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,60,auto,9,18,nnRegressor,10,7,adam,distance,0.7986130073991041,1570.4384892939124
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,37,auto,8,27,nnRegressor,10,5,adam,distance,0.8023696742519855,1570.4385325929616
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,14,auto,10,26,nnRegressor,10,6,adam,distance,0.7998018205416465,2092.6527585268486
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,35,auto,7,28,nnRegressor,10,5,adam,distance,0.7926532802368124,2092.652823586948
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,22,auto,9,29,nnRegressor,10,6,adam,distance,0.7901312043746391,2092.652868475998
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,76,auto,11,26,nnRegressor,10,4,adam,distance,0.7986130073991041,2092.652923805872
relu,auto,30,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,33,auto,10,20,nnRegressor,4,8,adam,distance,0.7943999666481957,2092.652967984788
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,61,auto,11,35,nnRegressor,10,5,adam,distance,0.7918853027953141,2092.6530123748817
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,40,auto,11,26,nnRegressor,10,4,adam,distance,0.8023696742519855,2092.653056074865
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,76,auto,12,30,nnRegressor,10,4,adam,distance,0.7926532802368124,2092.6530992637854
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,13,auto,10,28,nnRegressor,10,5,adam,distance,0.7986130073991041,2092.653142553987
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,43,auto,12,30,nnRegressor,10,3,adam,distance,0.7998018205416465,2092.6531859529205
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,53,auto,9,25,nnRegressor,10,5,adam,distance,0.7986130073991041,2092.6532294529025
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,15,auto,12,28,nnRegressor,10,5,adam,distance,0.7966628425322717,2092.6532729428727
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,10,auto,7,19,nnRegressor,10,2,adam,distance,0.7809794023339203,2092.653316341806
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,67,auto,10,29,nnRegressor,10,6,adam,distance,0.7926532802368124,2092.6533596918453
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,72,auto,8,28,nnRegressor,9,4,adam,distance,0.7809426773706829,2092.653403091943
relu,auto,27,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,76,auto,12,17,nnRegressor,10,3,adam,distance,0.7926532802368124,2092.6534461108968
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,20,auto,11,18,nnRegressor,8,5,adam,distance,0.7926532802368124,2092.653489050921
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,69,auto,9,25,nnRegressor,10,3,adam,distance,0.7926532802368124,2092.653532209806
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,56,auto,9,22,nnRegressor,10,3,adam,distance,0.7901312043746391,2092.6535752099007
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,33,auto,12,27,nnRegressor,10,7,adam,distance,0.7901312043746391,2092.6536182798445
