activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,kd_tree,19,mae,1,1,1,1,1,1,1,1,1,1,0,1,1,1,24,constant,73,log2,12,15,nnRegressor,7,5,sgd,uniform,0.6822036698338987,279.7613526280038
relu,ball_tree,21,mae,1,1,1,1,0,1,1,0,1,1,1,1,0,1,34,constant,52,sqrt,9,8,nnRegressor,5,6,adam,distance,0.5978597679768363,279.7614226578735
tanh,auto,20,mae,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,adaptive,79,log2,16,20,nnRegressor,5,10,sgd,uniform,0.682167379494159,279.76146814692765
relu,auto,26,mse,1,1,1,1,0,1,1,0,1,1,1,1,0,1,15,invscaling,5,auto,9,36,nnRegressor,2,9,adam,distance,0.6854802478886399,279.7615130369086
tanh,auto,25,mse,1,1,1,1,0,1,1,1,1,1,1,1,0,1,19,invscaling,84,sqrt,14,25,nnRegressor,4,7,adam,distance,0.6979460408105096,279.7615581359714
relu,kd_tree,27,mse,1,1,1,1,1,1,1,0,1,1,1,1,0,1,18,adaptive,19,sqrt,12,18,nnRegressor,7,8,adam,uniform,0.6942981118091692,279.76160191581585
tanh,kd_tree,28,mae,1,1,1,1,0,1,1,0,1,1,1,1,0,1,9,constant,53,sqrt,18,30,nnRegressor,4,7,lbfgs,uniform,0.6886030638010394,279.7616457347758
tanh,auto,21,mse,1,1,1,1,1,1,1,0,1,1,1,1,0,1,28,constant,84,log2,20,30,nnRegressor,4,10,lbfgs,uniform,0.6391200419247345,279.7616890450008
tanh,auto,25,mae,1,1,1,1,0,1,1,0,1,1,0,1,0,1,11,adaptive,64,auto,16,34,nnRegressor,5,9,adam,distance,0.6683965295379526,279.76173340389505
tanh,kd_tree,25,mse,1,1,1,1,0,1,1,0,1,1,0,1,0,1,6,constant,9,auto,9,35,nnRegressor,6,10,adam,distance,0.730970003860272,279.76177790388465
tanh,kd_tree,26,mae,1,1,1,1,0,1,1,1,1,1,0,1,1,1,28,adaptive,96,auto,15,35,nnRegressor,5,9,lbfgs,distance,0.6773050169580492,279.76182188279927
tanh,kd_tree,27,mae,1,1,1,1,0,1,1,0,1,1,0,1,0,1,18,adaptive,79,log2,19,34,nnRegressor,5,9,lbfgs,uniform,0.7445856888943325,279.76186539279297
tanh,kd_tree,17,mae,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18,adaptive,15,sqrt,19,13,nnRegressor,4,9,sgd,uniform,0.659600279019892,279.7619085519109
tanh,ball_tree,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14,adaptive,66,sqrt,7,26,nnRegressor,6,8,adam,distance,0.7080445432922987,279.7619517419953
tanh,kd_tree,19,mae,1,1,1,1,0,1,1,0,1,1,1,1,1,1,36,adaptive,95,sqrt,20,32,nnRegressor,5,6,sgd,distance,0.7299754486505947,279.76199502078816
tanh,kd_tree,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23,invscaling,79,auto,6,13,nnRegressor,5,4,sgd,distance,0.601821161598032,279.7620384809561
relu,kd_tree,23,mae,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,constant,71,log2,14,13,nnRegressor,4,9,adam,uniform,0.7119173682969417,279.7620819997974
tanh,kd_tree,15,mse,1,1,1,1,1,1,1,0,1,1,0,1,1,1,14,constant,91,log2,10,38,nnRegressor,10,5,sgd,uniform,0.7444817680894881,279.76212499989197
