activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,22,entropy,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,26,constant,72,auto,20,30,kneighborsClassifier,4,8,adam,uniform,0.9926082365364308
identity,ball_tree,9,entropy,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,36,adaptive,30,sqrt,7,4,nnClassifier,9,5,adam,distance,1.0
logistic,auto,23,entropy,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,34,invscaling,71,sqrt,12,35,randomForestClassifier,1,10,lbfgs,uniform,0.9926082365364308
tanh,kd_tree,27,entropy,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,14,adaptive,3,sqrt,7,7,nnClassifier,4,1,lbfgs,uniform,1.0
relu,brute,22,entropy,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,25,invscaling,9,auto,8,28,kneighborsClassifier,2,6,adam,uniform,0.9926082365364308
relu,kd_tree,27,entropy,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,12,adaptive,56,sqrt,3,24,kneighborsClassifier,1,6,sgd,uniform,0.9915522703273495
logistic,brute,13,gini,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,36,invscaling,63,sqrt,2,15,randomForestClassifier,8,7,adam,uniform,0.9926082365364308
identity,brute,16,gini,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,22,constant,13,sqrt,8,3,kneighborsClassifier,6,2,adam,distance,0.9915522703273495
relu,brute,16,gini,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,2,constant,38,auto,20,17,nnClassifier,1,7,sgd,distance,1.0
logistic,auto,12,gini,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,12,adaptive,36,sqrt,15,27,randomForestClassifier,6,4,adam,distance,0.9926082365364308
relu,ball_tree,9,gini,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,21,constant,68,auto,5,4,kneighborsClassifier,1,5,lbfgs,uniform,0.9926082365364308
logistic,kd_tree,27,entropy,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,38,adaptive,66,log2,6,4,kneighborsClassifier,9,2,sgd,uniform,0.9915522703273495
tanh,auto,21,entropy,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,38,adaptive,15,log2,17,21,nnClassifier,6,2,adam,distance,1.0
tanh,kd_tree,21,entropy,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,37,invscaling,88,sqrt,10,4,randomForestClassifier,9,8,lbfgs,uniform,0.9926082365364308
tanh,auto,15,entropy,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,22,constant,89,auto,19,15,nnClassifier,3,3,adam,distance,1.0
relu,brute,31,entropy,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,34,invscaling,9,sqrt,11,38,kneighborsClassifier,7,6,sgd,uniform,0.9926082365364308
tanh,brute,23,entropy,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,22,constant,90,auto,11,5,nnClassifier,10,2,adam,uniform,1.0
relu,kd_tree,32,gini,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,invscaling,10,sqrt,7,26,nnClassifier,9,2,adam,distance,1.0
tanh,brute,11,gini,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,31,invscaling,62,auto,2,25,kneighborsClassifier,9,2,lbfgs,distance,0.9915522703273495
logistic,brute,30,gini,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,24,invscaling,3,auto,11,15,randomForestClassifier,8,2,adam,uniform,0.9926082365364308
tanh,brute,21,entropy,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,36,invscaling,25,sqrt,20,32,randomForestClassifier,8,10,sgd,distance,0.9915522703273495
logistic,auto,19,entropy,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2,constant,65,auto,17,23,nnClassifier,10,3,adam,uniform,1.0
relu,auto,23,gini,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,15,adaptive,50,sqrt,11,30,kneighborsClassifier,4,9,adam,uniform,0.9915522703273495
identity,kd_tree,15,entropy,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,32,adaptive,50,log2,20,28,kneighborsClassifier,8,7,sgd,uniform,0.9926082365364308
relu,kd_tree,31,gini,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,20,adaptive,83,log2,11,6,kneighborsClassifier,4,6,adam,uniform,0.9926082365364308
tanh,kd_tree,11,gini,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,28,adaptive,31,auto,18,4,randomForestClassifier,9,3,lbfgs,uniform,0.9915522703273495
identity,ball_tree,29,gini,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,10,adaptive,5,auto,14,23,randomForestClassifier,3,2,sgd,uniform,0.9926082365364308
tanh,auto,16,entropy,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,32,invscaling,77,log2,18,4,randomForestClassifier,9,7,adam,distance,0.9926082365364308
identity,brute,21,gini,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,25,constant,43,auto,13,10,nnClassifier,9,3,lbfgs,uniform,1.0
identity,brute,9,entropy,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,33,constant,97,sqrt,16,9,randomForestClassifier,9,6,lbfgs,uniform,0.9926082365364308
relu,auto,25,entropy,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,37,constant,1,log2,7,25,nnClassifier,8,8,sgd,uniform,1.0
tanh,brute,13,gini,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,40,invscaling,98,log2,7,22,kneighborsClassifier,6,4,sgd,uniform,0.9926082365364308
relu,ball_tree,27,gini,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,14,invscaling,83,auto,16,13,randomForestClassifier,10,3,lbfgs,uniform,0.9926082365364308
tanh,auto,10,gini,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,19,adaptive,4,auto,15,31,kneighborsClassifier,9,7,adam,distance,0.9947201689545935
logistic,brute,28,gini,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,34,invscaling,89,auto,15,38,nnClassifier,1,5,sgd,distance,1.0
