activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,brute,24,gini,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,6,constant,22,auto,15,30,kneighborsClassifier,10,9,adam,uniform,0.9926082365364308
relu,kd_tree,29,gini,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,invscaling,59,sqrt,3,30,kneighborsClassifier,8,6,sgd,distance,0.9926082365364308
logistic,auto,17,entropy,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,25,adaptive,96,auto,5,31,randomForestClassifier,10,2,sgd,uniform,0.9926082365364308
logistic,brute,10,entropy,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,34,adaptive,1,log2,6,27,nnClassifier,8,2,lbfgs,uniform,1.0
relu,brute,32,gini,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,6,adaptive,23,auto,20,23,kneighborsClassifier,6,3,adam,uniform,0.9926082365364308
logistic,auto,18,gini,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,8,adaptive,26,auto,6,11,kneighborsClassifier,10,9,lbfgs,distance,0.9926082365364308
identity,ball_tree,24,gini,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,28,adaptive,80,sqrt,17,6,randomForestClassifier,2,10,lbfgs,uniform,0.9926082365364308
relu,brute,20,entropy,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,34,adaptive,42,log2,16,40,nnClassifier,4,5,sgd,uniform,1.0
relu,kd_tree,31,gini,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,35,adaptive,39,auto,13,39,randomForestClassifier,6,9,lbfgs,distance,0.9926082365364308
logistic,kd_tree,20,entropy,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,12,constant,14,sqrt,16,9,kneighborsClassifier,7,7,adam,uniform,0.9926082365364308
identity,auto,31,gini,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,23,adaptive,10,sqrt,6,12,kneighborsClassifier,7,10,sgd,distance,0.9926082365364308
identity,auto,29,entropy,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,21,invscaling,10,log2,10,14,randomForestClassifier,5,3,sgd,distance,0.9926082365364308
tanh,brute,28,gini,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,9,adaptive,58,sqrt,8,38,nnClassifier,8,7,lbfgs,distance,1.0
identity,auto,30,gini,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,29,invscaling,55,auto,7,11,randomForestClassifier,6,3,lbfgs,distance,0.9926082365364308
relu,brute,30,gini,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,5,invscaling,23,sqrt,18,30,nnClassifier,2,8,lbfgs,distance,1.0
identity,kd_tree,30,entropy,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,37,constant,21,auto,15,15,randomForestClassifier,9,9,sgd,distance,0.9926082365364308
relu,brute,11,gini,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,10,constant,80,auto,15,6,randomForestClassifier,3,10,sgd,uniform,0.9926082365364308
identity,brute,16,gini,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,33,adaptive,29,log2,3,6,nnClassifier,4,6,lbfgs,uniform,1.0
identity,ball_tree,24,entropy,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,22,invscaling,62,sqrt,19,38,nnClassifier,10,3,sgd,distance,1.0
relu,auto,10,gini,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3,invscaling,87,log2,15,16,nnClassifier,3,8,lbfgs,uniform,1.0
identity,brute,20,entropy,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,36,adaptive,1,auto,17,33,randomForestClassifier,1,5,sgd,distance,0.9926082365364308
relu,ball_tree,31,gini,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,39,adaptive,32,sqrt,9,16,nnClassifier,8,4,sgd,distance,1.0
relu,brute,21,entropy,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,38,adaptive,81,auto,12,26,randomForestClassifier,3,4,lbfgs,distance,0.9926082365364308
logistic,kd_tree,9,gini,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,21,invscaling,20,log2,15,12,nnClassifier,2,1,lbfgs,uniform,1.0
logistic,kd_tree,8,entropy,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,28,constant,22,log2,10,24,nnClassifier,8,5,lbfgs,distance,1.0
tanh,brute,11,gini,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,30,adaptive,98,auto,7,25,nnClassifier,10,5,sgd,uniform,1.0
identity,auto,13,entropy,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,24,adaptive,9,auto,19,23,kneighborsClassifier,7,3,lbfgs,distance,0.9915522703273495
logistic,brute,10,entropy,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,10,invscaling,84,sqrt,11,37,kneighborsClassifier,10,4,lbfgs,distance,0.9926082365364308
logistic,kd_tree,13,gini,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,18,constant,6,auto,13,37,nnClassifier,5,5,lbfgs,distance,1.0
identity,brute,20,entropy,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,12,adaptive,74,log2,15,6,kneighborsClassifier,1,9,sgd,uniform,0.9926082365364308
identity,ball_tree,26,entropy,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,16,invscaling,75,auto,16,7,randomForestClassifier,8,4,adam,distance,0.9926082365364308
logistic,ball_tree,28,entropy,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,40,invscaling,17,log2,19,13,nnClassifier,1,10,lbfgs,distance,1.0
relu,brute,14,gini,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,39,invscaling,85,log2,19,6,kneighborsClassifier,5,1,lbfgs,distance,0.9873284054910243
logistic,brute,31,entropy,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,30,adaptive,73,log2,16,5,randomForestClassifier,10,9,adam,uniform,0.9926082365364308
logistic,auto,17,entropy,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,9,adaptive,57,sqrt,16,40,randomForestClassifier,5,1,lbfgs,distance,0.9915522703273495
tanh,auto,19,entropy,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,6,adaptive,65,auto,9,39,randomForestClassifier,7,10,sgd,uniform,0.9926082365364308
tanh,ball_tree,27,entropy,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,19,constant,49,auto,3,17,nnClassifier,8,9,sgd,uniform,1.0
logistic,auto,28,gini,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,2,constant,50,auto,14,32,kneighborsClassifier,9,10,sgd,distance,0.9936642027455121
logistic,auto,11,gini,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,12,invscaling,14,auto,18,5,randomForestClassifier,9,8,lbfgs,distance,0.9915522703273495
logistic,kd_tree,29,entropy,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,16,adaptive,97,auto,18,14,randomForestClassifier,1,7,sgd,distance,0.9915522703273495
relu,kd_tree,31,gini,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,39,constant,14,sqrt,9,17,nnClassifier,1,5,lbfgs,distance,1.0
identity,kd_tree,20,gini,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,31,constant,76,sqrt,17,37,randomForestClassifier,10,1,sgd,distance,0.9926082365364308
tanh,auto,31,entropy,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,16,constant,17,sqrt,3,34,nnClassifier,2,4,adam,distance,1.0
relu,kd_tree,30,entropy,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,37,adaptive,20,auto,14,14,nnClassifier,10,8,adam,distance,1.0
logistic,ball_tree,14,gini,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,constant,17,auto,9,25,randomForestClassifier,8,4,lbfgs,uniform,0.9926082365364308
logistic,brute,22,gini,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,5,constant,77,sqrt,14,21,nnClassifier,7,5,lbfgs,distance,1.0
logistic,kd_tree,29,entropy,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,37,invscaling,27,log2,18,26,kneighborsClassifier,4,5,lbfgs,distance,0.9926082365364308
relu,auto,26,entropy,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,25,invscaling,73,sqrt,17,29,nnClassifier,5,2,adam,uniform,1.0
relu,brute,24,entropy,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,18,adaptive,29,sqrt,17,23,randomForestClassifier,2,5,adam,uniform,0.9926082365364308
identity,brute,17,gini,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,18,invscaling,93,auto,14,33,kneighborsClassifier,3,2,adam,uniform,0.9926082365364308
relu,auto,15,entropy,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,20,constant,13,log2,4,16,kneighborsClassifier,6,8,sgd,distance,0.9926082365364308
relu,kd_tree,23,gini,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,40,constant,80,sqrt,2,22,randomForestClassifier,8,2,adam,distance,0.9926082365364308
relu,ball_tree,20,gini,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,24,invscaling,70,log2,13,24,randomForestClassifier,7,2,lbfgs,distance,0.9926082365364308
tanh,kd_tree,22,entropy,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,17,constant,9,sqrt,10,37,kneighborsClassifier,5,1,sgd,uniform,0.9883843717001056
logistic,ball_tree,16,entropy,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,11,adaptive,97,log2,13,2,nnClassifier,4,5,lbfgs,distance,1.0
identity,brute,29,entropy,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,6,constant,66,sqrt,9,35,randomForestClassifier,10,9,adam,uniform,0.9926082365364308
relu,brute,19,entropy,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,12,constant,38,sqrt,20,10,nnClassifier,1,6,sgd,distance,1.0
logistic,kd_tree,19,gini,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,36,constant,16,sqrt,3,21,kneighborsClassifier,6,10,lbfgs,distance,0.9936642027455121
identity,ball_tree,12,entropy,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,6,constant,88,auto,11,9,nnClassifier,5,9,lbfgs,distance,1.0
logistic,auto,24,gini,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,15,invscaling,40,sqrt,4,21,randomForestClassifier,10,2,sgd,distance,0.9926082365364308
relu,brute,32,entropy,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,4,constant,48,log2,17,15,nnClassifier,3,1,lbfgs,uniform,1.0
tanh,auto,23,gini,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,3,constant,83,log2,16,10,kneighborsClassifier,2,7,adam,uniform,0.9926082365364308
tanh,brute,30,gini,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,29,adaptive,71,sqrt,17,3,kneighborsClassifier,8,7,sgd,uniform,0.9926082365364308
tanh,auto,32,entropy,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,29,constant,19,sqrt,7,13,randomForestClassifier,2,2,lbfgs,uniform,0.9926082365364308
relu,kd_tree,31,gini,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,19,constant,94,auto,2,14,nnClassifier,5,5,sgd,uniform,1.0
tanh,ball_tree,21,gini,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,20,constant,22,log2,14,32,randomForestClassifier,9,2,lbfgs,distance,0.9926082365364308
identity,auto,30,entropy,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,34,adaptive,89,log2,10,31,randomForestClassifier,2,5,lbfgs,uniform,0.9926082365364308
logistic,ball_tree,32,gini,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,25,invscaling,49,auto,13,27,randomForestClassifier,7,9,lbfgs,distance,0.9926082365364308
logistic,kd_tree,28,entropy,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,33,invscaling,51,auto,6,36,randomForestClassifier,1,2,lbfgs,uniform,0.9926082365364308
logistic,brute,9,entropy,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,27,invscaling,88,sqrt,10,34,kneighborsClassifier,6,9,lbfgs,uniform,0.9926082365364308
relu,brute,8,entropy,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,17,adaptive,53,auto,8,12,kneighborsClassifier,9,7,sgd,uniform,0.9926082365364308
relu,auto,14,gini,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,11,invscaling,12,auto,20,11,kneighborsClassifier,7,1,sgd,distance,0.9936642027455121
tanh,brute,19,entropy,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,25,constant,90,auto,13,14,nnClassifier,9,10,sgd,uniform,1.0
tanh,ball_tree,21,gini,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,18,constant,51,log2,12,40,nnClassifier,8,1,adam,distance,1.0
tanh,brute,8,entropy,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,33,invscaling,39,sqrt,12,18,kneighborsClassifier,2,6,adam,distance,0.9936642027455121
identity,brute,31,gini,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,20,adaptive,44,sqrt,6,37,kneighborsClassifier,2,10,adam,distance,0.9926082365364308
tanh,brute,11,entropy,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,13,invscaling,6,log2,11,40,nnClassifier,3,3,sgd,uniform,1.0
identity,kd_tree,18,gini,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,12,adaptive,64,log2,7,18,nnClassifier,8,5,lbfgs,distance,1.0
logistic,brute,32,gini,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,14,adaptive,16,auto,7,9,nnClassifier,2,9,adam,distance,1.0
tanh,kd_tree,24,gini,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,29,invscaling,44,log2,14,2,nnClassifier,9,9,lbfgs,uniform,1.0
