activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,auto,15,entropy,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,9,sgd,distance,0.9839857651245552
identity,kd_tree,27,entropy,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,16,invscaling,12,auto,14,11,randomForestClassifier,10,8,sgd,distance,0.9679715302491103
tanh,brute,18,gini,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,9,invscaling,4,sqrt,7,12,randomForestClassifier,4,10,lbfgs,uniform,0.9412811387900356
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9928825622775801
logistic,brute,8,entropy,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,33,constant,49,sqrt,3,31,randomForestClassifier,5,6,sgd,distance,0.9483985765124555
relu,ball_tree,31,entropy,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,22,invscaling,69,log2,12,20,randomForestClassifier,10,9,adam,distance,0.9483985765124555
tanh,brute,27,gini,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,27,adaptive,79,sqrt,16,34,nnClassifier,2,6,adam,distance,0.8149466192170819
tanh,ball_tree,26,entropy,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,30,constant,16,log2,11,31,nnClassifier,10,8,sgd,uniform,0.8131672597864769
tanh,brute,13,gini,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,30,adaptive,11,sqrt,11,27,randomForestClassifier,10,4,lbfgs,uniform,0.9590747330960854
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,82,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9928825622775801
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,82,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9875444839857651
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,14,constant,76,log2,13,14,kneighborsClassifier,4,2,sgd,distance,0.9857651245551602
tanh,auto,15,entropy,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,9,sgd,distance,0.9839857651245552
relu,kd_tree,14,entropy,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,29,constant,16,sqrt,15,16,randomForestClassifier,10,10,lbfgs,uniform,0.9786476868327402
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,27,constant,50,sqrt,10,2,randomForestClassifier,5,5,lbfgs,uniform,0.9786476868327402
tanh,ball_tree,15,gini,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,14,invscaling,11,auto,6,8,randomForestClassifier,6,5,adam,distance,0.9786476868327402
logistic,auto,30,entropy,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,16,adaptive,48,auto,4,6,kneighborsClassifier,9,1,lbfgs,uniform,0.9786476868327402
identity,kd_tree,27,entropy,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,16,invscaling,12,auto,14,11,randomForestClassifier,10,8,sgd,distance,0.9679715302491103
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,13,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9893238434163701
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,14,constant,76,log2,13,14,kneighborsClassifier,4,2,sgd,distance,0.9911032028469751
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,6,sgd,distance,0.9893238434163701
tanh,auto,15,entropy,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,29,constant,16,sqrt,15,16,randomForestClassifier,10,10,lbfgs,uniform,0.9715302491103203
relu,kd_tree,14,entropy,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,27,constant,50,sqrt,10,11,randomForestClassifier,5,5,lbfgs,uniform,0.9822064056939501
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,14,invscaling,11,auto,6,8,randomForestClassifier,6,2,adam,distance,0.9893238434163701
tanh,ball_tree,15,gini,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,16,adaptive,48,auto,4,6,kneighborsClassifier,9,1,lbfgs,uniform,0.9875444839857651
logistic,auto,30,entropy,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,16,invscaling,12,auto,14,11,randomForestClassifier,10,8,sgd,distance,0.9519572953736655
identity,kd_tree,27,entropy,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9839857651245552
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9928825622775801
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,82,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,13,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,14,constant,76,log2,13,14,kneighborsClassifier,4,2,sgd,distance,0.9911032028469751
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9893238434163701
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,6,sgd,distance,0.9893238434163701
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,14,invscaling,11,auto,6,8,randomForestClassifier,6,2,adam,distance,0.9893238434163701
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9875444839857651
tanh,ball_tree,15,gini,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,16,adaptive,48,auto,4,6,kneighborsClassifier,9,1,lbfgs,uniform,0.9875444839857651
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,14,constant,76,log2,13,14,kneighborsClassifier,4,2,sgd,distance,0.9857651245551602
relu,brute,24,entropy,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,82,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9875444839857651
logistic,ball_tree,15,entropy,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,13,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
relu,brute,24,gini,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,14,constant,76,log2,13,14,kneighborsClassifier,2,2,sgd,distance,0.9857651245551602
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9875444839857651
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,6,sgd,distance,0.9893238434163701
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,14,invscaling,11,auto,6,8,randomForestClassifier,6,2,adam,distance,0.9839857651245552
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9928825622775801
tanh,brute,17,entropy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,16,adaptive,48,auto,9,6,kneighborsClassifier,3,1,lbfgs,uniform,0.9911032028469751
tanh,ball_tree,15,gini,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,14,constant,76,log2,13,14,kneighborsClassifier,1,2,sgd,uniform,0.9857651245551602
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9875444839857651
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,32,adaptive,22,auto,13,15,kneighborsClassifier,2,10,sgd,uniform,0.9928825622775801
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9928825622775801
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,82,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
relu,brute,24,gini,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,13,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
tanh,brute,17,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,14,constant,76,log2,13,14,kneighborsClassifier,4,2,sgd,distance,0.9911032028469751
logistic,ball_tree,15,entropy,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,20,invscaling,13,log2,14,13,kneighborsClassifier,6,4,adam,uniform,0.9911032028469751
tanh,brute,17,entropy,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,16,adaptive,48,auto,9,6,kneighborsClassifier,3,1,lbfgs,uniform,0.9911032028469751
logistic,ball_tree,15,entropy,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,35,adaptive,58,sqrt,15,39,kneighborsClassifier,10,5,adam,uniform,0.9893238434163701
logistic,kd_tree,26,gini,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,34,invscaling,70,log2,17,26,kneighborsClassifier,8,6,sgd,distance,0.9893238434163701
tanh,ball_tree,14,gini,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,14,invscaling,11,auto,6,8,randomForestClassifier,6,2,adam,distance,0.9893238434163701
