activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_6,feature_60,feature_61,feature_62,feature_63,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,11,gini,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,28,constant,3,sqrt,20,15,kneighborsClassifier,2,3,sgd,uniform,0.9519572953736655
tanh,auto,30,entropy,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,33,adaptive,3,log2,12,39,randomForestClassifier,7,1,adam,uniform,0.8629893238434164
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9928825622775801
tanh,brute,15,entropy,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,adaptive,1,log2,9,12,nnClassifier,7,9,adam,distance,0.8042704626334519
relu,ball_tree,17,gini,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,11,adaptive,43,auto,12,39,nnClassifier,10,10,sgd,distance,0.8042704626334519
logistic,brute,19,gini,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,27,constant,60,auto,18,33,nnClassifier,3,7,lbfgs,uniform,0.8042704626334519
logistic,ball_tree,15,gini,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,19,constant,89,log2,17,25,nnClassifier,9,7,lbfgs,distance,0.806049822064057
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9822064056939501
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,8,constant,18,auto,4,26,randomForestClassifier,3,5,adam,distance,0.9697508896797153
tanh,auto,13,gini,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,8,constant,27,auto,14,6,kneighborsClassifier,4,10,adam,distance,0.9768683274021353
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9928825622775801
tanh,ball_tree,29,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9875444839857651
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9822064056939501
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9804270462633452
relu,ball_tree,20,entropy,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,28,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9804270462633452
tanh,auto,13,gini,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,8,constant,27,auto,14,6,kneighborsClassifier,4,10,adam,distance,0.9768683274021353
logistic,auto,9,gini,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,40,adaptive,9,auto,5,32,randomForestClassifier,9,9,adam,uniform,0.9733096085409253
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,8,constant,18,auto,4,26,randomForestClassifier,3,5,adam,distance,0.9697508896797153
logistic,brute,21,entropy,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,20,kneighborsClassifier,7,3,adam,uniform,0.9679715302491103
tanh,ball_tree,21,gini,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,26,invscaling,27,sqrt,2,25,randomForestClassifier,8,9,sgd,distance,0.9644128113879004
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9857651245551602
tanh,ball_tree,19,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9875444839857651
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9857651245551602
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,27,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9911032028469751
relu,ball_tree,20,entropy,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,8,constant,27,auto,14,6,kneighborsClassifier,4,10,adam,distance,0.9661921708185054
tanh,auto,13,gini,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,40,adaptive,9,auto,5,38,randomForestClassifier,7,9,adam,uniform,0.9733096085409253
logistic,auto,9,gini,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,8,constant,18,auto,4,26,randomForestClassifier,3,5,adam,distance,0.9697508896797153
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,24,kneighborsClassifier,10,3,adam,uniform,0.9928825622775801
logistic,auto,21,entropy,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,26,invscaling,27,sqrt,2,25,randomForestClassifier,8,9,sgd,distance,0.9466192170818505
tanh,ball_tree,21,gini,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9804270462633452
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9928825622775801
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,24,kneighborsClassifier,10,3,adam,uniform,0.9928825622775801
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,27,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9911032028469751
tanh,ball_tree,29,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9875444839857651
tanh,ball_tree,19,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9875444839857651
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9857651245551602
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9857651245551602
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9822064056939501
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9804270462633452
relu,ball_tree,20,entropy,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,28,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9804270462633452
logistic,ball_tree,31,entropy,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,24,kneighborsClassifier,10,3,adam,uniform,0.9875444839857651
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,27,adaptive,3,sqrt,6,29,kneighborsClassifier,10,8,lbfgs,distance,0.9928825622775801
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9822064056939501
tanh,ball_tree,29,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9875444839857651
tanh,ball_tree,19,entropy,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9875444839857651
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9875444839857651
logistic,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9857651245551602
tanh,kd_tree,30,entropy,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,invscaling,64,auto,2,3,randomForestClassifier,10,6,sgd,uniform,0.9875444839857651
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,28,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9928825622775801
identity,ball_tree,20,entropy,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9804270462633452
logistic,ball_tree,31,entropy,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,25,invscaling,50,sqrt,12,16,kneighborsClassifier,4,3,lbfgs,uniform,0.9928825622775801
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,24,kneighborsClassifier,10,3,adam,uniform,0.9928825622775801
logistic,ball_tree,31,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,27,adaptive,3,sqrt,6,29,kneighborsClassifier,10,8,lbfgs,distance,0.9928825622775801
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,28,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9928825622775801
identity,ball_tree,20,entropy,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,27,adaptive,3,sqrt,6,3,kneighborsClassifier,10,8,lbfgs,distance,0.9911032028469751
tanh,ball_tree,29,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,38,invscaling,9,sqrt,7,11,randomForestClassifier,2,7,sgd,distance,0.9875444839857651
tanh,ball_tree,19,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9875444839857651
logistic,ball_tree,31,entropy,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,20,adaptive,50,log2,3,24,kneighborsClassifier,10,3,adam,uniform,0.9875444839857651
tanh,ball_tree,29,entropy,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,39,constant,21,auto,8,5,kneighborsClassifier,8,7,sgd,uniform,0.9875444839857651
