feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,kneighborsRegressor,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,distance,0.24360301992995426,5.7063751220703125
0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.26181543189504985,10.700947761535645
0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,16,sqrt,20,21,nan,nan,NA,NA,0.4540829007851558,17.27203869819641
1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,2,log2,16,7,nan,nan,NA,NA,-0.011501706058077321,23.088581323623657
0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,68,sqrt,6,37,nan,nan,NA,NA,0.003846142047246759,36.890734910964966
0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,67,sqrt,18,9,nan,nan,NA,NA,0.36096865556592983,44.940614461898804
0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,72,sqrt,20,6,nan,nan,NA,NA,0.361247839079179,51.52272057533264
1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,37,log2,17,22,nan,nan,NA,NA,0.014893711584637925,62.483185052871704
0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,94,sqrt,9,21,nan,nan,NA,NA,0.4750990576017191,133.1302490234375
0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,8,auto,1,12,nan,nan,NA,NA,0.22596730689573075,316.2865734100342
0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,27,sqrt,3,31,nan,nan,NA,NA,-0.03288426741906725,387.6114058494568
1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,94,sqrt,20,3,nan,nan,NA,NA,0.46799949326397583,394.7184245586395
1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,46,log2,16,20,nan,nan,NA,NA,0.44358490315692867,401.6219370365143
1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,80,log2,11,28,nan,nan,NA,NA,0.2289786937233974,408.55970001220703
0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,20,sqrt,10,12,nan,nan,NA,NA,0.3416408716649011,415.3487739562988
0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,96,sqrt,16,40,nan,nan,NA,NA,0.4641543240464645,421.9448721408844
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,42,sqrt,9,39,nan,nan,NA,NA,0.45860762232434793,429.0893669128418
1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,42,auto,2,4,nan,nan,NA,NA,0.3430094662316796,444.3874204158783
0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,87,sqrt,13,17,nan,nan,NA,NA,0.3815076512397788,451.3745584487915
0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,3,sqrt,10,33,nan,nan,NA,NA,0.03004361352579199,485.56604766845703
1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,88,sqrt,5,31,nan,nan,NA,NA,0.481744802068206,492.5065896511078
0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,87,auto,8,34,nan,nan,NA,NA,0.19091189261018837,528.5378103256226
0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,86,log2,14,24,nan,nan,NA,NA,0.32178883994920127,534.9662110805511
0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,76,sqrt,13,35,nan,nan,NA,NA,0.4717436781638258,597.5443115234375
0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,100,auto,18,38,nan,nan,NA,NA,0.3969704343112559,835.340451002121
0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,92,sqrt,16,21,nan,nan,NA,NA,0.46115382584277775,841.2357976436615
0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,3,log2,9,36,nan,nan,NA,NA,0.2912068233066244,845.9704513549805
1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,53,sqrt,6,34,nan,nan,NA,NA,0.4600438587151663,907.54030418396
1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,70,sqrt,17,25,nan,nan,NA,NA,0.457378358921253,970.1938185691833
0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,92,sqrt,18,28,nan,nan,NA,NA,0.22780485284767782,982.4888134002686
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,31,sqrt,9,27,nan,nan,NA,NA,0.48041854869273914,988.5152773857117
1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,91,sqrt,5,35,nan,nan,NA,NA,0.45925717088269624,1046.0518221855164
1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,89,sqrt,15,32,nan,nan,NA,NA,0.46240865820259436,1051.846518278122
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,57,sqrt,14,9,nan,nan,NA,NA,0.22687250846564067,1102.0337660312653
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,36,sqrt,12,13,nan,nan,NA,NA,0.4818031911839523,1107.819587945938
1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,91,auto,19,20,nan,nan,NA,NA,0.49780711241473075,1317.777708530426
0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,27,auto,7,3,nan,nan,NA,NA,0.4898895087303351,1573.351079940796
0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,27,auto,19,27,nan,nan,NA,NA,0.49582681484426616,1833.3632209300995
