feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,nnRegressor,relu,NA,29,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,-1.6034318490820918,6.826844692230225
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,nnRegressor,tanh,NA,29,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,-0.11802262516871864,13.087446689605713
0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.3769650981940341,18.57021188735962
0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,1,NA,uniform,-0.19388181404233928,23.947550058364868
1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,8,NA,uniform,-0.09671456538600087,29.319466590881348
0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,kneighborsRegressor,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,distance,0.5117984943716491,34.41548490524292
0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,kneighborsRegressor,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.3458330272590262,40.236799478530884
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,77,sqrt,11,5,nan,nan,NA,NA,0.4170242131489763,47.032198667526245
0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,2,NA,distance,0.23306042451005915,52.08066725730896
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,nnRegressor,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,0.3345057378103248,57.0025110244751
0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,nnRegressor,logistic,NA,9,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,0.5332128482747713,62.61499571800232
1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,nnRegressor,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.2748357839670249,70.52866387367249
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,nnRegressor,logistic,NA,28,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.15773684940304,77.02483201026917
1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,89,log2,1,29,nan,nan,NA,NA,0.5211257429688777,161.1126744747162
1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,-0.4791697773320285,169.64377307891846
