feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,kneighborsRegressor,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,uniform,-0.4368541073007932,5.9772374629974365
1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,kneighborsRegressor,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.42863479636305013,11.815387725830078
0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,kneighborsRegressor,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,8,NA,distance,-0.004221736632994411,17.505476236343384
1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,distance,0.07944991813129498,23.0683753490448
0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.20893319401478927,28.497815132141113
0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,kneighborsRegressor,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.22605430072185695,33.84348201751709
0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,52,log2,4,14,nan,nan,NA,NA,0.3630327444653,98.3834810256958
0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,91,log2,13,14,nan,nan,NA,NA,0.39016443990574046,105.03620958328247
1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,37,sqrt,13,10,nan,nan,NA,NA,0.4322506706394724,112.0194525718689
1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,4,NA,distance,0.31691445097040294,117.13007760047913
0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,kneighborsRegressor,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.3528865509311666,122.12852692604065
1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,78,sqrt,17,32,nan,nan,NA,NA,0.20524101998032185,137.10550045967102
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.500776459241882,143.39542078971863
0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,kneighborsRegressor,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,7,NA,distance,0.3943382840646913,148.51455688476562
1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,1,NA,uniform,-0.048242828284468686,154.12516736984253
0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,nnRegressor,logistic,NA,27,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5331665571546088,160.89387726783752
1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,nnRegressor,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,-0.0943060262278046,171.07720160484314
0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,nnRegressor,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.4282878082650695,176.88879132270813
