feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,1,auto,11,5,nan,nan,NA,NA,0.4973398963351652,833.0329134464264
1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,31,auto,4,26,nan,nan,NA,NA,0.37697506448008555,846.6188492774963
1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,randomForestRegressor,NA,NA,nan,poisson,nan,NA,5,sqrt,12,40,nan,nan,NA,NA,0.010975457103575281,851.8810706138611
0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,87,log2,18,4,nan,nan,NA,NA,0.2776195498148162,857.7233431339264
1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,kneighborsRegressor,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.3167534105638097,861.9062829017639
1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,nnRegressor,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.5184671316231358,869.4548716545105
1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,nnRegressor,tanh,NA,26,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.46987372072357225,879.0732576847076
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,nnRegressor,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,0.40435763257063384,886.8765630722046
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,6,auto,6,36,nan,nan,NA,NA,0.45239916503850697,1116.9912388324738
1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,nnRegressor,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.00047900644870912945,1125.9458665847778
1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,nnRegressor,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.458051062897051,1132.939207315445
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,nnRegressor,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.5235521721682053,1140.5039293766022
1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,nnRegressor,tanh,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.4948922727076954,1147.018560886383
1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.4240252790722455,1151.0644855499268
1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,kneighborsRegressor,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,4,NA,distance,0.4057213340907929,1155.205864906311
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,nnRegressor,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.11491102848514301,1162.3792781829834
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,nnRegressor,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.3756173281460309,1174.6447689533234
0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,38,auto,11,22,nan,nan,NA,NA,0.4916038937210031,1403.2829332351685
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,nnRegressor,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.41906573214526055,1410.6400668621063
0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,66,sqrt,2,21,nan,nan,NA,NA,0.4577707198194252,1416.6782541275024
1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,nnRegressor,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.05417884770177983,1426.3864171504974
0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,nnRegressor,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.42298992880804054,1435.5667879581451
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,nnRegressor,logistic,NA,21,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.050587063718965264,1440.7873578071594
0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,9,NA,distance,0.4552012160339626,1444.788460969925
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,nnRegressor,tanh,NA,11,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.4662082278527815,1453.8675622940063
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,kneighborsRegressor,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.4616158227927152,1457.9054598808289
1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,nnRegressor,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.09729491020954484,1468.031750679016
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,67,log2,18,28,nan,nan,NA,NA,0.4087598510360564,1528.26385140419
1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,nnRegressor,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,0.3939938439489912,1534.6341392993927
0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,nnRegressor,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.43959000220229505,1541.934273481369
0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,nnRegressor,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.4488042209066121,1549.2289729118347
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,kneighborsRegressor,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,4,NA,distance,0.3964530088536897,1553.2969806194305
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,nnRegressor,tanh,NA,32,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.3878236433853447,1562.4696600437164
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,97,log2,7,12,nan,nan,NA,NA,0.46976442165290366,1568.3869359493256
1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,kneighborsRegressor,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.4553600287268482,1572.4413075447083
1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,kneighborsRegressor,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.44064816514996874,1576.6077153682709
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,kneighborsRegressor,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.4337475614851074,1580.6813237667084
1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,27,log2,11,39,nan,nan,NA,NA,0.4385948631879295,1586.51465177536
1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,7,NA,distance,0.4669824752835533,1590.7787129878998
0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,64,sqrt,1,26,nan,nan,NA,NA,0.4645620510985533,1596.9968938827515
1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,kneighborsRegressor,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,4,NA,distance,0.37491383193846906,1601.0665919780731
0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,46,sqrt,16,39,nan,nan,NA,NA,0.43469541071670703,1606.707543849945
0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,87,sqrt,19,39,nan,nan,NA,NA,0.16012141396576218,1616.7408692836761
1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,nnRegressor,tanh,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.48173396988426587,1623.650601387024
0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,kneighborsRegressor,NA,auto,nan,NA,32,NA,nan,NA,nan,nan,nan,10,NA,distance,0.4421567815946117,1627.729032754898
1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,nnRegressor,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.48306243971187746,1634.7345218658447
1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,nnRegressor,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,9,nan,adam,NA,0.5000468414831546,1640.2890038490295
1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,nnRegressor,tanh,NA,27,NA,nan,constant,nan,NA,nan,nan,4,nan,adam,NA,0.4758174942071094,1646.547320842743
0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,nnRegressor,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.47754590073212133,1652.2176525592804
1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,nnRegressor,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.4850745584813866,1661.5852456092834
1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,nnRegressor,logistic,NA,17,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.49300123474969504,1667.410136461258
1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,kneighborsRegressor,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,2,NA,distance,0.27290237100723813,1671.4094169139862
1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,nnRegressor,identity,NA,29,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.4651763102248623,1675.464801311493
1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,randomForestRegressor,NA,NA,nan,poisson,nan,NA,71,auto,12,18,nan,nan,NA,NA,0.2687627731804445,1709.3899109363556
0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,nnRegressor,identity,NA,19,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.41878246996397817,1715.0878448486328
1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,kneighborsRegressor,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,distance,0.4618172915762345,1719.2173609733582
1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,nnRegressor,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.47639872373035896,1723.3181929588318
1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,nnRegressor,logistic,NA,9,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.49723925483696585,1727.8222842216492
1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,10,log2,15,8,nan,nan,NA,NA,0.4270123139930727,1733.319752216339
1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,nnRegressor,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,0.47248808818727095,1739.7859420776367
0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,87,auto,9,40,nan,nan,NA,NA,0.4756944376426363,1749.520296573639
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,randomForestRegressor,NA,NA,nan,mse,nan,NA,33,sqrt,4,17,nan,nan,NA,NA,0.38230210580928115,1755.398021221161
1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,kneighborsRegressor,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.43361222142489786,1759.4818224906921
1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,nnRegressor,logistic,NA,26,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5123132236416659,1763.992131471634
0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,nnRegressor,logistic,NA,16,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.4212572980491951,1770.3940832614899
1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,nnRegressor,relu,NA,13,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.3236892127476797,1777.5679576396942
1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,nnRegressor,identity,NA,30,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.46308276493175715,1783.081682920456
0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,37,auto,12,28,nan,nan,NA,NA,0.4820848103076881,1985.700855731964
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,nnRegressor,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.45665825651905423,1993.8529410362244
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.38781505107358694,1997.940851688385
0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,kneighborsRegressor,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,8,NA,distance,0.43861812448952364,2002.003134727478
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,kneighborsRegressor,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,1,NA,distance,-0.04877141502792304,2006.0088579654694
1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,distance,0.4166113826164347,2010.02294588089
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,68,log2,10,38,nan,nan,NA,NA,0.45965447887530264,2015.497808456421
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,kneighborsRegressor,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,8,NA,distance,0.4299366097848364,2019.5419118404388
0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,68,sqrt,12,26,nan,nan,NA,NA,0.41840906149383517,2080.0276987552643
0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.44345742789552556,2084.2186908721924
0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,kneighborsRegressor,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.06138514251688154,2088.2263209819794
0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,kneighborsRegressor,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,8,NA,distance,0.435441288006469,2092.2501997947693
0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,kneighborsRegressor,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,7,NA,distance,0.4230063029844815,2096.3693120479584
0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,randomForestRegressor,NA,NA,nan,mae,nan,NA,50,sqrt,18,5,nan,nan,NA,NA,0.409681255884937,2156.4514026641846
1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,nnRegressor,relu,NA,8,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.4651127081598717,2163.7585175037384
1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,kneighborsRegressor,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.3266320732244934,2167.8179490566254
