activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,13,entropy,1,1,0,0,0,34,adaptive,57,sqrt,14,38,randomForestClassifier,2,5,adam,uniform,0.8111111111111111
relu,brute,9,entropy,0,0,1,1,0,10,invscaling,10,sqrt,3,18,nnClassifier,4,7,adam,uniform,0.5703703703703704
relu,auto,13,gini,0,1,0,0,0,28,invscaling,52,auto,17,20,kneighborsClassifier,5,1,lbfgs,uniform,0.6722222222222223
identity,ball_tree,21,gini,1,1,1,0,1,12,constant,84,log2,12,36,kneighborsClassifier,1,7,adam,uniform,0.8592592592592593
identity,brute,8,gini,0,0,0,1,0,30,invscaling,47,sqrt,2,12,kneighborsClassifier,1,5,lbfgs,distance,0.7407407407407407
relu,auto,25,entropy,1,1,1,1,1,12,constant,55,sqrt,13,5,randomForestClassifier,8,7,adam,uniform,0.8888888888888888
tanh,ball_tree,26,entropy,1,0,0,0,0,21,invscaling,13,log2,17,3,randomForestClassifier,2,2,lbfgs,uniform,0.7037037037037037
relu,auto,28,gini,1,0,0,1,1,29,constant,43,auto,13,26,nnClassifier,5,5,lbfgs,uniform,0.5814814814814815
identity,brute,28,gini,0,1,1,1,1,24,invscaling,2,sqrt,19,16,randomForestClassifier,3,5,sgd,distance,0.7944444444444444
tanh,brute,31,entropy,0,1,1,0,1,29,invscaling,56,auto,4,40,randomForestClassifier,9,9,adam,uniform,0.8518518518518519
tanh,auto,16,gini,0,0,0,0,1,12,constant,20,sqrt,12,38,kneighborsClassifier,5,5,adam,uniform,0.7481481481481481
identity,brute,12,entropy,1,0,0,1,1,21,invscaling,96,auto,11,37,nnClassifier,2,10,lbfgs,uniform,0.5833333333333334
relu,auto,32,entropy,1,1,1,0,1,27,adaptive,26,sqrt,13,31,nnClassifier,8,10,adam,uniform,0.5796296296296296
identity,brute,12,gini,1,0,0,0,1,22,invscaling,38,log2,13,11,nnClassifier,8,10,adam,distance,0.6407407407407407
identity,brute,8,gini,1,1,0,1,1,19,adaptive,77,log2,3,23,kneighborsClassifier,10,7,sgd,uniform,0.8685185185185185
logistic,brute,18,entropy,0,1,1,0,0,28,adaptive,56,log2,13,12,nnClassifier,10,7,sgd,distance,0.6148148148148148
identity,brute,26,entropy,0,1,0,1,0,20,adaptive,30,sqrt,8,12,randomForestClassifier,3,10,adam,uniform,0.8018518518518518
logistic,kd_tree,13,gini,0,1,1,0,1,39,adaptive,50,log2,8,31,randomForestClassifier,10,9,adam,uniform,0.8592592592592593
identity,kd_tree,32,entropy,1,0,0,1,1,12,constant,71,auto,7,6,nnClassifier,1,2,adam,uniform,0.5666666666666667
tanh,auto,17,gini,1,0,0,0,1,40,adaptive,7,log2,19,37,randomForestClassifier,10,2,lbfgs,distance,0.7888888888888889
logistic,auto,32,gini,1,1,0,0,0,4,constant,30,auto,18,29,kneighborsClassifier,6,1,lbfgs,distance,0.7962962962962963
identity,brute,13,entropy,1,0,1,1,1,38,adaptive,97,auto,14,27,nnClassifier,6,2,lbfgs,distance,0.5703703703703704
identity,brute,12,entropy,1,0,1,1,1,9,constant,13,sqrt,3,9,nnClassifier,5,5,sgd,uniform,0.562962962962963
identity,auto,26,entropy,1,1,0,1,1,17,invscaling,15,log2,16,25,nnClassifier,8,10,sgd,distance,0.5703703703703704
relu,kd_tree,26,entropy,0,0,0,1,0,34,adaptive,51,sqrt,3,20,nnClassifier,5,3,sgd,uniform,0.5370370370370371
tanh,kd_tree,12,entropy,0,1,0,0,0,2,adaptive,5,sqrt,14,32,kneighborsClassifier,8,4,lbfgs,distance,0.6925925925925925
relu,ball_tree,31,entropy,0,1,0,1,0,12,constant,76,auto,16,14,kneighborsClassifier,9,3,adam,uniform,0.7833333333333333
logistic,ball_tree,15,entropy,1,1,1,1,0,16,adaptive,37,sqrt,12,22,nnClassifier,7,7,adam,distance,0.562962962962963
logistic,brute,22,entropy,1,1,1,1,1,37,invscaling,65,auto,4,15,randomForestClassifier,3,9,lbfgs,distance,0.9
tanh,brute,13,gini,0,1,0,1,1,22,constant,66,auto,14,26,randomForestClassifier,1,9,sgd,uniform,0.8240740740740741
logistic,kd_tree,9,gini,0,0,0,0,1,11,invscaling,1,auto,14,9,kneighborsClassifier,7,7,adam,uniform,0.7722222222222223
identity,auto,9,entropy,0,1,0,0,0,32,invscaling,36,auto,6,15,nnClassifier,6,1,adam,distance,0.6592592592592592
identity,auto,12,gini,1,1,1,0,1,29,invscaling,19,auto,2,13,randomForestClassifier,4,7,lbfgs,distance,0.8870370370370371
logistic,brute,27,entropy,1,0,0,1,0,31,adaptive,80,auto,3,3,nnClassifier,4,2,sgd,uniform,0.5666666666666667
identity,auto,24,gini,1,1,1,0,0,12,invscaling,46,sqrt,14,8,randomForestClassifier,2,1,lbfgs,uniform,0.8648148148148148
logistic,auto,22,gini,1,0,1,1,1,30,constant,3,sqrt,7,24,nnClassifier,2,1,lbfgs,uniform,0.5648148148148148
logistic,ball_tree,23,gini,1,1,0,0,0,9,invscaling,31,sqrt,4,28,randomForestClassifier,2,1,sgd,distance,0.8111111111111111
identity,brute,21,gini,1,0,1,1,0,35,constant,67,sqrt,3,39,nnClassifier,7,7,adam,distance,0.5814814814814815
identity,kd_tree,32,gini,0,1,1,1,0,32,constant,5,auto,10,38,kneighborsClassifier,8,7,lbfgs,distance,0.8388888888888889
identity,brute,20,gini,1,1,1,0,0,32,adaptive,53,log2,12,2,kneighborsClassifier,6,9,adam,uniform,0.8203703703703704
identity,brute,12,gini,1,1,1,1,0,9,adaptive,27,auto,15,5,kneighborsClassifier,8,9,lbfgs,distance,0.8851851851851852
logistic,auto,32,entropy,1,0,0,0,0,24,constant,75,sqrt,19,20,kneighborsClassifier,1,5,adam,uniform,0.7166666666666667
relu,auto,26,entropy,1,1,1,1,1,14,adaptive,42,log2,18,31,kneighborsClassifier,10,9,sgd,uniform,0.8611111111111112
relu,kd_tree,18,gini,0,0,1,1,1,39,invscaling,34,log2,2,5,randomForestClassifier,5,7,lbfgs,uniform,0.8481481481481481
logistic,auto,11,entropy,1,0,0,1,1,36,invscaling,8,sqrt,7,5,kneighborsClassifier,3,9,sgd,distance,0.837037037037037
logistic,brute,14,entropy,1,1,1,0,1,35,invscaling,85,auto,11,25,nnClassifier,6,9,lbfgs,uniform,0.5611111111111111
tanh,auto,24,entropy,0,0,0,1,0,38,constant,89,log2,2,8,nnClassifier,10,8,sgd,uniform,0.5444444444444444
relu,brute,19,entropy,1,0,0,0,0,25,constant,53,log2,13,30,randomForestClassifier,5,6,adam,distance,0.6907407407407408
