activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,25,entropy,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,38,adaptive,74,sqrt,12,22,randomForestClassifier,10,5,sgd,uniform,0.099609375
relu,auto,25,gini,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,11,invscaling,95,auto,4,30,kneighborsClassifier,9,1,sgd,distance,0.01171875
relu,brute,21,gini,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,31,adaptive,9,log2,19,3,nnClassifier,10,8,sgd,distance,0.990234375
tanh,brute,22,entropy,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,34,constant,51,log2,14,10,kneighborsClassifier,9,9,lbfgs,uniform,0.01953125
logistic,ball_tree,16,entropy,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,21,constant,59,sqrt,19,23,kneighborsClassifier,4,4,lbfgs,uniform,0.01171875
logistic,kd_tree,27,entropy,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,39,adaptive,19,auto,9,38,nnClassifier,5,6,lbfgs,distance,0.98828125
logistic,auto,32,gini,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,36,adaptive,37,sqrt,15,32,randomForestClassifier,4,10,sgd,distance,0.083984375
tanh,ball_tree,12,gini,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,31,constant,97,auto,8,22,nnClassifier,9,7,adam,uniform,0.986328125
identity,brute,17,entropy,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,9,adaptive,1,auto,4,27,nnClassifier,4,6,lbfgs,uniform,0.984375
identity,brute,30,gini,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,9,constant,41,auto,13,39,nnClassifier,7,5,lbfgs,distance,0.984375
relu,kd_tree,22,entropy,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,11,invscaling,72,log2,9,17,nnClassifier,7,2,lbfgs,uniform,0.986328125
tanh,ball_tree,23,entropy,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,20,adaptive,63,auto,4,29,kneighborsClassifier,1,8,sgd,distance,0.0078125
relu,brute,25,gini,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,6,adaptive,94,sqrt,10,37,nnClassifier,7,10,sgd,distance,0.98828125
tanh,brute,19,gini,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,16,constant,74,sqrt,3,18,nnClassifier,7,3,lbfgs,distance,0.98828125
tanh,auto,24,gini,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,constant,17,auto,2,19,randomForestClassifier,10,10,sgd,distance,0.1640625
tanh,auto,12,gini,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,34,invscaling,30,sqrt,9,38,kneighborsClassifier,3,6,sgd,uniform,0.009765625
tanh,ball_tree,11,entropy,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,35,constant,5,log2,11,4,nnClassifier,9,8,lbfgs,distance,0.982421875
relu,kd_tree,28,gini,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,22,constant,86,log2,11,4,kneighborsClassifier,5,4,sgd,uniform,0.015625
logistic,ball_tree,23,entropy,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,38,constant,94,sqrt,20,20,randomForestClassifier,3,3,sgd,uniform,0.08203125
logistic,auto,11,entropy,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,35,adaptive,30,auto,7,13,kneighborsClassifier,8,10,lbfgs,uniform,0.001953125
identity,kd_tree,12,gini,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,40,constant,95,log2,15,5,kneighborsClassifier,7,5,adam,uniform,0.009765625
logistic,auto,30,gini,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,39,adaptive,39,auto,7,6,kneighborsClassifier,3,7,lbfgs,uniform,0.009765625
tanh,auto,12,entropy,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,9,adaptive,55,auto,19,30,randomForestClassifier,1,9,lbfgs,distance,0.0390625
relu,ball_tree,15,gini,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,28,invscaling,95,auto,11,40,nnClassifier,5,6,sgd,distance,0.990234375
logistic,brute,11,entropy,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,29,invscaling,78,log2,15,32,nnClassifier,8,6,lbfgs,distance,0.984375
relu,ball_tree,14,entropy,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,26,constant,72,log2,17,33,randomForestClassifier,5,5,adam,uniform,0.01953125
tanh,ball_tree,27,entropy,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,31,adaptive,66,sqrt,11,23,kneighborsClassifier,6,1,lbfgs,uniform,0.015625
relu,auto,20,entropy,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,38,invscaling,68,auto,16,5,nnClassifier,5,7,lbfgs,uniform,0.984375
identity,ball_tree,17,gini,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,28,invscaling,26,auto,4,40,randomForestClassifier,10,6,lbfgs,distance,0.017578125
logistic,auto,14,entropy,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,9,constant,57,sqrt,18,13,randomForestClassifier,2,4,adam,distance,0.4296875
relu,auto,21,gini,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,20,adaptive,23,auto,4,40,randomForestClassifier,5,6,sgd,uniform,0.599609375
identity,brute,30,entropy,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,20,adaptive,38,sqrt,15,14,kneighborsClassifier,4,1,lbfgs,uniform,0.015625
tanh,kd_tree,9,gini,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,21,invscaling,37,log2,11,22,randomForestClassifier,10,1,sgd,uniform,0.02734375
relu,kd_tree,30,gini,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,25,constant,97,auto,16,24,kneighborsClassifier,6,6,lbfgs,distance,0.013671875
logistic,kd_tree,27,gini,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,35,constant,99,auto,19,35,nnClassifier,8,5,adam,distance,0.984375
relu,brute,21,entropy,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,37,constant,81,auto,17,20,randomForestClassifier,3,8,sgd,uniform,0.013671875
logistic,brute,23,gini,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,24,constant,26,log2,20,27,nnClassifier,4,10,sgd,uniform,0.990234375
identity,ball_tree,19,gini,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,24,invscaling,93,auto,10,5,randomForestClassifier,10,9,lbfgs,distance,0.49609375
identity,auto,12,gini,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,18,constant,73,sqrt,7,28,kneighborsClassifier,5,3,sgd,distance,0.013671875
tanh,kd_tree,17,entropy,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,6,adaptive,80,log2,14,13,kneighborsClassifier,7,8,adam,uniform,0.01953125
tanh,auto,27,entropy,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,37,constant,38,log2,9,15,nnClassifier,6,2,sgd,uniform,0.98828125
logistic,kd_tree,17,gini,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,19,constant,51,log2,20,26,kneighborsClassifier,10,2,lbfgs,distance,0.009765625
logistic,brute,24,entropy,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,11,invscaling,83,log2,3,12,kneighborsClassifier,9,4,sgd,distance,0.013671875
relu,auto,15,entropy,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,invscaling,65,log2,5,24,nnClassifier,8,7,sgd,uniform,0.990234375
relu,auto,16,entropy,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,27,invscaling,31,sqrt,19,17,randomForestClassifier,10,6,sgd,distance,0.1015625
identity,kd_tree,25,gini,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,30,constant,42,sqrt,2,11,randomForestClassifier,3,4,lbfgs,uniform,0.072265625
logistic,auto,16,entropy,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,29,adaptive,55,log2,3,37,nnClassifier,5,9,lbfgs,uniform,0.984375
tanh,ball_tree,17,gini,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,7,invscaling,95,auto,3,28,randomForestClassifier,2,2,lbfgs,uniform,0.125
identity,auto,22,entropy,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,36,constant,45,log2,15,13,nnClassifier,6,3,lbfgs,distance,0.98828125
relu,kd_tree,14,gini,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,22,invscaling,18,log2,5,30,kneighborsClassifier,7,1,adam,uniform,0.017578125
logistic,kd_tree,17,gini,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,27,adaptive,75,log2,19,22,randomForestClassifier,9,10,lbfgs,uniform,0.099609375
logistic,kd_tree,26,gini,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,36,adaptive,21,auto,14,15,nnClassifier,10,9,sgd,distance,0.990234375
relu,kd_tree,22,gini,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,38,adaptive,26,sqrt,12,6,kneighborsClassifier,4,3,adam,distance,0.005859375
relu,kd_tree,8,gini,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,3,adaptive,42,auto,4,13,nnClassifier,2,3,lbfgs,distance,0.98828125
logistic,ball_tree,14,entropy,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,16,constant,99,auto,18,30,kneighborsClassifier,3,1,lbfgs,distance,0.0078125
logistic,ball_tree,13,gini,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,22,adaptive,79,log2,7,31,nnClassifier,4,5,lbfgs,distance,0.990234375
identity,ball_tree,23,entropy,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,35,constant,91,log2,9,8,kneighborsClassifier,1,7,adam,uniform,0.005859375
identity,ball_tree,15,gini,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,34,invscaling,37,log2,3,15,kneighborsClassifier,3,3,sgd,uniform,0.005859375
tanh,auto,24,gini,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,31,invscaling,89,sqrt,6,33,randomForestClassifier,3,4,lbfgs,distance,0.05078125
relu,auto,29,gini,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,25,invscaling,63,sqrt,9,11,nnClassifier,10,8,sgd,uniform,0.990234375
relu,auto,28,entropy,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,20,constant,41,auto,4,11,nnClassifier,4,1,lbfgs,uniform,0.986328125
identity,auto,18,gini,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,7,adaptive,1,sqrt,12,21,kneighborsClassifier,2,8,sgd,uniform,0.001953125
logistic,auto,26,entropy,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,33,constant,84,auto,4,6,nnClassifier,6,9,lbfgs,uniform,0.982421875
