activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,brute,27,gini,1,1,1,16,constant,91,auto,16,19,nnClassifier,6,8,adam,distance,0.94994994994995,212.84496838785708
tanh,auto,15,gini,1,1,1,16,invscaling,6,auto,19,6,nnClassifier,7,7,adam,distance,0.9619619619619619,212.84501840686426
tanh,brute,16,gini,1,1,1,15,invscaling,28,auto,17,7,randomForestClassifier,7,6,adam,distance,0.9629629629629629,212.84505183598958
tanh,auto,15,gini,1,1,1,31,constant,82,auto,10,13,randomForestClassifier,8,5,adam,distance,0.9619619619619619,212.84508427605033
relu,kd_tree,14,gini,1,1,1,23,invscaling,95,auto,11,24,kneighborsClassifier,7,7,adam,distance,0.9629629629629629,212.8451168348547
tanh,ball_tree,19,gini,1,1,1,15,constant,86,auto,14,23,kneighborsClassifier,6,2,adam,distance,0.9459459459459459,212.8451491049491
relu,ball_tree,16,gini,1,1,1,10,constant,28,auto,17,17,kneighborsClassifier,7,4,adam,distance,0.9619619619619619,212.84518051403575
tanh,auto,24,gini,1,1,1,15,invscaling,28,auto,9,14,kneighborsClassifier,7,6,adam,distance,0.9629629629629629,212.84522254392505
tanh,kd_tree,15,gini,1,1,1,22,invscaling,45,auto,8,24,nnClassifier,3,5,adam,distance,0.950950950950951,212.84525375301018
tanh,brute,18,gini,1,1,1,8,constant,6,auto,17,30,nnClassifier,7,1,adam,distance,0.94994994994995,212.8452844028361
tanh,kd_tree,13,gini,1,1,1,25,invscaling,42,auto,16,7,kneighborsClassifier,6,6,adam,distance,0.9479479479479479,212.84531468199566
tanh,kd_tree,27,gini,1,1,1,34,invscaling,49,auto,10,22,nnClassifier,8,5,adam,distance,0.9469469469469469,212.84534499188885
tanh,ball_tree,15,gini,1,1,1,34,constant,50,auto,9,34,nnClassifier,6,9,adam,distance,0.9619619619619619,212.8453754419461
tanh,ball_tree,26,gini,1,1,1,11,invscaling,78,auto,16,35,nnClassifier,6,8,adam,distance,0.9619619619619619,212.84540561097674
relu,auto,26,gini,1,1,1,12,invscaling,25,auto,15,8,nnClassifier,8,6,adam,distance,0.9619619619619619,212.84543585102074
tanh,kd_tree,12,gini,1,1,1,34,constant,41,auto,12,9,nnClassifier,5,7,adam,distance,0.948948948948949,212.84546607988887
relu,kd_tree,21,gini,1,1,1,15,invscaling,96,auto,18,26,kneighborsClassifier,7,6,adam,distance,0.958958958958959,212.84549699001946
tanh,ball_tree,16,gini,1,1,1,15,invscaling,63,auto,9,21,nnClassifier,7,6,adam,distance,0,212.8455275988672
tanh,brute,16,gini,1,1,1,36,constant,25,auto,6,21,nnClassifier,6,6,adam,distance,0.9429429429429429,212.84555691899732
relu,brute,23,gini,1,1,1,22,invscaling,86,auto,8,8,kneighborsClassifier,6,4,adam,distance,0.9579579579579579,212.84558757790364
relu,auto,23,gini,1,1,1,15,constant,87,auto,19,16,nnClassifier,8,7,adam,distance,0.94994994994995,508.3516367180273
