activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,18,gini,1,1,1,16,constant,13,auto,20,28,nnClassifier,10,1,adam,distance,0.968968968968969,346.0019567019772
relu,auto,18,gini,1,1,1,17,constant,19,auto,10,16,nnClassifier,9,1,adam,distance,0.943943943943944,346.0019874610007
relu,auto,23,gini,1,1,1,14,constant,58,auto,20,24,nnClassifier,8,5,adam,distance,0.9319319319319319,346.00201820093207
relu,auto,19,gini,1,1,1,16,constant,12,auto,9,23,nnClassifier,10,1,adam,distance,0.9569569569569569,346.002048289869
relu,auto,16,gini,1,1,1,25,constant,28,auto,20,25,nnClassifier,10,2,adam,distance,0.934934934934935,346.0020782898646
relu,auto,17,gini,1,1,1,16,constant,77,auto,20,29,nnClassifier,10,1,adam,distance,0.933933933933934,346.00210795900784
relu,auto,19,gini,1,1,1,12,constant,32,auto,16,28,nnClassifier,10,4,adam,distance,0.960960960960961,346.00213778880425
relu,auto,18,gini,1,1,1,13,constant,78,auto,6,30,nnClassifier,9,2,adam,distance,0.9529529529529529,346.0021676279139
relu,auto,18,gini,1,1,1,14,constant,26,auto,10,27,nnClassifier,9,1,adam,distance,0.95995995995996,346.0022075679153
relu,auto,20,gini,1,1,1,23,constant,40,auto,20,15,nnClassifier,10,1,adam,distance,0.9309309309309309,346.00223771692254
relu,auto,16,gini,1,1,1,30,constant,16,auto,13,10,nnClassifier,10,2,adam,distance,0.9369369369369369,346.0022678268142
relu,auto,14,gini,1,1,1,29,constant,86,auto,10,31,nnClassifier,1,2,adam,distance,0.960960960960961,346.00229773600586
relu,auto,20,gini,1,1,1,26,constant,37,auto,20,11,nnClassifier,10,1,adam,distance,0.933933933933934,346.0023278859444
relu,auto,20,gini,1,1,1,14,constant,79,auto,20,31,nnClassifier,8,2,adam,distance,0.92992992992993,346.0023576950189
relu,auto,17,gini,1,1,1,14,constant,74,auto,13,14,nnClassifier,10,1,adam,distance,0.9369369369369369,346.0023873448372
relu,auto,18,gini,1,1,1,32,constant,45,auto,19,17,nnClassifier,4,2,adam,distance,0.9679679679679679,346.002416923875
relu,auto,19,gini,1,1,1,14,constant,82,auto,19,28,nnClassifier,10,1,adam,distance,0.968968968968969,346.002446613973
relu,auto,26,gini,1,1,1,16,constant,7,auto,15,33,nnClassifier,4,1,adam,distance,0.938938938938939,1054.5018067408819
relu,auto,22,gini,1,1,1,19,constant,86,auto,17,18,nnClassifier,10,1,adam,distance,0.928928928928929,1054.501880679978
relu,auto,25,gini,1,1,1,22,constant,68,auto,19,11,nnClassifier,4,2,adam,distance,0.9319319319319319,1054.5019149198197
relu,auto,18,gini,1,1,1,16,constant,13,auto,20,28,nnClassifier,10,1,adam,distance,0.928928928928929,1054.5019475689624
relu,auto,22,gini,1,1,1,13,constant,23,auto,10,12,nnClassifier,5,2,adam,distance,0.928928928928929,1054.5019804388285
relu,auto,26,gini,1,1,1,16,constant,54,auto,20,28,nnClassifier,10,1,adam,distance,0.933933933933934,1054.5020128679462
relu,auto,16,gini,1,1,1,14,constant,10,auto,13,21,nnClassifier,6,1,adam,distance,0.928928928928929,1054.502046287991
relu,auto,12,gini,1,1,1,29,constant,32,auto,20,25,nnClassifier,10,2,adam,distance,0.9329329329329329,1054.5020778668113
relu,auto,21,gini,1,1,1,16,constant,80,auto,20,30,nnClassifier,10,1,adam,distance,0.9309309309309309,1054.5021096370183
relu,auto,20,gini,1,1,1,11,constant,33,auto,17,32,nnClassifier,6,8,adam,distance,0.928928928928929,1054.5021425359882
relu,auto,17,gini,1,1,1,9,constant,74,auto,10,30,nnClassifier,10,4,adam,distance,0.928928928928929,1054.5021758149378
relu,auto,14,gini,1,1,1,14,constant,22,auto,8,27,nnClassifier,10,1,adam,distance,0.928928928928929,1054.5022141048685
relu,auto,19,gini,1,1,1,19,constant,36,auto,20,19,nnClassifier,9,1,adam,distance,0.9309309309309309,1054.5022460238542
relu,auto,18,gini,1,1,1,30,constant,13,auto,17,14,nnClassifier,10,4,adam,distance,0.9329329329329329,1054.502277403837
relu,auto,14,gini,1,1,1,25,constant,82,auto,14,30,nnClassifier,5,1,adam,distance,0.9359359359359359,1054.502313512843
relu,auto,16,gini,1,1,1,22,constant,33,auto,16,15,nnClassifier,10,1,adam,distance,0.9309309309309309,1054.5023453128524
relu,auto,18,gini,1,1,1,14,constant,75,auto,20,31,nnClassifier,10,1,adam,distance,0.9369369369369369,1054.5023762618657
relu,auto,15,gini,1,1,1,10,constant,70,auto,17,18,nnClassifier,10,1,adam,distance,0.9309309309309309,1054.5024077419657
relu,auto,17,gini,1,1,1,35,constant,45,auto,15,21,nnClassifier,8,6,adam,distance,0.938938938938939,1054.50243946095
relu,auto,17,gini,1,1,1,15,constant,78,auto,19,30,nnClassifier,9,1,adam,distance,0.928928928928929,1054.5024703808594
relu,auto,25,gini,1,1,1,12,constant,8,auto,18,29,nnClassifier,8,1,adam,distance,0.938938938938939,1847.5705257540103
relu,auto,23,gini,1,1,1,19,constant,82,auto,13,22,nnClassifier,10,5,adam,distance,0.9309309309309309,1847.5705756328534
relu,auto,25,gini,1,1,1,22,constant,64,auto,20,14,nnClassifier,6,2,adam,distance,0.93993993993994,1847.5706084629055
relu,auto,18,gini,1,1,1,16,constant,13,auto,20,28,nnClassifier,10,1,adam,distance,0.928928928928929,1847.5706403418444
relu,auto,25,gini,1,1,1,17,constant,19,auto,9,8,nnClassifier,4,4,adam,distance,0.933933933933934,1847.5706718119327
relu,auto,22,gini,1,1,1,14,constant,50,auto,20,29,nnClassifier,8,5,adam,distance,0.9279279279279279,1847.5707031909842
relu,auto,18,gini,1,1,1,14,constant,11,auto,17,25,nnClassifier,7,2,adam,distance,0.934934934934935,1847.5707499699201
relu,auto,12,gini,1,1,1,25,constant,28,auto,16,26,nnClassifier,9,3,adam,distance,0.9319319319319319,1847.5707816299982
relu,auto,18,gini,1,1,1,16,constant,76,auto,20,28,nnClassifier,10,1,adam,distance,0.9279279279279279,1847.570812779013
relu,auto,20,gini,1,1,1,9,constant,29,auto,13,34,nnClassifier,10,4,adam,distance,0.934934934934935,1847.5708440688904
relu,auto,17,gini,1,1,1,12,constant,78,auto,6,34,nnClassifier,9,6,adam,distance,0.9309309309309309,1847.5708755878732
relu,auto,18,gini,1,1,1,16,constant,26,auto,12,28,nnClassifier,6,2,adam,distance,0.9369369369369369,1847.5709070479497
relu,auto,18,gini,1,1,1,15,constant,32,auto,20,23,nnClassifier,10,1,adam,distance,0.933933933933934,1847.5709383168723
relu,auto,14,gini,1,1,1,26,constant,17,auto,20,18,nnClassifier,10,3,adam,distance,0.928928928928929,1847.5709694169927
relu,auto,11,gini,1,1,1,27,constant,78,auto,10,30,nnClassifier,9,5,adam,distance,0.9319319319319319,1847.5710005559959
relu,auto,20,gini,1,1,1,26,constant,29,auto,15,18,nnClassifier,10,1,adam,distance,0.9329329329329329,1847.5710323958192
relu,auto,18,gini,1,1,1,17,constant,72,auto,20,29,nnClassifier,9,1,adam,distance,0.928928928928929,1847.5710639548488
relu,auto,17,gini,1,1,1,14,constant,66,auto,20,16,nnClassifier,10,5,adam,distance,0.924924924924925,1847.5710953348316
relu,auto,13,gini,1,1,1,31,constant,41,auto,16,25,nnClassifier,9,2,adam,distance,0.9359359359359359,1847.5711266638245
relu,auto,21,gini,1,1,1,14,constant,74,auto,19,31,nnClassifier,9,1,adam,distance,0.934934934934935,1847.5711579339113
relu,auto,21,gini,1,1,1,14,constant,12,auto,18,29,nnClassifier,8,1,adam,distance,0.9329329329329329,2652.4595344569534
relu,auto,19,gini,1,1,1,18,constant,86,auto,17,21,nnClassifier,10,6,adam,distance,0.928928928928929,2652.4595840859693
relu,auto,21,gini,1,1,1,21,constant,60,auto,19,18,nnClassifier,6,1,adam,distance,0.9379379379379379,2652.459616045002
relu,auto,18,gini,1,1,1,16,constant,13,auto,20,28,nnClassifier,10,1,adam,distance,0.928928928928929,2652.459647774929
relu,auto,22,gini,1,1,1,15,constant,18,auto,13,12,nnClassifier,6,1,adam,distance,0.93993993993994,2652.4596786438487
relu,auto,19,gini,1,1,1,14,constant,46,auto,20,25,nnClassifier,8,5,adam,distance,0.933933933933934,2652.459709423827
relu,auto,16,gini,1,1,1,18,constant,13,auto,13,28,nnClassifier,8,2,adam,distance,0.933933933933934,2652.459739872953
relu,auto,16,gini,1,1,1,21,constant,27,auto,16,22,nnClassifier,9,1,adam,distance,0.9319319319319319,2652.459770042915
relu,auto,17,gini,1,1,1,16,constant,72,auto,20,28,nnClassifier,10,1,adam,distance,0.928928928928929,2652.459800521843
relu,auto,18,gini,1,1,1,5,constant,25,auto,11,30,nnClassifier,9,4,adam,distance,0.9309309309309309,2652.4598308918066
relu,auto,13,gini,1,1,1,15,constant,74,auto,10,30,nnClassifier,9,2,adam,distance,0.934934934934935,2652.4598616408184
relu,auto,18,gini,1,1,1,15,constant,28,auto,16,27,nnClassifier,3,3,adam,distance,0.934934934934935,2652.459891890874
relu,auto,18,gini,1,1,1,19,constant,28,auto,20,27,nnClassifier,10,1,adam,distance,0.928928928928929,2652.4599222799297
relu,auto,18,gini,1,1,1,22,constant,21,auto,16,22,nnClassifier,10,1,adam,distance,0.9369369369369369,2652.4599527798127
relu,auto,15,gini,1,1,1,31,constant,74,auto,6,32,nnClassifier,9,2,adam,distance,0.9329329329329329,2652.4599832389504
relu,auto,22,gini,1,1,1,25,constant,25,auto,19,18,nnClassifier,10,1,adam,distance,0.9309309309309309,2652.460013858974
relu,auto,20,gini,1,1,1,13,constant,68,auto,20,29,nnClassifier,8,1,adam,distance,0.928928928928929,2652.460044337902
relu,auto,18,gini,1,1,1,13,constant,62,auto,16,20,nnClassifier,10,4,adam,distance,0.9309309309309309,2652.460074617993
relu,auto,9,gini,1,1,1,27,constant,37,auto,19,24,nnClassifier,7,1,adam,distance,0.933933933933934,2652.4601049069315
relu,auto,23,gini,1,1,1,15,constant,70,auto,15,30,nnClassifier,10,2,adam,distance,0.9329329329329329,2652.4601356759667
