activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,18,gini,1,1,1,4,invscaling,47,auto,16,33,nnClassifier,9,5,adam,distance,0.955955955955956,93.45195298199542
logistic,auto,18,gini,1,1,1,14,constant,35,log2,10,28,nnClassifier,9,9,adam,distance,0.9419419419419419,93.45202078088187
logistic,auto,30,gini,0,1,1,4,invscaling,38,log2,18,8,randomForestClassifier,8,4,adam,distance,0.9669669669669669,93.45205363980494
relu,auto,20,gini,1,1,1,4,constant,73,sqrt,15,17,kneighborsClassifier,8,2,adam,distance,0.9569569569569569,93.45208615879528
tanh,auto,29,gini,0,1,1,20,invscaling,7,log2,17,28,nnClassifier,9,3,adam,distance,0.9419419419419419,93.45211791899055
identity,auto,22,gini,1,1,1,15,invscaling,11,log2,17,8,randomForestClassifier,8,4,adam,distance,0.9579579579579579,93.45214919792488
identity,auto,26,gini,0,1,1,12,invscaling,95,sqrt,7,19,kneighborsClassifier,7,6,adam,distance,0.9579579579579579,93.45218062680215
relu,auto,31,gini,0,1,1,29,invscaling,56,auto,13,17,nnClassifier,8,4,adam,distance,0.955955955955956,93.45221128687263
identity,auto,30,gini,0,1,1,4,invscaling,80,auto,6,20,nnClassifier,7,5,adam,distance,0.94994994994995,93.45224292599596
logistic,auto,30,gini,0,1,1,25,invscaling,37,sqrt,18,8,kneighborsClassifier,9,2,adam,distance,0,93.45227427477948
logistic,auto,27,gini,1,1,1,5,invscaling,39,auto,18,14,kneighborsClassifier,9,5,adam,distance,0.9579579579579579,93.45230440492742
logistic,auto,26,gini,0,1,1,30,constant,58,log2,16,19,kneighborsClassifier,5,2,adam,distance,0.950950950950951,93.45233576395549
tanh,auto,19,gini,1,1,1,18,constant,5,sqrt,16,33,randomForestClassifier,6,4,adam,distance,0.9629629629629629,93.4523671339266
identity,auto,27,gini,1,1,1,15,invscaling,87,log2,8,8,nnClassifier,8,6,adam,distance,0.943943943943944,93.45239808293991
identity,auto,29,gini,0,1,1,34,invscaling,91,auto,10,6,nnClassifier,6,4,adam,distance,0.9429429429429429,93.45242898189463
tanh,auto,26,gini,0,1,1,38,invscaling,38,log2,15,15,kneighborsClassifier,1,3,adam,distance,0,93.45245976187289
relu,auto,19,gini,0,1,1,18,invscaling,28,sqrt,7,24,kneighborsClassifier,5,3,adam,distance,0.950950950950951,93.4524904708378
identity,auto,24,gini,1,1,1,33,invscaling,38,auto,17,9,nnClassifier,7,6,adam,distance,0.955955955955956,93.45252144988626
logistic,auto,16,gini,1,1,1,17,constant,39,sqrt,14,13,kneighborsClassifier,6,5,adam,distance,0.9579579579579579,93.45255203987472
tanh,auto,31,gini,1,1,1,5,constant,8,auto,19,12,nnClassifier,8,4,adam,distance,0.955955955955956,93.45258266897872
relu,auto,22,gini,1,1,1,4,constant,43,auto,20,29,nnClassifier,9,4,adam,distance,0.93993993993994,222.37717031897046
