activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,13,gini,1,0,1,6,constant,69,auto,18,20,nnClassifier,10,6,sgd,uniform,0,69.88052035612054
relu,auto,13,gini,1,1,1,32,constant,36,auto,10,13,kneighborsClassifier,7,7,adam,distance,0.9679679679679679,69.88056802609935
relu,auto,10,gini,1,1,1,35,constant,71,auto,13,27,kneighborsClassifier,9,5,sgd,distance,0.9679679679679679,69.88060382497497
relu,auto,12,gini,1,0,1,32,constant,36,auto,17,18,randomForestClassifier,9,5,sgd,uniform,0.973973973973974,69.88063598517329
relu,auto,11,gini,1,0,1,13,constant,45,auto,11,20,randomForestClassifier,5,5,sgd,uniform,0.9679679679679679,69.88066840497777
relu,auto,11,gini,1,0,1,35,constant,35,auto,10,35,kneighborsClassifier,9,5,sgd,uniform,0,69.88070034398697
relu,auto,15,gini,1,0,1,14,constant,36,auto,17,18,randomForestClassifier,7,9,sgd,uniform,0.9679679679679679,69.88074047397822
relu,auto,11,gini,1,1,1,23,constant,90,auto,16,5,randomForestClassifier,6,6,adam,uniform,0.9679679679679679,69.88077154406346
relu,auto,25,gini,1,1,1,8,constant,36,auto,19,20,kneighborsClassifier,10,5,adam,uniform,0.9359359359359359,69.88080399297178
relu,auto,18,gini,1,1,1,7,constant,30,auto,8,15,randomForestClassifier,9,5,adam,uniform,0.972972972972973,69.8808357231319
relu,auto,15,gini,1,0,1,32,constant,45,auto,13,4,nnClassifier,5,5,sgd,uniform,0,69.88086767215282
relu,auto,13,gini,1,1,1,33,constant,47,auto,11,8,nnClassifier,5,7,adam,uniform,0.964964964964965,69.88089821208268
relu,auto,25,gini,1,0,1,12,constant,65,auto,17,28,kneighborsClassifier,7,3,adam,uniform,0.93993993993994,69.88092960207723
relu,auto,12,gini,1,0,1,12,constant,86,auto,12,16,kneighborsClassifier,7,6,adam,distance,0,69.88096084096469
relu,auto,21,gini,1,1,1,26,constant,52,auto,17,35,nnClassifier,7,4,sgd,uniform,0.964964964964965,69.88099113106728
relu,auto,12,gini,1,1,1,9,constant,9,auto,13,35,kneighborsClassifier,8,8,sgd,uniform,0.9679679679679679,69.88102209102362
relu,auto,23,gini,1,1,1,32,constant,20,auto,18,36,kneighborsClassifier,5,8,adam,distance,0.964964964964965,69.88105342001654
relu,auto,17,gini,1,0,1,29,constant,31,auto,16,19,kneighborsClassifier,7,5,sgd,uniform,0.923923923923924,69.88108430011198
relu,auto,15,gini,1,1,1,34,constant,5,auto,8,27,nnClassifier,8,4,adam,uniform,0.9459459459459459,69.88111974997446
relu,auto,16,gini,1,1,1,32,constant,36,auto,17,34,nnClassifier,7,5,sgd,distance,0.964964964964965,69.88115129899234
relu,auto,9,gini,1,1,1,10,constant,65,auto,16,18,nnClassifier,10,7,adam,distance,0.943943943943944,213.82416118704714
relu,auto,13,gini,1,1,1,32,constant,36,auto,14,16,nnClassifier,9,8,adam,distance,0.963963963963964,213.8242154470645
relu,auto,12,gini,1,1,1,31,constant,67,auto,17,26,nnClassifier,6,5,adam,distance,0.9619619619619619,213.824248946039
relu,auto,12,gini,1,1,1,32,constant,36,auto,17,18,nnClassifier,9,5,adam,distance,0.973973973973974,213.82428096607327
relu,auto,10,gini,1,1,1,17,constant,41,auto,15,17,nnClassifier,9,6,adam,distance,0.973973973973974,213.8243121060077
relu,auto,10,gini,1,1,1,34,constant,35,auto,14,31,nnClassifier,8,4,adam,distance,0.9669669669669669,213.82434361497872
relu,auto,12,gini,1,1,1,18,constant,38,auto,17,20,nnClassifier,10,7,adam,distance,0.973973973973974,213.82437562500127
relu,auto,12,gini,1,1,1,27,constant,86,auto,15,9,nnClassifier,10,6,adam,distance,0.9719719719719719,213.824406825006
relu,auto,23,gini,1,1,1,12,constant,35,auto,20,16,nnClassifier,10,7,adam,distance,0.9679679679679679,213.82443842408247
relu,auto,14,gini,1,1,1,11,constant,34,auto,12,19,nnClassifier,9,4,adam,distance,0.973973973973974,213.82446992397308
relu,auto,12,gini,1,1,1,34,constant,41,auto,16,8,nnClassifier,9,7,adam,distance,0.944944944944945,213.82450138404965
relu,auto,13,gini,1,1,1,31,constant,45,auto,15,12,nnClassifier,4,7,adam,distance,0.943943943943944,213.82453270303085
relu,auto,21,gini,1,1,1,16,constant,61,auto,19,24,nnClassifier,10,7,adam,distance,0.9669669669669669,213.82456387300044
relu,auto,10,gini,1,1,1,16,constant,82,auto,16,20,nnClassifier,10,4,adam,distance,0.9629629629629629,213.824595003156
relu,auto,17,gini,1,1,1,27,constant,52,auto,13,31,nnClassifier,10,6,adam,distance,0.944944944944945,213.82462599198334
relu,auto,12,gini,1,1,1,13,constant,13,auto,17,31,nnClassifier,9,10,adam,distance,0.9679679679679679,213.82465708209202
relu,auto,19,gini,1,1,1,31,constant,24,auto,18,35,nnClassifier,3,4,adam,distance,0.963963963963964,213.82468817196786
relu,auto,13,gini,1,1,1,31,constant,35,auto,19,15,nnClassifier,10,7,adam,distance,0.9669669669669669,213.82473000115715
relu,auto,11,gini,1,1,1,33,constant,9,auto,12,23,nnClassifier,7,8,adam,distance,0.9459459459459459,213.82476102095097
relu,auto,12,gini,1,1,1,33,constant,40,auto,13,30,nnClassifier,10,5,adam,distance,0.9469469469469469,213.82479206100106
relu,auto,11,gini,1,1,1,14,constant,63,auto,16,17,nnClassifier,10,7,adam,distance,0.9459459459459459,1387.1075537251309
relu,auto,9,gini,1,1,1,32,constant,37,auto,14,15,nnClassifier,7,9,adam,distance,0.9459459459459459,1387.1076013050042
relu,auto,15,gini,1,1,1,35,constant,63,auto,13,22,nnClassifier,8,5,adam,distance,0.943943943943944,1387.1076338540297
relu,auto,12,gini,1,1,1,32,constant,36,auto,17,18,nnClassifier,9,5,adam,distance,0.944944944944945,1387.107665213989
relu,auto,13,gini,1,1,1,16,constant,37,auto,14,17,nnClassifier,7,4,adam,distance,0.944944944944945,1387.1076962030493
relu,auto,13,gini,1,1,1,33,constant,35,auto,13,33,nnClassifier,9,5,adam,distance,0.9469469469469469,1387.107739343075
relu,auto,15,gini,1,1,1,22,constant,34,auto,17,17,nnClassifier,9,7,adam,distance,0.9429429429429429,1387.107770393137
relu,auto,11,gini,1,1,1,24,constant,82,auto,19,13,nnClassifier,6,5,adam,distance,0.9429429429429429,1387.1078009621706
relu,auto,19,gini,1,1,1,16,constant,36,auto,16,19,nnClassifier,9,7,adam,distance,0.9459459459459459,1387.1078316520434
relu,auto,13,gini,1,1,1,15,constant,32,auto,16,16,nnClassifier,9,5,adam,distance,0.943943943943944,1387.1078621309716
relu,auto,15,gini,1,1,1,30,constant,37,auto,13,12,nnClassifier,5,5,adam,distance,0.944944944944945,1387.1078927710187
relu,auto,14,gini,1,1,1,35,constant,41,auto,11,16,nnClassifier,8,4,adam,distance,0.9469469469469469,1387.1079231309704
relu,auto,19,gini,1,1,1,20,constant,58,auto,15,22,nnClassifier,9,3,adam,distance,0.944944944944945,1387.1079536401667
relu,auto,14,gini,1,1,1,20,constant,78,auto,12,20,nnClassifier,6,7,adam,distance,0.943943943943944,1387.1079842101317
relu,auto,13,gini,1,1,1,31,constant,55,auto,17,35,nnClassifier,10,5,adam,distance,0.9459459459459459,1387.1080145300366
relu,auto,12,gini,1,1,1,17,constant,17,auto,19,27,nnClassifier,8,9,adam,distance,0.944944944944945,1387.1080452289898
relu,auto,22,gini,1,1,1,27,constant,22,auto,15,36,nnClassifier,1,5,adam,distance,0.944944944944945,1387.1080755491275
relu,auto,14,gini,1,1,1,30,constant,36,auto,16,16,nnClassifier,10,4,adam,distance,0.944944944944945,1387.1081058590207
relu,auto,11,gini,1,1,1,32,constant,13,auto,16,19,nnClassifier,9,7,adam,distance,0.9469469469469469,1387.1081363181584
relu,auto,16,gini,1,1,1,32,constant,36,auto,12,30,nnClassifier,6,1,adam,distance,0.9429429429429429,1387.1081669479609
relu,auto,10,gini,1,1,1,18,constant,59,auto,18,18,nnClassifier,9,5,adam,distance,0.943943943943944,2392.635144999018
relu,auto,13,gini,1,1,1,32,constant,36,auto,10,11,nnClassifier,8,10,adam,distance,0.9459459459459459,2392.635189068038
relu,auto,13,gini,1,1,1,37,constant,59,auto,13,26,nnClassifier,7,5,adam,distance,0.9459459459459459,2392.6352214380167
relu,auto,12,gini,1,1,1,32,constant,36,auto,17,18,nnClassifier,9,5,adam,distance,0.944944944944945,2392.635253168177
relu,auto,11,gini,1,1,1,20,constant,41,auto,10,21,nnClassifier,8,5,adam,distance,0.943943943943944,2392.635284237098
relu,auto,10,gini,1,1,1,31,constant,36,auto,17,29,nnClassifier,9,6,adam,distance,0.9459459459459459,2392.635315237101
