activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5425506911969402
identity,brute,16,mae,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,6,invscaling,89,log2,19,11,randomForestRegressor,10,1,sgd,distance,0.3294965422980365
logistic,brute,30,mse,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,31,constant,41,log2,4,25,kneighborsRegressor,6,2,adam,distance,0.09394397675076371
identity,ball_tree,17,poisson,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,17,constant,92,log2,5,30,randomForestRegressor,2,3,sgd,distance,0.23047063801746348
tanh,brute,14,mse,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,38,adaptive,37,log2,8,34,randomForestRegressor,7,10,lbfgs,uniform,0.2476392941923683
logistic,brute,30,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.475900794710872
identity,auto,9,mae,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,13,adaptive,53,log2,7,6,kneighborsRegressor,6,10,lbfgs,uniform,0.06167114017628594
tanh,auto,22,poisson,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,36,invscaling,47,log2,13,38,nnRegressor,7,6,sgd,distance,-0.30860575549098823
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4393790101303976
tanh,brute,30,mae,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,32,constant,98,log2,13,10,nnRegressor,10,10,sgd,distance,-0.022835660533531366
tanh,ball_tree,18,mse,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,18,adaptive,27,log2,19,4,randomForestRegressor,2,4,sgd,distance,0.25743201390834636
tanh,ball_tree,23,mae,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,35,constant,19,log2,12,19,kneighborsRegressor,4,4,adam,uniform,-0.04539386198886053
relu,brute,28,mae,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.3817794135625022
identity,brute,31,poisson,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,14,constant,76,log2,19,19,kneighborsRegressor,8,5,lbfgs,uniform,0.3192190947535658
tanh,kd_tree,24,mse,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,12,adaptive,67,log2,3,10,kneighborsRegressor,5,3,lbfgs,uniform,-0.08744043971958826
identity,kd_tree,30,mae,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,24,constant,42,log2,3,25,randomForestRegressor,5,2,sgd,uniform,0.2285019077003725
logistic,kd_tree,19,mae,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,10,invscaling,23,auto,12,5,nnRegressor,10,7,sgd,distance,-0.006175829696273949
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.4792966176906941
identity,ball_tree,12,mse,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,37,constant,59,auto,6,33,kneighborsRegressor,4,1,lbfgs,uniform,-0.4157024514715437
tanh,auto,19,poisson,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,19,constant,26,log2,18,36,randomForestRegressor,1,1,lbfgs,distance,0.03778798406334516
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5425506911969402
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.4792966176906941
logistic,brute,30,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.475900794710872
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4393790101303976
relu,brute,28,mae,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.3817794135625022
identity,brute,16,mae,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,6,invscaling,89,log2,19,11,randomForestRegressor,10,1,sgd,distance,0.3294965422980365
identity,brute,31,poisson,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,14,constant,76,log2,19,19,kneighborsRegressor,8,5,lbfgs,uniform,0.3192190947535658
tanh,ball_tree,18,mse,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,18,adaptive,27,log2,19,4,randomForestRegressor,2,4,sgd,distance,0.25743201390834636
tanh,brute,14,mse,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,38,adaptive,37,log2,8,34,randomForestRegressor,7,10,lbfgs,uniform,0.2476392941923683
identity,ball_tree,17,poisson,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,17,constant,92,log2,5,30,randomForestRegressor,2,3,sgd,distance,0.23047063801746348
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.48448044958198266
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.4865554730763858
logistic,kd_tree,21,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4632812552339932
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.46206342846158466
relu,brute,28,mae,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,6,invscaling,89,log2,19,11,randomForestRegressor,10,1,sgd,distance,0.34433874834112943
identity,brute,16,mae,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,14,constant,76,log2,19,19,kneighborsRegressor,8,5,lbfgs,uniform,0.33781999573354404
identity,brute,31,poisson,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,18,adaptive,27,log2,16,4,randomForestRegressor,2,4,sgd,distance,0.0920233293215601
tanh,ball_tree,18,mse,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,38,adaptive,37,log2,8,34,randomForestRegressor,7,10,lbfgs,uniform,0.2492387405728812
tanh,brute,14,mse,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,17,constant,92,log2,5,30,randomForestRegressor,2,3,sgd,distance,0.23392918874392965
identity,ball_tree,17,poisson,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5356196357099101
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5425506911969402
identity,ball_tree,17,poisson,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5356196357099101
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.4865554730763858
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.48448044958198266
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.4792966176906941
logistic,brute,30,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.475900794710872
logistic,kd_tree,21,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4632812552339932
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.46206342846158466
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4393790101303976
relu,brute,28,mae,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.3817794135625022
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,17,invscaling,96,log2,19,30,nnRegressor,10,5,lbfgs,distance,0.5425506911969402
identity,ball_tree,17,poisson,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.07754759508690923
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,9,5,adam,uniform,0.479223467906148
identity,brute,15,mse,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,37,adaptive,98,log2,10,18,randomForestRegressor,6,5,adam,uniform,0.4763240953325891
logistic,ball_tree,22,mse,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,29,adaptive,47,sqrt,2,27,randomForestRegressor,9,4,lbfgs,distance,0.491182420011835
logistic,brute,30,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.48425657913070197
logistic,kd_tree,21,mse,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.49622485386738946
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,35,adaptive,50,sqrt,19,19,randomForestRegressor,6,7,lbfgs,distance,0.4417136309344879
identity,kd_tree,21,mae,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,27,constant,35,log2,7,20,randomForestRegressor,5,10,sgd,uniform,0.4686815218338133
