activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,32,mse,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,31,adaptive,8,auto,19,6,kneighborsRegressor,1,8,adam,distance,0.49734699029198126
logistic,brute,26,mae,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,12,constant,57,sqrt,5,13,nnRegressor,8,4,sgd,distance,0.03977484232300932
relu,auto,10,mse,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,40,invscaling,72,log2,3,39,randomForestRegressor,3,8,adam,distance,0.0938793155778006
tanh,kd_tree,23,mae,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2,constant,4,auto,19,29,kneighborsRegressor,4,2,lbfgs,uniform,-0.2786609903252446
relu,ball_tree,19,mse,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,18,adaptive,54,auto,15,24,kneighborsRegressor,5,2,sgd,distance,-0.3374064151152014
identity,auto,20,poisson,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,25,adaptive,76,sqrt,14,4,nnRegressor,1,6,adam,distance,0.23809186092227697
relu,ball_tree,15,mse,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,17,invscaling,40,auto,19,10,nnRegressor,6,1,sgd,uniform,-0.02989496720245266
logistic,auto,22,mse,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,18,adaptive,76,sqrt,16,40,randomForestRegressor,5,6,sgd,uniform,0.4779050501488141
logistic,kd_tree,27,poisson,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,14,constant,6,sqrt,4,22,randomForestRegressor,6,8,sgd,uniform,-0.004129837503097811
tanh,auto,25,mae,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,30,adaptive,60,sqrt,19,34,kneighborsRegressor,9,5,sgd,distance,0.4221642694065979
identity,auto,10,poisson,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,3,adaptive,55,log2,13,20,kneighborsRegressor,3,9,adam,distance,0.007929791880457726
logistic,kd_tree,22,mse,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,24,constant,19,sqrt,13,18,nnRegressor,5,2,adam,distance,0.510031038438964
tanh,auto,11,mae,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,32,invscaling,9,auto,20,16,randomForestRegressor,1,3,sgd,distance,0.38652857992403067
relu,ball_tree,16,poisson,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,5,invscaling,56,sqrt,7,38,nnRegressor,3,9,lbfgs,distance,0.42774532237812335
relu,kd_tree,21,poisson,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,28,constant,68,sqrt,16,39,randomForestRegressor,7,7,adam,distance,0.13907461909720997
relu,auto,10,poisson,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,25,constant,90,sqrt,13,12,kneighborsRegressor,3,6,lbfgs,uniform,-0.16422783647797123
tanh,auto,21,mae,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,2,adaptive,73,sqrt,12,8,kneighborsRegressor,10,8,sgd,uniform,0.11184331805221848
logistic,brute,22,mae,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,14,invscaling,77,sqrt,10,16,kneighborsRegressor,2,10,sgd,uniform,0.14340607608138578
logistic,kd_tree,19,mae,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,16,adaptive,23,auto,7,35,nnRegressor,6,1,sgd,uniform,0.020101339155894404
