activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,20,poisson,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,17,invscaling,22,auto,7,13,randomForestRegressor,5,6,sgd,distance,0.07073039712294293
identity,kd_tree,27,mse,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,22,kneighborsRegressor,10,7,lbfgs,distance,0.31948302099350767
identity,brute,26,poisson,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,4,invscaling,52,sqrt,15,24,randomForestRegressor,4,10,lbfgs,distance,0.04170142902566565
logistic,auto,32,mae,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.28042298652748665
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.4308070776680114
logistic,ball_tree,13,poisson,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,31,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.39624358166746354
tanh,kd_tree,23,mse,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,9,10,sgd,distance,0.3894474531471902
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,31,constant,72,auto,4,25,nnRegressor,10,1,sgd,uniform,0.36448811440717255
tanh,brute,17,mae,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,4,nnRegressor,10,1,adam,distance,0.35656134934783046
relu,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,27,adaptive,100,auto,8,36,randomForestRegressor,9,6,adam,uniform,0.3422525424760088
identity,kd_tree,27,mse,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,22,kneighborsRegressor,10,7,lbfgs,distance,0.31948302099350767
identity,ball_tree,23,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,23,adaptive,49,sqrt,17,8,kneighborsRegressor,6,4,sgd,distance,0.28543029077898996
logistic,auto,32,mae,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.28042298652748665
relu,ball_tree,24,mae,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,20,constant,85,auto,19,6,nnRegressor,8,4,sgd,uniform,0.21210173794142406
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.48735779320843287
logistic,ball_tree,13,poisson,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,9,10,sgd,uniform,0.12987166909520131
tanh,kd_tree,23,mse,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,31,constant,72,auto,10,25,nnRegressor,10,1,sgd,uniform,0.26980890342285835
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,4,nnRegressor,10,1,adam,distance,0.3517729857547628
tanh,brute,17,poisson,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,27,adaptive,100,auto,8,36,randomForestRegressor,9,5,adam,uniform,0.2778414558864424
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,22,kneighborsRegressor,10,7,lbfgs,distance,0.3551666321149306
identity,kd_tree,27,mae,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,23,invscaling,49,sqrt,17,8,kneighborsRegressor,6,4,sgd,distance,0.26783142846963715
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.39854802900469377
logistic,auto,32,mae,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,20,constant,85,sqrt,19,6,nnRegressor,8,4,sgd,uniform,0.07274697481364956
relu,ball_tree,24,mae,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.21981214319347409
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.48735779320843287
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.4308070776680114
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.39854802900469377
logistic,ball_tree,13,poisson,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,31,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.39624358166746354
tanh,kd_tree,23,mse,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,9,10,sgd,distance,0.3894474531471902
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,31,constant,72,auto,4,25,nnRegressor,10,1,sgd,uniform,0.36448811440717255
tanh,brute,17,mae,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,4,nnRegressor,10,1,adam,distance,0.35656134934783046
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,22,kneighborsRegressor,10,7,lbfgs,distance,0.3551666321149306
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,4,nnRegressor,10,1,adam,distance,0.3517729857547628
relu,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,27,adaptive,100,auto,8,36,randomForestRegressor,9,6,adam,uniform,0.3422525424760088
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.4308070776680114
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.48152044755025647
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,31,invscaling,87,auto,19,38,kneighborsRegressor,4,10,sgd,uniform,0.3569680578870167
logistic,ball_tree,13,poisson,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,5,10,sgd,distance,0.16092620621591547
tanh,kd_tree,23,mse,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,31,constant,72,auto,4,25,nnRegressor,10,1,sgd,distance,0.24073085471511635
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,4,nnRegressor,10,10,adam,distance,0.379348951307501
tanh,brute,17,mae,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,16,kneighborsRegressor,10,7,lbfgs,distance,0.38529840799269366
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.467273946881819
relu,brute,12,poisson,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,27,adaptive,100,auto,8,36,randomForestRegressor,9,6,adam,uniform,0.25644576959067567
relu,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,5,10,sgd,uniform,0.39063828173036996
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.48735779320843287
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.48152044755025647
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.467273946881819
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.4308070776680114
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.4308070776680114
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.39854802900469377
logistic,ball_tree,13,poisson,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,31,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.39624358166746354
relu,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,5,10,sgd,uniform,0.39063828173036996
tanh,kd_tree,23,mse,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,9,10,sgd,distance,0.3894474531471902
tanh,brute,17,mae,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,3,16,kneighborsRegressor,10,7,lbfgs,distance,0.38529840799269366
tanh,kd_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.481331521434852
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.5290999384628211
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,8,kneighborsRegressor,1,7,lbfgs,distance,0.34171895658347684
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.43592163731372047
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,log2,19,13,randomForestRegressor,4,6,adam,distance,0.4400370092091008
relu,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,31,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.3605320214957778
logistic,ball_tree,13,poisson,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,5,10,sgd,uniform,0.39208165636643977
relu,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,30,constant,86,log2,12,38,randomForestRegressor,9,1,sgd,distance,0.18331739112356904
tanh,kd_tree,23,mse,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,30,invscaling,49,log2,15,16,kneighborsRegressor,10,7,lbfgs,distance,0.36901101027995886
tanh,brute,17,mae,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.39349438220628763
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.5290999384628211
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,kneighborsRegressor,4,10,sgd,uniform,0.48735779320843287
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.48152044755025647
tanh,kd_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.481331521434852
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.467273946881819
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,log2,19,13,randomForestRegressor,4,6,adam,distance,0.4400370092091008
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.43592163731372047
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.4308070776680114
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.4308070776680114
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.39854802900469377
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,7,invscaling,87,auto,19,11,nnRegressor,4,10,sgd,uniform,0.12812550395856293
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,45,auto,19,13,randomForestRegressor,4,6,sgd,distance,0.48138523755545826
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,3,sgd,distance,0.48152044755025647
tanh,kd_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,34,constant,76,auto,3,11,nnRegressor,10,5,adam,distance,0.5033526005950878
tanh,kd_tree,14,poisson,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,35,adaptive,9,log2,19,13,randomForestRegressor,4,6,adam,distance,0.04187317212590802
tanh,ball_tree,10,mse,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.1338670455993448
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,1,7,lbfgs,distance,0.43977210864543625
tanh,ball_tree,10,mse,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,38,invscaling,69,log2,8,6,kneighborsRegressor,2,7,lbfgs,distance,0.44216200780742554
tanh,ball_tree,10,mse,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,5,adaptive,9,auto,19,13,randomForestRegressor,4,6,adam,distance,0.48521095791708957
identity,ball_tree,18,mse,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,34,constant,76,auto,3,11,nnRegressor,10,9,adam,distance,0.4173956412962656
