activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,15,entropy,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,30,constant,39,sqrt,17,16,randomForestClassifier,8,10,lbfgs,distance,0.545751633986928
relu,kd_tree,19,gini,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,31,invscaling,88,auto,8,27,kneighborsClassifier,6,6,adam,uniform,0.553921568627451
tanh,brute,13,entropy,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,8,constant,44,auto,19,28,kneighborsClassifier,5,7,sgd,distance,0.6062091503267973
tanh,brute,20,gini,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,26,adaptive,88,auto,13,8,randomForestClassifier,8,3,adam,uniform,0.5588235294117647
identity,brute,30,gini,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,40,invscaling,43,log2,17,36,kneighborsClassifier,9,1,lbfgs,uniform,0.5686274509803921
tanh,ball_tree,20,entropy,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,21,constant,35,sqrt,9,26,kneighborsClassifier,7,7,lbfgs,uniform,0.5343137254901961
relu,ball_tree,17,entropy,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,39,adaptive,64,sqrt,8,34,kneighborsClassifier,7,8,adam,distance,0.5964052287581699
tanh,kd_tree,16,entropy,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,37,constant,3,sqrt,5,37,kneighborsClassifier,1,3,sgd,uniform,0.5228758169934641
relu,brute,12,gini,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,15,constant,84,sqrt,5,2,randomForestClassifier,4,2,lbfgs,uniform,0.5882352941176471
tanh,brute,12,entropy,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,37,adaptive,76,auto,9,8,nnClassifier,4,10,adam,uniform,0.2042483660130719
identity,auto,28,gini,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,18,constant,87,auto,11,31,kneighborsClassifier,8,1,adam,distance,0.5375816993464052
relu,brute,21,gini,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,2,constant,99,log2,4,27,kneighborsClassifier,4,2,lbfgs,uniform,0.4869281045751634
logistic,brute,13,entropy,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,9,constant,38,sqrt,13,11,nnClassifier,4,6,sgd,uniform,0.1503267973856209
relu,kd_tree,29,entropy,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,40,constant,71,sqrt,20,26,randomForestClassifier,8,10,adam,uniform,0.5310457516339869
identity,kd_tree,9,entropy,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,22,adaptive,22,auto,13,10,kneighborsClassifier,1,9,sgd,uniform,0.545751633986928
relu,brute,16,gini,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,34,invscaling,94,log2,12,13,nnClassifier,4,8,sgd,distance,0.006535947712418301
logistic,kd_tree,14,entropy,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,adaptive,17,log2,16,4,kneighborsClassifier,7,1,lbfgs,uniform,0.5506535947712419
logistic,ball_tree,16,gini,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,29,adaptive,19,sqrt,19,23,randomForestClassifier,9,6,lbfgs,uniform,0.5424836601307189
identity,kd_tree,14,entropy,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,31,invscaling,70,log2,11,38,randomForestClassifier,9,4,sgd,distance,0.5637254901960784
identity,brute,26,gini,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,13,invscaling,86,log2,3,10,randomForestClassifier,3,6,adam,uniform,0.5980392156862745
relu,auto,19,entropy,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,15,invscaling,59,log2,20,40,randomForestClassifier,6,4,lbfgs,uniform,0.5571895424836601
tanh,brute,18,entropy,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,34,constant,80,auto,20,7,nnClassifier,8,3,sgd,distance,0.23366013071895425
tanh,auto,31,gini,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,25,adaptive,21,auto,17,14,randomForestClassifier,1,3,sgd,distance,0.5424836601307189
identity,kd_tree,10,gini,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,25,adaptive,82,sqrt,18,3,nnClassifier,10,7,lbfgs,uniform,0.16013071895424835
identity,brute,9,gini,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,24,constant,12,sqrt,13,22,nnClassifier,1,7,adam,uniform,0.16339869281045752
tanh,brute,22,entropy,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,24,adaptive,77,auto,9,13,kneighborsClassifier,1,10,adam,distance,0.5882352941176471
relu,ball_tree,30,entropy,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,12,constant,2,auto,12,35,nnClassifier,4,8,adam,uniform,0.20261437908496732
logistic,kd_tree,17,entropy,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,39,adaptive,77,sqrt,14,24,kneighborsClassifier,10,8,adam,distance,0.5996732026143791
tanh,brute,31,gini,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,15,adaptive,53,sqrt,5,8,nnClassifier,9,3,adam,uniform,0.2173202614379085
identity,auto,24,entropy,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,4,constant,63,auto,14,20,kneighborsClassifier,4,10,lbfgs,distance,0.5702614379084967
tanh,brute,19,gini,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,27,invscaling,73,auto,14,38,kneighborsClassifier,4,4,lbfgs,uniform,0.5212418300653595
identity,brute,25,gini,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3,constant,16,log2,12,8,kneighborsClassifier,7,5,sgd,distance,0.6045751633986928
relu,auto,19,entropy,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,14,constant,35,sqrt,14,11,randomForestClassifier,7,4,sgd,distance,0.5375816993464052
tanh,ball_tree,23,entropy,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,14,constant,60,log2,4,26,randomForestClassifier,9,7,adam,distance,0.5735294117647058
logistic,kd_tree,13,gini,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,15,constant,10,log2,9,33,kneighborsClassifier,5,6,sgd,distance,0.5702614379084967
relu,brute,12,gini,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,18,constant,15,sqrt,16,38,randomForestClassifier,6,1,adam,distance,0.5343137254901961
logistic,kd_tree,24,entropy,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,21,invscaling,37,sqrt,3,3,kneighborsClassifier,5,1,lbfgs,distance,0.5604575163398693
relu,kd_tree,20,entropy,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,14,invscaling,81,auto,2,11,kneighborsClassifier,6,2,sgd,uniform,0.4918300653594771
tanh,kd_tree,10,entropy,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,3,constant,62,sqrt,2,32,nnClassifier,6,8,adam,distance,0.21405228758169934
tanh,ball_tree,32,entropy,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,constant,96,auto,12,27,kneighborsClassifier,3,8,lbfgs,distance,0.5980392156862745
logistic,ball_tree,20,entropy,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,7,constant,78,auto,4,15,kneighborsClassifier,5,10,adam,distance,0.5735294117647058
identity,kd_tree,27,entropy,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,23,invscaling,64,sqrt,17,6,randomForestClassifier,1,6,lbfgs,uniform,0.5392156862745098
relu,kd_tree,11,gini,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,9,constant,56,sqrt,3,34,randomForestClassifier,6,6,adam,uniform,0.5604575163398693
logistic,kd_tree,8,entropy,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,20,invscaling,47,auto,5,28,kneighborsClassifier,10,10,lbfgs,distance,0.5931372549019608
tanh,kd_tree,8,entropy,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4,constant,82,auto,5,24,kneighborsClassifier,10,7,adam,uniform,0.5408496732026143
tanh,brute,21,entropy,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,14,adaptive,46,sqrt,17,21,kneighborsClassifier,6,3,lbfgs,distance,0.5735294117647058
tanh,ball_tree,23,gini,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,25,invscaling,82,sqrt,13,35,kneighborsClassifier,6,9,lbfgs,uniform,0.5130718954248366
logistic,auto,8,entropy,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,5,adaptive,4,auto,11,26,randomForestClassifier,1,10,sgd,distance,0.4918300653594771
tanh,ball_tree,18,gini,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,20,constant,51,log2,11,8,nnClassifier,2,1,sgd,distance,0.2107843137254902
logistic,auto,26,entropy,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,15,invscaling,14,sqrt,10,32,kneighborsClassifier,1,9,lbfgs,uniform,0.5343137254901961
logistic,brute,11,entropy,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,4,adaptive,100,sqrt,9,18,kneighborsClassifier,2,6,sgd,distance,0.5800653594771242
relu,ball_tree,28,entropy,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,36,invscaling,84,log2,6,16,randomForestClassifier,1,7,lbfgs,distance,0.5849673202614379
relu,ball_tree,27,entropy,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,25,constant,25,log2,16,33,nnClassifier,5,8,sgd,uniform,0.20915032679738563
relu,kd_tree,20,gini,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,3,adaptive,95,log2,15,14,kneighborsClassifier,9,6,adam,uniform,0.5473856209150327
identity,kd_tree,27,entropy,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,30,invscaling,13,log2,16,40,randomForestClassifier,1,4,lbfgs,uniform,0.5588235294117647
logistic,kd_tree,17,gini,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,7,constant,95,auto,20,10,kneighborsClassifier,10,3,lbfgs,uniform,0.5326797385620915
relu,kd_tree,15,entropy,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,11,constant,45,sqrt,13,17,nnClassifier,3,10,lbfgs,uniform,0.19607843137254902
identity,kd_tree,13,gini,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,21,adaptive,24,sqrt,16,20,randomForestClassifier,5,4,lbfgs,uniform,0.545751633986928
identity,brute,15,gini,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,9,adaptive,7,sqrt,18,11,kneighborsClassifier,8,9,sgd,distance,0.5816993464052288
tanh,kd_tree,17,gini,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,19,adaptive,81,log2,14,27,nnClassifier,5,7,sgd,uniform,0.21895424836601307
identity,brute,9,entropy,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,34,adaptive,42,auto,6,19,kneighborsClassifier,8,1,lbfgs,uniform,0.5571895424836601
relu,brute,9,gini,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,24,constant,100,auto,18,29,kneighborsClassifier,7,1,adam,distance,0.5604575163398693
identity,auto,22,gini,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,36,invscaling,84,log2,11,19,nnClassifier,8,4,lbfgs,uniform,0.13562091503267973
logistic,ball_tree,21,entropy,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,16,invscaling,14,auto,19,35,nnClassifier,1,1,adam,uniform,0.1830065359477124
identity,ball_tree,26,entropy,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,24,invscaling,85,sqrt,14,22,kneighborsClassifier,2,8,sgd,uniform,0.545751633986928
relu,auto,15,entropy,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,30,invscaling,63,log2,15,12,kneighborsClassifier,5,1,sgd,distance,0.5686274509803921
relu,auto,30,entropy,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,36,constant,12,auto,5,13,randomForestClassifier,7,5,sgd,uniform,0.565359477124183
relu,kd_tree,13,gini,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,30,adaptive,62,sqrt,7,12,randomForestClassifier,2,1,adam,distance,0.5686274509803921
identity,auto,8,entropy,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,24,constant,7,log2,11,29,kneighborsClassifier,9,1,adam,distance,0.5424836601307189
tanh,kd_tree,20,gini,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,26,invscaling,1,sqrt,17,25,kneighborsClassifier,8,2,adam,uniform,0.47875816993464054
relu,ball_tree,27,gini,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,16,adaptive,47,log2,2,2,randomForestClassifier,8,3,sgd,distance,0.6111111111111112
logistic,auto,25,entropy,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,31,adaptive,43,sqrt,11,4,nnClassifier,2,1,adam,distance,0.184640522875817
