activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,9,gini,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,31,adaptive,66,sqrt,13,21,kneighborsClassifier,5,6,adam,distance,0.5898692810457516
identity,ball_tree,20,gini,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,13,constant,78,auto,10,16,nnClassifier,6,7,sgd,distance,0.15359477124183007
relu,kd_tree,29,gini,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,23,invscaling,63,log2,17,27,nnClassifier,6,8,adam,distance,0.2042483660130719
identity,kd_tree,32,entropy,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,18,adaptive,21,auto,11,33,randomForestClassifier,1,1,adam,distance,0.5490196078431373
relu,brute,9,entropy,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,26,adaptive,45,sqrt,20,28,kneighborsClassifier,2,2,sgd,distance,0.5947712418300654
logistic,auto,18,entropy,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,25,invscaling,6,sqrt,14,20,randomForestClassifier,8,5,sgd,distance,0.48856209150326796
relu,auto,9,entropy,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,3,constant,80,log2,19,21,nnClassifier,1,10,sgd,uniform,0.0
relu,ball_tree,17,entropy,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,35,invscaling,13,sqrt,15,14,nnClassifier,8,7,adam,uniform,0.20588235294117646
identity,brute,15,entropy,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,34,constant,100,sqrt,6,34,randomForestClassifier,1,2,adam,uniform,0.5555555555555556
logistic,auto,9,entropy,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,7,constant,74,sqrt,16,24,kneighborsClassifier,9,8,lbfgs,uniform,0.5212418300653595
logistic,kd_tree,15,entropy,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,29,constant,27,sqrt,14,22,kneighborsClassifier,9,10,sgd,uniform,0.5506535947712419
identity,auto,25,entropy,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,adaptive,1,auto,13,33,randomForestClassifier,10,7,lbfgs,distance,0.5408496732026143
identity,auto,24,entropy,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,33,invscaling,10,auto,13,40,randomForestClassifier,1,5,adam,uniform,0.5294117647058824
tanh,kd_tree,32,entropy,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,34,adaptive,64,sqrt,5,13,randomForestClassifier,1,9,lbfgs,uniform,0.6029411764705882
identity,kd_tree,32,gini,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,23,invscaling,53,log2,2,3,randomForestClassifier,4,3,sgd,uniform,0.6143790849673203
tanh,kd_tree,18,entropy,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,10,invscaling,92,auto,17,31,nnClassifier,2,1,sgd,uniform,0.0
identity,ball_tree,21,entropy,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,14,invscaling,99,sqrt,5,26,kneighborsClassifier,3,5,sgd,distance,0.6029411764705882
relu,kd_tree,11,entropy,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,37,constant,37,sqrt,20,11,nnClassifier,7,4,adam,distance,0.21568627450980393
